stan	stane	stan	stát	N;INDF;MASC+FEM;SG	V;IND;SG;3;POS;PRS;FIN;ACT
crystal	krystal	crystal	krystat		N;INAN;NOM;MASC;SG;POS
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
homo	homo	homo	homo		N;INAN;NOM;MASC;SG;POS
malcolm	malcolm	malcolm	malcolm		N;ANIM;NOM;MASC;SG;POS
malcolm	malcolma	malcolm	malcolma		N;ANIM;ACC;MASC;SG;POS
fugtige	vlhká	fugtig	vlhký	ADJ;PL	ADJ;NOM;FEM;SG;POS
fugtige	vlhké	fugtig	vlhký	ADJ;PL	ADJ;NOM;NEUT;SG;POS
fugtige	vlhký	fugtig	vlhký	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
fugtige	vlhko	fugtig	vlhko	ADJ;PL	N;NOM;NEUT;SG;POS
cat	cat	cat	cat		PROPN;NOM;MASC;SG;POS
cat	kocka	cat	kocka		N;NOM;FEM;SG;POS
cat	kočka	cat	kočka		N;NOM;FEM;SG;POS
cat	kocour	cat	kocour		N;ANIM;NOM;MASC;SG;POS
sild	sledě	sild	sled	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
wanderers	wanderers	wandere	wanderers	N;INDF;MASC+FEM;SG	PROPN;MASC;SG;POS
commonwealth	společenství	commonwealth	společenství		N;NOM;NEUT;SG;POS
kunstig	uměle	kunstig	uměle	ADJ;INDF;MASC+FEM;SG	ADV;POS
dos	dos	dos	dos		PROPN;NOM;MASC;SG;POS
oregon	oregonu	oregon	oregon		PROPN;INAN;DAT;MASC;SG;POS
bordeaux	bordeaux	bordeaux	bordeaux		PROPN;INAN;NOM;MASC;SG;POS
earl	earl	earl	earl		PROPN;ANIM;NOM;MASC;SG;POS
earl	earle	earl	earle		PROPN;ANIM;NOM;MASC;SG;POS
fotos	fotografie	fotos	fotografie	N;INDF;NEUT;PL	N;NOM;FEM;SG;POS
fotos	fotografie	fotos	fotografie	N;INDF;NEUT;PL	N;NOM;FEM;SG;POS
mistanke	podezřelá	mistanke	podezřelý	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
mistanke	podezřelý	mistanke	podezřelý	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
mistanke	podezřelý	mistanke	podezřelý	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
digitalt	digitálně	digitalt	digitálně	ADJ;INDF;NEUT;SG	ADV;POS
antager	předpokládejme	antage	předpokládat	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
svømmer	plavání	svømme	plavání	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
svømmer	koupání	svømme	koupání	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
svømmer	záchranář	svømme	záchranář	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
svømmer	plavec	svømme	plavec	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
maine	maine	maine	maine	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
afgrænset	vymezené	afgrænse	vymezený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
afgrænset	definovaný	afgrænse	definovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
afgrænset	definováno	afgrænse	definovaný	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
afgrænset	definovaná	afgrænse	definovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
afgrænset	definované	afgrænse	definovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL;POS
afgrænset	vymezených	afgrænse	vymezený	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;POS
afgrænset	vymezené	afgrænse	vymezený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
afgrænset	vymezená	afgrænse	vymezený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
moderat	středně	moderat	středně	ADJ;INDF;MASC+FEM;SG	ADV;POS
moderat	mírně	moderat	mírně	ADJ;INDF;MASC+FEM;SG	ADV;POS
moderat	poměrně	moderat	poměrně	ADJ;INDF;MASC+FEM;SG	ADV;POS
moderat	středně	moderat	středně	ADJ;INDF;MASC+FEM;SG	ADV;POS
brændende	pálení	brænde	pálení	V;PRS;V.PTCP	N;NOM;NEUT;SG;POS
brændende	hořící	brænde	hořící	V;PRS;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
friends	přátelé	friends	přítel	V;PRS;V.PTCP	N;ANIM;NOM;MASC;PL;POS
friends	přátel	friends	přítel	V;PRS;V.PTCP	N;ANIM;GEN;MASC;PL;POS
friends	kamarádi	friends	kamarád	V;PRS;V.PTCP	N;ANIM;NOM;MASC;PL;POS
friends	přátele	friends	přítel	V;PRS;V.PTCP	N;ANIM;ACC;MASC;PL;POS
friends	přáteli	friends	přítel	V;PRS;V.PTCP	N;ANIM;INS;MASC;PL;POS
dedikeret	oddaná	dedikere	oddanat	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
dedikeret	oddaný	dedikere	oddaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
baser	báze	base	báze	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
gemt	skryto	gemme	skrytý	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
gemt	skrytý	gemme	skrytý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
gemt	ukrytý	gemme	ukrytý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
gemt	skrytá	gemme	skrytý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
gemt	skryté	gemme	skrytý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
gemt	uložená	gemme	uložený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
gemt	uložených	gemme	uložený	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;POS
gemt	zachráněn	gemme	zachráněný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
gemt	uložené	gemme	uložený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
gemt	uloženo	gemme	uložený	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
oplyste	osvícení	oplyse	osvícení	V;IND;PST;FIN;ACT	N;NOM;NEUT;SG;POS
oplyste	osvícený	oplyse	osvícený	V;IND;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
tang	kleště	tang	kleště	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
opretter	vytvoření	oprette	vytvoření	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
opretter	vytváření	oprette	vytváření	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
opretter	vytvoření	oprette	vytvoření	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
opretter	vytváření	oprette	vytváření	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
opretter	stvořitel	oprette	stvořitel	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
opretter	tvůrce	oprette	tvůrce	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
opretter	stvořiteli	oprette	stvořitel	V;IND;PRS;FIN;ACT	N;ANIM;DAT;MASC;SG;POS
midterste	střed	midter	střed	ADJ;DEF;RL	N;INAN;NOM;MASC;SG;POS
midterste	střední	midter	střední	ADJ;DEF;RL	ADJ;NOM;MASC;SG;POS
midterste	prostřední	midter	prostřední	ADJ;DEF;RL	ADJ;NOM;MASC;SG;POS
forkerte	špatně	forkert	špatně	ADJ;PL	ADV;POS
forkerte	nesprávné	forkert	správný	ADJ;PL	ADJ;NOM;NEUT;SG;NEG
affald	odpady	affald	odpad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
affald	odpady	affald	odpad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
suzuki	suzuki	suzuki	suzuk		N;NOM;MASC;SG;POS
jelena	jelena	jelena	jelen		N;NOM;FEM;SG;POS
positioner	pozice	position	pozice	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
taktik	taktiky	taktik	taktika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
medina	medina	medina	medina		N;NOM;FEM;SG;POS
konrad	konrad	konrad	konrad		PROPN;ANIM;NOM;MASC;SG;POS
kæmpet	bojovala	kæmpe	bojovat	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
kæmpet	bojovali	kæmpe	bojovat	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
arkiveret	archivované	arkivere	archivovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
arkiveret	podáno	arkivere	podaný	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
arkiveret	podané	arkivere	podaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
demonstrationer	demonstrace	demonstration	demonstrace	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
rocky	rocky	rocky	rock	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;POS
larsson	larsson	larsson	larsson		PROPN;ANIM;NOM;MASC;SG;POS
bemærkede	zaznamenáno	bemærket	zaznamenaný	V;IND;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
bemærkede	zaznamenána	bemærket	zaznamenaný	V;IND;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
sorg	smuteční	sorg	smuteční	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
edith	edith	edith	edith	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
olof	olof	olof	olof	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
wulff	wulff	wulff	wulff		PROPN;NOM;MASC;SG;POS
anseelse	pověsti	anseelse	pověst	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
smed	kovář	smide	kovář	V;IND;PST;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
malere	malíře	male	malíř	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG;POS
absolutte	absolutní	absolutte	absolutní	ADJ;PL	ADJ;NOM;MASC;SG;POS
aske	ash	aske	ash	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
davies	davies	davie	davies		PROPN;ANIM;NOM;MASC;SG;POS
sår	rány	sår	rána	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
trine	kate	trine	kate		PROPN;NOM;FEM;SG;POS
identificeret	identifikovány	identificere	identifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
identificeret	identifikován	identificere	identifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
identificeret	zjištěná	identificere	zjištěný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
identificeret	identifikována	identificere	identifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
afskediget	propuštěn	afskedige	propuštěný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
money	money	money	money		N;INAN;NOM;MASC;SG;POS
money	peníze	money	peníze		N;INAN;NOM;MASC;PL;POS
knut	knut	knut	knut		PROPN;ANIM;NOM;MASC;SG;POS
leeds	leeds	leeds	leeds		PROPN;INAN;NOM;MASC;SG;POS
protein	proteiny	protein	protein	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
protein	bílkoviny	protein	bílkovina	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
protein	bílkovin	protein	bílkovina	N;INDF;NEUT;SG	N;GEN;FEM;PL;POS
protein	proteinů	protein	protein	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
protein	bílkovin	protein	bílkovina	N;INDF;NEUT;SG	N;GEN;FEM;PL;POS
protein	proteiny	protein	protein	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
protein	bílkoviny	protein	bílkovina	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
netværket	sítě	netværk	síť	N;DEF;NEUT;SG	N;NOM;FEM;PL;POS
klipper	kamení	klippe	kamení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
roberto	roberto	roberto	roberto		PROPN;ANIM;NOM;MASC;SG;POS
genetisk	geneticky	genetisk	geneticky	ADJ;INDF;SG	ADV;POS
genetisk	genetické	genetisk	genetický	ADJ;INDF;SG	ADJ;NOM;MASC;PL;POS
tømmer	dřevo	tømme	dřevo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
intellektuelle	intelektuálové	intellektuel	intelektuál	ADJ;PL	N;ANIM;NOM;MASC;PL;POS
intellektuelle	duševní	intellektuel	duševní	ADJ;PL	ADJ;NOM;MASC;SG;POS
intellektuelle	intelektuální	intellektuel	intelektuální	ADJ;PL	ADJ;NOM;MASC;SG;POS
ibm	ibm	ibm	ibm	N;INDF;MASC+FEM;SG	PROPN;FEM;POS
udtrykt	vyjádřené	udtrykke	vyjádřený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL;POS
udtrykt	vyjádřila	udtrykke	vyjádřit	V;INDF;SG;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
udtrykt	vyjádřeno	udtrykke	vyjádřený	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
berkeley	berkeley	berkeley	berkeley		PROPN;NOM;FEM;SG;POS
indkomst	příjmy	indkomst	příjem	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
indkomst	výnosy	indkomst	výnos	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
björn	björn	björn	björn	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
faldne	padlý	falden	padlý	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
faldne	padl	falden	padnout	ADJ;PL	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
tegneserie	comic	tegneserie	comic	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
tegneserie	komické	tegneserie	komický	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
bedrifter	hospodářství	bedrifter	hospodářství	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
forever	navždy	foreve	navždy	N;INDF;MASC+FEM;SG	ADV
forever	navěky	foreve	navěky	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
perron	platformy	perron	platforma	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
omar	omar	omar	omar	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
omar	omara	omar	omara	PROPN	PROPN;ANIM;GEN;MASC;SG;POS
blok	blokovat	blok	blokovat	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
blok	zablokovat	blok	zablokovat	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
spænder	přezky	spænde	přezka	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
klinisk	klinický	klinisk	klinický	ADV	ADJ;INAN;NOM;MASC;SG;POS
klinisk	klinická	klinisk	klinický	ADV	ADJ;NOM;FEM;SG;POS
klinisk	klinické	klinisk	klinický	ADV	ADJ;NOM;NEUT;SG;POS
indså	realizované	indså	realizovaný	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;POS
pligt	povinnosti	pligt	povinnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
pligt	povinnosti	pligt	povinnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
onsdag	středy	onsdag	středa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
onsdag	středeční	onsdag	středeční	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
gult	žluté	gult	žlutý	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
palme	palme	palme	palma	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
palme	palm	palme	palm	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
airways	airways	airway	airways		PROPN;INAN;MASC;SG;POS
maksimalt	maximální	maksimalt	maximální	ADV	ADJ;NOM;MASC;SG;POS
maksimalt	maximum	maksimalt	maximum	ADV	N;NOM;NEUT;SG;POS
hør	lnu	høre	len	V;IMP	N;INAN;NOM;MASC;SG;POS
hør	len	høre	len	V;IMP	PROPN;MASC;SG;POS
defensiv	obranný	defensiv	obranný	N;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
defensiv	obranná	defensiv	obranný	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
defensiv	obranné	defensiv	obranný	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
patienten	trpělivý	patient	trpělivý	N;DEF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
købes	kup	købe	kup	V;IND;PRS;NFIN;PASS	N;FEM;SG;POS
købes	koupil	købe	koupit	V;IND;PRS;NFIN;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
købes	koupil	købe	koupit	V;IND;PRS;NFIN;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
købes	koupila	købe	koupit	V;IND;PRS;NFIN;PASS	V;PFV;POS;PST;V.PTCP;ACT
købes	koupili	købe	koupit	V;IND;PRS;NFIN;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
janeiro	janeiro	janeiro	janeiro		PROPN;NOM;NEUT;SG;POS
gotha	gotha	gotha	gotha		PROPN;ANIM;NOM;MASC;SG;POS
forbeholdt	vyhrazeno	forbeholde	vyhrazený	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
forbeholdt	vyhrazené	forbeholde	vyhrazený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
forbeholdt	vyhrazena	forbeholde	vyhrazený	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
indvandring	imigrační	indvandring	imigrační	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
hjalmar	hjalmar	hjalmar	hjalmar		PROPN;ANIM;NOM;MASC;SG;POS
salvador	salvador	salvador	salvador		PROPN;INAN;NOM;MASC;SG;POS
duke	duke	duke	duke		PROPN;ANIM;NOM;MASC;SG;POS
duke	vévoda	duke	vévoda		N;ANIM;NOM;MASC;SG;POS
mønt	mince	mønt	mince	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
isaac	isaac	isaac	isaac		PROPN;ANIM;NOM;MASC;SG;POS
forhandle	vyjednávání	forhandle	vyjednávání	V;NFIN;ACT	N;NOM;NEUT;SG;POS
lis	liz	lis	liz		PROPN;FEM;SG;POS
lis	lis	lis	lis		N;INAN;NOM;MASC;SG;POS
indeholdende	obsahující	indeholde	obsahující	V;PRS;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;PRS;V.PTCP;ACT
indtjening	výdělky	indtjening	výdělek	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
påvirkede	ovlivněno	påvirke	ovlivněný	V;PL;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
påvirkede	ovlivněn	påvirke	ovlivněný	V;PL;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
påvirkede	ovlivněna	påvirke	ovlivněný	V;PL;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
påvirkede	ovlivněn	påvirke	ovlivněný	V;PL;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
påvirkede	postižené	påvirke	postižený	V;PL;PST;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
påvirkede	zasažené	påvirke	zasažený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;PL;POS
grafik	grafické	grafik	grafický	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
grafik	grafický	grafik	grafický	N;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
forældet	zastaralé	forælde	zastaralý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
forældet	zastaralý	forælde	zastaralý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
forældet	zastaralá	forælde	zastaralý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
forældet	zastaralé	forælde	zastaralý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
forældet	zastaralý	forælde	zastaralý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
forældet	zastaralá	forælde	zastaralý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
forældet	zastaralé	forælde	zastaralý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
fantasi	fantasy	fantasi	fantasa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
rostock	rostock	rostock	rostock	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
mos	mos	mos	mos	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
mos	moss	mos	moss	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
specialiserede	specializované	specialisere	specializovaný	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
specialiserede	specializované	specialisere	specializovaný	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
geologisk	geologická	geologisk	geologický	ADV	ADJ;NOM;FEM;SG;POS
jin	jine	jin	jine		ADJ;NOM;MASC;SG;POS
jin	jin	jin	jin		PROPN;ANIM;NOM;MASC;SG;POS
jin	jina	jin	jin		N;NOM;FEM;SG;POS
vandret	vodorovně	vandret	vodorovně	V;INDF;SG;PST;V.PTCP	ADV;POS
vandret	horizontální	vandret	horizontální	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;POS
vandret	vodorovné	vandret	vodorovný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
vandret	vodorovně	vandret	vodorovně	V;INDF;SG;PST;V.PTCP	ADV;POS
homoseksuelle	gayů	homoseksuel	gay	ADJ;PL	N;ANIM;GEN;MASC;PL;POS
homoseksuelle	gayové	homoseksuel	gayový	ADJ;PL	N;ANIM;NOM;MASC;PL;POS
homoseksuelle	homosexuál	homoseksuel	homosexuál	ADJ;PL	N;ANIM;NOM;MASC;SG;POS
homoseksuelle	homosexuální	homoseksuel	homosexuální	ADJ;PL	ADJ;NOM;MASC;SG;POS
homoseksuelle	homosexuály	homoseksuel	homosexuál	ADJ;PL	N;ANIM;ACC;MASC;PL;POS
homoseksuelle	homosexuálové	homoseksuel	homosexuál	ADJ;PL	N;ANIM;NOM;MASC;PL;POS
tanzania	tanzanie	tanzania	tanzanie		N;NOM;FEM;SG;POS
miguel	miguel	miguel	miguel		PROPN;ANIM;NOM;MASC;SG;POS
rosen	rosen	rose	rosen	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
clinton	clinton	clinton	clinton		PROPN;ANIM;NOM;MASC;SG;POS
videoer	videí	video	videt	N;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
uddrag	výtažky	uddrag	výtažek	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
uddrag	rozbalit	uddrag	rozbalit	N;INDF;NEUT;SG	V;PFV;POS;NFIN
uddrag	výňatky	uddrag	výňatka	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
rimelig	spravedlivě	rimelig	spravedlivě	ADJ;INDF;MASC+FEM;SG	ADV;POS
rimelig	fér	rimelig	fér	ADJ;INDF;MASC+FEM;SG	INTJ
rimelig	veletrh	rimelig	veletrh	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG;POS
lander	přístaviště	land	přístaviště	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
lander	přistání	land	přistání	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
lander	pozemky	land	pozemek	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
lander	pozemek	land	pozemek	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
lander	země	land	země	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;POS
kids	děti	kids	dítě	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
kids	děcka	kids	děcko	N;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
hang	hung	hænge	hung	V;IMP	PROPN;ANIM;NOM;MASC;SG;POS
hang	visící	hænge	visící	V;IMP	ADJ;NOM;MASC;SG;POS
hang	visí	hænge	viset	V;IMP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ålborg	aalborg	ålborg	aalborg		PROPN;INAN;NOM;MASC;SG;POS
ioc	mov	ioc	mov	PROPN	PROPN;INAN;MASC;POS
mai	mai	mai	mai		PROPN;NOM;MASC;SG;POS
fjerner	odebírání	fjerne	odebírání	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
metadata	metadata	metadata	metada	N;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
udrustet	vybaveni	udruste	vybavený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
udrustet	vybavené	udruste	vybavený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
udrustet	vybavená	udruste	vybavený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
udrustet	vybaveno	udruste	vybavený	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
tænkning	přemýšlím	tænkning	přemýšlet	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
bismarck	bismarck	bismarck	bismarck	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
indretning	dekorace	indretning	dekorace	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
village	village	villag	villaga		N;INAN;NOM;MASC;SG;POS
village	vesnice	villag	vesnice		N;NOM;FEM;SG;POS
straffe	trest	straffe	trest	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
straffe	potrestat	straffe	potrestat	N;INDF;MASC+FEM;PL	V;PFV;POS;NFIN
straffe	trestat	straffe	trestat	N;INDF;MASC+FEM;PL	V;IPFV;POS;NFIN
straffe	penále	straffe	penále	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
straffe	potrestání	straffe	potrestání	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
straffe	trest	straffe	trest	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
fladt	plochý	fladt	plochý	ADV	ADJ;INAN;NOM;MASC;SG;POS
fladt	byt	fladt	byt	ADV	N;INAN;NOM;MASC;SG;POS
