que	že	que	že	PRO;MASC;SG	CONJ
branca	biely	branco	biely	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
branca	white	branco	whit	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
branca	biele	branco	biely	N;FEM;SG	ADJ;NOM;NEUT;SG
branca	bielo	branco	bielo	N;FEM;SG	ADV
jack	jack	jack	jack	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
national	národný	national	národný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
national	vnútroštátnych	national	vnútroštátny	N;MASC;SG	ADJ;GEN;MASC;PL
national	vnútroštátne	national	vnútroštátne	N;MASC;SG	ADV
national	národná	national	národný	N;MASC;SG	ADJ;NOM;FEM;SG
national	vnútroštátna	national	vnútroštátny	N;MASC;SG	ADJ;NOM;FEM;SG
national	národné	national	národný	N;MASC;SG	ADJ;NOM;NEUT;SG
decidiu	rozhodli	decidir	rozhodnúť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
decidiu	rozhodnuté	decidir	rozhodnutý	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
constituição	ústavy	constituição	ústav	N;FEM;SG	N;INAN;NOM;MASC;PL
auto	automatický	auto	automatický	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
auto	automatická	auto	automatický	N;MASC;SG	ADJ;NOM;FEM;SG
auto	automatické	auto	automatický	N;MASC;SG	ADJ;NOM;NEUT;SG
auto	automaticky	auto	automaticky	N;MASC;SG	ADV
auto	self	auto	self	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
auto	samostatne	auto	samostatne	N;MASC;SG	ADV
memória	pamäte	memória	pamäť	N;FEM;SG	N;NOM;FEM;PL
biblioteca	knižnice	biblioteca	knižnica	N;FEM;SG	N;NOM;FEM;PL
medicina	lieky	medicina	liek	N;FEM;SG	N;INAN;NOM;MASC;PL
medicina	lekárska	medicina	lekársky	N;FEM;SG	ADJ;NOM;FEM;SG
medicina	lekársky	medicina	lekársky	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
medicina	zdravotnícke	medicina	zdravotnícky	N;FEM;SG	ADJ;NOM;NEUT;SG
medicina	lekárske	medicina	lekársky	N;FEM;SG	ADJ;NOM;NEUT;SG
medicina	zdravotné	medicina	zdravotný	N;FEM;SG	ADJ;NOM;NEUT;SG
precisa	treba	precisar	treba	V;IND;SG;3;PRS;FIN	ADV
precisa	potrebné	precisar	potrebný	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG
precisa	potreba	precisar	potreba	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
precisa	potrieb	precisar	potrieb	V;IND;SG;3;PRS;FIN	N;GEN;FEM;PL
precisa	potreby	precisar	potreba	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
propriedade	vlastní	propriedade	vlastný	N;FEM;SG	V;PFV;IND;SG;3;POS;PRS;FIN
propriedade	vlastnil	propriedade	vlastniť	N;FEM;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
propriedade	nehnuteľnosti	propriedade	nehnuteľnosť	N;FEM;SG	N;NOM;FEM;PL
propriedade	vlastníctva	propriedade	vlastníctvo	N;FEM;SG	N;NOM;NEUT;PL
regra	vládnuť	regra	vládnuť	N;FEM;SG	V;IPFV;POS;NFIN
regra	pravidla	regra	pravidlo	N;FEM;SG	N;NOM;NEUT;PL
europeu	európske	europeu	európsky	N;MASC;SG	ADJ;NOM;NEUT;SG
europeu	európsky	europeu	európsky	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
europeu	európskej	europeu	európsky	N;MASC;SG	ADJ;GEN;FEM;SG
europeu	európska	europeu	európsky	N;MASC;SG	ADJ;NOM;FEM;SG
google	google	google	googľa	N;MASC;SG	
passando	odovzdávanie	passar	odovzdávanie	V;V.MSDR	N;NOM;NEUT;SG
passando	stretávacie	passar	stretávací	V;V.MSDR	ADJ;NOM;NEUT;SG
perdeu	stratená	perder	stratený	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
perdeu	stratené	perder	stratený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
perdeu	stratený	perder	stratený	V;IND;SG;3;PST;FIN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
perdeu	stratení	perder	stratený	V;IND;SG;3;PST;FIN	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
aberto	open	abrir	open	V;MASC;SG;V.PTCP	
aberto	otvorené	abrir	otvorený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
aberto	otvorená	abrir	otvorený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
aberto	otvorená	abrir	otvorený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
aberto	otvorené	abrir	otvorený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
aberto	otvorený	abrir	otvorený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
falar	hovor	falar	hovor	V;NFIN	ADV
falar	talk	falar	talk	V;NFIN	
falar	hovor	falar	hovor	V;NFIN	ADV
notas	poznamenáva	nota	poznamenavať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
proteção	ochranný	proteção	ochranný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
proteção	ochranná	proteção	ochranný	N;FEM;SG	ADJ;NOM;FEM;SG
proteção	ochranné	proteção	ochranný	N;FEM;SG	ADJ;NOM;NEUT;SG
alemã	nemecká	alemã	nemecko	N;FEM;SG	ADJ;NOM;FEM;SG
alemã	nemecky	alemã	nemecky	N;FEM;SG	ADV
alemã	nemecké	alemã	nemecký	N;FEM;SG	ADJ;NOM;NEUT;SG
alemã	nemecký	alemã	nemecký	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
sonora	sonora	sonoro	sonora	N;FEM;SG	PROPN;NOM;FEM;SG
carro	auta	carro	auto	N;MASC;SG	N;NOM;NEUT;PL
carro	car	carro	car	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
max	max	max	max	N;MASC;SG	NUM
max	maximálne	max	maximálne	N;MASC;SG	ADV
max	maximálny	max	maximálny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
max	maximálna	max	maximálny	N;MASC;SG	ADJ;NOM;FEM;SG
japonês	japonské	japonês	japonský	N;MASC;SG	ADJ;NOM;NEUT;SG
japonês	japonská	japonês	japonský	N;MASC;SG	ADJ;NOM;FEM;SG
japonês	japonci	japonês	japonec	N;MASC;SG	N;ANIM;NOM;MASC;PL
japonês	japonsky	japonês	japonsky	N;MASC;SG	ADV
japonês	japonský	japonês	japonský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
geração	generácie	geração	generácia	N;FEM;SG	N;NOM;FEM;PL
frequentemente	casto	frequentemente	casto	ADV	INTJ
necessidade	treba	necessidade	treba	N;FEM;SG	ADV
necessidade	potrebné	necessidade	potrebný	N;FEM;SG	ADJ;NOM;NEUT;SG
necessidade	potrebovať	necessidade	potrebovať	N;FEM;SG	V;IPFV;POS;NFIN
fortaleza	fort	fortaleza	fort	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
solicitação	požiadať	solicitação	požiadať	N;FEM;SG	V;PFV;POS;NFIN
solicitação	vyžiadať	solicitação	vyžiadať	N;FEM;SG	V;PFV;POS;NFIN
internacionais	international	internacional	internationať	ADJ;MASC;PL	N;INAN;NOM;MASC;SG
internacionais	medzinárodný	internacional	medzinárodný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
internacionais	medzinárodná	internacional	medzinárodný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
internacionais	medzinárodné	internacional	medzinárodný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
bronze	mosadze	bronze	mosadz	N;MASC;SG	N;NOM;FEM;PL
romana	rímske	romano	rímsky	N;FEM;SG	ADJ;NOM;NEUT;SG
romana	roman	romano	roman	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
romana	rímsky	romano	rímsky	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
romana	rímska	romano	rímsky	N;FEM;SG	ADJ;NOM;FEM;SG
áustria	rakúske	áustria	rakúska	N;FEM;SG	N;NOM;FEM;PL
áustria	austrian	áustria	austrian	N;FEM;SG	INTJ
descoberta	objavila	descoberta	objaviť	N;FEM;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
descoberta	objavili	descoberta	objaviť	N;FEM;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
descoberta	objavené	descoberta	objavený	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
descoberta	objavil	descoberta	objaviť	N;FEM;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
satélite	satelitné	satélite	satelitný	N;MASC;SG	ADJ;NOM;NEUT;SG
satélite	satelitná	satélite	satelitný	N;MASC;SG	ADJ;NOM;FEM;SG
participar	zúčastnené	participar	zúčastnený	V;NFIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
participar	zúčastnení	participar	zúčastnenie	V;NFIN	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
participar	zúčastnený	participar	zúčastnený	V;NFIN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
botânico	botanickej	botânico	botanický	N;MASC;SG	ADJ;GEN;FEM;SG
nacionais	národný	nacional	národný	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
nacionais	vnútroštátnych	nacional	vnútroštátny	N;MASC;PL	ADJ;GEN;MASC;PL
nacionais	vnútroštátne	nacional	vnútroštátne	N;MASC;PL	ADV
nacionais	národná	nacional	národný	N;MASC;PL	ADJ;NOM;FEM;SG
nacionais	vnútroštátna	nacional	vnútroštátny	N;MASC;PL	ADJ;NOM;FEM;SG
nacionais	národné	nacional	národný	N;MASC;PL	ADJ;NOM;NEUT;SG
mata	zabite	matar	zabiť	N;FEM;SG	ADV
mata	zabiť	matar	zabiť	N;FEM;SG	V;PFV;POS;NFIN
mata	zabit	matar	zabit	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
mata	zabíjať	matar	zabíjať	N;FEM;SG	V;IPFV;POS;NFIN
mata	zabije	matar	zabiť	N;FEM;SG	V;PFV;IND;SG;3;POS;PRS;FIN
mata	zabíja	matar	zabíjať	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
imperial	cisársky	imperial	cisársky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
negro	čiernu	negro	čierny	ADJ;MASC;SG	N;ACC;FEM;SG
negro	black	negro	black	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
negro	negro	negro	negro	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
negro	černoch	negro	černý	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
trilha	koľaje	trilha	koľať	N;FEM;SG	N;NOM;FEM;PL
trilha	sledovať	trilha	sledovať	N;FEM;SG	V;IPFV;POS;NFIN
marcos	marco	marco	marco	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
marcos	označiť	marco	označiť	N;MASC;PL	V;PFV;POS;NFIN
marcos	značka	marco	značka	N;MASC;PL	N;NOM;FEM;SG
marcos	mark	marco	mark	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
marcos	marcos	marco	marcos	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
luis	luis	lui	luis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
luis	louis	lui	louis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lago	lago	lago	lago	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lago	jazera	lago	jazero	N;MASC;SG	N;NOM;NEUT;PL
lago	lake	lago	laka	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
atuou	konali	atuar	konať	V;IND;SG;3;PST;FIN	V;IPFV;MASC;PL;POS;PST;V.PTCP
dupla	dvojité	dupla	dvojitý	N;FEM;SG	ADJ;NOM;NEUT;SG
dupla	zdvojnásobiť	dupla	zdvojnásobiť	N;FEM;SG	V;IPFV;POS;NFIN
dupla	dvojnásobok	dupla	dvojnásobok	N;FEM;SG	ADJ;NOM;FEM;SG
dupla	dvojité	dupla	dvojitý	N;FEM;SG	ADJ;NOM;NEUT;SG
comédia	komédie	comédia	komédia	N;FEM;SG	N;NOM;FEM;PL
pequenas	malá	pequeno	malý	ADJ;FEM;PL	ADJ;NOM;FEM;SG
pequenas	small	pequeno	small	ADJ;FEM;PL	PROPN;ANIM;NOM;MASC;SG
pequenas	malý	pequeno	malý	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
pequenas	malých	pequeno	malý	ADJ;FEM;PL	N;ANIM;GEN;MASC;PL
pequenas	malé	pequeno	malý	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
sala	izby	sala	izba	N;FEM;SG	N;NOM;FEM;PL
sala	miestnosti	sala	miestnosť	N;FEM;SG	N;NOM;FEM;PL
extensão	miery	extensão	miera	N;FEM;SG	N;NOM;FEM;PL
extensão	rozšírenia	extensão	rozšírenie	N;FEM;SG	N;NOM;NEUT;PL
smith	smith	smith	smith	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
direita	správne	direita	správne	N;FEM;SG	ADV
direita	spravne	direita	spravne	N;FEM;SG	INTJ
direita	vpravo	direita	vpravo	N;FEM;SG	ADV
direita	sprava	direita	sprava	N;FEM;SG	
formada	tvarované	formar	tvarovaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
formada	tvorili	formar	tvoriť	V;FEM;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
completamente	uplne	completamente	uplne	ADV	INTJ
completamente	uplne	completamente	uplne	ADV	INTJ
candidato	kandidátske	candidato	kandidátsky	N;MASC;SG	ADJ;NOM;NEUT;SG
morto	zabitý	morrer	zabitý	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
morto	zabili	morrer	zabiť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
morto	mŕtve	morrer	mŕtvy	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG
morto	mŕtva	morrer	mŕtvy	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
morto	mŕtvi	morrer	mŕtvy	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL
morto	mŕtvy	morrer	mŕtvy	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG
morto	dead	morrer	dead	V;MASC;SG;V.PTCP	PROPN;ANIM;NOM;MASC;SG
padre	padre	padre	padre	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
evitar	zamedzenie	evitar	zamedzenie	V;NFIN	N;NOM;NEUT;SG
evitar	zabránenie	evitar	zabránenie	V;NFIN	N;NOM;NEUT;SG
evitar	vyhýbanie	evitar	vyhýbanie	V;NFIN	N;NOM;NEUT;SG
evitar	zamedzenie	evitar	zamedzenie	V;NFIN	N;NOM;NEUT;SG
rocha	skaly	rocha	skala	N;FEM;SG	N;NOM;FEM;PL
objeto	namietať	objeto	namietať	N;MASC;SG	V;IPFV;POS;NFIN
king	kral	king	krať	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
king	king	king	king	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
madrid	madrid	madrid	madrid	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alberto	albert	alberto	albert	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alberto	alberto	alberto	alberto	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
continuou	pokračovanie	continuar	pokračovanie	V;IND;SG;3;PST;FIN	N;NOM;NEUT;SG
difícil	tvrdo	difícil	tvrdo	ADJ;MASC;SG	ADV
difícil	silno	difícil	silno	ADJ;MASC;SG	ADV
difícil	ťažko	difícil	ťažko	ADJ;MASC;SG	ADV
difícil	ťažko	difícil	ťažko	ADJ;MASC;SG	ADV
assembleia	zhromaždenia	assembleia	zhromaždenie	N;FEM;SG	N;NOM;NEUT;PL
utilizada	použité	utilizar	použitý	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizada	používané	utilizar	používaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizada	používali	utilizar	používať	V;FEM;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
utilizada	použitý	utilizar	použitý	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
utilizada	použitá	utilizar	použitý	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
portugueses	portugalskej	português	portugalský	N;MASC;PL	ADJ;GEN;FEM;SG
portugueses	portugalské	português	portugalský	N;MASC;PL	ADJ;NOM;NEUT;SG
portugueses	portugalská	português	portugalský	N;MASC;PL	ADJ;NOM;FEM;SG
portugueses	portugalský	português	portugalský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
portugueses	portugalských	português	portugalský	N;MASC;PL	ADJ;GEN;MASC;PL
gomes	gomes	gome	gomes	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gomes	gomez	gome	gomez	N;MASC;SG	PROPN;NOM;FEM;SG
mudanças	zmena	mudança	zmena	N;FEM;PL	N;NOM;FEM;SG
mudanças	zmeniť	mudança	zmeniť	N;FEM;PL	V;PFV;POS;NFIN
afonso	afonso	afonso	afonso	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
afonso	alfonso	afonso	alfonso	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
experiência	skúsenosti	experiência	skúsenosť	N;FEM;SG	N;NOM;FEM;PL
experiência	zažiť	experiência	zažiť	N;FEM;SG	V;PFV;POS;NFIN
awards	awards	award	awards	N;MASC;SG	
awards	ocenenia	award	ocenenie	N;MASC;SG	N;NOM;NEUT;PL
curta	jako	curto	jako	ADJ;FEM;SG	
curta	ako	curto	ako	ADJ;FEM;SG	ADV
curta	like	curto	lika	ADJ;FEM;SG	N;ANIM;VOC;MASC;SG
publicada	publikované	publicar	publikovaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicada	zverejnená	publicar	zverejnený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
publicada	zverejnené	publicar	zverejnený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicada	uverejnené	publicar	uverejnený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
capaz	schopných	capaz	schopný	ADJ;MASC;SG	ADJ;ANIM;GEN;MASC;PL
capaz	schopní	capaz	schopný	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;PL
obrigado	ďakujeme	obrigar	ďakovať	V;MASC;SG;V.PTCP	V;IPFV;IND;PL;1;POS;PRS;FIN
obrigado	diki	obrigar	dikia	V;MASC;SG;V.PTCP	INTJ
obrigado	dik	obrigar	dik	V;MASC;SG;V.PTCP	INTJ
obrigado	diky	obrigar	dika	V;MASC;SG;V.PTCP	INTJ
obrigado	vdaka	obrigar	vdaka	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
templo	temple	templo	templo	N;MASC;SG	PROPN;NOM;FEM;SG
escrever	písanie	escrever	písanie	V;NFIN	N;NOM;NEUT;SG
conhecidos	známi	conhecido	známy	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
conhecidos	známe	conhecido	známy	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
conhecidos	známa	conhecido	známy	ADJ;MASC;PL	ADJ;NOM;FEM;SG
conhecidos	známym	conhecido	známy	ADJ;MASC;PL	ADJ;INS;MASC;SG
conhecidos	známy	conhecido	známy	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
conhecidos	známu	conhecido	známy	ADJ;MASC;PL	N;ACC;FEM;SG
conhecidos	známych	conhecido	známy	ADJ;MASC;PL	N;ANIM;GEN;MASC;PL
conhecidos	známi	conhecido	známy	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
conhecidos	známy	conhecido	známy	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
conhecidos	známeho	conhecido	známy	ADJ;MASC;PL	ADJ;ANIM;GEN;MASC;SG
famoso	slávni	famoso	slávňa	ADJ;MASC;SG	N;ANIM;NOM;MASC;PL
famoso	slávne	famoso	slávny	ADJ;MASC;SG	N;NOM;MASC;PL
lee	lee	lee	lee	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
soldados	zvárané	soldado	zváraný	N;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
quarta	streda	quarto	streda	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
quarta	stredu	quarto	stred	ADJ;FEM;SG	N;INAN;GEN;MASC;SG
quarta	stredy	quarto	stred	ADJ;FEM;SG	N;NOM;FEM;PL
continua	pokračujte	continuar	pokračovať	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;POS;FIN
soviética	sovietsky	soviético	sovietsky	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
soviética	sovietskeho	soviético	sovietsky	N;FEM;SG	ADJ;GEN;MASC;SG
estrelas	hviezda	estrela	hviezda	N;FEM;PL	N;NOM;FEM;SG
estrelas	star	estrela	star	N;FEM;PL	
estrelas	hviezdička	estrela	hviezdička	N;FEM;PL	N;NOM;FEM;SG
estrelas	hviezdny	estrela	hviezdny	N;FEM;PL	ADJ;ANIM;NOM;MASC;SG
desenvolvido	vyvinutá	desenvolver	vyvinutý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
desenvolvido	vyvinutý	desenvolver	vyvinutý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
desenvolvido	rozvinuté	desenvolver	rozvinutý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
desenvolvido	vyvinuté	desenvolver	vyvinutý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
programação	rozvrh	programação	rozvrh	N;FEM;SG	N;NOM;FEM;PL
programação	naplánovať	programação	naplánovať	N;FEM;SG	V;POS;NFIN
eleição	volieb	eleição	volieb	N;FEM;SG	N;GEN;FEM;PL
eleição	voľby	eleição	voľba	N;FEM;SG	N;NOM;FEM;PL
eleição	volieb	eleição	volieb	N;FEM;SG	N;GEN;FEM;PL
eleição	voľby	eleição	voľba	N;FEM;SG	N;NOM;FEM;PL
letra	textov	letra	text	N;FEM;SG	N;INAN;GEN;MASC;PL
letra	texty	letra	text	N;FEM;SG	N;INAN;NOM;MASC;PL
white	biela	white	biely	N;MASC;SG	ADJ;NOM;FEM;SG
white	biely	white	biely	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
white	white	white	whit	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
white	biele	white	biely	N;MASC;SG	ADJ;NOM;NEUT;SG
white	bielo	white	bielo	N;MASC;SG	ADV
tradição	tradície	tradição	tradícia	N;FEM;SG	N;NOM;FEM;PL
pequenos	malá	pequeno	malý	ADJ;MASC;PL	ADJ;NOM;FEM;SG
pequenos	small	pequeno	small	ADJ;MASC;PL	PROPN;ANIM;NOM;MASC;SG
pequenos	malý	pequeno	malý	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
pequenos	malých	pequeno	malý	ADJ;MASC;PL	N;ANIM;GEN;MASC;PL
pequenos	malé	pequeno	malý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
grego	grécke	grego	grécko	N;MASC;SG	ADJ;NOM;NEUT;SG
grego	gréckom	grego	grécko	N;MASC;SG	ADJ;ESS;NEUT;SG
grego	grécky	grego	grécky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
decreto	vyhlášky	decreto	vyhláška	N;MASC;SG	N;NOM;FEM;PL
flores	flores	flor	flores	N;FEM;PL	N;INAN;NOM;MASC;SG
star	star	star	star	N;MASC;SG	
star	hviezdny	star	hviezdny	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
encontrada	našli	encontrar	nájsť	V;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
encontrada	nájdený	encontrar	nájdený	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
encontrada	nájdené	encontrar	nájdený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
autores	autorom	autor	autor	N;MASC;PL	N;ANIM;INS;MASC;SG
rios	rios	rio	rios	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
clara	clara	claro	clara	ADJ;FEM;SG	N;NOM;FEM;SG
clara	klára	claro	klár	ADJ;FEM;SG	N;NOM;FEM;SG
doença	choroby	doença	choroba	N;FEM;SG	N;NOM;FEM;PL
doença	ochorenia	doença	ochorenie	N;FEM;SG	N;NOM;NEUT;PL
doença	choroby	doença	choroba	N;FEM;SG	N;NOM;FEM;PL
doença	ochorenia	doença	ochorenie	N;FEM;SG	N;NOM;NEUT;PL
doença	choroby	doença	choroba	N;FEM;SG	N;NOM;FEM;PL
quinta	piaty	quinta	piaty	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
quinta	piata	quinta	piata	N;FEM;SG	ADJ;NOM;FEM;SG
quinta	piate	quinta	piaty	N;FEM;SG	ADJ;NOM;NEUT;SG
navio	plavidla	navio	plavidlo	N;MASC;SG	N;NOM;NEUT;PL
navio	lodný	navio	lodný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
alex	alex	alex	alex	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
singles	singles	single	singles	N;MASC;PL	N;INAN;NOM;MASC;SG
singles	dvojhra	single	dvojhra	N;MASC;PL	N;NOM;FEM;SG
águas	vodná	água	vodný	N;FEM;PL	ADJ;NOM;FEM;SG
águas	voda	água	voda	N;FEM;PL	N;NOM;FEM;SG
águas	vodný	água	vodný	N;FEM;PL	ADJ;ANIM;NOM;MASC;SG
águas	vodné	água	vodný	N;FEM;PL	ADJ;NOM;NEUT;SG
suficiente	stačí	suficiente	stačiť	ADJ;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
suficiente	dost	suficiente	dost	ADJ;MASC;SG	INTJ
suficiente	dosť	suficiente	dosť	ADJ;MASC;SG	ADV
washington	washington	washington	washington	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
perfil	profilové	perfil	profilový	N;MASC;SG	ADJ;NOM;NEUT;SG
juan	juan	juan	juan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
humana	ľudských	humano	ľudský	ADJ;FEM;SG	ADJ;GEN;MASC;PL
humana	človek	humano	človek	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
piloto	pilotný	piloto	pilotný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
piloto	pilotného	piloto	pilotný	N;MASC;SG	ADJ;GEN;NEUT;SG
descrita	popísaný	descrever	popísaný	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
descrita	opísané	descrever	opísaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
