से	از	से	از		ADP
धातु	فلزات	धातु	فلز	N;NOM;MASC;SG;3	N;PL
तकनीक	متخصصین	तकनीक	متخصصین	N;NOM;FEM;SG;3	N;PL
तकनीक	تکنیکهای	तकनीक	تکنیک	N;NOM;FEM;SG;3	N;PL
कैसे	چطور	कैसे	چطور	PRO	ADV
प्रकट	فاش	प्रकट	فاش	ADJ	N;SG
शाह	shah	शाह	shah	PROPN;NOM;MASC;SG;3	N;SG
शाह	شاه	शाह	شاه	PROPN;NOM;MASC;SG;3	N;SG
विवरण	مشخصات	विवरण	مشخصه	N;NOM;MASC;SG;3	N;PL
विवरण	جزئیات	विवरण	جزئی	N;NOM;MASC;SG;3	N;PL
विवरण	جزئیات	विवरण	جزئی	N;NOM;MASC;SG;3	N;PL
विवरण	جزییات	विवरण	جزیی	N;NOM;MASC;SG;3	N;PL
सन्दर्भ	مراجع	संदर्भ	مراجع	N;NOM;MASC;SG;3	N;PL
चेन्नई	چنای	चेन्नई	چنا	PROPN;NOM;MASC;SG;3	N;SG
परमाणु	اتمی	परमाणु	اتمی	N;NOM;MASC;SG;3	ADJ
कार	ماشینها	कार	ماشین	N;NOM;FEM;SG;3	N;PL
केरल	کرالا	केरल	کرالا	PROPN;NOM;MASC;SG;3	N;SG
जांच	تحقیقات	जांच	تحقیق	N;NOM;FEM;SG;3	N;PL
पत्थर	سنگ	पत्थर	سنگ	N;NOM;MASC;PL;3	N;SG
पत्थर	استون	पत्थर	استون	N;NOM;MASC;PL;3	N;SG
पत्थर	سنگی	पत्थर	سنگی	N;NOM;MASC;PL;3	N;SG
पत्थर	سنگسار	पत्थर	سنگسار	N;NOM;MASC;PL;3	N;SG
टेनिस	تنیس	टेनिस	تنیس	PROPN;NOM;MASC;SG;3	N;SG
पारंपरिक	سنتی	पारंपरिक	سنت	PROPN;NOM;SG;3	N;SG
देव	deo	देव	deo	PROPN;NOM;MASC;SG;3	
युक्त	اوکراین	युक्त	None		N;SG
घोषित	اعلام	घोषित	اعلام	ADJ	N;SG
सिस्टम	سیستمها	सिस्टम	سیستم	N;NOM;MASC;SG;3	N;PL
गणित	ریاضیات	गणित	ریاضی		N;SG
गणित	ریاضی	गणित	ریاضی		N;SG
गणित	ریاضیات	गणित	ریاضی		N;SG
गणित	ریاضیدان	गणित	ریاضید		N;SG
गणित	ریاضی	गणित	ریاضی		N;SG
गणित	ریاضیات	गणित	ریاضی		N;SG
गणित	math	गणित	math		N;SG
विवाद	اختلافات	विवाद	اختلاف	N;NOM;MASC;SG;3	N;PL
अली	علی	अली	علی	PROPN;NOM;MASC;SG;3	N;SG
अली	ali	अली	ali	PROPN;NOM;MASC;SG;3	N;SG
माँ	مادرها	माँ	None		N;PL
माँ	مادر	माँ	مادر		N;SG
माँ	مامان	माँ	مامان		N;SG
माँ	مادر	माँ	مادر		N;SG
माँ	مادری	माँ	مادر		N;SG
विष्णु	ویشنو	विष्णु	ویشنو	PROPN;NOM;MASC;SG;3	N;SG
मैदान	دشتهای	मैदान	دشت	N;NOM;MASC;SG;3	N;PL
मैदान	ساده	मैदान	ساده	N;NOM;MASC;SG;3	ADJ
मैदान	عوارض	मैदान	عارضه	N;NOM;MASC;SG;3	N;PL
सक्षम	توانایی	सक्षम	توانایی	ADJ	N;SG
सक्षम	لایق	सक्षम	لایق	ADJ	N;SG
सक्षम	توانا	सक्षम	None	ADJ	N;SG
रोमन	رومان	रोमन	رومان		N;SG
रोमन	رومی	रोमन	رومی		N;SG
रोमन	رومن	रोमन	رومن		N;SG
अज्ञात	ناشناس	अज्ञात	ناشناس	ADJ	N;SG
अज्ञात	گمنام	अज्ञात	None	ADJ	N;SG
लेखन	نویسندگی	लेखन	نویسندگی		N;SG
लेखन	نوشتن	लेखन	نوشتن		N;SG
भाव	احساسات	भाव	احساس	N;NOM;MASC;SG;3	N;PL
वैदिक	ودایی	वैदिक	ودایی	PROPN;NOM;MASC;SG;3	N;SG
गंभीर	بحرانی	गंभीर	بحرانی	ADJ	N;SG
गंभीर	انتقادی	गंभीर	انتقاد	ADJ	N;SG
गंभीर	حیاتی	गंभीर	حیاتی	ADJ	N;SG
समझ	فهم	समझ	فهم	V;ACT	N;SG
समझ	درک	समझ	درک	V;ACT	N;SG
समझ	عقل	समझ	عقل	V;ACT	N;SG
किस	بوس	कौन	بوس	PRO	N;SG
किस	بوسه	कौन	None	PRO	N;SG
किस	ماچ	कौन	ماچ	PRO	N;SG
किस	kiss	कौन	kiss	PRO	N;SG
किस	ببوس	कौन	ببوس	PRO	N;SG
आदेश	دستورات	आदेश	دستور	N;NOM;MASC;SG;3	N;PL
अंदर	داخل	अंदर	داخل	ADV;NOM;MASC;SG;3	ADP
अंदर	درون	अंदर	درون	ADV;NOM;MASC;SG;3	N;SG
अंदर	درونت	अंदर	درونت	ADV;NOM;MASC;SG;3	PRO;SG;2
अंदर	سالنی	अंदर	سالنی	ADV;NOM;MASC;SG;3	N;SG
छह	سیکس	छह	سیکس	NUM	N;SG
भाषाएँ	زبان	भाषा	زبان	N;NOM;FEM;PL;3	N;SG
भुगतान	اجری	भुगतान	اجری	N;NOM;MASC;SG;3	
उनसे	آنها	वह	آن	PRO;SG;3;FORM	PRO;PL
उनसे	آنان	वह	آن	PRO;SG;3;FORM	PRO;PL
अरबी	عربی	अरबी	عربی	PROPN;NOM;FEM;SG;3	N;SG
अरबी	تازی	अरबी	تازی	PROPN;NOM;FEM;SG;3	N;SG
विभाजित	تقسیم	विभाजित	تقسیم	ADJ	N;SG
विभाजित	شکافتن	विभाजित	شکافتن	ADJ	N;SG
इकाई	واحدها	इकाई	واحد	N;NOM;FEM;SG;3	N;PL
प्रबंधक	مربیان	प्रबंधक	مربی	N;NOM;MASC;SG;3	N;PL
वही	همون	वह	همون	PRO;NOM;SG;3	
जीता	وون	जीत	وون	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
युवा	جوانان	युवा	جوان	N;NOM;MASC;SG;3	N;PL
संचार	ارتباطات	संचार	ارتباط	N;NOM;MASC;SG;3	N;PL
संचार	ارتباطات	संचार	ارتباط	N;NOM;MASC;SG;3	N;PL
संचार	آیات	संचार	None	N;NOM;MASC;SG;3	N;PL
शेष	باقیمانده	शेष	باقیمانده	ADJ	N;SG
शेष	چپ	शेष	چپ	ADJ	N;SG
मोबाइल	همراه	मोबाइल	همراه	N;NOM;MASC;SG;3	ADP
संभावना	احتمالات	संभावना	احتمال	N;NOM;FEM;SG;3	N;PL
विधायक	شیوه	विधायक	شیوه	N;NOM;MASC;PL;3	N;SG
विधायक	mlas	विधायक	mlas	N;NOM;MASC;PL;3	
तर्क	منطقی	तर्क	منطقی	N;NOM;MASC;SG;3	ADV
आपके	شما	आप	شما	PRO;MASC;SG;2;FORM	PRO;PL;2
परीक्षा	امتحانات	परीक्षा	None	N;NOM;FEM;SG;3	N;PL
पाई	پای	पा	پا	V;PFV;FEM;SG;V.PTCP;ACT	N;SG
महाभारत	مهاباراتا	महाभारत	مهاباراتا	PROPN;NOM;MASC;SG;3	N;PL
भविष्य	اینده	भविष्य	اینده	N;NOM;MASC;SG;3	
बिक्री	sale	बिक्री	sale	N;NOM;FEM;SG;3	
कर्नाटक	کارناتاکا	कर्नाटक	کارناتاکا	PROPN;NOM;MASC;SG;3	N;SG
अच्छे	خوبی	अच्छा	خوبی	ADJ;NOM;MASC;PL	N;SG
अच्छे	good	अच्छा	good	ADJ;NOM;MASC;PL	
अच्छे	خوب	अच्छा	خوب	ADJ;NOM;MASC;PL	ADV
अच्छे	خوبش	अच्छा	خوبش	ADJ;NOM;MASC;PL	
तुम	تو	तुम	تو	PRO;NOM;SG;3	PRO;SG;2
तुम	شما	तुम	شما	PRO;NOM;SG;3	PRO;PL;2
ख़ान	khan	ख़ान	khan	PROPN;NOM;MASC;SG;3	N;SG
ख़ान	خان	ख़ान	خان	PROPN;NOM;MASC;SG;3	N;SG
ख़ान	هانگ	ख़ान	هانگ	PROPN;NOM;MASC;SG;3	N;SG
ख़ान	خانات	ख़ान	خانت#خان	PROPN;NOM;MASC;SG;3	N;PL
नियुक्त	بتابد	नियुक्त	None	ADJ	V;SBJV;SG;3;PRS
नियुक्त	استخدام	नियुक्त	استخدام	ADJ	N;SG
नियुक्त	معین	नियुक्त	معین	ADJ	N;SG
फरवरी	فوریه	फरवरी	فوریه	PROPN;NOM;FEM;SG;3	N;SG
फरवरी	فوریه	फरवरी	فوریه	PROPN;NOM;FEM;SG;3	N;SG
नेशनल	نشنال	नेशनल	نشنال	PROPN;NOM	N;SG
नेशनल	ملی	नेशनल	ملی	PROPN;NOM	ADJ
उर्दू	اردو	उर्दू	اردو	PROPN;NOM;MASC;SG;3	N;SG
संसार	جهانیان	संसार	جهانیان	N;NOM;MASC;SG;3	N;PL
संसार	دنیاها	संसार	دنیا	N;NOM;MASC;SG;3	N;PL
संसार	دنیاهای	संसार	دنیا	N;NOM;MASC;SG;3	N;PL
कोलकाता	کلکته	कोलकाता	کلکته	PROPN;NOM;MASC;SG;3	N;SG
कोलकाता	جاکارتا	कोलकाता	None	PROPN;NOM;MASC;SG;3	N;SG
विचारों	ایده	विचार	ایده	N;ACC;MASC;PL;3	N;SG
प्रेरित	الهام	प्रेरित	None	ADJ	N;SG
समारोह	مراسم	समारोह	مراسم	N;NOM;MASC;SG;3	N;PL
घरेलू	اهلی	घरेलू	اهلی	ADJ;NOM	N;SG
जेम्स	جیمز	जेम्स	جیمز	PROPN;NOM;MASC;SG;3	N;SG
जेम्स	خامس	जेम्स	خامس	PROPN;NOM;MASC;SG;3	N;SG
मौसम	فصلها	मौसम	فصل	N;NOM;MASC;SG;3	N;PL
मौसम	فصول	मौसम	فصول	N;NOM;MASC;SG;3	N;PL
भावना	احساسات	भावना	احساس	N;NOM;FEM;SG;3	N;PL
छात्र	محصل	छात्र	محصل	N;NOM;MASC;PL;3	N;SG
छात्र	شاگرد	छात्र	شاگرد	N;NOM;MASC;PL;3	N;SG
छात्र	دانشجو	छात्र	دانشجو	N;NOM;MASC;PL;3	N;SG
मिले	met	मिल	met	V;PFV;MASC;SG;V.PTCP;ACT	
कैंसर	سرطانی	कैंसर	سرطانی	PROPN;NOM;MASC;SG;3	N;SG
कैंसर	سرطان	कैंसर	سرطان	PROPN;NOM;MASC;SG;3	N;SG
इटली	ایتالیا	इटली	ایتالیا	PROPN;NOM;MASC;SG;3	N;SG
सिद्धान्त	اصول	सिद्धान्त	اصل	N;NOM;MASC;SG;3	N;PL
विरोधी	خصومت	विरोधी	خصومت	ADJ	N;SG
विरोधी	دشمنی	विरोधी	دشمنی	ADJ	N;SG
विरोधी	آنتاگونیست	विरोधी	آنتاگونیست	ADJ	N;SG
विलियम	ویلیام	विलियम	ویلیام	PROPN;NOM;MASC;SG;3	N;SG
विविध	گوناگون	विविध	گوناگون		ADJ
विविध	متفرقه	विविध	متفرقه		N;SG
विविध	متفرقه	विविध	متفرقه		N;SG
होगी	ویل	हो	ویل	V;FEM;IND;SG;3;FUT;FIN;ACT	N;SG
पशु	جانوران	पशु	جانور	N;NOM;MASC;SG;3	N;PL
पशु	حیوانات	पशु	حیوان	N;NOM;MASC;SG;3	N;PL
पशु	حیوانات	पशु	حیوان	N;NOM;MASC;SG;3	N;PL
पशु	جانوران	पशु	جانور	N;NOM;MASC;SG;3	N;PL
मुरादाबाद	مرادآباد	मुरादाबाद	مرادآباد	PROPN;NOM;MASC;SG;3	N;SG
ज्यादातर	غالبا	ज्यादातर	غالبا	N;NOM;MASC;SG;3	ADV
ईसाई	کریستین	ईसाई	کریستین		N;SG
ईसाई	کریستیان	ईसाई	کریستی		N;SG
ईसाई	مسیحی	ईसाई	مسیحی		N;SG
ईसाई	کریستن	ईसाई	کریستن		N;SG
प्रमाण	شواهد	प्रमाण	شاهد	N;NOM;MASC;SG;3	N;PL
प्रमाण	مدارک	प्रमाण	مدرک	N;NOM;MASC;SG;3	N;PL
प्रभावी	موثر	प्रभावी	موثر	ADJ	N;SG
विज्ञापन	تبلیغات	विज्ञापन	تبلیغ	N;NOM;MASC;SG;3	N;PL
ईश्वर	خداوند	ईश्वर	خداوند		N;SG
ईश्वर	خدا	ईश्वर	خدا		N;SG
ईश्वर	الهی	ईश्वर	الهی		N;VOC
ईश्वर	خدایی	ईश्वर	خدا		N;SG
ईश्वर	الله	ईश्वर	الله		
अमरीका	آمریکای	अमरीका	آمریکا	PROPN;NOM;MASC;SG;3	N;SG
अमरीका	امریکا	अमरीका	امریکا	PROPN;NOM;MASC;SG;3	N;SG
अमरीका	آمریکا	अमरीका	آمریکا	PROPN;NOM;MASC;SG;3	N;SG
शिकार	درندگان	शिकार	درنده	N;NOM;MASC;SG;3	N;PL
व्यावसायिक	vocational	व्यावसायिक	vocational	ADJ;NOM	N;SG
रूसी	روس	रूसी	روس	PROPN;NOM;MASC;SG;3	N;SG
रूसी	روسیه	रूसी	روسیه	PROPN;NOM;MASC;SG;3	N;SG
रूसी	روسی	रूसी	روسی	PROPN;NOM;MASC;SG;3	N;SG
अधीन	تحت	अधीन	تحت		ADP
अधीन	زیر	अधीन	زیر		ADP
गुप्त	گوپتا	गुप्त	گوپتا	PROPN;NOM;MASC;SG;3	N;SG
गुप्त	محرمانه	गुप्त	محرمانه	PROPN;NOM;MASC;SG;3	ADJ
गुप्त	رازی	गुप्त	راز	PROPN;NOM;MASC;SG;3	N;SG
गुप्त	راز	गुप्त	راز	PROPN;NOM;MASC;SG;3	N;SG
गुप्त	مخفی	गुप्त	مخفی	PROPN;NOM;MASC;SG;3	N;SG
गुप्त	ناشناس	गुप्त	ناشناس	PROPN;NOM;MASC;SG;3	N;SG
माने	یال	मान	یال	V;PFV;MASC;PL;V.PTCP;ACT	N;SG
हिंदू	هندو	हिंदू	هندو	PROPN;NOM;MASC;SG;3	N;SG
शुद्ध	خالص	शुद्ध	خالص		N;SG
शुद्ध	ناب	शुद्ध	ناب		N;SG
शुद्ध	پاک	शुद्ध	پاک		ADJ
तीसरे	سومی	तीसरा	None	ADJ;ACC;MASC;SG	N;SG
चर्च	کلیساها	चर्च	کلیسا	N;NOM;MASC;SG;3	N;PL
चर्च	کلیساهای	चर्च	کلیسا	N;NOM;MASC;SG;3	N;PL
अपेक्षा	انتظارات	अपेक्षा	انتظار	CONJ	N;PL
अपेक्षा	امید	अपेक्षा	امید	CONJ	N;SG
कार्यालय	دفاتر	कार्यालय	دفاتر	N;NOM;MASC;SG;3	N;PL
कार्यालय	ادارات	कार्यालय	ادارت	N;NOM;MASC;SG;3	N;PL
जनरल	عمومی	जनरल	عمومی	N;NOM;MASC;SG;3	ADJ
संदेश	پیامها	संदेश	پیام	N;NOM;MASC;SG;3	N;PL
मार	کشتن	मार	کشتن	V;ACT	N;SG
परिचय	اشنایی	परिचय	اشنایی	N;NOM;MASC;SG;3	N;PL
परिचय	درباره	परिचय	درباره	N;NOM;MASC;SG;3	ADP
परिचय	دربارۀ	परिचय	دربارۀ	N;NOM;MASC;SG;3	ADP
सोवियत	شوروی	सोवियत	شوروی	PROPN;NOM;MASC;SG;3	N;SG
संचालन	عملیات	संचालन	عملیات	N;NOM;MASC;SG;3	N;PL
संचालन	عملیات	संचालन	عملیات	N;NOM;MASC;SG;3	N;PL
भौगोलिक	جغرافیایی	भौगोलिक	None	ADJ;NOM	N;SG
भौगोलिक	جغرافی	भौगोलिक	جغرافی	ADJ;NOM	N;SG
भौगोलिक	جغرافیایی	भौगोलिक	None	ADJ;NOM	N;SG
उपस्थित	حاضرین	उपस्थित	حاضرین	ADJ	N;PL
उपस्थित	هدیه	उपस्थित	هدیه	ADJ	N;SG
अस्पताल	بیمارستانها	अस्पताल	بیمارستان	N;NOM;MASC;SG;3	N;PL
परिवर्तित	تغییریافته	परिवर्तित	تغییریافته	ADJ	N;SG
पेश	مجری	पेश	None	ADJ	N;SG
लघु	لگاریتم	लघु	None		N;SG
लघु	کوچک	लघु	کوچک		ADJ
लघु	خردسال	लघु	خردسال		N;SG
लघु	کوچکی	लघु	کوچک		N;SG
प्रश्न	سوالات	प्रश्न	سوالت	N;NOM;MASC;SG;3	N;PL
प्रश्न	سؤالات	प्रश्न	سؤال	N;NOM;MASC;SG;3	N;PL
पुरानी	پیر	पुराना	پیر	ADJ;FEM;SG	N;SG
पुरानी	قدیمی	पुराना	قدیمی	ADJ;FEM;SG	N;SG
पुरानी	قدمت	पुराना	قدمت	ADJ;FEM;SG	N;SG
पसंद	نشانک	पसंद	نشانک	N;NOM;FEM;SG;3	
सुझाव	پیشنهادهای	सुझाव	پیشنهاد	N;NOM;MASC;SG;3	N;PL
सुझाव	پیشنهادات	सुझाव	پیشناد	N;NOM;MASC;SG;3	N;PL
सुझाव	نکات	सुझाव	نکته	N;NOM;MASC;SG;3	N;PL
लिखने	نویسندگی	लिख	نویسندگی	V;NFIN;ACT	N;SG
लिखने	نوشتن	लिख	نوشتن	V;NFIN;ACT	N;SG
विभाजन	تقسیمات	विभाजन	تقسیمه	N;NOM;MASC;SG;3	N;PL
विभाजन	بخشها	विभाजन	بخش	N;NOM;MASC;SG;3	N;PL
प्रशासनिक	اداری	प्रशासनिक	None	PROPN;NOM;MASC;SG;3	N;SG
कठिन	سخت	कठिन	سخت	ADP	ADV
कठिन	دشوار	कठिन	دشوار	ADP	ADJ
कठिन	عالیست	कठिन	عالیست	ADP	N;SG
कठिन	سخت	कठिन	سخت	ADP	ADV
कठिन	سختی	कठिन	سختی	ADP	N;SG
कठिन	دشوار	कठिन	دشوار	ADP	ADJ
कड़ी	پیوند	कडा	پیوند	ADJ;NOM;FEM;SG	N;SG
कड़ी	لینک	कडा	لینک	ADJ;NOM;FEM;SG	N;SG
कड़ी	پیوندها	कडा	پیوند	ADJ;NOM;FEM;SG	N;PL
कड़ी	پیوندهای	कडा	پیوند	ADJ;NOM;FEM;SG	N;PL
कड़ी	زنجیری	कडा	زنجیری	ADJ;NOM;FEM;SG	N;SG
कड़ी	زنجیره	कडा	زنجیره	ADJ;NOM;FEM;SG	N;SG
कड़ी	زنجیر	कडा	زنجیر	ADJ;NOM;FEM;SG	N;SG
कड़ी	زنجیرهای	कडा	زنجیرا	ADJ;NOM;FEM;SG	N;PL
एकमात्र	حلوای	एकमात्र	حلوا	ADP	N;PL
ईरान	ایران	ईरान	ایران	PROPN;NOM;MASC;SG;3	N;SG
ईरान	سوادکوه	ईरान	سوادکوه	PROPN;NOM;MASC;SG;3	N;SG
क्षेत्रीय	منطقهای	क्षेत्रीय	منطق	ADJ;NOM	N;PL
क्षेत्रीय	محلی	क्षेत्रीय	محل	ADJ;NOM	N;SG
जान	عزیزان	जान	عزیز	PROPN;NOM;MASC;SG;3	N;PL
जान	بدانند	जान	دانست#دان	PROPN;NOM;MASC;SG;3	V;SBJV;PL;3;PRS
जान	بدانید	जान	None	PROPN;NOM;MASC;SG;3	V;IMP;PL;2
प्रस्तावित	خواستگاری	प्रस्तावित	None	ADJ	N;SG
प्रस्तावित	پیشنهادی	प्रस्तावित	پیشنهادی	ADJ	N;SG
गायक	singer	गायक	singer	N;NOM;MASC;SG;3	
इस्लाम	اسلامگرایی	इस्लाम	اسلامگرایی	PROPN;NOM;MASC;SG;3	N;SG
इस्लाम	اسلام	इस्लाम	اسلام	PROPN;NOM;MASC;SG;3	N;SG
समुद्री	دریایی	समुद्री	دریا	ADJ;NOM	N;SG
समुद्री	مارین	समुद्री	مارین	ADJ;NOM	N;SG
उनको	آنها	वह	آن	PRO;SG;3;FORM	PRO;PL
उनको	آنان	वह	آن	PRO;SG;3;FORM	PRO;PL
उपयोगी	سودمندی	उपयोगी	سودمندی	ADJ	N;SG
केंद्रीय	مرکزی	केंद्रीय	مرکزی	PROPN;NOM;SG;3	ADJ
केंद्रीय	سنترال	केंद्रीय	سنترال	PROPN;NOM;SG;3	N;SG
केंद्रीय	مرکز	केंद्रीय	مرکز	PROPN;NOM;SG;3	N;SG
सत्र	نشستهای	सत्र	نشست	N;NOM;MASC;SG;3	N;PL
सत्र	جلسات	सत्र	None	N;NOM;MASC;SG;3	N;PL
नारायण	نارایان	नारायण	نارای	PROPN;NOM;MASC;SG;3	N;SG
