през	through	през	through	ADP	N
приета	admitido	приема	admitir	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
приета	adoptada	приема	adoptado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
приета	adoptado	приема	adoptar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
приета	adoptados	приема	adoptado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
свободно	libres	свободно	libre	ADV	ADJ;PL
свободно	gratis	свободно	gratis	ADV	
свободно	free	свободно	freer	ADV	N
свободно	libre	свободно	libre	ADV	ADJ;SG
свободно	gratuito	свободно	gratuito	ADV	ADJ;MASC;SG
социалистическа	socialistas	социалистически	socialista	ADJ;INDF;FEM;SG	N;PL
социалистическа	socialista	социалистически	socialista	ADJ;INDF;FEM;SG	N;SG
карлос	carlos	карлос	carlo	PROPN;INDF;MASC;SG	N;MASC;SG
грузия	georgia	груз	georgia	PROPN;INDF;FEM;SG	ADJ;FEM;SG
напред	forward	напред	forward	ADV	N
напред	delantero	напред	delantero	ADV	N;MASC;SG
старо	viejo	стар	viejo	ADV	ADJ;MASC;SG
старо	antiguo	стар	antiguo	ADV	ADJ;MASC;SG
старо	viejos	стар	viejo	ADV	ADJ;MASC;PL
старо	antigua	стар	antiguo	ADV	ADJ;FEM;SG
старо	vieja	стар	viejo	ADV	ADJ;FEM;SG
чисто	puras	чисто	puro	ADV	ADJ;FEM;PL
чисто	pura	чисто	puro	ADV	ADJ;FEM;SG
чисто	puro	чисто	puro	ADV	ADJ;MASC;SG
чисто	puros	чисто	puro	ADV	ADJ;MASC;PL
чисто	limpio	чисто	limpio	ADV	ADJ;MASC;SG
чисто	limpios	чисто	limpio	ADV	ADJ;MASC;PL
чисто	limpieza	чисто	limpieza	ADV	N;FEM;SG
чисто	limpiar	чисто	limpiar	ADV	V;NFIN
чисто	limpia	чисто	limpio	ADV	ADJ;FEM;SG
водещ	presentador	водя	presentador	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;MASC;SG
водещ	presentadora	водя	presentador	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;FEM;SG
водещ	host	водя	host	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;SG
водещ	anfitrión	водя	anfitrión	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;MASC;SG
водещ	acogida	водя	acogida	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;FEM;SG
водещ	huésped	водя	huésped	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;MASC;SG
картини	arte	картина	arte	N;INDF;FEM;PL	N;SG
спортни	deportivo	спортен	deportivo	ADJ;INDF;PL	ADJ;MASC;SG
спортни	sporting	спортен	sporting	ADJ;INDF;PL	N;MASC;SG
спортни	deportivo	спортен	deportivo	ADJ;INDF;PL	ADJ;MASC;SG
спортни	deportes	спортен	deporte	ADJ;INDF;PL	N;MASC;PL
спортни	deporte	спортен	deporte	ADJ;INDF;PL	N;MASC;SG
плоча	tabletas	плоча-(се)	tableta	N;INDF;FEM;SG	N;FEM;PL
плоча	comprimido	плоча-(се)	comprimido	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
плоча	comprimidos	плоча-(се)	comprimido	N;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
плоча	placas	плоча-(се)	placa	N;INDF;FEM;SG	N;FEM;PL
тежка	heavy	тежък	heavy	ADJ;INDF;FEM;SG	N;MASC;SG
тежка	pesadas	тежък	pesado	ADJ;INDF;FEM;SG	ADJ;FEM;PL;V.PTCP
тежка	pesados	тежък	pesado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
тежка	severas	тежък	severo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
поддръжка	encargado	поддръжка	encargado	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
последователно	secuencial	последователно	secuencial	ADV	ADJ;SG
последователно	consecutivas	последователно	consecutivo	ADV	ADJ;FEM;PL
последователно	consecutivo	последователно	consecutivo	ADV	ADJ;MASC;SG
последователно	consecutiva	последователно	consecutivo	ADV	ADJ;FEM;SG
последователно	consecutivos	последователно	consecutivo	ADV	ADJ;MASC;PL
алън	allen	алън	allar	PROPN;INDF;MASC;SG	PROPN
алън	allan	алън	allar	PROPN;INDF;MASC;SG	N;MASC;SG
алън	alan	алън	alan	PROPN;INDF;MASC;SG	PROPN
литературни	literaria	литературен	literario	ADJ;INDF;PL	ADJ;FEM;SG
литературни	literarios	литературен	literario	ADJ;INDF;PL	N;MASC;PL
литературни	literario	литературен	literario	ADJ;INDF;PL	ADJ;MASC;SG
турне	giras	турне	gira	N;INDF;NEUT;SG	N;FEM;PL
международно	internacional	международно	internacional	ADV	ADJ;SG
международно	international	международно	international	ADV	ADJ;SG
международно	internacionales	международно	internacional	ADV	ADJ;PL
завод	plantas	завод	planta	N;INDF;MASC;SG	N;FEM;PL
завод	vegetal	завод	vegetal	N;INDF;MASC;SG	ADJ;SG
завод	fábricas	завод	fábrica	N;INDF;MASC;SG	N;FEM;PL
свързано	relacionada	свържа	relacionado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
свързано	afines	свържа	afín	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PL
свързано	conexo	свържа	conexo	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG
свързано	conexas	свържа	conexa	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;FEM;PL
свързано	relacionado	свържа	relacionado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
свързано	conectada	свържа	conectado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
свързано	conectados	свържа	conectado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
свързано	conectadas	свържа	conectado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
свързано	conectado	свържа	conectado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
бой	boi	бой	boi	N;INDF;MASC;SG	
бой	luchar	бой	luchar	N;INDF;MASC;SG	V;NFIN
живопис	pintar	живопис	pintar	N;INDF;FEM;SG	V;NFIN
живопис	pintando	живопис	pintar	N;INDF;FEM;SG	V;V.MSDR
бей	bay	бей	bay	N;INDF;MASC;SG	PROPN
кандидат	candidatos	кандидат	candidato	N;INDF;MASC;SG	N;MASC;PL
словакия	eslovaquia	словакие	eslovaquia	PROPN;INDF;FEM;SG	N;FEM;SG
медицински	médicamente	медицински	médicamente	ADJ;INDF;MASC;SG	ADV
медицински	medico	медицински	medico	ADJ;INDF;MASC;SG	N;MASC;SG
медицински	médicas	медицински	médico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
медицински	médicos	медицински	médico	ADJ;INDF;MASC;SG	N;MASC;PL
медицински	medicina	медицински	medicina	ADJ;INDF;MASC;SG	N;FEM;SG
медицински	médico	медицински	médico	ADJ;INDF;MASC;SG	N;MASC;SG
създаде	creado	създам	creado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
създаде	creados	създам	creado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
създаде	creadas	създам	creado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
създаде	creada	създам	creado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
рио	rio	рио	rio	PROPN;INDF;NEUT;SG	N;MASC;SG
рио	río	рио	río	PROPN;INDF;NEUT;SG	N;MASC;SG
турска	turcos	турски	turco	ADJ;INDF;FEM;SG	N;MASC;PL
турска	turco	турски	turco	ADJ;INDF;FEM;SG	N;MASC;SG
турска	turquía	турски	turquía	ADJ;INDF;FEM;SG	N;FEM;SG
мин	minuto	минута	minuto	N;INDF;FEM;PL	N;MASC;SG
мин	min	минута	min	N;INDF;FEM;PL	
болница	hospitales	болница	hospital	N;INDF;FEM;SG	N;MASC;PL
болница	hospitalaria	болница	hospitalario	N;INDF;FEM;SG	ADJ;FEM;SG
болница	hospitalario	болница	hospitalario	N;INDF;FEM;SG	ADJ;MASC;SG
гориво	combustibles	гориво	combustible	N;INDF;NEUT;SG	N;MASC;PL
съвременни	contemporáneo	съвременен	contemporáneo	ADJ;INDF;PL	ADJ;MASC;SG
съвременни	contemporáneos	съвременен	contemporáneo	ADJ;INDF;PL	N;MASC;PL
съвременни	contemporánea	съвременен	contemporáneo	ADJ;INDF;PL	ADJ;FEM;SG
понастоящем	actualmente	понастоящем	actualmente	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADV
свободна	libres	свободен	libre	ADJ;INDF;FEM;SG	ADJ;PL
свободна	gratis	свободен	gratis	ADJ;INDF;FEM;SG	
свободна	free	свободен	freer	ADJ;INDF;FEM;SG	N
публикуван	publicados	публикувам	publicado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
публикуван	publicado	публикувам	publicado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
публикуван	publicada	публикувам	publicado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
публикуван	publicados	публикувам	publicado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
публикуван	publicadas	публикувам	publicado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
публикуван	publicada	публикувам	publicado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
публикуван	publicado	публикувам	publicado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
нощ	nocturno	нощ	nocturno	N;INDF;FEM;SG	ADJ;MASC;SG
нощ	noches	нощ	noche	N;INDF;FEM;SG	N;FEM;PL
временно	temporales	временно	temporal	ADV	ADJ;PL
временно	temporal	временно	temporal	ADV	ADJ;SG
временно	temporario	временно	temporario	ADV	ADJ;MASC;SG
млад	jovenes	млад	joven	ADJ;INDF;MASC;SG	N;PL
млад	young	млад	young	ADJ;INDF;MASC;SG	PROPN
млад	joven	млад	joven	ADJ;INDF;MASC;SG	N;SG
млад	jóvenes	млад	joven	ADJ;INDF;MASC;SG	N;PL
преподаватели	profesorado	преподавател	profesorado	N;INDF;MASC;PL	ADJ;MASC;SG;V.PTCP
преподаватели	claustro	преподавател	claustro	N;INDF;MASC;PL	N;MASC;SG
преподаватели	facultad	преподавател	facultad	N;INDF;MASC;PL	N;FEM;SG
преподаватели	profesorado	преподавател	profesorado	N;INDF;MASC;PL	ADJ;MASC;SG;V.PTCP
благодаря	gracias	благодаря	gracias	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
характерни	característica	характерен	característica	ADJ;INDF;PL	N;FEM;SG
характерни	característico	характерен	característico	ADJ;INDF;PL	ADJ;MASC;SG
подобен	similares	подобен	similar	ADJ;INDF;MASC;SG	ADJ;PL
подобен	parecidos	подобен	parecido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
шведски	suecos	шведски	sueco	ADJ;INDF;MASC;SG	N;MASC;PL
шведски	suecia	шведски	suecia	ADJ;INDF;MASC;SG	N;FEM;SG
шведски	sueca	шведски	sueca	ADJ;INDF;MASC;SG	N;FEM;SG
религиозни	religioso	религиозен	religioso	ADJ;INDF;PL	ADJ;MASC;SG
религиозни	religiosa	религиозен	religioso	ADJ;INDF;PL	ADJ;FEM;SG
предварително	pre	предварително	pre	ADV	
предварително	adelanto	предварително	adelanto	ADV	N;MASC;SG
предварително	avanzar	предварително	avanzar	ADV	V;NFIN
предварително	adelantado	предварително	adelantar	ADV	ADJ;MASC;SG;V.PTCP
предварително	avance	предварително	avance	ADV	N;MASC;SG
предварително	anticipo	предварително	anticipo	ADV	N;MASC;SG
избор	elija	избор	elegir	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
избор	escoja	избор	escoger	N;INDF;MASC;SG	V;SBJV;SG;3;PRS;FIN
избор	elegir	избор	elegir	N;INDF;MASC;SG	V;NFIN
избор	elige	избор	elegir	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
избор	seleccione	избор	seleccionar	N;INDF;MASC;SG	V;IMP;SG;3;FIN
избор	elegir	избор	elegir	N;INDF;MASC;SG	V;NFIN
избор	seleccione	избор	seleccionar	N;INDF;MASC;SG	V;IMP;SG;3;FIN
избор	seleccionar	избор	seleccionar	N;INDF;MASC;SG	V;NFIN
избор	selecciona	избор	seleccionar	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
дълъг	largos	дълъг	largo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
дълъг	long	дълъг	long	ADJ;INDF;MASC;SG	
мъжки	varones	мъжки	varón	ADJ;INDF;PL	N;MASC;PL
мъжки	machos	мъжки	macho	ADJ;INDF;PL	N;MASC;PL
мъжки	macho	мъжки	macho	ADJ;INDF;PL	N;MASC;SG
мъжки	masculino	мъжки	masculino	ADJ;INDF;PL	ADJ;MASC;SG
мъжки	varón	мъжки	varón	ADJ;INDF;PL	N;MASC;SG
мъжки	machos	мъжки	macho	ADJ;INDF;PL	N;MASC;PL
конституцията	constitucional	конституция	constitucional	N;DEF;FEM;SG	ADJ;SG
победител	ganadora	победител	ganador	N;INDF;MASC;SG	ADJ;FEM;SG
силна	strong	силен	strong	ADJ;INDF;FEM;SG	N
силна	fuertes	силен	fuerte	ADJ;INDF;FEM;SG	ADJ;PL
румънски	rumano	румънски	rumano	ADJ;INDF;MASC;SG	N;MASC;SG
румънски	rumanos	румънски	rumano	ADJ;INDF;MASC;SG	N;MASC;PL
пълно	lleno	пълен	lleno	ADV	ADJ;MASC;SG
пълно	full	пълен	full	ADV	INTJ
пълно	llena	пълен	lleno	ADV	ADJ;FEM;SG
пълно	plena	пълен	pleno	ADV	ADJ;FEM;SG
пълно	completo	пълен	completo	ADV	ADJ;MASC;SG
пълно	completado	пълен	completado	ADV	ADJ;MASC;SG;V.PTCP
пълно	completa	пълен	completo	ADV	ADJ;FEM;SG
пълно	completar	пълен	completar	ADV	V;NFIN
пълно	completas	пълен	completo	ADV	ADJ;FEM;PL
пълно	completo	пълен	completo	ADV	ADJ;MASC;SG
заглавие	titulares	заглавие	titular	N;INDF;NEUT;SG	N;MASC;PL
заглавие	encabezado	заглавие	encabezado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
европейска	europeos	европейски	europeo	ADJ;INDF;FEM;SG	N;MASC;PL
европейска	europeas	европейски	europeo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
изследва	explore	изследвам	explorar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;3;FIN
произведен	producidos	произведа	producido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
произведен	producido	произведа	producido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
произведен	producida	произведа	producido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
произведен	fabricados	произведа	fabricado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
произведен	fabricado	произведа	fabricado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
произведен	fabricada	произведа	fabricado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
произведен	manufacturados	произведа	manufacturado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
копия	copia	копие	copia	N;INDF;NEUT;PL	N;FEM;SG
близки	cierra	близък	cerrar	ADJ;INDF;PL	V;IND;SG;3;PRS;FIN
близки	cerca	близък	cerca	ADJ;INDF;PL	ADV
близки	cierre	близък	cierre	ADJ;INDF;PL	N;MASC;SG
близки	cerrar	близък	cerrar	ADJ;INDF;PL	V;NFIN
зависи	dependen	завися	depender	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
туристически	turistas	туристически	turista	ADJ;INDF;MASC;SG	N;PL
туристически	turismo	туристически	turismo	ADJ;INDF;MASC;SG	N;MASC;SG
туристически	turista	туристически	turista	ADJ;INDF;MASC;SG	N;SG
гвиана	guayana	гвиана	guayana	N;INDF;FEM;SG	ADJ;FEM;SG
продължи	continúe	продължа	continuar	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
продължи	continúa	продължа	continuar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
продължи	continuo	продължа	continuo	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG
продължи	continuación	продължа	continuación	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
продължи	continuado	продължа	continuado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
цветове	color	цвят	color	N;INDF;MASC;PL	N;MASC;SG
цветове	color	цвят	color	N;INDF;MASC;PL	N;MASC;SG
корнелий	cornelio	корнелий	cornelio	N;INDF;MASC;SG	PROPN
далеч	away	далеч	away	ADV	N
водни	acuático	воден	acuático	ADJ;INDF;PL	ADJ;MASC;SG
водни	acuática	воден	acuático	ADJ;INDF;PL	ADJ;FEM;SG
водни	acuáticos	воден	acuático	ADJ;INDF;PL	N;MASC;PL
дадено	dado	даден	dar	ADV	V;MASC;SG;PST;V.PTCP
дадено	dados	даден	dado	ADV	ADJ;MASC;PL;V.PTCP
али	allie	али	alliar	PROPN;INDF;MASC;SG	N;FEM;SG
али	aliado	али	aliado	PROPN;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
али	ally	али	ally	PROPN;INDF;MASC;SG	N;SG
али	aliada	али	aliado	PROPN;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
али	alí	али	alí	PROPN;INDF;MASC;SG	N;MASC;SG
али	ali	али	ali	PROPN;INDF;MASC;SG	N
ски	esquiar	ска	esquiar	N;INDF;NEUT;PL	V;NFIN
ски	esqui	ска	esqui	N;INDF;NEUT;PL	N;MASC;SG
ски	esquí	ска	esquí	N;INDF;NEUT;PL	N;MASC;SG
ски	esquiar	ска	esquiar	N;INDF;NEUT;PL	V;NFIN
ски	esquí	ска	esquí	N;INDF;NEUT;PL	N;MASC;SG
написана	escrito	напиша	escrito	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
написана	escritas	напиша	escrito	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
написана	escrita	напиша	escrito	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
написана	escritos	напиша	escrito	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;MASC;PL
монети	moneda	монета	moneda	N;INDF;MASC;PL	N;FEM;SG
акт	act	акт	act	N;INDF;MASC;SG	PROPN
стихове	poesía	стих	poesía	N;INDF;MASC;PL	N;FEM;SG
стихове	verso	стих	verso	N;INDF;MASC;PL	N;MASC;SG
стихове	estrofa	стих	estrofar	N;INDF;MASC;PL	N;FEM;SG
стихове	versículo	стих	versículo	N;INDF;MASC;PL	N;MASC;SG
хуан	huang	хуан	huang	PROPN;INDF;MASC;SG	N;MASC;SG
баня	baños	баня	baño	N;INDF;FEM;SG	N;MASC;PL
конрад	conrad	конрад	conrad	N;INDF;MASC;SG	PROPN
съпротива	resiste	съпротива	resistir	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
съпротива	resistirse	съпротива	resistir	N;INDF;FEM;SG	V;SBJV;SG;3;IPFV;FIN
съпротива	resistir	съпротива	resistir	N;INDF;FEM;SG	V;NFIN
съпротива	resista	съпротива	resista	N;INDF;FEM;SG	V;SBJV;SG;3;FIN
съпротива	resistencias	съпротива	resistencia	N;INDF;FEM;SG	N;FEM;PL
скот	scott	скот	scott	PROPN;INDF;MASC;SG	PROPN
заболявания	enfermedad	заболяване	enfermedad	N;INDF;NEUT;PL	N;FEM;SG
заболявания	enfermedad	заболяване	enfermedad	N;INDF;NEUT;PL	N;FEM;SG
боливия	bolivia	болив	bolivia	PROPN;INDF;FEM;SG	N;FEM;SG
даниел	daniel	даниел	daniel	PROPN;INDF;MASC;SG	PROPN
даниел	danielle	даниел	danielle	PROPN;INDF;MASC;SG	N;FEM;SG
унгарски	húngaros	унгарски	húngaro	ADJ;INDF;MASC;SG	N;MASC;PL
унгарски	húngaro	унгарски	húngaro	ADJ;INDF;MASC;SG	N;MASC;SG
унгарски	hungría	унгарски	hungría	ADJ;INDF;MASC;SG	N;FEM;SG
апарат	aparatos	апарат	aparato	N;INDF;MASC;SG	N;MASC;PL
човешки	humanas	човешки	humano	ADJ;INDF;MASC;SG	ADJ;FEM;PL
човешки	humanos	човешки	humanos	ADJ;INDF;MASC;SG	N
сао	sao	сао	sao	PROPN;INDF;MASC;SG	N;MASC;SG
сао	são	сао	ser	PROPN;INDF;MASC;SG	
сао	aoc	сао	aoc	PROPN;INDF;MASC;SG	N
леко	facil	леко	facil	ADV	ADJ;SG
леко	sencilla	леко	sencillo	ADV	ADJ;FEM;SG
леко	fácil	леко	fácil	ADV	ADJ;SG
леко	sencillo	леко	sencillo	ADV	ADJ;MASC;SG
леко	easy	леко	easy	ADV	N
златни	oro	златен	oro	ADJ;INDF;PL	N;MASC;SG
златни	dorada	златен	dorado	ADJ;INDF;PL	ADJ;FEM;SG;V.PTCP
златни	golden	златен	golden	ADJ;INDF;PL	N;MASC;SG
златни	dorado	златен	dorado	ADJ;INDF;PL	ADJ;MASC;SG;V.PTCP
златни	oro	златен	oro	ADJ;INDF;PL	N;MASC;SG
златни	dorada	златен	dorado	ADJ;INDF;PL	ADJ;FEM;SG;V.PTCP
златни	dorado	златен	dorado	ADJ;INDF;PL	ADJ;MASC;SG;V.PTCP
златни	gold	златен	gold	ADJ;INDF;PL	N
включен	incluidos	включа-(се)	incluido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
включен	incluidas	включа-(се)	incluir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
включен	incluida	включа-(се)	incluido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
включен	incluído	включа-(се)	incluído	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
