der	the	der	the	DET;NOM;DEF;MASC;SG	
falle	rơi	fallen	rơi	ADV	V
falle	sút	fallen	sút	ADV	V
falle	ngã	fallen	ngã	ADV	N
treten	đá	treten	đá	V;NFIN	N
bay	vịnh	bay	vịnh	PROPN;NOM;MASC;SG	N
bay	bay	bay	bay	PROPN;NOM;MASC;SG	
türkischen	turkic	türkisch	turkic	ADJ;NOM;PL	
türkischen	turkish	türkisch	turkish	ADJ;NOM;PL	
markus	marcus	markus	marcus	PROPN;NOM;MASC;SG	N
markus	markus	markus	markus	PROPN;NOM;MASC;SG	N
weber	ploceus	weber	ploceus	PROPN;NOM;MASC;SG	N
weber	weaver	weber	weaver	PROPN;NOM;MASC;SG	N
weber	weber	weber	weber	PROPN;NOM;MASC;SG	
earl	earl	earl	earl	PROPN;NOM;MASC;SG	
earl	lô	earl	lô	PROPN;NOM;MASC;SG	N
zieht	pulls	zeihen|ziehen	pulls	V;IND;SG;3;PRS;FIN	
wieso	sao	wieso	sao	ADV	PROPN
samuel	samuel	samuel	samuel	PROPN;NOM;MASC;SG	
williams	williams	williams	williams	PROPN;NOM;MASC;SG	
ukraine	ukraine	ukrain	ukraine	PROPN;NOM;SG	N
ukraine	ucraina	ukrain	ucraina	PROPN;NOM;SG	N
ukraine	ukraina	ukrain	ukraina	PROPN;NOM;SG	N
prix	prix	prix	prix	PROPN	N
innere	nội	inner	nội	ADJ;NOM;FEM;PL	N
innere	nội	inner	nội	ADJ;NOM;FEM;PL	N
engagement	dedication	engagement	dedication	ADJ	N
mühle	mill	mühlen	mill		
mühle	mills	mühlen	mills		
rolf	rolf	rolf	rolf	PROPN;NOM;MASC;SG	N
wechsel	đổi	wechsel	đổi	ADV	V
wechsel	thay	wechsel	thay	ADV	V
rostock	rostock	rostock	rostock	PROPN;NOM;NEUT;SG	NUM
bauern	quê	bauern	quê	V;NFIN	N
bauern	nông	bauern	nông	V;NFIN	N
bauern	pawn	bauern	pawn	V;NFIN	N
linz	linz	linz	linz		N
untergebracht	housed	unterbringen	housed	V;V.PTCP	
joe	joe	joe	joe	PROPN;NOM;MASC;SG	N
rumänien	romania	Rumänien	romania	PROPN	N
rumänien	românia	Rumänien	românia	PROPN	NUM
grün	lục	grün	lục	ADJ	N
marke	mark	marken	mark	N;NOM;FEM;SG	
sprich	nói	sprich	nói		V
nachrichten	tin	nachrichten	tin	V;NFIN	
kanal	kanal	kanal	kanal	ADV	
kanal	kênh	kanal	kênh	ADV	N
damen	womens	damen	womens		NUM
damen	quý	damen	quý		N
damen	queens	damen	queens		N
oberliga	oberliga	oberliga	oberliga	N;NOM;SG	
weiss	trắng	wissen	trắng		N
weiss	bạch	wissen	bạch		N
weiss	biết	wissen	biết		V
weiss	weiss	wissen	weiss		N
moment	lát	moment	lát	ADJ	
krankenhaus	viện	krankenhaus	viện	ADJ	N
krankenhaus	xá	krankenhaus	xá	ADJ	N
krankenhaus	clinic	krankenhaus	clinic	ADJ	
dame	đầm	damen	đầm		N
dame	tẩy	damen	tẩy		V
dame	hậu	damen	hậu		
dame	dame	damen	dame		N
ring	nhẫn	ringen	nhẫn		N
andré	andre	andré	andre	PROPN;NOM;MASC;SG	
andré	andré	andré	andré	PROPN;NOM;MASC;SG	
andré	andre	andré	andre	PROPN;NOM;MASC;SG	
andré	andré	andré	andré	PROPN;NOM;MASC;SG	
mail	mail	mail	mail	N;NOM;FEM;SG	V
mail	evolution	mail	evolution	N;NOM;FEM;SG	
frühere	qua	früh	qua	ADJ;NOM;FEM;PL	V
frühere	past	früh	past	ADJ;NOM;FEM;PL	
frühere	cựu	früh	cựu	ADJ;NOM;FEM;PL	N
frühere	trước	früh	trước	ADJ;NOM;FEM;PL	
stunde	tiếng	stund	tiếng	ADV	N
stunde	giờ	stund	giờ	ADV	N
innsbruck	innsbruck	innsbruck	innsbruck	PROPN;NOM;SG	N
gesang	hát	gesingen	hát	ADJ	V
gesang	hót	gesingen	hót	ADJ	N
gesang	voice	gesingen	voice	ADJ	N
gesang	giọng	gesingen	giọng	ADJ	N
gesang	vocals	gesingen	vocals	ADJ	N
gesang	thanh	gesingen	thanh	ADJ	
gesang	vocal	gesingen	vocal	ADJ	N
gesang	song	gesingen	song	ADJ	CONJ
spezielle	cống	speziell	cống	ADJ;NOM;FEM;PL	N
braun	brown	braun	brown	ADJ	
braun	nâu	braun	nâu	ADJ	N
braun	braun	braun	braun	ADJ	
giovanni	giovanni	giovanni	giovanni	PROPN;NOM;MASC;SG	
anerkennung	appreciation	anerkennung	appreciation	ADJ	N
konflikt	đốp	konflikt	đốp	V;IND;SG;3;PRS;FIN	N
konflikt	clash	konflikt	clash	V;IND;SG;3;PRS;FIN	N
fahrzeug	xe	fahrzeug	xe	ADJ	N
kandidaten	nominees	kandidat	nominees	N;NOM;PL	NUM
rio	rio	rio	rio	PROPN;NOM;SG	N
gewalt	buộc	gewalten	buộc		V
hören	thính	hören	thính	V;NFIN	N
hören	tít	hören	tít	V;NFIN	
hören	spring	hören	spring	V;NFIN	
einfache	nhẹ	einfach	nhẹ	ADJ;NOM;FEM;PL	
passt	fits	passen	fits	V;IND;SG;3;PRS;FIN	
passt	hợp	passen	hợp	V;IND;SG;3;PRS;FIN	ADJ
passt	khớp	passen	khớp	V;IND;SG;3;PRS;FIN	N
passt	hợp	passen	hợp	V;IND;SG;3;PRS;FIN	ADJ
krone	vương	kron	vương		N
amerika	châu	amerika	châu		N
amerika	mỹ	amerika	mỹ		N
japanische	nhật	japanisch	nhật	ADJ;NOM;FEM;PL	
voll	say	voll	say	ADJ	V
voll	full	voll	full	ADJ	
tschechien	séc	tschechen	séc	ADJ	N
abstand	gap	abstehen	gap		V
boston	boston	boston	boston	PROPN;NOM;SG	N
major	maj	major	maj	PROPN	
sächsischen	saxon	sächsisch	saxon	ADJ;NOM;MASC;SG	
stephan	stephen	stephan	stephen	PROPN;NOM;MASC;SG	
stephan	stephan	stephan	stephan	PROPN;NOM;MASC;SG	
jacob	jacob	jacob	jacob	PROPN;NOM;SG	N
erreichten	đa	erreichen	đa	V;IND;PL;3;PST;FIN	
langer	long	lang	long	ADJ	N
youtube	youtube	youtube	youtube		N
venedig	venice	venedig	venice	PROPN;NOM;SG	N
venedig	venezia	venedig	venezia	PROPN;NOM;SG	N
rollen	reels	roll	reels	V;NFIN	
rollen	rollers	roll	rollers	V;NFIN	
rollen	cuộn	roll	cuộn	V;NFIN	N
rollen	rolls	roll	rolls	V;NFIN	
rollen	cuộn	roll	cuộn	V;NFIN	N
rollen	roll	roll	roll	V;NFIN	
beteiligung	turnout	Beteiligung	turnout	N;NOM;FEM;SG	
alpen	alps	alpe	alps	PROPN	N
alpen	anpơ	alpe	anpơ	PROPN	N
logo	logo	logo	logo	ADJ	N
breiten	vid	breit	vid	ADJ;SG	
breiten	widths	breit	widths	ADJ;SG	
creek	lạch	creek	lạch	PROPN	N
creek	creek	creek	creek	PROPN	N
trier	trier	trei	trier		N
träger	sở	träger	sở	ADJ	N
bands	bands	bands	bands	N;NOM;FEM;PL	
madrid	madrid	madrid	madrid	PROPN;NOM;SG	N
barcelona	barcelona	barcelona	barcelona	PROPN	N
reste	remnants	rest	remnants	ADJ	
carolina	carolina	carolina	carolina	PROPN;NOM;SG	N
sekunden	giây	sekunden	giây	V;NFIN	
unterschiedlich	biến	unterschiedlich	biến	ADJ	V
unterschiedlich	differentiated	unterschiedlich	differentiated	ADJ	
blätter	lá	blätt	lá	ADJ	N
blätter	lá	blätt	lá	ADJ	N
blätter	foliage	blätt	foliage	ADJ	
blätter	tờ	blätt	tờ	ADJ	
blätter	mẩu	blätt	mẩu	ADJ	N
blätter	sheets	blätt	sheets	ADJ	
siegen	thắng	siegen	thắng		N
unserer	plr	unser	plr	PRO;NOM;MASC;SG	
römische	roman	römisch	roman	ADJ;NOM;FEM;PL	N
römische	đế	römisch	đế	ADJ;NOM;FEM;PL	N
ehren	vinh	ehr	vinh		N
volkszählung	census	volkszählung	census	N;SG	
infos	info	infos	info		
infos	infos	infos	infos		
ton	ton	ton	ton		N
ton	tấn	ton	tấn		N
ton	tone	ton	tone		
ton	tần	ton	tần		N
ton	clay	ton	clay		
scott	scott	scott	scott	PROPN	
klub	club	klub	club	N;NOM;MASC;SG	
klub	klub	klub	klub	N;NOM;MASC;SG	
königlichen	royal	königlich	royal	ADJ;NOM;PL	N
dach	mái	dach	mái	N;NOM;NEUT;SG	V
baureihe	series	baureihe	series	ADJ;NOM;FEM;SG	N
baureihe	hạng	baureihe	hạng	ADJ;NOM;FEM;SG	N
baureihe	lớp	baureihe	lớp	ADJ;NOM;FEM;SG	N
altstadt	tuổi	altstadt	tuổi	ADJ	N
altstadt	altstadt	altstadt	altstadt	ADJ	
athen	athens	athen	athens	PROPN;NOM;SG	N
besiedelt	kĩ	besiedeln	kĩ	ADJ;V.PTCP	N
sucht	addiction	suchen	addiction	V;IND;SG;3;PRS;FIN	N
sitze	ngồi	sitzen	ngồi		V
potsdam	potsdam	potsdam	potsdam	PROPN;NOM;NEUT;SG	
besucher	khách	besucher	khách		N
besucher	khách	besucher	khách		N
mailand	milan	mailand	milan	PROPN;NOM;NEUT;SG	N
mailand	milano	mailand	milano	PROPN;NOM;NEUT;SG	NUM
mailand	milano	mailand	milano	PROPN;NOM;NEUT;SG	NUM
schritt	háng	schreinen	háng		N
eberhard	eberhard	eberhard	eberhard	PROPN;NOM;MASC;SG	
real	real	real	real	ADJ	N
real	thực	real	thực	ADJ	V
real	thật	real	thật	ADJ	PART
real	thiệt	real	thiệt	ADJ	PART
sagte	said	sagen	said	V;IND;SG;3;PST;FIN	
kardinal	cận	kardinal	cận	PROPN;NOM;MASC;SG	V
oberfläche	giao	oberfläch	giao	ADJ	V
oberfläche	gui	oberfläch	gui	ADJ	
analyse	analytics	analyse	analytics	N;NOM;FEM;SG	
falsche	lỗi	falsch	lỗi	ADJ;NOM;FEM;PL	N
falsche	nhầm	falsch	nhầm	ADJ;NOM;FEM;PL	V
falsche	giả	falsch	giả	ADJ;NOM;FEM;PL	
streit	cãi	streit	cãi	ADJ	V
koch	quầy	koch	quầy		N
koch	koch	koch	koch		N
ausstellungen	expositions	ausstellingen	expositions	N;NOM;FEM;PL	
roger	rõ	roger	rõ	PROPN;NOM;MASC;SG	ADJ
roger	roger	roger	roger	PROPN;NOM;MASC;SG	
kurzer	bài	kurz	bài	ADJ	N
kurzer	short	kurz	short	ADJ	
kurzer	lá	kurz	lá	ADJ	N
tempel	đền	tempel	đền		N
tempel	chùa	tempel	chùa		N
bearbeitung	sửa	bearbeitung	sửa	N;NOM;FEM;SG	V
wehrmacht	wehrmacht	wehrmachen	wehrmacht	PROPN	N
nutzer	dùng	nutzer	dùng		V
gedacht	imagined	denken|gedenken	imagined	V;V.PTCP	
vierte	mùng	viert	mùng	ADJ;NOM;FEM;SG	N
carlos	carlos	carlos	carlos	PROPN;NOM;SG	
breslau	wroclaw	breslau	wroclaw	PROPN;NOM;SG	
breslau	wrocław	breslau	wrocław	PROPN;NOM;SG	
breslau	breslau	breslau	breslau	PROPN;NOM;SG	N
vielmehr	thà	vielmehr	thà	ADV	PART
kern	kern	kern	kern	ADJ	N
kern	lõi	kern	lõi	ADJ	N
kern	hạt	kern	hạt	ADJ	N
kern	nhân	kern	nhân	ADJ	
dörfer	làng	dörfern	làng		N
bill	bill	billen	bill	PROPN;NOM;MASC;SG	
dom	dome	dom	dome	PROPN;NOM;MASC;SG	N
dom	vòm	dom	vòm	PROPN;NOM;MASC;SG	N
dom	duomo	dom	duomo	PROPN;NOM;MASC;SG	
dom	dom	dom	dom	PROPN;NOM;MASC;SG	N
kaufmann	buôn	kaufmann	buôn		V
direkte	direct	direkt	direct	ADJ;NOM;FEM;PL	
direkte	trực	direkt	trực	ADJ;NOM;FEM;PL	V
brief	chữ	brufen	chữ	V;IND;SG;3;PST;FIN	N
brief	thư	brufen	thư	V;IND;SG;3;PST;FIN	N
ben	ben	ben	ben		N
ben	crack	ben	crack		N
force	buộc	force	buộc	PROPN;NOM;SG	V
maximal	đa	maximal	đa	ADJ	
maximal	max	maximal	max	ADJ	
maximal	tops	maximal	tops	ADJ	NUM
passiert	muỗng	passieren	muỗng	V;IND;SG;3;PRS;FIN	N
fahren	cán	fahren	cán	V;NFIN	N
weltmeister	cọc	weltmeister	cọc	ADJ	N
weltmeister	champion	weltmeister	champion	ADJ	V
preise	giá	preis	giá	ADJ	N
preise	premier	preis	premier	ADJ	N
klassische	classic	klassisch	classic	ADJ;NOM;FEM;PL	N
goldenen	vầng	golden	vầng	ADJ;NOM;MASC;PL	N
goldenen	golden	golden	golden	ADJ;NOM;MASC;PL	N
goldenen	đỏi	golden	đỏi	ADJ;NOM;MASC;PL	V
goldenen	gilded	golden	gilded	ADJ;NOM;MASC;PL	V
times	lần	times	lần	PROPN;NOM;SG	N
times	times	times	times	PROPN;NOM;SG	
oliver	oliver	oliver	oliver	ADJ	
ensemble	ensemble	ensemble	ensemble		N
malerei	tranh	malerei	tranh	ADJ;NOM;FEM;SG	N
malerei	sơn	malerei	sơn	ADJ;NOM;FEM;SG	N
malerei	tranh	malerei	tranh	ADJ;NOM;FEM;SG	N
gewicht	weights	wechen	weights	N;NOM;NEUT;SG	
gewicht	cân	wechen	cân	N;NOM;NEUT;SG	V
erhöht	vung	erhöhen	vung	V;V.PTCP	
ergeben	thác	ergeben	thác	V;V.PTCP	N
who	ai	who	ai	PROPN;NOM;SG	PROPN
who	who	who	who	PROPN;NOM;SG	NUM
glück	lường	glück	lường	N;NOM;SG	V
glück	may	glück	may	N;NOM;SG	ADJ
glück	lucky	glück	lucky	N;NOM;SG	
gitarre	guitar	gitarre	guitar	ADJ	N
gitarre	ghita	gitarre	ghita	ADJ	N
gitarre	guitars	gitarre	guitars	ADJ	
patrick	patrick	patrick	patrick	PROPN;NOM;MASC;SG	
behörden	bang	behörden	bang	V;NFIN	
umwelt	ctp	umwelt	ctp	N;NOM;FEM;SG	
ingenieur	hoạ	ingenieur	hoạ		N
goldene	vầng	golden	vầng	ADJ;NOM;FEM;PL	N
goldene	golden	golden	golden	ADJ;NOM;FEM;PL	N
goldene	đỏi	golden	đỏi	ADJ;NOM;FEM;PL	V
goldene	vàng	golden	vàng	ADJ;NOM;FEM;PL	N
goldene	gold	golden	gold	ADJ;NOM;FEM;PL	
reisen	du	reisen	du	V;NFIN	N
reisen	du	reisen	du	V;NFIN	N
reisen	tours	reisen	tours	V;NFIN	N
reisen	trips	reisen	trips	V;NFIN	N
rundfunk	phát	rundfunk	phát		V
rundfunk	đài	rundfunk	đài		N
hoffmann	hoffmann	hoffmann	hoffmann	PROPN;NOM;MASC;SG	
hoffmann	hoffman	hoffmann	hoffman	PROPN;NOM;MASC;SG	
hoffmann	hoffman	hoffmann	hoffman	PROPN;NOM;MASC;SG	
reinhard	reinhard	reinhard	reinhard	PROPN;NOM;MASC;SG	
din	din	din	din		N
erinnerung	ức	erinnerung	ức	ADJ	N
wichtigste	chính	wichtig	chính	ADJ;NOM;FEM;SG	PART
wichtigste	main	wichtig	main	ADJ;NOM;FEM;SG	N
botschafter	sứ	botschafter	sứ	ADJ	N
heilige	saints	heilig	saints	ADJ;NOM;FEM;PL	N
heilige	thánh	heilig	thánh	ADJ;NOM;FEM;PL	N
marx	marx	marx	marx	PROPN;NOM;SG	N
moritz	maurice	moritz	maurice	PROPN;NOM;SG	N
moritz	moritz	moritz	moritz	PROPN;NOM;SG	N
festgelegt	set	festlegen	set	V;V.PTCP	
fdp	fdp	fdp	fdp	PROPN;NOM;FEM;SG	N
lord	huân	lord	huân	PROPN;NOM;SG	N
auge	eye	auge	eye	N;NOM;SG	
katharina	katherine	katharina	katherine	PROPN;NOM;FEM;SG	
katharina	katharina	katharina	katharina	PROPN;NOM;FEM;SG	
katharina	gillian	katharina	gillian	PROPN;NOM;FEM;SG	
katharina	catherine	katharina	catherine	PROPN;NOM;FEM;SG	
katharina	catarina	katharina	catarina	PROPN;NOM;FEM;SG	N
geweiht	viet	weihen	viet	V;V.PTCP	N
geburt	sinh	geburen	sinh	N;SG	V
obere	upper	ober	upper	ADJ;NOM;FEM;PL	
olympische	olympic	olympisch	olympic	ADJ;NOM;FEM;PL	N
rose	rose	rose	rose	PROPN;NOM;SG	
rose	ngợi	rose	ngợi	PROPN;NOM;SG	V
wales	wales	wales	wales	PROPN;NOM;MASC;SG	N
feuer	lửa	feuer	lửa		N
feuer	cháy	feuer	cháy		V
feuer	lứa	feuer	lứa		N
feuer	lửa	feuer	lửa		N
prüfung	test	prüfung	test	N;SG	V
prüfung	thử	prüfung	thử	N;SG	V
polnische	polish	polnisch	polish	ADJ;NOM;FEM;PL	NUM
distrikt	huyện	distrikt	huyện	ADJ	N
iso	iso	iso	iso		N
bestanden	đèo	bestehen	đèo	V;V.PTCP	N
bestanden	pass	bestehen	pass	V;V.PTCP	N
irland	ireland	irland	ireland	PROPN;NOM;NEUT;SG	
pennsylvania	pennsylvania	pennsylvania	pennsylvania	PROPN;NOM;NEUT;SG	
eugen	eugen	eugen	eugen		N
erlangen	erlangen	erlangen	erlangen	V;NFIN	
himmel	trời	himmel	trời		N
himmel	bien	himmel	bien		N
mike	mike	mike	mike	PROPN;NOM;MASC;SG	
gelegt	hệ	legen	hệ	V;V.PTCP	N
gelegt	sex	legen	sex	V;V.PTCP	N
eingang	nhập	eingehen	nhập	N;SG	V
eva	eva	eva	eva	PROPN;NOM;FEM;SG	
eva	eva	eva	eva	PROPN;NOM;FEM;SG	
eva	eve	eva	eve	PROPN;NOM;FEM;SG	
western	tây	western	tây	PROPN;NOM;SG	N
green	lục	Green	lục	PROPN;NOM;SG	N
sir	sếp	sir	sếp	PROPN;NOM;MASC;SG	N
anhänger	trailers	anhänger	trailers		N
anhänger	pendant	anhänger	pendant		
anhänger	trailer	anhänger	trailer		
columbia	columbia	columbia	columbia	PROPN	N
dänischen	danish	dänisch	danish	ADJ;MASC	N
kontext	contexts	kontext	contexts	ADJ	N
sichtbar	bien	sichtbar	bien	ADJ	N
blues	blues	blues	blues	PROPN;NOM;SG	N
beschlossen	quyết	beschließen	quyết	V;V.PTCP	N
herrscher	ruler	herrscher	ruler		N
herrscher	thước	herrscher	thước		N
leiden	leiden	leiden	leiden	V;NFIN	N
leiden	khổ	leiden	khổ	V;NFIN	ADJ
komponisten	composers	komponist	composers	ADJ	N
victor	victor	victor	victor	PROPN;NOM;MASC;SG	
hängt	tùy	hängen	tùy	V;IND;SG;3;PRS;FIN	PART
henri	henri	henri	henri	PROPN;NOM;MASC;SG	N
partner	affiliate	partner	affiliate	ADJ	N
jörg	jörg	jörgen	jörg	PROPN;NOM;MASC;SG	NUM
jörg	steven	jörgen	steven	PROPN;NOM;MASC;SG	
masse	gộp	massen	gộp		V
masse	nhái	massen	nhái		V
rücken	ridge	rücken	ridge	V;NFIN	
rücken	đèo	rücken	đèo	V;NFIN	N
rücken	lưng	rücken	lưng	V;NFIN	N
chris	chris	chris	chris	PROPN;NOM;MASC;SG	
test	test	test	test	N	V
test	thử	test	thử	N	V
test	assay	test	assay	N	
harald	harald	harald	harald	PROPN;NOM;MASC;SG	N
francis	phanxicô	francis	phanxicô	PROPN;NOM;MASC;SG	N
francis	francis	francis	francis	PROPN;NOM;MASC;SG	
bundeswehr	bundeswehr	bundeswehr	bundeswehr	PROPN	N
web	web	web	web		N
übernahme	takeover	übernehmen	takeover	N;NOM;FEM;SG	
florida	florida	florida	florida	PROPN;NOM;MASC;SG	N
kader	squad	kader	squad	N;NOM;MASC;SG	
gebrauch	dùng	gebrauch	dùng	ADJ	V
guter	hay	gut	hay	ADJ;NOM;MASC	CONJ
ursprung	vạn	ursprung	vạn	ADV	ADJ
ursprung	origins	ursprung	origins	ADV	
stücke	vết	stücken	vết		N
stücke	rãnh	stücken	rãnh		N
stücke	rách	stücken	rách		V
südafrika	pretoria	südafrika	pretoria	PROPN;NOM;MASC;SG	
südafrika	phi	südafrika	phi	PROPN;NOM;MASC;SG	N
bewusst	aware	bewußt	aware	ADJ	
bewusst	conscious	bewußt	conscious	ADJ	N
roland	roland	roland	roland	PROPN;NOM;MASC;SG	
geist	ghost	geisen	ghost		V
geist	ma	geisen	ma		N
geist	phiền	geisen	phiền		V
della	della	Della	della	PROPN;NOM;SG	N
katalog	catalog	katalog	catalog	ADJ	
katalog	catalogue	katalog	catalogue	ADJ	
anlass	dịp	anlassen	dịp	ADV	N
vii	vỉ	vii	vỉ		N
argentinien	argentina	argentinien	argentina	PROPN;NOM;NEUT;SG	
argentinien	argentina	argentinien	argentina	PROPN;NOM;NEUT;SG	
argentinien	argentine	argentinien	argentine	PROPN;NOM;NEUT;SG	N
episoden	tập	episod	tập	N;NOM;FEM;PL	
episoden	episodes	episod	episodes	N;NOM;FEM;PL	
episoden	tập	episod	tập	N;NOM;FEM;PL	
episoden	episode	episod	episode	N;NOM;FEM;PL	
entwickeln	evolve	entwickeln	evolve	V;NFIN	
central	trung	central	trung	PROPN	N
central	central	central	central	PROPN	
siegfried	siegfried	siegfrieden	siegfried	PROPN;NOM;MASC;SG	
fünften	fifth	fünft	fifth	ADJ	N
verkauf	bán	verkaufen	bán	N	V
verkauf	bán	verkaufen	bán	N	V
verkauf	bán	verkaufen	bán	N	V
verkauf	bán	verkaufen	bán	N	V
verkauf	sale	verkaufen	sale	N	
positiv	dương	positiv	dương	ADJ	N
bass	bass	bassen	bass		N
erfurt	erfurt	erfurt	erfurt		N
goethe	goethe	goethe	goethe		N
master	masters	master	masters	ADJ	N
master	thầy	master	thầy	ADJ	N
grüne	lục	grün	lục	ADJ;NOM;FEM;PL	N
anmerkungen	comments	anmerkingen	comments	V;NFIN	N
posten	tố	posten	tố	V;FIN	N
gedanken	reflections	panken	reflections	V;NFIN	
bergen	bergen	bergen	bergen	V;NFIN	N
hinten	rear	hinten	rear	ADV	N
japanischer	nhật	japanisch	nhật	ADJ	
verletzt	đau	verletzen	đau	V;V.PTCP	ADJ
krankheit	benh	krankheit	benh	ADJ	N
krankheit	bệnh	krankheit	bệnh	ADJ	N
strecken	rô	strecken	rô	V;NFIN	N
strecken	stretch	strecken	stretch	V;NFIN	
premierminister	prime	premierminister	prime	PROPN;NOM;MASC;SG	
premierminister	taoiseach	premierminister	taoiseach	PROPN;NOM;MASC;SG	
premierminister	premier	premierminister	premier	PROPN;NOM;MASC;SG	N
unser	unser	unser	unser	PRO;NOM;MASC;SG	
unser	plr	unser	plr	PRO;NOM;MASC;SG	
jung	trẻ	jung	trẻ	ADJ	N
jung	young	jung	young	ADJ	
jung	jung	jung	jung	ADJ	N
nationalpark	viên	nationalpark	viên	ADJ	N
nationalpark	park	nationalpark	park	ADJ	N
johnson	johnson	johnson	johnson	PROPN;NOM;MASC;SG	N
via	qua	via	qua		V
königsberg	königsberg	königsberg	königsberg	ADJ	N
königsberg	kaliningrad	königsberg	kaliningrad	ADJ	N
getragen	borne	tragen	borne	V;V.PTCP	
foundation	quỹ	foundation	quỹ	PROPN;NOM;SG	N
foundation	foundation	foundation	foundation	PROPN;NOM;SG	N
foundation	nọc	foundation	nọc	PROPN;NOM;SG	N
flügel	piano	flügeln	piano	ADJ	N
flügel	wings	flügeln	wings	ADJ	N
flügel	cánh	flügeln	cánh	ADJ	N
flügel	wing	flügeln	wing	ADJ	N
flügel	cánh	flügeln	cánh	ADJ	N
rezeption	concierge	Rezeption	concierge		
kämpfen	fighting	kämpfen	fighting	V;NFIN	
baum	cây	baum	cây		N
abhängig	addicted	abhängig	addicted	ADJ	N
abhängig	nghiện	abhängig	nghiện	ADJ	V
abhängig	ghiền	abhängig	ghiền	ADJ	PART
abhängig	nghiện	abhängig	nghiện	ADJ	V
steve	steve	steven	steve	PROPN;NOM;MASC;SG	
sprecher	spokesman	sprecher	spokesman	N	
sprecher	spokesperson	sprecher	spokesperson	N	
ohio	ohio	ohio	ohio	PROPN;NOM;MASC;SG	N
maximilian	maximilian	maximilian	maximilian	PROPN	N
mario	mario	mario	mario	PROPN;NOM;SG	
wahrheit	thật	wahrheit	thật		PART
istanbul	istanbul	istanbul	istanbul	PROPN;NOM;NEUT;SG	
äußerst	cực	äußerst	cực	ADV	
äußerst	rất	äußerst	rất	ADV	
uwe	uwe	uwe	uwe	PROPN;NOM;MASC;SG	N
gipfel	summit	gipfel	summit	ADV	N
gipfel	peak	gipfel	peak	ADV	N
pop	tía	pop	tía	PROPN;NOM;SG	N
pop	bốp	pop	bốp	PROPN;NOM;SG	
pop	pop	pop	pop	PROPN;NOM;SG	N
vermeiden	avoidance	vermeiden	avoidance	V;NFIN	
church	thờ	church	thờ	PROPN	N
bauer	bauer	Bauer	bauer	ADJ	N
bauer	pawn	Bauer	pawn	ADJ	N
rosa	pink	rosa	pink	PROPN	
rosa	hồng	rosa	hồng	PROPN	N
rosa	rosa	rosa	rosa	PROPN	
rosa	hồng	rosa	hồng	PROPN	N
luxemburg	luxemburg	luxemburg	luxemburg	PROPN;NOM;NEUT;SG	N
luxemburg	luxembourg	luxemburg	luxembourg	PROPN;NOM;NEUT;SG	N
bezogen	sourced	beziehen	sourced	V;V.PTCP	
extrem	extreme	extrem	extreme	ADJ	
ford	ford	ford	ford	PROPN;NOM;MASC;SG	N
viertel	quý	viertel	quý		N
unterricht	dạy	unterrichten	dạy		V
victoria	victoria	victoria	victoria	PROPN;NOM;MASC;SG	N
unklar	ambiguous	unklar	ambiguous	ADJ	N
fakten	sự	fakten	sự	V;NFIN	N
trennung	segregation	trennung	segregation	V;SG;FIN	
budapest	budapest	budapest	budapest	PROPN;NOM;NEUT;SG	N
charlotte	charlotte	charlotte	charlotte	PROPN;NOM;SG	
uss	uss	uss	uss	PROPN;NOM;MASC;SG	N
dirigent	conductor	dirigent	conductor	ADJ	
kommando	lệnh	kommando	lệnh	N;NOM;NEUT;SG	
little	nhỏ	little	nhỏ	PROPN	ADJ
little	tiểu	little	tiểu	PROPN	
vorteil	perk	vorteil	perk	ADV	
willen	wills	willen	wills	ADV	
oldenburg	oldenburg	oldenburg	oldenburg	PROPN;NOM;NEUT;SG	
näher	closer	nah	closer	ADJ	
inne	inna	inne	inna	ADV	N
berge	núi	bergen	núi		N
berge	đồi	bergen	đồi		N
berge	núi	bergen	núi		N
wilson	wilson	wilson	wilson	PROPN;NOM;SG	N
bielefeld	bielefeld	bielefeld	bielefeld	PROPN	N
altar	altar	altar	altar	ADV	
tief	deep	tief	deep	ADJ	
runden	laps	rund	laps	ADJ	
runden	hiệp	rund	hiệp	ADJ	N
runden	vòng	rund	vòng	ADJ	N
california	california	california	california	PROPN;NOM;SG	
utc	utc	utc	utc		N
zeitschriften	periodicals	zeitschreifen	periodicals	V;NFIN	
illinois	illinois	illinois	illinois	PROPN;NOM;SG	N
aussehen	nhê	aussehen	nhê	V;NFIN	ADJ
gefängnis	tù	gefängnis	tù	ADJ	N
gefängnis	giam	gefängnis	giam	ADJ	V
gefängnis	tù	gefängnis	tù	ADJ	N
vorgestellt	imagined	vorstellen	imagined	V;V.PTCP	
vorgestellt	chê	vorstellen	chê	V;V.PTCP	ADJ
gesucht	wanted	suchen	wanted	V;V.PTCP	N
generalmajor	maj	generalmajor	maj	PROPN;NOM;SG	
drama	drama	drama	drama	ADJ	N
drama	kịch	drama	kịch	ADJ	N
marc	marc	marcen	marc	PROPN;NOM;SG	
maschine	máy	maschine	máy	ADJ	N
maschine	tơ	maschine	tơ	ADJ	N
manuel	manuel	manuel	manuel	PROPN;NOM;SG	N
verfasst	authored	verfassen	authored	V;V.PTCP	
sturm	nhào	sturm	nhào		V
sturm	tempest	sturm	tempest		N
sturm	bão	sturm	bão		N
bord	bord	bord	bord	N;NOM;NEUT;SG	
geschwindigkeit	gear	geschwindigkeit	gear	ADJ	N
