और	và
बादल	sky
बादल	mây
बादल	cloud
चंद्रमा	nen
चंद्रमा	nguyệt
चंद्रमा	trăng
चंद्रमा	moon
कोयला	than
कोयला	than
पादप	gieo
पादप	trồng
पादप	cấy
चौड़ाई	rộng
उपयोगिता	usability
तिलक	tilak
मान्य	lệ
सम्पन्न	xong
सम्पन्न	lam
सम्पन्न	xong
हॉलीवुड	hollywood
शहीद	shaheed
तेज़	mau
तेज़	nhanh
पीछा	đuổi
पीछा	tẩu
पीछा	chase
अर्ध	quasi
अल्प	alp
तिवारी	tiwari
पारी	innings
न्यायिक	judicial
फंड	quỹ
नाक	mũi
बाई	bạch
राणा	rana
इंदौर	indore
ब्रायन	brian
ब्रायन	bryan
अनुभाग	phần
बीसवीं	twentieth
मूलभूत	intrinsic
अदा	trả
जिम	jim
एटा	eta
एटा	etah
अनिल	anil
नरेन्द्र	narendra
कहानियां	narratives
कहानियां	truyện
कहानियां	tin
दोषी	huệ
दोषी	tội
ज्वर	sốt
क्रिसमस	christmas
रखें	giữ
गार्डन	vườn
गार्डन	garden
कार्टून	cartoon
फ़्रांस	pháp
व्यंग्य	parody
छंद	rim
छंद	rhyme
ठंडा	lạnh
नाडु	nadu
पत्थरों	stones
अक्ष	trục
अक्ष	trục
प्रतिपादन	vẽ
पन्ने	trang
मोदी	modi
एपिसोड	tập
एपिसोड	episodes
एपिसोड	tập
एपिसोड	episode
डोमेन	miền
डोमेन	miền
मैक	mac
वचन	covenant
मध्यकालीन	medieval
पर्यावरणीय	ctp
पसंदीदा	fav
मुकदमा	sue
मुकदमा	kiện
कार्ल	carl
वियतनाम	việt
वियतनाम	vietnam
तलवार	lance
तलवार	gươm
तलवार	kiếm
प्राकृत	prakrit
आयरिश	irish
अभिलेख	archives
अररिया	araria
कल	mai
इनकार	chối
प्रतिकूल	adverse
प्रतिकूल	địch
नींद	ngủ
नींद	ngự
नाइट	nite
बाँध	dam
बाँध	đập
बल्लेबाज	batsman
प्रभुत्व	dominance
बेहतरीन	nhất
बेहतरीन	đan
तालिका	bảng
तालिका	bàn
तालिका	catalog
वायुमंडल	atmosphere
यथार्थ	real
यथार्थ	thực
यथार्थ	thật
यथार्थ	thiệt
रहस्य	secrets
रहस्य	mystery
रहस्य	mật
रहस्य	bí
वृत्त	tròn
वृत्त	lượn
रोहित	rohit
रुपए	rupees
रुपए	rupee
रुपए	rupee
रुपए	inr
मोक्ष	salvation
मोक्ष	moksha
पूरक	supplement
नाटकीय	kịch
वाशिंगटन	washington
बर्लिन	berlin
रद्द	hủy
रद्द	hủy
पैटर्न	patterns
पैटर्न	pattern
पैटर्न	mẫu
गोल्डन	vầng
गोल्डन	golden
गोल्डन	đỏi
प्रभु	huân
खण्ड	phần
खण्ड	đoạn
नेत्र	eye
नेत्र	mắt
लायक	giá
गरीबी	nghèo
विनोद	vinod
बनारस	banaras
सांता	trã
सांता	santa
लेजर	sổ
रूचि	vốn
रूचि	lãi
रेगिस्तान	mạc
एट	ăn
भीतरी	nội
वाणी	vani
इंजीनियर	hoạ
रोल	cuộn
रोल	roll
रहमान	rehman
रहमान	rahman
मुफ्त	free
मुफ्त	rảnh
तूफान	bão
लम्बा	cao
टर्मिनल	trạm
टर्मिनल	tận
दुबई	dubai
पावर	sục
पावर	lực
भूत	ghost
भूत	ma
भूत	ghosts
भूत	ma
चिंतन	thiền
चिंतन	muse
क्यूबा	cuba
अनंत	infinite
अनंत	vá
अनंत	infinity
बालों	tóc
बालों	lông
कुत्ते	chó
कुत्ते	chó
कुत्ते	dog
मुँह	exclamation
मुँह	miệng
मुँह	mồm
प्रसंग	thái
पेड़ों	cây
धूप	nắng
धूप	nắng
अफ़ग़ानिस्तान	afghanistan
इन्द्र	indra
कॉमेडी	hài
अस्वीकार	chối
अस्वीकार	huỷ
हॉट	hot
हॉट	nóng
दमन	suppression
दमन	daman
नाइट्रोजन	nitơ
नाइट्रोजन	nitrogen
नस्ल	breed
केबल	cáp
सिडनी	sydney
परिचालन	lái
कश्मीरी	kashmiri
कश्मीरी	kashmir
प्रयाग	prayag
स्वप्न	mơ
स्वप्न	dream
प्रसिद्धि	fame
अपराधी	phạm
अपराधी	huệ
अपराधी	tội
नाट्य	theatrical
नाट्य	natya
दुकान	shop
नियत	đặt
नियत	set
सुना	nghe
झारखण्ड	jharkhand
भयंकर	macabre
औषधीय	dược
आर्थर	arthur
डाउनलोड	download
प्रशंसकों	fans
प्रशंसकों	fan
क्रॉस	chinh
क्रॉस	chon
सुनील	sunil
मेजर	maj
स्वतः	auto
स्टीव	steve
थिएटर	rạp
चक्कर	vertigo
परिवेश	ambient
सूजन	sưng
सूजन	gớm
दृढ़	tenacious
गुलाब	rose
गुलाब	ngợi
भालू	koala
भालू	gấu
दूरदर्शन	tv
दूरदर्शन	tivi
दूरदर्शन	doordarshan
सर्दियों	winters
सर्दियों	winter
गांवों	làng
ऑटो	auto
इलेक्ट्रिक	điện
अक्षय	akshay
हालत	tiêm
हालत	trạng
मक्का	mecca
मक्का	maze
अफगानिस्तान	afghanistan
राजेश	rajkot
राजेश	rajesh
प्रभाग	division
निष्पादन	suất
सुनने	thính
भ्रमण	tour
भ्रमण	odyssey
हड्डी	xương
हड्डी	bone
तन्त्र	tantra
तन्त्र	hệ
वक्र	cong
वरुण	varuna
वरुण	neptune
आजाद	free
आजाद	rảnh
आजाद	azad
मेहता	mehta
सांस	thở
आयाम	chiều
आयाम	chiều
चन्द्रमा	nen
चन्द्रमा	nguyệt
चन्द्रमा	trăng
चन्द्रमा	moon
बेटियाँ	nữ
जादू	thuật
जादू	magic
कोच	coaches
कोच	hlv
विष	poison
ऑक्सफोर्ड	oxford
वाद	ism
अजय	ajay
निधि	quỹ
वार	warangal
सुभाष	subhash
हरिद्वार	haridwar
पैसा	tiền
पैसा	tien
पैसा	paisa
लोहा	sắt
सेतु	cầu
श्याम	shyam
फ़ोन	đt
अवकाश	holiday
अवकाश	nghỉ
बंगलौर	bangalore
मुलाकात	hẹn
मुलाकात	hẹn
बुरा	xấu
बुरा	ác
अफ़्रीकी	phi
ब्रेक	break
ब्रेक	phá
ब्रेक	thoái
ब्रेक	phanh
पतली	mỏng
पतली	skinny
पतली	gầy
पतली	nhẹ
पतली	mỏng
पतली	gầy
पतली	thin
बच्चा	con
बच्चा	nhóc
बच्चा	bé
बच्चा	kid
बिन	bin
न्यूज़	tin
जलप्रपात	thác
जलप्रपात	ngã
जलप्रपात	falls
जलप्रपात	thác
जलप्रपात	rơi
जलप्रपात	sút
टॉप	nắp
टॉप	top
टॉप	đỉnh
टॉप	tops
रावण	ravana
प्रिंस	hoàng
प्रिंस	prince
अमृतसर	amritsar
सवार	rider
सवार	kỵ
नारी	nữ
हार्ड	cứng
हार्ड	khó
हार्ड	khổ
हार्ड	đắng
उर्फ	aka
वसंत	spring
वसंत	xuân
यकृत	gan
यकृत	chay
मेन	chính
मेन	main
मेन	hãm
मेन	maine
एलन	allen
एलन	alan
यॉर्क	york
जॉनी	johnny
जॉनी	jonny
चक्रवर्ती	chakraborty
ज़ी	zee
पोशाक	váy
पोशाक	áo
पोशाक	váy
अजमेर	ajmer
झीलें	hồ
झीलें	lakes
युक्ति	mẹo
अग्रवाल	agrawal
समाधि	samadhi
सुन	thuộc
सुन	tít
सुन	nghe
सुन	spring
तुलसी	basil
तुलसी	tulsi
पत्ते	lá
मोटी	thick
मोटी	dầy
मोटी	dày
मोटी	béo
मोटी	mập
मोटी	fat
अखबार	báo
स्टोन	đá
स्टोन	stone
मल	cuc
मल	mẫu
मकान	ốc
मकान	nhà
मकान	nhà
एचआईवी	hiv
जोन्स	jones
अनुदान	grants
महाराणा	maharana
हार्डी	hardy
लेंस	lens
गतिशील	động
अनुकरण	simulated
हट	hut
हट	lều
प्राथमिकता	ưu
एंजिल्स	angeles
धाम	dham
जागरण	vigil
कटौती	cắt
देगा	preta
शाखाएँ	cành
विल्सन	wilson
कॉल	gọi
कॉल	call
कॉल	cẩm
सख्त	chuỗi
त्योहार	festival
मदन	madan
सोना	sona
सोना	vàng
सोना	gold
फार्म	farm
फार्म	mẫu
आँख	eye
आँख	mắt
इंगित	bôi
जीवाश्म	fossil
यूनिकोड	unicode
पढ़ें	đọc
खाद	phân
आश्चर्य	marvel
आश्चर्य	wonder
शेख	sheikh
रूपरेखा	sơ
जगन्नाथ	jagannath
कालीन	chăn
कालीन	thảm
शब्दकोश	điển
सूचकांक	index
नगरपालिका	municipality
सोचा	nghĩ
सोचा	tưởng
गर्दन	họng
गर्दन	neck
गर्दन	cổ
गिनती	đếm
गिनती	lit
गिनती	đếm
दोपहर	chiều
चैंपियन	cọc
चैंपियन	champion
यहा	đây
मुग़ल	mughal
डेल्टा	delta
बीटा	beta
म्यूज़िक	nhạc
कैमरा	camera
बाध्य	chủa
बाध्य	bound
सर्किट	mạch
कोरियाई	hàn
कोरियाई	korea
कोरियाई	hàn
कोटा	kota
लड़कियों	girls
लड़कियों	gái
आलू	khoai
उन्नीसवीं	nineteenth
भविष्यवाणी	divination
उपहार	quà
उपहार	cải
उपहार	tặng
श्रंखला	serie
साझेदारी	chia
शनिवार	ngồi
शनिवार	sat
दादा	dada
दादा	nội
बिट	bit
बिट	cắn
शर्त	tiêm
शर्त	trạng
शर्त	cược
कोने	góc
हज़ार	nghìn
हज़ार	ngàn
दर्पण	gương
दर्पण	mirror
प्रेमी	lover
प्रेमी	lovers
प्रेमी	boyfriend
एरिक	erick
सवाई	sawai
नमूना	sample
नमूना	mẫu
दीक्षित	dixit
स्पेक्ट्रम	spectrum
ड्राइवर	xế
दस्तावेज	liệu
आयतन	volume
लुईस	lewis
लुईस	louise
हल्का	châm
हल्का	đèn
हल्का	nhạt
हल्का	môn
