年	ปี
公社	คอมมูน
傳奇	ตำนาน
傳奇	legend
傳奇	ตำนาน
傳奇	ตำนาน
苦	ขื่นขม
苦	ขม
苦	ขมขื่น
苦	ขมขื่น
岩石	หิน
岩石	rock
岩石	ร็อค
岩石	โยก
岩石	หิน
碟	แผ่น
碟	ดิสก์
碟	ดิสก์
原文	ต้นฉบับ
原文	ดั้งเดิม
原文	เดิม
好友	เพื่อนๆ
好友	เพื่อน
好友	friend
好友	เพื่อน
殖民	นิคม
序列	ลำดับ
序列	อนุกรม
支付	จ่าย
支付	ชำระ
被捕	จับกุม
道德	คุณธรรม
道德	จริยธรรม
分割	แยก
分割	แบ่ง
史密斯	สมิทธ์
史密斯	สมิธ
福利	ประโยชน์
福利	สวัสดิการ
福利	สวัสดิภาพ
指導	แนวทาง
豹	เสือดำ
翻	พลิก
大同	pax
慈善	ทำบุญ
慈善	ทำบุญ
星期日	อาทิตย์
網球	เทนนิส
建築物	ตึก
建築物	อาคาร
建築物	ตึก
建築物	อาคาร
河口	bayou
古巴	คิวบา
姊妹	สองพี่น้อง
姊妹	น้อง
哲學	ปรัชญา
方程	สมการ
方程	สมการ
合法	อนุมัติ
地形	ภูมิประเทศ
地形	ภูมิประเทศ
地形	topographic
裴	เบ
裴	เบเบ
裴	ที่รัก
裴	เบย์
裴	เบย
藍色	น้ำเงิน
藍色	สีน้ำเงิน
藍色	บลู
維修	ซ่อม
維修	ซ่อมแซม
維修	ซ่อม
維修	ซ่อมแซม
詳細	ละเอียด
兔	กระต่าย
經由	ผ่าน
接觸	ติดต่อ
很好	สวย
流量	ไหล
流量	กระแส
推薦	แนะ
推薦	แนะนำ
推薦	แนะนำ
推薦	แนะนำ
吉他	กีตาร์
吉他	กีต้าร์
吉他	กีตาร์
淺	ตื้นๆ
淺	ตื้น
激烈	ดุร้าย
激烈	ดุดัน
方程式	นมผง
方程式	สูตร
方程式	สมการ
方程式	สมการ
演化	พัฒนา
演化	วิวัฒนาการ
演化	วิวัฒนาการ
鏈	โซ่
鏈	ลูกโซ่
鏈	โซ่
神社	jinja
迷你	mini
迷你	จิ๋ว
殷	หยิน
美麗	สวยๆ
美麗	สวย
美麗	สวยงาม
美麗	งดงาม
十一月	พฤศจิกายน
滑	เลื่อน
滑	สไลด์
滑	ลื่น
滑	สลิป
滑	หลุด
滑	slip
融合	ฟิวชั่น
姓名	ชื่อ
姓名	ชื่อ
跑道	รันเวย์
原理	ลัทธิ
條例	ระเบียบ
補充	เสริม
得分	สกอร์
得分	แต้ม
得分	คะแนน
彗星	ดาวหาง
山坡	เนิน
山坡	ลาด
敵人	ข้าศึก
敵人	ศัตรู
受歡迎	นิยม
櫻	ซากุระ
警報	เตือน
警報	แจง
胺	amine
簽署	เซ็น
簽署	เซ็น
酶	เอนไซม์
酶	เอนไซม์
外部	นอก
外部	ภายนอก
外部	ภายนอก
日本人	ญี่ปุ่น
黑人	ดำ
鹽	เค็ม
鹽	เกลือ
浮	ลอย
數碼	ดิจิตอล
數碼	digital
態度	ท่าที
態度	attitude
態度	ทัศนคติ
態度	ทัศนคติ
模特兒	รุ่น
模特兒	โมเดล
模特兒	รุ่น
逐步	ก้าวหน้า
保羅	paul
保羅	พอล
防禦	ป้องกัน
嚴	อัม
簽名	ป้าย
簽名	ลงชื่อ
簽名	เซ็น
簽名	เซ็น
回歸	กลับ
回歸	ถดถอย
定理	ทฤษฎีบท
注入	ฉีด
注入	ฉีด
獅	สิงโต
獅	ราชสีห์
推廣	โปรโมท
推廣	โปรโมชัน
推廣	โปรโมท
推廣	โปรโมต
僧	บวช
升級	อัพเกรด
嘗試	ลอง
嘗試	พยายาม
氣象	อุตุนิยมวิทยา
氣象	อากาศ
魚類	ฟิช
魚類	ปลา
書籍	หนังสือ
書籍	หนังสือ
書籍	สมุด
各國	ประเทศ
施工	ก่อสร้าง
效率	ประสิทธิภาพ
六十	sixty
地域	ภูมิศาสตร์
函數	ฟังก์ชัน
為何	ทำไม
大橋	สะพาน
大橋	บริดจ์
佐藤	sato
征服	ชัยชนะ
征服	เอาชนะ
征服	พิชิต
弓	โบว์
弓	กราบ
弓	ธนู
弓	นู๋
弓	โบว์
專用	ทุ่มเท
芬蘭	ฟินแลนด์
女演員	actress
防守	ป้องกัน
宣告	ประกาศ
蛋	ไข่
蛋	ไข่
鱷	จระเข้
關閉	ปิด
關閉	ใกล้
關閉	ปิด
關閉	ออก
瓊	โจน
裁判	กรรมการ
裁判	กรรมการ
裁判	กรรมการ
臺中	ไถ
臺中	taichung
小小	จิ๋ว
下方	ล่าง
架構	สถาปัตยกรรม
葬	ฝัง
共享	แชร์
共享	แชร์
共享	แชร์
共享	แชร์
共享	หุ้น
累	เหนื่อย
累	เพลีย
星期	อาทิตย์
星期	สัปดาห์
星期	อาทิตย์
星期	สัปดาห์
指引	คู่มือ
指引	แนวทาง
等待	รอ
等待	รอ
恆	เฮง
山地	ภูผา
山地	ภูเขา
改良	ปรับปรุง
劇本	บท
發動機	เครื่องยนต์
發動機	เครื่องยนต์
發動機	motor
發動機	มอเตอร์
夏天	ซัมเมอร์
夏天	summer
氧	ออกซิเจน
借	ยืม
借	ยืม
借	ขอยืม
借	ยืม
玫瑰	กุหลาบ
玫瑰	rose
玫瑰	กุหลาบ
玫瑰	โรส
玫瑰	โร
記憶	memory
期刊	วารสาร
期刊	วารสาร
合同	สัญญา
遊行	แห่
遊行	พาเหรด
喜劇	ตลก
楠	แนน
楠	น่าน
人氣	นิยม
順利	เรียบ
美術	อาร์ต
美術	อาร์ท
美術	art
美術	ศิลปะ
光明	สว่าง
光明	เบา
光明	ไลท์
光明	แสง
平安	เซฟ
平安	ปลอดภัย
平安	สันติภาพ
平安	สันติ
平安	สันติสุข
哈利	harry
事務所	มั่นคง
網上	ออนไลน์
網上	online
技能	ทักษะ
技能	skill
技能	ทักษะ
姓氏	สกุล
姓氏	นามสกุล
立場	จุดยืน
立場	ตำแหน่ง
豐富	ริช
豐富	รวย
豐富	คนรวย
豐富	ร่ำรวย
砂	ทราย
上方	เหนือ
男孩	บอย
男孩	หนุ่มๆ
加速	เร่ง
加速	ความเร่ง
感情	อารมณ์
感情	สัมพันธ์
感情	อารมณ์
利物浦	ลิเวอร์พูล
利物浦	liverpool
比利時	เบลเยียม
比利時	เบลเยี่ยม
智慧	ปัญญา
智慧	ปัญญา
智慧	ภูมิปัญญา
尺寸	ขนาด
尺寸	มิติ
尺寸	ขนาด
尺寸	ขนาด
尺寸	ไซส์
樂隊	วง
樂隊	band
樂隊	วง
騎	ขี่
騎	ขี่
體育館	สังเวียน
體育館	gym
體育館	ยิม
體育館	พละ
體育館	สนาม
鐘	นาฬิกา
鐘	ชัง
鐘	ชุง
鐘	ระฆัง
鐘	กระดิ่ง
鐘	เบลล์
分享	แชร์
分享	แชร์
分享	แชร์
分享	แชร์
分享	หุ้น
時報	ไทม์
時報	ครั้ง
擴大	ขยาย
擴大	ขยาย
有名	ดัง
指數	ดัชนี
猴	ลิง
撰寫	เขียน
撰寫	เขียน
撰寫	เขียน
就像	ชอบ
就像	เหมือน
就像	แบบ
就像	ถูกใจ
就像	ไลค์
就像	อย่าง
絕對	ค่าสัมบูรณ์
絕對	สัมบูรณ์
重點	โฟกัส
感覺	รู้สึก
感覺	รู้สึก
感覺	รู้สึก
感覺	feeling
左翼	ซ้าย
左翼	เหลือ
種族	แข่ง
種族	ชาติพันธุ์
限	จำกัด
限	จำกัด
限	วงเงิน
總裁	ceo
休息	พัก
休息	พัก
曲目	แทร็ก
曲目	แทร็ค
曆	ปฏิทิน
定期	ปรกติ
定期	ปกติ
殺害	ฆ่า
穿越	ข้าม
咖啡	กาแฟ
胸	อก
胸	หน้าอก
胸	หีบ
胸	อก
眼睛	นัยน์ตา
眼睛	ดวงตา
眼睛	สายตา
眼睛	ตา
眼睛	ดวงตา
眼睛	สายตา
眼睛	ตา
亂	เลอะเทอะ
亂	วุ่นวาย
亂	ยุ่งเหยิง
亂	เลอะเทอะ
亂	ยุ่งเหยิง
殺死	สังหาร
殺死	ฆ่า
訊息	จดหมาย
訊息	ข้อความ
訊息	ข้อความ
主權	อภิสิทธิ์
探索	สำรวจ
探索	สำรวจ
探索	สำรวจ
簽約	เซ็น
晚間	เย็น
月份	เดือน
月份	เดือน
軸	ด้าม
軸	เพลา
軸	แกน
電車	กระเช้า
電車	ราง
唇	ปาก
唇	ลิป
唇	lip
特區	sar
緊急	ด่วน
適合	พอดี
適合	ฟิต
適合	fit
弟子	สาวก
弟子	ศิษย์
價格	ราคา
價格	ราคา
精選	แนะนำ
銅	ทองแดง
銅	copper
銅	สัมฤทธิ์
單一	โมโน
單一	mono
單一	single
單一	โสด
象徵	สัญลักษณ์
象徵	สัญลักษณ์
精靈	เอลฟ์
巨人	ยักษ์
巨人	ยักษ์
無限	อนันต์
無限	infinity
無限	อนันต์
王后	ควีน
王后	ราชินี
永遠	มัก
永遠	เสมอ
永遠	ตลอด
永遠	forever
充分	ครบ
難	แรง
難	โหม
難	ลำบาก
難	หนัก
難	ฮาร์ด
難	ยาก
難	ยาก
戰術	กลยุทธ์
戰術	ยุทธวิธี
戰術	ยุทธวิธี
宿舍	หอพัก
宿舍	หอพัก
宿舍	หอ
宿舍	หอพัก
追求	quest
衛生	อนามัย
衛生	อนามัย
衛生	สุขาภิบาล
符號	สัญลักษณ์
符號	สัญลักษณ์
誕生	เกิด
議題	หัวข้อ
緬甸	พม่า
緬甸	พม่า
七十	seventy
環球	universal
環球	สากล
環球	globe
環球	ลูกโลก
彬	บิน
彬	ถาด
燈	ไฟ
燈	แสง
交換	สลับ
交換	แลก
交易所	แลก
乳	นม
乳	น้ำนม
提前	ต้น
神奇	เวทมนตร์
神奇	มนตร์
神奇	ขลัง
神奇	วิเศษ
示威	สาธิต
吐	คาย
撞擊	impact
傑出	ค้าง
日子	วัน
種子	ธัญพืช
種子	เมล็ด
種子	seed
種子	เมล็ด
樂園	พาราไดซ์
樂園	สวรรค์
樂園	พาราไดส์
瀑布	น้ำตก
瀑布	น้ำตก
瀑布	น้ำตก
瀑布	ฟอลส์
萍	ping
萍	ผิง
搜尋	ค้นหา
搜尋	ค้นหา
德州	เทกซัส
德州	เท็กซัส
答	ตอบ
折	พับ
考試	สอบ
考試	ข้อสอบ
考試	สอบ
考試	ข้อสอบ
展覽	นิทรรศการ
展覽	นิทรรศการ
展覽	นิทรรศการ
展覽	transformers
柬埔寨	กัมพูชา
輸入	ป้อน
處理器	โปรเซสเซอร์
無效	null
無效	ว่าง
保守	อนุรักษนิยม
真人	masato
幫忙	ช่วย
競賽	แข่ง
競賽	ประกวด
首歌	ซง
首歌	เพลง
神話	ตำนาน
超人	superman
股票	หุ้น
股票	สต๊อก
股票	หุ้น
實現	ตระหนัก
實現	ตระหนัก
實現	บรรลุ
出局	ออก
瑪麗	แมรี่
瑪麗	แมรี
戰場	สนามรบ
平等	เท่ากับ
價	ราคา
聽	ฟัง
困難	ยาก
機車	มอเตอร์ไซค์
危險	อันตราย
危險	อันตราย
強大	เข้ม
強大	strong
強大	แรง
強大	แข็งแกร่ง
技巧	เทคนิค
技巧	skill
技巧	ทักษะ
技巧	เทคนิค
外國	ต่างด้าว
瓦爾	วาล
瓦爾	เวล
瓦爾	val
帽	หมวก
帽	cap
帽	หมวก
帽	caps
公寓	แบน
公寓	แฟลต
一面	ด้าน
一面	ไซด์
一面	ข้าง
奧運會	โอลิมปิก
聯絡	ติดต่อ
漢語	จีน
下載	ดาวน์โหลด
下載	ดาวน์โหลด
獅子	สิงโต
獅子	ราชสีห์
獅子	สิงโต
裡面	ภายใน
梯	บันได
修道院	วัด
修道院	อาราม
租借	เช่า
釋放	ปล่อย
戰艦	ประจัญบาน
戰艦	เรือรบ
戰艦	เรือรบ
