年	taon
墓葬	tombs
染色	mantsa
染色	dye
染色	tina
話題	paksa
鎊	libra
鎊	pound
行業	industriya
行業	trades
孤立	paghihiwalay
孤立	isolate
孤立	isolated
詞彙	talahulugan
詞彙	talasalitaan
售出	nabenta
售出	nabili
飯	palay
飯	rice
飯	kanin
飯	bigas
飯	pagkain
危害	saktan
危害	makasama
危害	delikado
危害	panganib
危害	hazard
撥	dial
肖像	portrait
憤怒	galit
憤怒	poot
憤怒	magalit
憤怒	galit
憤怒	nagagalit
憤怒	rage
旗幟	banner
旗幟	bandila
旗幟	watawat
巡洋艦	cruiser
間接	tuwiran
長崎	nagasaki
負面	negatibong
負面	negatibo
負面	negative
適應	adaptation
關心	care
早晨	umaga
早晨	morning
神學	teolohiya
水道	aqueduct
餐	pagkain
餐	pagkain
現代化	modernization
現代化	makabagong
現代化	modern
現代化	modernong
現代化	makabago
後裔	descendant
後裔	descendants
累計	cumulative
堪薩斯州	kansas
旅程	journey
旅程	paglalakbay
公墓	cemetery
公墓	libingan
公墓	sementeryo
船舶	barko
船舶	ships
漢堡	burger
漢堡	hamburg
嬰兒	baby
嬰兒	sanggol
嬰兒	infant
嬰兒	sanggol
帆船	paglalayag
毀滅	sirain
毀滅	wasakin
毀滅	destruction
客棧	inn
客棧	otel
讀書	pagbabasa
讀書	binabasa
勇敢	brave
勇敢	matapang
中西部	midwest
選票	votes
選票	boto
選票	balota
入場	pasukan
週末	weekend
董事會	lupon
董事會	board
時常	madalas
時常	kadalasan
中興	zte
赫爾	hull
接力	relay
水庫	dam
水庫	imbakan
收益	kita
收益	kinita
收益	kita
收益	earnings
收益	nalikom
隨機	random
隨機	sapalaran
拉夫	luv
新興	umuusbong
投訴	reklamo
投訴	reklamo
璧	bik
小隊	squad
上田	ueda
認知	cognitive
博覽會	expo
見習	trainee
準確	tumpak
準確	tama
製造商	tagagawa
製造商	tagagawa
製造商	gumagawa
陸地	panlupa
陸地	lupain
陸地	lupa
金錢	pera
金錢	salapi
海德堡	heidelberg
亮度	gaan
亮度	liwanag
提早	maagang
提早	maaga
會計	accounting
會計	accountant
會計	accountancy
襪	medyas
派對	partido
派對	party
派對	pagdiriwang
派對	pagtitipon
灌溉	patubig
高麗	koryo
導師	tutor
導師	mentor
包裝	pakete
包裝	package
包裝	pambalot
包裝	packaging
包裝	packing
包裝	wrap
義務	obligasyon
義務	obligasyon
煙	sigarilyo
煙	usok
煙	sigarilyo
鑽	paghuhukay
鑽	drill
情景	scenario
海口	haikou
想像	imahinasyon
想像	maisip
想像	akala
傳輸	transmission
傳輸	paghahatid
樹林	kagubatan
樹林	woods
樹林	kakahuyan
節奏	tempo
節奏	ritmo
節奏	kumpas
節奏	rhythm
醉	lasing
陣容	pila
民俗	katutubong
民俗	folk
民俗	alamat
多媒體	multimedia
中毒	poison
中毒	nilason
瞬間	moments
瞬間	sandali
瞬間	mabilisan
瞬間	instant
瞬間	iglap
瞬間	madaliang
阿曼	oman
阿曼	aman
郵政	post
郵政	poste
郵政	postal
解析	parse
解析	analitikong
解析	parsing
秋田	akita
繪製	gumuhit
繪製	kumukuha
偵測	detection
偵測	pagtuklas
偵測	nakilalang
偵測	detect
差別	pagkakaiba
籌備	paghahanda
獎牌	medalya
獎牌	medal
獎牌	medals
大田	ota
大田	daejeon
新娘	bride
麻煩	trouble
麻煩	suliranin
麻煩	problema
疏散	lumikas
疏散	paglisan
縱	longitudinal
隼	falcon
化身	incarnation
化身	avatar
欣賞	pahalagahan
欣賞	pinahahalagahan
欣賞	hanga
出版物	publikasyon
出版物	publication
表彰	paterno
表彰	pagkilala
表彰	recognition
鼓手	drummer
安哥拉	angola
抵制	pigilan
抵制	paglaban
抵制	pagtutol
抵制	boycott
容器	lalagyan
相應	kaukulang
芙蓉	flo
哺乳	pagpapasuso
哺乳	nursing
目的地	pupuntahan
目的地	destinasyon
目的地	patutunguhan
目的地	destinasyon
咒	spell
咒	sumpa
滑冰	skating
滑冰	skate
大島	oshima
和解	bati
手持	handheld
白俄羅斯	belarus
底下	ibaba
底下	ilalim
成份	sahog
入學	pagpasok
詹姆士	james
詢問	query
詢問	katanungan
敢	dare
淚	tear
淚	luha
別名	alyas
別名	aliases
釣魚	pangingisda
削弱	humina
披露	pagsisiwalat
識別	pagkakakilanlan
識別	identification
自行車	pagbibisikleta
自行車	cycling
自行車	bike
自行車	bisikleta
巡演	touring
細節	detalye
細節	detalye
石碑	stele
賠償	compensation
賠償	sweldo
滑雪	ski
滑雪	ski
常數	constant
常數	constants
摩托	motor
摩托	motorsiklo
摩托	moto
家用	pambahay
家用	sambahayan
家用	domestic
罪犯	kriminal
罪犯	nagkasala
罪犯	offender
富裕	yaman
富裕	mayayamang
導彈	missile
協商	pagsangguni
協商	konsultasyon
電梯	angat
電梯	elevator
操縱	mamanipula
操縱	manipulasyon
操縱	pagmamanipula
非正式	unofficial
蛾	moth
困	antok
王妃	princess
王妃	prinsesa
不當	improper
瀏覽器	browser
心情	reaksyon
心情	kalooban
心情	mood
不丹	bhutan
沙皇	tsar
弧	arc
帥	pogi
帥	gwapo
武漢	wuhan
語法	grammar
語法	syntax
橄欖球	football
橄欖球	rugby
罐	jar
星際	interstellar
流放	tinapon
流放	exiled
農場	bukid
寶石	gems
寶石	hiyas
寶石	jewel
寶石	perlas
拿破崙	napoleon
存活	matira
宣誓	nanumpa
宣誓	panunumpa
生理	pisyolohiya
白堊紀	kretaseyoso
丹尼爾	daniel
現金	cash
咬	kagat
火炬	sulo
低音	bass
八卦	tsismis
車道	lane
跳水	diving
跳水	sisid
跳水	sumisid
跳水	dive
格鬥	aaway
格鬥	fighting
巨型	giant
巨型	higante
頭髮	hair
頭髮	buhok
和尚	monk
和尚	monks
罕見	bihirang
罕見	bihira
家長	parents
家長	magulang
家長	magulang
集團軍	hukbo
集團軍	army
司長	direktor
司長	director
玉米	mais
約瑟夫	joseph
核定	inaprubahan
核定	naaprubahan
西門	simon
泵	poso
長江	yangtze
辯論	debate
巡回	roving
討厭	hate
剩餘	residual
剩餘	natitira
剩餘	natitirang
剩餘	kalabisan
搭檔	partner
搭檔	kasosyo
搭檔	kapareha
夜晚	nights
夜晚	gabi
轉型	pagbabago
轉型	transition
轉型	pagbabagong
轉型	transformation
負擔	pasakit
信託	magtiwala
信託	pinagkakatiwalaan
信託	tiwala
信託	trust
關聯	korelasyon
躍	leap
不便	abala
作物	pananim
作物	tanim
作物	crop
檢察官	prosecutor
桌面	desktop
歧視	diskriminasyon
芽	bud
跳舞	sayaw
跳舞	sayawan
跳舞	sumayaw
跳舞	nagsasayaw
跳舞	sumasayaw
跳舞	pagsasayaw
疫苗	bakuna
疫苗	vaccine
疫苗	bakuna
干擾	panghihimasok
精度	precision
精度	kawastuhan
講師	lektor
恭喜	congratulations
終點站	terminal
粘	sticky
酒精	alak
酒精	alkohol
傘	payong
法規	statute
儒家	confucianismo
追擊	pursuit
單車	pagbibisikleta
單車	cycling
單車	bike
單車	bisikleta
景觀	pahiga
景觀	landscape
景觀	tanawin
本田	honda
控制器	controller
推力	thrust
限量	limitado
限量	limitadong
限量	limited
犧牲	alay
實質	kakanyahan
實質	sangkap
公約	conventions
午夜	midnight
午夜	hatinggabi
塑料	plastik
塑料	plastic
哭	umiyak
哭	cry
哭	iiyak
哭	iyak
哭	umiiyak
參議員	senador
參議員	senator
一月	january
一月	enero
汽油	petrol
汽油	pump
汽油	gas
汽油	gasolina
臀	hip
臀	balakang
難民	refugee
科威特	kuwait
毒品	drugs
毒品	droga
毒品	gamot
衰落	tanggihan
衰落	tinatanggihan
賊	magnanakaw
興起	paglitaw
中尉	tenyente
禪	zen
爭論	argue
爭論	controversy
爭論	argumento
爭論	argument
爭論	pagtatalo
爭論	argumento
商標	trademark
商標	trademark
輔導	pagtuturo
輔導	pagpapayo
輔導	konsultasyon
輔導	pagtuturo
轉變	pagbabagong
轉變	transformation
轉變	transform
公噸	tonne
實踐	pagsasanay
實踐	practice
實踐	praktis
天鵝	swan
喝	inumin
喝	uminom
受損	nasira
夢幻	dream
夢幻	pinapangarap
夢幻	panaginip
夢幻	pangarap
音效	tunog
壇	dambana
教派	sekta
囚禁	nakulong
囚禁	makukulong
染	dye
染	tina
實用	praktikal
實用	makatutulong
實用	utilidad
實用	utility
水星	mercury
上野	ueno
落後	backward
剛果	ehipto
剛果	congo
喪失	kawalan
喪失	pagkawala
注射	injection
地底	underground
傳遞	relay
曙光	twilight
研究員	researcher
心靈	isip
頭顱	bungo
遺跡	remnant
遺跡	relics
遺跡	makawala
鸚鵡	parrot
約會	date
約會	petsa
約會	dating
光束	beam
澄清	paglilinaw
澄清	linaw
壞	bad
壞	masamang
壞	masama
滿意	satisfaction
滿意	kasiyahan
滿意	nasiyahan
滿意	kuntento
滿意	kontento
滿意	nasisiyahan
囚犯	bilanggo
囚犯	preso
囚犯	pinalaya
便宜	mura
便宜	murang
便宜	cheap
第五次	ikalimang
第五次	panglima
影子	anino
影子	shadow
影子	anino
緩慢	mabagal
產量	ani
產量	produksyon
產量	production
產量	yields
報章	diyaryo
報章	pahayagan
死神	kamatayan
死神	shinigami
大海	dagat
緊	masikip
緊	mahigpit
自衛隊	sdf
廣義	wider
廣義	malawak
摘要	abstract
讚	ginusto
讚	nagustuhan
讚	parang
讚	like
讚	gustuhin
讚	likes
檢驗	pagsubok
檢驗	testing
檢驗	sinusubukan
麒麟	kirin
椿	tsubaki
多重	multiple
多重	maramihang
火災	fire
火災	sunog
火災	apoy
尺度	scales
戟	euphorbia
巴巴	baba
復出	comeback
客人	bisita
客人	panauhin
客人	guest
客人	panauhin
精確	tumpak
精確	tama
精確	eksaktong
精確	precision
拘留	detention
護理	nursing
護理	care
成像	imaging
諷刺	panunuya
地板	sahig
地板	sahig
地板	sahig
地板	palapag
鬥爭	pakikibaka
鬥爭	struggle
檢測	detection
檢測	pagtuklas
冰島	iceland
排放	paglabas
牛奶	gatas
牛奶	milk
原生	katutubo
原生	katutubong
彎	bend
彎	bent
梳	suklay
製片人	producers
製片人	producer
製片人	producer
棕色	brown
棕色	kayumanggi
受邀	naimbitahan
受邀	inimbitahan
受邀	inanyayahan
氏族	angkan
氏族	clan
氏族	kapisanan
稍微	bahagyang
稍微	bahagya
依賴	dependent
依賴	nakasalalay
依賴	dependensiya
依賴	dependiyensiya
共振	resonance
緬	burma
硫酸	sulfato
手指	daliri
手指	finger
手指	daliri
投影	projection
龔	gong
署長	administrator
署長	administrador
署長	tagapangasiwa
面具	mask
面具	maskara
雷射	laser
效能	bisa
皇冠	korona
統治者	ruler
豪華	deluxe
豪華	luho
豪華	marangyang
豪華	luxury
豪華	marangya
豪華	marangyang
豪華	maluho
認真	seryoso
認真	seryoso
簽證	visas
簽證	visa
全能	makapangyarihan
就業	trabaho
就業	magtrabaho
電動	electric
戀人	lovers
小野	ono
指派	assignment
指派	pagtatalaga
指派	assigned
指派	kagustuhang
指派	itinalaga
指派	nakatalaga
指派	magtalaga
指派	italaga
毒性	toxic
賭	sugal
賭	pagsusugal
賭	taya
太太	ginang
太太	misis
翅膀	wings
翅膀	pakpak
刷	brush
寬度	lapad
寬度	luwang
字典	dictionaries
字典	diksiyunaryo
字典	dictionary
字典	diksyunaryo
激素	hormone
激素	hormon
激素	hormones
盟友	allies
盟友	ally
墨爾本	melbourne
桶	barrel
桶	timba
桶	bucket
桶	balde
對立	tutol
對立	pagalingan
對立	gulo
男生	boys
網址	url
鍵盤	keyboards
鍵盤	keyboard
奴隸	alipin
休閒	paglilibang
休閒	libangan
休閒	kaswal
休閒	casual
休閒	leisure
犯人	bilanggo
犯人	preso
犯人	pinalaya
同伴	kasalo
壓縮	compress
壓縮	compress
壓縮	compress
果實	prutas
果實	bunga
果實	fruits
果實	prutas
各州	counties
缺席	absent
缺席	kawalan
基輔	kiev
七個	pitong
七個	seven
七個	pito
綁架	abduksiyon
反叛	rebel
反叛	rebelde
反叛	paghihimagsik
西班牙語	spanish
西班牙語	kastila
西班牙語	espanyol
修理	repair
修理	pagsasaayos
丹佛	denver
近海	offshore
阿部	abe
衰退	urong
玻利維亞	bolivia
墜毀	crash
服飾	aparador
服飾	kasuotan
湖人	lakers
恐懼	takot
數千	libo
徽章	badge
徽章	badge
暴動	stonewall
暴動	riot
暴動	kaguluhan
排版	layout
浸	dip
滿洲	manchuria
瀏覽	browse
瀏覽	tinitingnan
瀏覽	pagtingin
瀏覽	pagtingin
瀏覽	tingnan
瀏覽	tignan
瀏覽	panonood
瀏覽	view
姊姊	sis
姊姊	sister
姊姊	ate
山崎	yamazaki
哈薩克	kazakhstan
貸款	pautang
關卡	levels
關卡	antas
關卡	level
黑山	montenegro
常規	gawain
創業	pagnenegosyo
開心	masaya
畢業生	nagtapos
畢業生	graduates
畢業生	graduate
高潮	sukdulan
高潮	climax
骨骼	bones
骨骼	buto
骨骼	kalansay
骨骼	buto
孔雀	peacock
特工	ahente
特工	agent
跟著	subaybayan
跟著	sundan
汞	mercury
預設	default
雷霆	kulog
趨勢	uso
趨勢	trend
後代	descendant
後代	anak
後代	descendants
變動	pagbabago
變動	nagbabago
變動	nababago
時光	panahon
時光	oras
時光	time
保衛	ipagtanggol
爛	bulok
北極	arctic
變換	transform
變換	pagbabagong
變換	transformation
年紀	edad
年紀	age
花費	paggastos
花費	ginagastos
花費	nagastos
花費	ginastos
花費	nagastos
花費	gastusin
花費	gumastos
花費	gumastos
岐阜	gifu
戈爾	madugong
戈爾	gore
瓦特	watt
瓦特	watts
聊天	chat
橋本	hashimoto
漂亮	ganda
漂亮	maganda
漂亮	pretty
歡	huan
災難	sakuna
災難	kalamidad
與此同時	samantala
三角洲	delta
媒介	media
媒介	midya
媒介	katamtaman
民事	civil
民事	sibil
叔叔	tito
叔叔	tiyuhin
叔叔	uncle
叔叔	tiyo
棉花	bulak
棉花	cotton
外星人	alien
外星人	alien
宮城	miyagi
邪惡	evil
邪惡	masama
邪惡	kasamaan
邪惡	masamang
邪惡	pambihira
趾	toe
業界	industriya
少校	major
預言	prophecies
預言	hula
譴責	sumuway
溫帶	temperate
肺	baga
肺	baga
製片	producer
廣播電台	radio
廣播電台	radyo
合適	angkop
故鄉	hometown
極端	grabe
極端	grave
活力	sigla
假名	kana
客觀	kinikilingan
心理學	sikolohiya
大氣層	kapaligiran
閔	min
斑點	spot
斑點	spot
恨	hate
決鬥	duel
支出	paggasta
支出	gastusin
支出	gastos
支出	dag
降水量	precipitation
提取	extraction
提取	extract
提取	kunin
善意	goodwill
革新	innovations
革新	inobasyon
革新	innovation
傍晚	evening
傍晚	gabi
柔道	judo
格局	pattern
格局	pattern
字幕	subtitle
字幕	subtitles
陵墓	mausoleum
社會學	sociological
社會學	sosyolohiya
幽靈	ghost
幽靈	multo
穹	dome
血統	lahi
血統	baba
否決	beto
瑪麗亞	maria
喬治亞	georgia
渦輪	turbo
眼鏡	baso
眼鏡	salamin
眼鏡	glasses
版面	layout
濃度	pinagtutuunan
濃度	concentration
漏	leak
漏	makalabas
中性	neutrality
中性	neutral
天生	ipinanganak
天生	pinanganak
家屬	kapamilya
家屬	pamilya
圖形	grapo
圖形	maliwanag
圖形	graphic
圖形	graphics
老鼠	rat
老鼠	daga
流派	genre
流派	genres
海濱	waterfront
語言學	lingguwistika
微笑	smile
微笑	ngiti
微笑	nakangiti
石頭	bato
石頭	bato
石頭	rock
審議	konsiderasyon
魔力	salamangka
魔力	magic
歷史學家	historian
歷史學家	historians
有機	organic
泰坦	titan
金字塔	pyramid
橙色	orange
橙色	kahel
啓	kai
皇太子	dauphin
飲料	inumin
飲料	inumin
飲料	umiinom
名次	ranking
名次	ranggo
幾何	heometriya
幾何	geometric
曲線	curve
曲線	liko
延遲	delay
延遲	pagkaantala
延遲	delayed
延遲	naantala
條紋	stripes
署名	pinirmahan
海灘	dalampasigan
海灘	beach
研討會	workshop
研討會	seminar
馬匹	kabayo
馬匹	kabayo
露西	lucy
鼬	mustela
硬體	hardware
說服	kumbinsihin
月光	moonlight
官邸	residences
厚度	kapal
娃娃	dolls
娃娃	manika
娃娃	manikang
娃娃	doll
專注	focus
專注	tuon
住戶	pambahay
住戶	sambahayan
住戶	kabahayan
毗鄰	karatig
毗鄰	katabi
同情	pagmamalasakit
同情	sympathy
同情	pakikiramay
秋天	taglagas
秋天	autumn
秋天	taglagas
秋天	mahulog
耶和華	jehova
耶和華	jehovah
教科書	textbook
懷孕	pagbubuntis
懷孕	buntis
逃離	makatakas
逃離	escape
細菌	bacteria
細菌	germs
發掘	paghuhukay
爬行	gumagapang
立體	stereo
傾斜	slant
八個	walong
八個	otso
八個	walo
最愛	paborito
最愛	favorite
猶太	jewish
蓮花	lotus
顧客	customer
顧客	kustomer
冕	corona
人質	hostage
拍賣	subasta
拍賣	auction
比重	proporsyon
駕駛員	driver
駕駛員	drayber
駕駛員	pilot
駕駛員	piloto
稀有	bihirang
稀有	bihira
普爾	poole
炸	suntok
炸	piniritong
炸	pritong
上次	huling
上次	huli
上次	last
公牛	bulls
公牛	toro
公牛	bull
診斷	diagnostic
信件	letra
信件	letters
信件	titik
信件	sulat
信件	liham
信件	letter
信件	mail
信件	sulat
信件	koreo
信件	mensahe
信件	message
擲	throw
擲	ihagis
近日	kamakailan
主機	host
主機	hosting
蛋白質	protina
蛋白質	proteins
世俗	secular
世俗	makamundong
錄音室	studio
罷工	strike
罷工	welga
屋頂	bubong
陰謀	balangkas
陰謀	conspiracy
偏向	biased
偏向	bias
新星	nova
烏拉圭	uruguay
番茄	kamatis
番茄	kamatis
夏日	summer
章程	statute
白天	araw
間諜	spy
間諜	spies
糧食	pagkain
糧食	butil
付費	pay
付費	bayaran
付費	magbayad
付費	binayaran
付費	bayad
付費	binabayaran
強迫	pinilit
強迫	sapilitang
文法	grammar
俘虜	bilanggo
俘虜	preso
俘虜	captive
歲月	taon
殭屍	zombie
護士	nurse
護士	nars
立體聲	stereo
海關	kaugalian
海關	customs
假定	ipinapalagay
假定	pagpapalagay
假定	palagay
假定	presumed
波羅	baltiko
裙	dress
裙	damit
裙	skirt
裙	palda
菩薩	bodhisattva
菩薩	buddha
競技場	arena
珊瑚礁	bahura
立方	kubo
立方	cube
立方	kubiko
無線電	radio
無線電	radyo
麻省理工	mit
爬	umakyat
爬	akyatin
捐贈	donasyon
捐贈	abuloy
捐贈	donate
捐贈	donasyon
伴奏	pagsasaliw
連勝	streak
核准	apruba
核准	pagpayag
核准	approval
核准	aprubahan
核准	inaprubahan
核准	naaprubahan
中野	nakano
脂肪	taba
脂肪	mataba
尊敬	respect
尊敬	respeto
尊敬	paggalang
十字架	krus
十字架	cross
感動	inilipat
感動	hawakan
感動	lilipat
感動	gumagalaw
住所	paninirahan
住所	residence
住所	tirahan
單人	single
單人	solong
運河	canal
運河	canals
星期四	huwebes
大門	gate
空白	gaps
空白	blangko
空白	blank
紀念碑	memorial
紀念碑	monuments
紀念碑	monumento
人道	sangkatauhan
驗證	patunayan
驗證	authentication
驗證	pagpapatunay
驗證	beripikasyon
驗證	patunayan
驗證	pagpapatunay
相鄰	karatig
相鄰	katabi
山姆	sam
爐	kalan
爐	pugon
爐	hurno
票價	pamasahe
票價	pamasahe
亞當	adam
亞當	adan
銷售量	pagbenta
銷售量	benta
侮辱	insulto
侮辱	lait
境外	offshore
管家	butler
平凡	ordinaryo
平凡	ordinaryong
水塘	imbakan
駒	kui
見證	testigo
見證	witness
履行	matupad
履行	tuparin
洲際	intercontinental
音響	stereo
馬拉松	marathon
聚合物	polimero
專欄	hanay
專欄	haligi
未成年	underage
未成年	menor
未成年	minor
清洗	linis
清洗	paglilinis
太空船	spacecraft
太空船	spaceship
必需	kinakailangan
天主教徒	katoliko
決心	pagpapasiya
罰	parusa
個案	case
個案	kaso
個案	kasong
安東	anton
官僚	bureaucrat
加冕	coronation
暑假	summer
炒	piniritong
炒	pritong
鞏固	pagpapatatag
燃油	gasolina
仲裁	arbitration
降水	precipitation
胃	tiyan
胃	sikmura
遇見	nagkita
遇見	met
遇見	nakilala
姑娘	girl
北歐	nordic
模組	module
洞穴	cave
洞穴	kuweba
洞穴	tabon
游泳池	pool
次郎	jiro
大片	blockbuster
印度尼西亞	indonesia
貝拉	bella
權威	authoritative
權威	awtoridad
權威	otoridad
權威	authority
權威	kapangyarihan
樣本	sample
樣本	halimbawa
樣本	specimen
住房	pabahay
接納	pagpasok
旗艦	flagship
惡意	mapanirang
惡意	malisyosong
惡意	malisya
渠道	channels
渠道	channel
敵軍	kaaway
旅館	otel
旅館	hotel
旅館	hotel
動物園	zoo
精品	boutique
本質	kakanyahan
扭曲	skew
扭曲	pinaikot
也許	siguro
也許	baka
村莊	villages
村莊	nayon
村莊	nayon
週六	sabado
週六	saturday
週六	sat
週六	umupo
預告	teaser
預告	trailer
節日	festival
節日	festivals
節日	pista
節日	holiday
節日	pasko
節日	holidays
節日	bakasyon
節日	kapaskuhan
固有	bukal
地層	sapin
地層	stratum
重疊	overlapping
重疊	overlap
健身	workout
健身	fitness
共產主義	komunista
共產主義	komunismo
候補	kahaliling
候補	alternatibong
候補	alternate
守門員	goalkeeper
瓷	porselana
愛好者	panatiko
傳承	legacy
傳承	iniwang
禮物	regalo
禮物	gift
禮物	regalo
里程碑	pangyayari
里程碑	milestone
野外	kagubatan
虐待	abuso
虐待	aabuso
鋸	saw
鋸	nakita
鋸	sawing
可行	magagawa
逆轉	baligtad
工藝	craft
工藝	craft
解體	disintegration
聊	chat
聊	magsalita
聊	usap
聊	usapan
聊	talk
商用	pangkalakal
商用	commercial
商用	komersyal
商用	komersiyal
先驅	herald
先驅	pioneer
先驅	pioneers
先知	oracle
先知	dakila
先知	propeta
挑	pick
挑	pumili
撤離	lumikas
撤離	paglisan
產物	produkto
凸	matambok
美容	pampaganda
美容	beauty
美容	kagandahan
克服	nagtagumpay
克服	overcome
年表	chronology
配件	kagamitan
配件	accessories
邁阿密	miami
寒冷	malamig
寒冷	sipon
寒冷	lamig
數學家	matematiko
靴	boot
靴	bota
靴	boots
手冊	handbook
手冊	manual
隨時	anytime
整數	integer
整數	buumbilang
調節	conditioning
瑞安	ryan
馬尼拉	maynila
馬尼拉	manila
妖精	goblin
預防	pangontra
預防	prevention
預防	pagpigil
修士	friar
表決	boto
表決	bumoto
表決	pagboto
表決	voting
表決	boboto
阿爾巴尼亞	albanya
阿爾巴尼亞	albania
濫用	abuso
濫用	aabuso
濫用	abuses
好萊塢	hollywood
汁	katas
汁	juice
小吃	meryenda
小吃	snack
小吃	meryenda
海王星	neptuno
黃昏	twilight
黃昏	dusk
地理位置	heograpiya
演變	evolution
演變	ebolusyon
航程	voyage
航程	voyages
辣	maanghang
適當	naaangkop
適當	angkop
夾	clip
階層	sapin
貨車	truck
貨車	trak
貨車	van
熱情	sigasig
熱情	passion
境界	lupain
手動	manual
噪音	ingay
星期三	miyerkules
評論家	critics
評論家	kritiko
尿	ihi
尿	ihi
電源	power
電源	kapangyarihan
大洋	taiyo
大洋	karagatan
演說	speech
演說	pananalita
演說	talumpati
演說	pagsasalita
侯爵	marquis
德克薩斯州	texas
矮星	bulilit
矮星	duwende
構想	konsepto
主修	major
支柱	haligi
支柱	pillar
支柱	katigasan
帳戶	account
公國	prinsipalidad
公國	dukado
東洋	toyo
曲棍球	hockey
靈感	inspired
靈感	madamdamin
靈感	inspirasyon
靈感	inspirasyon
靈感	inspiration
詮釋	interpret
哲學家	pilosopong
哲學家	pilosopo
太田	ota
計算機	kompyuter
計算機	computer
計算機	kompyuter
計算機	computer
計算機	ekolohiya
財政部	treasury
買賣	trading
買賣	sale
買賣	ibinibenta
制裁	sanksiyon
可怕	nakakatakot
手稿	manuscripts
手稿	manuskrito
櫻井	sakurai
外面	labas
替換	kapalit
替換	palitan
純粹	pulos
純粹	panay
純粹	purong
純粹	pure
純粹	dalisay
創始人	founder
創始人	tagapagtatag
創始人	founder
精密	sopistikadong
精密	precision
輕鬆	madali
輕鬆	madaling
輕鬆	easy
友情	pakikipagkaibigan
友情	pagkakaibigan
友情	pakikipagkaibigan
沙特	saudi
引述	quote
引述	quoting
引述	quotes
萬里	milya
反正	anyway
繼承人	tagapagmana
導航	pumuntang
導航	navigator
導航	nabigasyon
導航	paglalayag
鵰	agila
季度	quarterly
季度	quarter
周日	linggo
周日	sunday
向下	down
向下	pababa
領銜	headlining
佛羅里達州	florida
尼泊爾	nepal
國會議員	congressman
雙重	dobleng
雙重	double
雙重	doble
雙重	dalawahan
雙重	dual
吞	lunukin
捕捉	kunan
捕捉	kumuha
捕捉	capture
捕捉	captures
冶金	metalurhiya
代數	alhebraikong
偶爾	paminsan
選項	opsyon
選項	options
選項	opsyon
貴州	guizhou
部族	angkan
部族	clan
部族	kapisanan
部族	tribo
部族	tribes
折扣	diskuwento
折扣	diskuwento
氣氛	kapaligiran
糧	butil
召回	recall
召回	matatandaan
召回	naaalala
頻繁	madalas
頻繁	madalas
保密	confidential
姿態	kilos
渡輪	ferry
財富	fortune
財富	yaman
轉化	pagbabagong
轉化	transformation
浪費	basura
蕉	saging
性感	sexy
廢物	basura
存取	access
初級	junior
初級	pangunahing
初級	pangunahin
香蕉	saging
迷宮	labyrinth
迷宮	maze
大乘	mahayana
度量	metric
度量	sukatin
度量	masukat
度量	pagsukat
州長	governor
州長	gobernador
省略	omitting
驚人	amazing
振興	revival
振興	revitalization
伽利略	galileo
氦	helyo
金沙	sands
利比亞	libya
畜牧	livestock
鯨魚	whales
鯨魚	balyena
告白	confession
告白	confessions
難度	nahirapan
不列顛	britanya
不列顛	britain
不列顛	britannia
攔截	interception
海事	marine
最短	pinakamaikling
視野	mailarawan
視野	pangitain
視野	paningin
結尾	matatapos
結尾	katapusan
結尾	pagtatapos
結尾	tapusin
結尾	dulo
結尾	nagtatapos
結尾	ending
胸部	dibdib
胸部	dibdib
胸部	suso
二郎	jiro
破產	bangkarota
左側	natitira
左側	pakaliwa
左側	iniwan
左側	naiwan
左側	kaliwa
喜好	kagustuhan
喜好	kagustuhan
小泉	koizumi
纖維	hibla
纖維	fiber
纖維	tela
纖維	fibers
海港	harbor
海港	daungan
海港	harbour
渴望	pananabik
渴望	sabik
矩陣	matrix
矩陣	matris
攝影師	photographer
挑選	selection
挑選	pagpili
挑選	pick
挑選	pumili
會談	talks
聖誕節	pasko
聖誕節	christmas
聖誕節	xmas
學歷	edukasyon
座標	coordinate
急性	malalang
急性	matinding
繩	tali
繩	lubid
超音速	supersonic
特技	stunt
特技	akrobatika
睡眠	matulog
睡眠	tulog
睡眠	sleep
採購	paghanap
採購	binibili
忘記	kalimutang
忘記	kalimutan
忘記	makakalimutan
懲罰	parusa
懲罰	kaparusahan
懲罰	parusa
離職	separations
離職	paghihiwalay
對比	paghahambing
對比	paghahambing
對比	kaibahan
圍繞	paligid
光線	liwanag
光線	magaan
光線	ilaw
信用	credit
信用	credits
信用	kredito
重生	reborn
重生	rebirth
裁撤	abolition
詞典	dictionaries
詞典	diksiyunaryo
詞典	dictionary
詞典	diksyunaryo
申請者	aplikante
自由主義	liberal
自由主義	liberalismo
缺點	kahinaan
缺點	pagkukulang
禮儀	asal
內建	nakapaloob
內建	binuo
農村	kabukiran
農村	rural
農村	panlalawigan
報復	paghihiganti
頂點	apex
頂點	vertex
途徑	pathways
途徑	pathway
覺醒	paggising
例行	gawain
已婚	kasal
已婚	ikinasal
已婚	pinakasalan
微分	pagkita
微分	differential
傳教	misyonaryo
塑造	shaping
交替	alternating
手臂	bisig
手臂	braso
雙手	kamay
雙手	hands
魔神	salamangka
魔神	magic
極度	labis
極度	grabe
極度	grave
獲取	makuha
獲取	makakuha
獲取	kunin
獲取	kumuha
屠殺	massacre
屠殺	pagpatay
屠殺	patayan
大邱	daegu
演習	exercise
演習	magsanay
演習	ehersisyo
演習	ehersisyong
