yang	ян
mencegah	запобігання
tim	тімоті
tim	тім
kit	кіт
kit	kit
baby	немовля
baby	малятко
baby	дитина
wap	пара
wap	wap
krai	край
putaran	обертання
putaran	поворот
budget	бюджети
budget	бюджетів
sungguh	насправді
sungguh	справді
sungguh	дійсно
sungguh	невже
perhentian	стоп
perhentian	припинити
perhentian	зупинки
perhentian	зупинити
perhentian	зупинка
perhentian	зупинитись
perhentian	припиняється
perhentian	зупинки
perhentian	припиняє
perhentian	зупиняє
perhentian	зупинок
paderi	падре
daily	щоденне
daily	щоденно
daily	щодня
daily	щоденні
faedah	переваги
faedah	вигоди
faedah	відсотки
faedah	зацікавлення
faedah	відсоткова
faedah	інтерес
faedah	вигода
ferrari	феррарі
ferrari	ferrari
samurai	самурай
selasa	вівторок
selasa	вівторках
dagang	комерційні
dagang	комерційна
dagang	комерційну
duet	дует
bertulang	боні
bertulang	старенька
ishak	ісаак
ishak	ісхак
perintis	pioneer
perintis	піонери
caribbean	caribbean
lada	пасти
lada	перець
lada	лада
slot	slot
slot	гніздо
slot	автомати
slot	гнізда
slot	слоти
tenang	спокійний
tenang	спокій
tenang	спокійні
ipa	розширена
bengkel	workshop
bengkel	семінари
valley	долина
kebaikan	доброти
kebaikan	доброта
kebaikan	доброту
kebaikan	доброта
borsod	боршод
lagenda	легенду
lagenda	легенда
lagenda	легенд
smp	smp
abaúj	абауй
dead	помер
dead	померла
dead	мертвий
dead	dead
caesar	цезар
complete	завершене
complete	завершити
complete	повний
complete	завершення
complete	завершений
knight	лицар
lost	втрачений
lost	програв
lost	lost
study	вивчення
study	навчання
saman	саман
persediaan	налаштувати
persediaan	налаштування
murni	чисте
murni	чисті
murni	чиста
murni	чистих
ternakan	худоба
ternakan	корова
ternakan	порода
bumbung	забороненого
bumbung	дахи
bumbung	дах
kutub	полярна
kutub	полярний
kutub	поле
kutub	полюс
kutub	поляків
kutub	поляки
cik	міс
zaragoza	сарагоса
seragam	однорідна
seragam	форма
diego	дієго
senario	сценарій
digantung	повісили
digantung	призупинено
kadir	кадір
bes	бес
bes	бас
bes	басс
beg	валізи
beg	сумки
beg	кейс
beg	валіза
beg	мішок
beg	сумка
beregu	парні
beregu	парами
cape	мис
demam	гарячка
demam	жар
demam	лихоманка
allier	альє
diperintah	керували
kan	правий
kan	права
kan	право
kan	праворуч
kan	кан
kan	kan
ardèche	ардеш
domestik	домашніх
domestik	домашня
hérault	еро
frasa	фраза
frasa	фразу
frasa	фразами
frasa	фрази
frasa	виразів
frasa	фраз
seratus	сотня
seratus	сотню
seratus	сто
konservatif	консервативна
tower	вежа
tower	tower
tower	башта
racing	перегони
racing	гонки
racing	racing
menyunting	редагування
menyunting	монтаж
ortodoks	незвично
ortodoks	православний
ortodoks	православної
ortodoks	orthodox
ortodoks	православна
ortodoks	православні
artileri	озброєння
artileri	артилерії
fikiran	спеціалістами
fikiran	свідомість
fikiran	думки
perahu	човни
perahu	човнів
perahu	човен
yan	янь
copa	кубок
estonia	естонська
penyelidik	дослідників
penyelidik	дослідник
penyelidik	слідчих
karim	карім
firma	фірмі
firma	фірми
firma	фірма
firma	фірм
zhou	чжоу
dipaksa	примусово
dipaksa	змусили
dipaksa	вимушена
berharap	сподіваючись
mengembalikan	повертається
mengembalikan	повертаючись
mengembalikan	повертаються
mengembalikan	повертається
mengembalikan	повертає
ken	кен
kyoto	кіото
mtv	mtv
norman	норман
support	підтримка
support	підтримую
support	підтримати
mekanikal	механічна
mekanikal	механічний
karl	карл
dibakar	спалили
bursa	bursa
nation	держава
nation	нації
nation	нація
catalonia	каталонська
catalonia	каталонії
ubi	ubi
definisi	визначення
aktivis	активістів
aktivis	активісти
aktivis	активіст
hos	вузол
hos	ведуча
hos	вузли
hos	сервери
hos	приймати
salim	салім
trofi	трофей
trofi	трофеї
laras	налаштувати
laras	виправити
paulo	паулу
paulo	пауло
halangan	перешкоду
halangan	автостопом
dituduh	обвинувачений
dituduh	звинуватили
dituduh	звинуватив
gelang	браслет
gelang	браслети
kelengkapan	спорядження
kelengkapan	gear
prima	пріма
visi	видіння
visi	видіння
visi	зір
visi	vision
visi	бачення
mekah	мекка
rohani	духовні
rohani	духовно
penyerahan	підкорення
abkhazia	абхазії
kamen	камінь
abruzzo	абруццо
false	false
suai	адаптивний
suai	власний
suai	особлива
suai	нетипові
suai	індивідуально
suai	нетиповий
emiriah	емірат
emiriah	еміратів
zurich	цюрих
zurich	zurich
cruz	крус
voltan	напруги
dinamik	динаміка
dinamik	динамічний
dinamik	динамічні
dinamik	динамічна
dinamik	динамічне
kebiasaannya	зазвичай
kebiasaannya	зазвичай
kebiasaannya	зазвичай
alex	алексе
alex	алекс
emosi	емоція
emosi	емоції
sekitarnya	місцевість
merosot	вироджений
bercampur	змішана
bercampur	змішаний
bercampur	змішані
prototaip	прототип
prototaip	прототипи
reformasi	реформації
reformasi	реформи
reformasi	реформа
rekreasi	відпочинок
rekreasi	розважальний
kekasih	коханець
liang	лян
ringkasan	резюме
ringkasan	зведення
ringkasan	підсумок
melepasi	минулий
melepasi	минулі
melepasi	минуле
melepasi	проходила
melepasi	складе
nova	нова
mengelak	уникнувши
edit	edit
edit	редагувати
edit	правка
edit	змінити
kepingan	шматочки
child	дитя
child	дитяче
child	дитяча
child	дитина
child	нащадок
napoleon	наполеонівські
napoleon	наполеона
napoleon	наполеон
bulanan	щомісяця
bulanan	місячного
bulanan	місячний
silinder	циліндр
silinder	циліндри
merosakkan	руйнувати
merosakkan	занепад
dihentikan	зупинено
dihentikan	зупинили
dihentikan	зупинився
dihentikan	зупинка
bundesliga	бундесліга
kenangan	спогади
kelulusan	згоду
kelulusan	схвалення
kelulusan	затвердження
kelulusan	підтвердження
kelulusan	випускний
