the	os
architect	arquitetos
ideas	ideias
ideas	idéias
electronic	electrónico
electronic	eletrônica
electronic	electrónica
electronic	eletrônicos
electronic	eletrônico
crown	coroa
crown	crown
younger	younger
anderson	anderson
step	step
step	passo
step	etapa
step	degrau
weapons	armamento
weapons	armas
unable	incapaz
unable	incapazes
neutral	neutral
neutral	neutro
neutral	neutra
neutral	neutralidade
neutral	neutros
connected	ligada
connected	conectados
connected	ligado
connected	ligados
connected	conectado
switzerland	suíça
switzerland	suiça
armed	armada
armed	armados
armed	armadas
armed	armado
weekly	semanal
weekly	semanalmente
weekly	semanais
rating	classificação
rating	notação
programme	programa
squad	squad
squad	pelotão
squad	esquadrão
medalists	medalhistas
multi	multi
dynasty	dinastia
cold	frio
cold	cold
cold	frios
cold	fria
granted	concedida
granted	concedidos
granted	concedidas
granted	concedido
alliance	aliança
alliance	alliance
methods	métodos
sam	sam
alabama	alabama
albert	albert
albert	alberto
tropical	tropical
vietnam	vietname
vietnam	vietnam
vietnam	vietnã
dvd	dvd
refers	remete
heat	heat
heat	calor
fans	fans
fans	fãs
fans	ventiladores
fans	adeptos
surrounding	circundante
purposes	fins
purposes	propósitos
purposes	finalidades
credit	crédito
credit	credit
credit	credito
commons	commons
commons	comuns
boat	barco
boat	bote
boat	embarcação
boxes	caixas
boxes	caixotes
ethnic	étnico
ethnic	étnicos
ethnic	étnicas
ethnic	étnica
ethnic	etnia
speaking	falando
fell	caiu
fell	fell
fell	caíu
fell	caí
arena	arena
roads	caminhos
roads	estradas
core	core
core	núcleo
dog	cão
dog	cadela
dog	dog
dog	cachorro
kill	mate
kill	kill
kill	matem
kill	matar
kill	mata
wikiproject	wikiproject
athletic	atlética
athletic	atlético
negative	negativa
negative	negativas
negative	negativos
negative	negativo
confirmed	confirmaram
confirmed	confirmado
confirmed	confirmou
confirmed	confirmados
confirmed	confirmada
sixth	sexto
sixth	sexta
edge	borda
edge	aresta
edge	edge
jesus	jesus
tools	ferramentas
colonel	cel
colonel	coronel
weak	fracos
weak	fraco
weak	fraca
weak	fracas
chosen	escolhido
chosen	escolhida
chosen	escolhidos
brand	brand
brand	marca
resulting	resultante
resulting	resultando
nfl	nfl
rise	rise
rise	subida
rise	ascensão
supply	abastecimento
supply	fornecimento
tradition	tradições
tradition	tradição
elementary	elementar
spirit	espírito
spirit	spirit
spirit	espirito
task	tarefa
slightly	levemente
slightly	ligeiramente
howard	howard
incident	incidente
develop	desenvolver
develop	desenvolva
southeast	sudeste
sunday	domingos
sunday	domingo
discuss	discuta
discuss	discutir
discuss	discute
stats	estatísticas
climate	clima
topics	tópicos
topics	temas
purchased	comprou
purchased	comprados
purchased	comprada
purchased	adquirido
purchased	comprado
communications	comunicações
communications	comunicação
chapter	capitulo
chapter	capítulo
broken	quebrada
broken	quebrado
broken	broken
singapore	singapura
singapore	cingapura
situated	situado
license	licença
haven	haven
deaths	óbitos
deaths	mortes
passing	passando
citizens	cidadãos
guns	pistolas
guns	guns
guns	armas
trees	árvores
trees	arvores
gone	gone
gone	ido
gone	sumido
greatest	greatest
improved	melhorada
improved	melhorado
improved	melhorou
visual	visual
visual	visuais
pope	papa
officials	funcionários
officials	oficiais
sat	sab
sat	sentei
sat	sentado
sat	sáb
sat	sat
glass	vidro
glass	copo
glass	vidros
miller	miller
resulted	resultaram
resulted	resultou
posted	publicado
posted	postado
posted	postou
posted	postei
posted	publicou
estimated	estimado
estimated	estimados
estimated	estimada
estimated	estimativa
contain	contenha
contain	conter
contain	contenham
contain	contêm
brazilian	brasileiros
brazilian	brasileiras
brazilian	brasileiro
brazilian	brasileira
sexual	sexuais
sexual	sexual
defence	defesa
respectively	respectivamente
respectively	respetivamente
rich	ricas
rich	rico
rich	ricos
rich	rich
rich	rica
fast	rápido
fast	fast
properties	imóveis
properties	propriedades
taught	ensinei
taught	ensinou
taught	ensinada
taught	ensinado
taught	ensinados
extensive	extensa
extensive	extenso
extensive	extensas
extensive	extensiva
exhibition	exibição
exhibition	exposição
exhibition	exposições
speech	discurso
les	les
proposal	proposta
straight	straight
straight	hetero
straight	hétero
straight	direto
internal	internas
internal	internos
internal	interno
internal	interna
effective	efectivo
effective	eficazes
effective	efetivo
effective	eficaz
solution	solução
fashion	moda
foot	foot
foot	pé
orange	orange
orange	laranja
argentina	argentina
brief	breves
brief	breve
performances	atuações
performances	performances
performances	desempenhos
performances	actuações
adult	adulto
adult	adulta
adult	adultos
allowing	permitindo
identity	identidade
singers	cantoras
singers	cantores
inspired	inspirado
inspired	inspirou
inspired	inspirada
inspired	inspirados
discussed	discutiu
discussed	discutiram
discussed	discutida
discussed	discutido
require	requerer
require	exigir
require	exigem
transfer	transfer
transfer	transferência
transfer	transferir
egypt	egipto
egypt	egito
cells	células
cells	celas
patrick	patrick
patrick	nuno
patrick	patrício
quebec	quebec
connecticut	connecticut
scoring	pontuação
anthony	anthony
anthony	antónio
anthony	antônio
permanent	permanente
permanent	permanentes
phase	fase
audience	público
audience	audiência
audience	platéia
audience	plateia
motion	moção
motion	motion
motion	movimento
blues	blues
blues	azuis
hungarian	húngaros
hungarian	húngaro
hungarian	húngara
arab	árabe
arab	árabes
trains	comboios
trains	trens
sets	conjuntos
sets	sets
ranked	classificado
begin	começar
begin	comece
begin	comecem
eyes	eyes
eyes	olhos
studios	estúdios
gmina	comuna
criminal	criminoso
criminal	criminal
criminal	criminosa
criminal	penal
commonwealth	commonwealth
commonwealth	comunidade
finish	acabamento
finish	concluir
finish	finalizar
finish	terminar
finish	termine
communication	comunicação
scope	escopo
scope	âmbito
accused	acusado
accused	acusada
accused	acusadas
accused	acusados
divisions	divisões
accept	aceitamos
accept	aceite
accept	aceito
accept	aceitar
accept	aceita
warning	aviso
warning	advertência
alan	alan
objects	objectos
objects	objetos
diego	diego
diego	diogo
contest	concurso
contest	competição
fighter	lutador
fighter	combatente
fighter	lutadora
fighter	fighter
finds	achados
coaches	treinadores
coaches	carruagens
beat	beat
beat	batida
beat	bater
extremely	extremamente
ford	ford
swiss	suíça
swiss	suiça
swiss	suíços
swiss	swiss
swiss	suíço
sorry	desculpa
sorry	desculpe
houston	houston
worldwide	worldwide
worldwide	mundial
worldwide	mundialmente
showed	mostrei
showed	mostrou
showed	mostraram
holds	detém
holds	porões
cathedral	catedral
losing	perder
losing	perdendo
advance	avanço
advance	advance
advance	adiantamento
advance	avançar
reality	realidade
reality	reality
broadcasting	radiodifusão
adam	adão
adam	adam
vandalism	vandalismo
enemy	inimigo
enemy	inimigas
enemy	inimiga
enemy	inimigos
youtube	youtube
assessed	avaliou
assessed	avaliado
assessed	avaliados
assessed	avaliada
billion	bilhão
billion	bilhões
buried	sepultado
buried	enterrada
buried	enterrados
buried	enterradas
buried	enterrado
belgium	bélgica
respect	respeitar
respect	respeitem
respect	respeite
respect	respeito
rare	raros
rare	rara
rare	raras
rare	raro
detroit	detroit
graduate	licenciatura
graduate	graduação
graduate	graduado
colleges	colégios
colleges	faculdades
explain	expliquem
explain	explicar
explain	explica
explain	explique
authorities	autoridades
killing	matança
killing	matando
killing	matar
maximum	máximo
maximum	máxima
neither	nem
fan	ventilador
fan	torcedor
fan	fã
fan	ventoinha
notify	notificar
notify	notifica
painter	pintora
painter	pintor
hamilton	hamilton
attempted	tentada
attempted	tentativa
universe	universe
universe	universo
passes	passes
passes	passa
obvious	óbvia
obvious	obvio
obvious	óbvio
suffered	sofreram
suffered	sofrida
suffered	sofria
suffered	sofreu
suffered	sofrido
pieces	pedaços
pieces	peças
apply	aplicar
apply	aplique
actresses	atrizes
actresses	actrizes
competitions	concursos
competitions	competições
aid	ajudas
aid	auxílio
aid	auxílios
aid	auxilio
aid	ajuda
driver	condutor
driver	maquinista
driver	driver
driver	motorista
folk	folk
dan	dan
khan	cã
khan	khan
baby	nenê
baby	neném
baby	bebé
baby	bebê
baby	baby
denmark	dinamarca
tokyo	tokyo
tokyo	tóquio
billboard	billboard
billboard	cartaz
calling	vocação
calling	chamar
calling	chamando
calling	ligando
anne	anne
anne	ana
happened	aconteceu
danish	dinamarquesa
danish	dinamarqueses
danish	dinamarquês
wants	quer
formula	formula
formula	fórmula
interior	interior
interior	interiores
kevin	kevin
weather	clima
weather	tempo
weather	meteorologia
powerful	poderosas
powerful	poderosa
powerful	poderoso
powerful	poderosos
muslim	muçulmano
muslim	muçulmanos
muslim	muçulmanas
muslim	muçulmana
registered	registrada
registered	registada
registered	registrado
registered	registado
registered	registados
publisher	editor
publisher	editora
sounds	soa
sounds	sons
eric	eric
approved	aprovada
approved	aprovados
approved	aprovadas
approved	aprovado
achieved	alcançada
achieved	alcançado
achieved	alcançados
douglas	douglas
provincial	provincial
provincial	provinciais
fund	fund
fund	fundo
portugal	portugal
athletes	atletas
bird	ave
bird	bird
bird	passarinho
bird	pássaro
bird	aves
bands	bandas
audio	áudio
audio	audio
cat	gato
cat	gata
bureau	bureau
centuries	séculos
valid	válidos
valid	válido
valid	válida
valid	válidas
chemical	químico
chemical	químicos
chemical	química
items	itens
items	artigos
lane	lane
holding	segurando
holding	holding
counties	condados
update	atualizar
update	actualizar
update	actualização
update	atualização
ncaa	ncaa
speak	falem
speak	fala
speak	falar
speak	fale
finding	encontrar
finding	encontrando
domestic	doméstica
domestic	domésticos
domestic	doméstico
domestic	interno
ali	ali
false	falsa
false	false
false	falsas
false	falsos
false	falso
equivalent	equivalentes
equivalent	equivalente
caught	apanhada
caught	pego
caught	apanhado
caught	apanhados
christ	cristo
ending	encerrando
ending	terminando
perform	realizar
partner	sócio
partner	parceira
partner	parceiro
romania	roménia
romania	romênia
aviation	aviação
failure	falha
failure	insucesso
failure	falhanço
failure	fracasso
ward	ward
strength	dosagem
strength	força
strength	forças
knight	knight
knight	cavaleiro
knight	cavalo
knight	cavaleiros
nominations	nomeações
hungary	hungria
concern	preocupação
keeping	mantendo
keeping	manter
recordings	gravações
functions	funções
mississippi	mississippi
mississippi	mississipi
mississippi	mississípi
calls	chamadas
criticism	críticas
criticism	crítica
involving	envolvendo
magic	mágica
magic	mágico
magic	magic
magic	mágicas
magic	magia
gordon	gordon
treaty	tratado
antonio	antónio
antonio	antônio
antonio	antonio
selection	seleção
selection	selecção
rear	retaguarda
rear	traseiro
rear	traseiros
rear	traseira
colonial	colonial
colonial	coloniais
motor	motor
obtained	obtida
obtained	obtidos
obtained	obtidas
obtained	obtido
circuit	circuito
circuit	circuitos
wish	wish
wish	deseje
wish	desejo
wish	desejar
compilation	coletânea
compilation	compilação
harvard	harvard
islamic	islâmica
islamic	islâmico
islamic	islâmicos
islamic	islâmicas
determined	determinado
determined	determinada
determined	determinados
geography	geografia
arkansas	arkansas
fuel	combustível
fuel	fuel
fuel	combustíveis
artillery	artilharia
medieval	medievais
medieval	medieval
locations	localizações
locations	localidades
locations	locais
inclusion	inclusão
recognition	reconhecimento
northeast	nordeste
chamber	câmara
moment	momento
succeeded	sucedeu
historian	historiador
condition	condição
condition	estado
physics	física
physics	fisica
newspapers	jornal
newspapers	jornais
instance	instância
represent	representem
represent	representar
represent	represente
represent	representam
allen	allen
watch	assista
watch	relógio
watch	assistir
watch	assistam
kitt	kitt
protect	proteja
protect	protejam
protect	proteger
protect	protege
grey	cinzenta
grey	cinzento
grey	cinza
grey	grey
grey	cinzentos
launch	lançar
launch	lançamento
dave	dave
philip	felipe
philip	filipe
iraq	iraque
changing	mudando
ukraine	ucrânia
municipalities	municípios
mix	mistura
mix	mix
mix	mixagem
mix	misture
mix	misturar
tamil	tamil
shift	shift
shift	turno
shared	partilhado
shared	compartilhada
shared	compartilhado
shared	compartilhou
shared	partilhada
austrian	austríaca
austrian	austrian
austrian	áustria
austrian	austríacos
austrian	austríaco
door	porta
investigation	investigação
institution	instituição
princess	princess
princess	princesa
trail	rasto
trail	trail
trail	trilha
trail	trilho
trail	rastro
parks	parques
applications	aplicativos
applications	aplicações
applications	pedidos
hundred	hundred
hundred	cem
hundred	centena
requirements	exigências
requirements	requisitos
requirements	prescrições
talking	falando
talking	conversando
kim	kim
ltd	lda
ltd	ltd
metres	metros
gray	gray
gray	cinzento
gray	cinza
sector	sector
sector	setor
dean	dean
dean	reitor
dean	decano
dean	reitora
agricultural	agrícola
incorporated	incorporado
incorporated	incorporada
incorporated	incorporados
escape	escapar
escape	fuga
escape	escape
orders	ordens
orders	encomendas
corner	canto
corner	cantinho
corner	cantos
corner	recanto
corner	esquina
commissioned	encomendou
commissioned	encomendada
commissioned	encomendado
founding	fundação
mill	serração
mill	mill
mill	moinho
mrs	sra
subjects	sujeitos
temperature	temperatura
temperature	temperaturas
settled	liquidada
spacewatch	spacewatch
remember	lembrar
miami	miami
promote	promover
