като	soos
активен	onaktiewe
активен	aktief
буква	brief
буква	letter
спомени	herinneringe
спомени	geheue
спомени	herinnering
бъдеще	toekomstige
бъдеще	toekoms
славянски	slawiese
мароко	morocco
мароко	marokko
изследовател	verkenner
изследовател	explorer
хранене	nutrition
хранене	voedingswaarde
хранене	feeding
хранене	voering
хранене	eetplekke
хранене	ete
бразилски	brasiliaanse
марин	marin
интер	inter
варшава	warskou
юлия	joelia
юлия	magda
юлия	julia
племе	tribe
псевдоним	alias
псевдоним	skuilnaam
мирен	vreedsame
мирен	rustige
мирен	vreedsaam
азбука	alfabet
вътрешни	intern
вътрешни	interne
вътрешни	innerlike
гватемала	guatemala
вино	wyn
кратък	kort
кратък	kortliks
кратък	sorteer
заслуги	merit
типове	soorte
типове	tipes
диск	skyf
диск	skyf
кожа	leer
кожа	vel
стотици	honderde
следователно	ergo
следователно	daarom
живи	leef
живи	tuiste
живи	regstreekse
живи	lewendige
живи	gepubliseer
живи	regstreeks
живи	lewendig
стихотворения	poems
стихотворения	gedigte
кьолн	keulen
кьолн	cologne
отделен	afsonderlike
отделен	aparte
надежда	hoop
раздел	seksie
раздел	afdeling
бундеслига	bundesliga
ракета	vuurpyl
ракета	rocket
кожата	vel
адвокат	counsel
адвокат	prokureur
адвокат	dronkbestuur
конфликти	teenstrydighede
конфликти	botsings
конфликти	konflik
колонии	colonies
колонии	colony
колонии	kolonie
сингапур	singapoer
пресича	crossing
червени	reds
червени	rooi
червени	rooi
грешка	verkeerd
грешка	verkeerde
грешка	fout
грешка	fout
вечер	aand
вечер	naand
вечер	aand
вечер	aande
вечер	nag
проучване	studeer
проучване	bestudeer
проучване	studie
проучване	navorsing
проучване	opname
наблюдение	monitering
наблюдение	observasie
съжаление	berou
включена	ingesluit
включена	geaktiveer
хор	koor
хор	chorus
хор	horus
оръдие	cannon
оръдие	kanon
бие	beats
бие	slae
уики	wiki
обществено	openbare
обществено	openbaar
обществено	publieke
обществено	publiek
хотел	hotel
жената	vrou
постижения	prestasies
постижения	behaal
лиценз	lisensie
лиценз	lisensie
частици	deeltjies
частици	deeltjie
произведени	vervaardig
произведени	geproduseer
мрежи	nette
мрежи	netwerke
търговец	handelaar
търговец	dealer
женска	vroulik
женска	wyfie
проектът	projek
сър	sir
сър	meneer
издигнат	opgerig
албански	albanees
резолюция	resolusie
морска	marine
морска	maritieme
крис	chris
крис	kris
полиция	polisie
даже	selfs
движения	movements
движения	bewegings
движения	skuiwe
канадски	kanadese
канадски	kanadees
алфред	alfred
флаг	vlaggie
флаг	vlag
флаг	rapporteer
лошо	sleg
женските	meisies
женските	vroulik
архив	argief
архив	argiveer
архив	argiewe
производител	vervaardiger
производител	producer
производител	vervaardiger
риби	pisces
риби	visse
риби	vis
риби	visvang
основаването	stigting
хондурас	honduras
продукции	productions
камбоджа	kambodja
камбоджа	cambodia
кола	kar
кола	motor
кола	motorvoertuig
намерени	gekry
намерени	gevind
алексей	aleksei
лента	rolprent
лента	band
лента	musiekgroep
лента	tape
лента	strook
лента	strip
философи	filosowe
крайцер	cruiser
запис	rekord
запис	opneem
запис	manlik
запис	video
фантастика	fiksie
родината	moederland
спортен	verslae
спортен	sport
спортен	sportsoort
спортен	sportsoorte
спортен	sport
теории	teorieë
сами	sami
сами	sammy
гражданин	burger
гражданин	citizen
доброволец	volunteer
доброволец	vrywilliger
куче	hond
земеделски	agricultural
климатът	klimaat
необходими	nodige
граждански	siviele
граждански	burgerlike
граждански	munisipale
граждански	civic
царе	konings
царе	kings
премиерата	premiere
векове	centuries
предмет	voorwerp
адам	adam
продукция	afvoer
продукция	produksie
трилър	riller
програмиране	programmering
сомалия	somalia
сомалия	somaliese
отделна	afsonderlike
