que	той
profesores	факультету
profesores	факультет
posiciones	позиції
posiciones	позицій
últimas	останні
últimas	остання
honduras	гондурасу
conferencia	конференція
conferencia	конференції
conferencia	лекції
conferencia	лекція
tom	тома
tom	том
dvd	dvd
dvd	dvd
comentarios	відгук
comentarios	відгуки
comentarios	коментарях
comentarios	коментарів
comentarios	коментарі
reinado	править
royal	королівська
royal	royal
royal	королівський
royal	королівське
royal	рояль
naval	морська
convertirse	стануть
convertirse	стати
convertirse	стають
científico	вчений
científico	науковець
científico	науковий
científico	наукових
científico	наукова
plano	карта
plano	мапа
plano	рівна
plano	літак
plano	площина
plano	плануємо
plano	спланувати
plano	планувати
plano	план
oportunidad	шанс
oportunidad	вірогідність
oportunidad	нагода
oportunidad	можливість
documentos	документи
viene	приходить
viene	іду
viene	наближається
viene	coming
anual	щорічно
anual	річну
anual	річна
anual	щороку
anual	річні
anual	річний
elemento	елемент
elemento	елемент
elemento	елементом
elemento	елементи
destacado	виділено
destacado	обрані
destacado	підсвічування
destacado	виділити
universitario	університет
time	тайм
time	час
actos	акти
actos	діє
west	захід
west	вест
agustín	агустін
agustín	augustin
agustín	августин
vega	вега
infantil	дитиною
escenario	сценарій
escenario	стадія
comienzos	початки
brown	браун
brown	коричневі
brown	brown
brown	коричневий
flota	флоту
flota	флот
flota	пливе
flota	плаває
aun	навіть
aun	даже
clave	пароль
clave	ключ
clave	клавіша
css	css
atlántico	атлантичний
atlántico	атлантична
atlántico	atlantic
habita	живе
condición	умова
jones	джонс
construida	побудовано
construida	побудували
construida	зібрано
construida	побудовано
construida	проведена
moscú	московська
moscú	moscow
moscú	москва
hernández	ернандес
hernández	томсон
profesionales	спеціалістів
profesionales	професіонали
profesionales	фахівець
profesionales	професійний
profesionales	професіонал
profesionales	professional
profesionales	професійні
quién	хто
quién	who
cuestión	випуск
cuestión	видання
cuestión	запитання
cuestión	питання
aumento	збільшити
aumento	підвищити
aumento	зростати
aumento	збільшення
aumento	складати
aumento	підняти
aumento	зросли
aumento	збільшили
encontrado	знайшов
encontrado	знайдено
encontrado	знайшовся
encontrado	знайшла
encontrado	знайдені
mejorar	вдосконалення
mejorar	покращення
mejorar	покращити
comunes	спільними
comunes	поширені
comunes	спільне
comunes	загальні
comunes	common
comunes	commons
víctor	віктор
víctor	переможцю
youtube	youtube
públicos	глядачі
públicos	аудиторії
