年	aasta
論文	väitekirja
論文	paberid
直播	ülekanne
直播	live
直播	elama
福特	ford
游泳	ujuda
游泳	ujumine
發起	algatamine
九月	september
九月	septembris
九月	sept
反映	kajastada
反映	peegelda
反映	kajastades
常常	sageli
常常	tihti
常常	sageli
常常	tihtipeale
常常	tihti
創造	loomine
創造	looming
波音	boeing
同步	sünkroonne
經典	klassika
經典	klassika
經典	klassikalised
經典	classic
經典	klassikaline
教學	õpetamine
教學	õpetamise
權力	võimed
權力	powers
權力	volitused
權力	power
權力	võimu
權力	võim
權力	võimsus
權力	jõud
六月	juuni
六月	june
公眾	avalikkus
公眾	avalik
公眾	avalikud
工廠	taim
工廠	taime
工廠	tehas
工廠	tehased
工廠	vabrik
工廠	tehas
書院	kolleegium
書院	kolledž
澳大利亞	austraalia
暫時	ajutiselt
領袖	liider
領袖	juht
領袖	leader
軟	pehme
軟	pehmed
政權	režiimid
政權	režiimi
政權	režiim
標誌	logo
標誌	sildid
標誌	märgid
標誌	märke
邁	mai
電話	telefoni
電話	telefon
電話	kõne
電話	telefoni
電話	telefon
晶	jing
那麼	seejärel
那麼	siis
堆	kuhi
堆	kuhja
堆	kuhi
蘋果	õun
蘋果	apple
蘋果	õuna
蘋果	õunad
巴基斯坦	pakistan
巴基斯坦	pakistani
戰鬥機	hävitajad
戰鬥機	võitlejad
市長	linnapea
肉	liha
規模	mõõtkavas
規模	skaala
超越	beyond
大師	meister
大師	õpetaja
大師	peremees
大師	isand
抵達	saabumine
抵達	saabub
抵達	saabuvad
抵達	saabusid
抵達	saabunud
抵達	saabus
會員	parlamendiliige
會員	liige
漢字	kanji
抵抗	vastupidavus
抵抗	resistentsus
抵抗	vastupanuliikumine
抵抗	vastupanu
任天堂	nintendo
公車	buss
公車	bussi
公車	bussiga
公車	bussid
附加	kaasamine
附加	täiendavad
附加	täiendav
附加	lisamine
春秋	kevad
丹麥	taani
丹麥	taani
毒	mürk
毒	mürk
哥倫比亞	kolumbia
哥倫比亞	colombia
沿海	ranniku
沿海	rannik
沿海	ranniku
岡	oka
月刊	igakuine
公式	valem
公式	valemid
註冊	registreeritud
註冊	registreerinud
註冊	registreerida
註冊	register
註冊	registrisse
註冊	registreeru
註冊	registreerimine
大衛	david
定居	asula
定居	lahendatud
定居	väljakujunenud
違反	rikkumine
非法	illegaalne
非法	ebaseaduslikud
非法	ebaseaduslik
非法	ebaseaduslikult
非法	illegaalselt
非法	ebaseadusliku
非法	ebaseaduslik
積極	aktiivne
積極	aktiivsed
積極	positiivsed
積極	positiivse
積極	positiivne
性質	loodus
允	yoon
弱	nõrkus
弱	nõrk
弱	nõrga
弱	nõrgad
擴充	suurendamine
沿岸	rannik
沿岸	ranniku
天體	objekti
天體	objekt
天體	objektid
歌唱	laulge
歌唱	laulda
歌唱	laula
歌唱	laulma
歌唱	laulmine
當局	võimud
當局	ametiasutused
當局	asutused
當局	ametivõimud
合唱	koori
合唱	refrään
行走	kõndimine
行走	jalutades
行走	jalutamas
行走	kõnnib
登陸	maandumine
回答	vastus
強調	stress
強調	stressist
強調	stressi
強調	rõhutades
強調	rõhutada
指令	direktiivid
指令	direktiivi
指令	direktiiv
指令	juhised
指令	juhend
指令	juhendid
封面	kata
封面	katke
封面	katta
封面	katma
封面	hõlmab
封面	katted
准	quasi
數學	matemaatiline
數學	matemaatika
數學	matemaatika
數學	matemaatika
指控	süüdistusi
指控	süüdistused
指控	väide
人才	anded
人才	andeid
人才	talent
人才	ande
人才	annet
專家	spetsialist
專家	spetsialiseerunud
專家	eksperdid
專家	eksperdi
專家	asjatundja
專家	ekspert
玩	mängi
玩	mängimas
玩	mängib
玩	mängimine
玩	mängivad
相互	vastastikused
相互	vastastikune
相互	vastastikuse
埠	port
埠	sadam
攝影	kinematograafia
攝影	photography
攝影	fotograafia
權利	õigused
幫	jõuk
幫	kamp
幫	gang
商場	kaubamaja
武裝	relvastatud
性格	karakter
性格	iseloomu
性格	tegelane
性格	iseloom
性格	isiksus
性格	isikupära
成長	kasvab
成長	kasvavad
成長	kasvav
成長	kasv
成長	majanduskasv
成長	kasvab
成長	kasvavad
成長	kasvatamine
成長	kasvama
成長	kasva
最小	noorim
最小	minimaalselt
最小	miinimum
最小	minimaalne
坤	kun
坤	gon
星期六	laupäev
星期六	laupäeval
工作室	studios
工作室	stuudio
印刷	trükkimine
印刷	trüki
印刷	trükkimine
印刷	trükitud
電力	elektrienergia
電力	elekter
電力	power
電力	võimu
電力	võim
電力	võimsus
電力	jõud
起源	päritolu
起源	genesis
起源	päritolu
情報	luure
十二月	detsember
十二月	dets
鈴木	suzuki
賣	müüa
賣	müüdud
賣	müüa
賣	müümine
體重	kaal
體重	kaalu
救援	päästmine
救援	päästa
救援	pääste
虹	hong
大多數	enamikul
大多數	enamus
大多數	enamik
大多數	enim
已知	teada
已知	teadaolevad
已知	teadaolev
已知	tuntud
磅	naelad
磅	naela
高原	highland
高原	platoo
青少年	noored
青少年	noorus
青少年	noorte
青少年	teismeliste
青少年	teismeline
青少年	noorukid
青少年	teismelised
青少年	nooruk
青少年	noorukite
授權	luba
授權	autentimine
策略	taktika
策略	taktika
鷹	eagle
鷹	kotkas
鷹	kull
鷹	hawk
最好	parima
最好	parimad
最好	parimat
最好	parim
探測	sond
探測	avastamise
探測	tuvastamine
探測	avastamine
鋼	teras
鋼	steel
鋼	terasest
蓬	pont
開幕	avamine
籃球	korvpall
領土	territooriumide
領土	territooriumid
領土	territoriaalne
領土	territoriaalse
領土	territoorium
領土	territooriumi
替代	asenda
替代	asendus
替代	asendatakse
替代	asendamine
替代	asendamine
替代	asendus
替代	asendaja
替代	asendus
替代	asendamine
華盛頓	washingtoni
華盛頓	washington
型號	mudelid
型號	modellid
型號	mudel
型號	modell
型號	näidis
天空	sky
天空	taevas
天空	sora
天空	taevas
手機	telefoni
手機	telefon
燃料	kütus
燃料	kütuse
青春	noored
青春	noorus
青春	noorte
青春	nooruslik
黑暗	tume
黑暗	pimedus
競爭	võistelda
競爭	võistlema
競爭	konkureerida
競爭	rivaalitsemine
競爭	konkurentsivõimeline
競爭	konkurents
競爭	võistlus
競爭	konkurentsi
運行	jookseb
運行	jooksmine
運行	joostes
運行	jooksmas
運行	jooks
內閣	kapp
尋找	vaadates
尋找	leida
尋找	leia
尋找	otsi
智利	tšiili
繁	shigeru
證實	kinnitus
證實	kinnitus
證實	kinnitada
證實	kinnitan
證實	kinnita
壓力	surve
壓力	rõhu
壓力	rõhk
壓力	stress
壓力	stressist
壓力	stressi
豆	oa
豆	bean
豆	uba
豆	oad
豆	uba
形容	kirjelda
形容	kirjeldada
鄰	naabrid
校園	linnaku
平衡	tasakaalustatud
平衡	saldo
平衡	tasakaalu
平衡	tasakaal
平衡	bilanss
平衡	tasakaalustamise
平衡	tasakaalustamine
平衡	tasakaalustavad
平衡	tasakaal
動力	motivatsioon
動力	motivatsiooni
動力	power
動力	võimu
動力	võim
動力	võimsus
動力	jõud
候選人	kandidaadid
候選人	kandidaat
值得	vääriline
跳	hüpe
密度	osatähtsus
密度	intensiivsus
密度	valgustugevus
密度	tihedus
成果	tulemus
成果	tulemused
對應	vastav
對應	vastab
標題	päis
標題	päise
標題	pealkiri
標題	ametinimetus
標題	tiitel
標題	pealdis
標題	caption
標題	pealkirjad
標題	rubriigid
侵犯	rikkumise
侵犯	rikkumine
偏	bias
巴赫	bach
想法	ideid
想法	ideed
想法	mõtteid
想法	mõtted
一生	eluaegne
一生	eluaeg
戀愛	koi
戀愛	armastan
戀愛	love
戀愛	armastus
戀愛	armastust
戀愛	suhe
戀愛	seos
戀愛	suhted
亞歷山大	alexandria
亞歷山大	aleksandr
亞歷山大	aleksander
亞歷山大	alexander
傳播	difusiooni
傳播	levib
傳播	paljundamiseks
傳播	levinud
傳播	levis
傳播	levik
維多利亞	victoria
等級	taseme
等級	tase
等級	tasand
等級	hierarhia
等級	hinne
等級	hinded
英尺	jalad
英尺	jalg
市政府	omavalitsused
興趣	huve
興趣	huvid
興趣	huvilistel
興趣	huvitatud
興趣	intress
興趣	intressid
興趣	huvi
興趣	huvid
允許	lubatud
允許	lubatud
允許	luba
允許	luba
理念	mõiste
理念	kontseptsioon
理念	filosoofia
靠近	lähedal
鼻	nina
鼻	ninna
怪	veider
怪	imelik
怪	veider
怪	imelik
對抗	vastasseis
差異	erinevused
差異	erinevused
差異	lahknevusi
差異	dispersiooni
差異	hälve
差異	vahe
差異	erinevus
路易斯	louis
員工	töötaja
員工	töötajad
格林	roheline
綠色	roheline
車隊	laevastiku
車隊	laevastik
車隊	konvoi
單元	moodulid
單元	moodul
單元	ühik
單元	ühikud
單元	üksused
單元	ühik
單元	üksus
英吋	tolli
英吋	toll
英吋	tolli
神秘	müstika
神秘	müsteerium
神秘	mõistatus
神秘	saladuslik
神秘	müstiline
神秘	salapärane
槽	pesa
槽	soon
尊重	lugupidamine
尊重	austus
溫度	temperatuur
溫度	temperatuuri
溫度	temp
溫度	temperatuurid
基督	kristus
琉球	okinawa
砲	kahur
阿富汗	afganistan
阿富汗	afganistani
頒獎	auhinnad
真實	reaalne
真實	ehtne
真實	tõeline
真實	tõene
真實	tõsi
援助	abi
援助	abi
蜀	shu
意識	teadvuse
意識	teadvus
穆斯林	moslem
穆斯林	moslemi
穆斯林	moslemid
每週	nädalane
每週	nädalas
每週	iganädalane
苗	miao
苗	seemikud
主流	peavoolu
觀點	perspektiive
色彩	värv
色彩	värvi
色彩	värvid
色彩	värvus
色彩	värv
色彩	värvi
色彩	värvid
加強	tugevdamine
加強	täiustused
加強	tugevdamine
加強	tugevdada
加強	tugevdamine
加強	tõhustatud
威脅	ähvardused
威脅	ohud
威脅	oht
威脅	ähvardus
襲擊	rünnakud
襲擊	ründa
襲擊	rünnak
撤退	taganeda
冒險	seiklus
冒險	seiklused
冒險	seiklused
辦公室	kontor
辦公室	büroo
辦公室	kabinet
公告	väljakuulutamine
公告	teadaanne
山東	shandongi
立法院	seadusandlik
立法院	seadusandja
儀式	tseremoonia
儀式	riitus
儀式	rituaal
儀式	rituaali
成熟	tähtaeg
成熟	küps
成熟	küpsed
成熟	küps
容量	võimsus
證據	tõendid
證據	tõestus
證據	tõendid
證據	tõendusmaterjal
證據	tõendeid
證據	asitõend
馬克	märgi
馬克	märk
馬克	mark
基本上	põhimõtteliselt
發明	leiutis
發明	leiutada
發明	leiutatud
發明	leiutas
公社	kommuun
傳奇	legend
傳奇	legendi
傳奇	legendaarne
傳奇	legendid
苦	mõru
苦	kibestunud
苦	kibe
平民	tsiviilisikud
市政	omavalitsuste
岩石	kivid
岩石	kive
岩石	kalju
岩石	rock
岩石	kivi
觀察	tähelepanek
觀察	vaatluse
觀察	vaatlus
碟	ketta
碟	plaat
碟	ketas
碟	plaadi
碟	ketta
碟	ketas
更好	parem
更好	paremad
更好	paremini
原文	originaalne
原文	originaal
原文	algne
好友	sõbrad
好友	sõber
好友	sõbranna
殖民	koloniseerida
序列	jada
序列	järjestus
支付	maksa
支付	tasumine
支付	maksmine
支付	makse
支付	maksed
被捕	arreteerida
被捕	vahistamine
被捕	arreteeritud
被捕	vahistatud
道德	moraal
道德	moraalne
道德	moraali
道德	moraal
道德	moraali
道德	moraal
分割	pooleks
史密斯	smithi
史密斯	smith
福利	kasu
福利	heaolu
指導	suunised
指導	juhised
指導	juhendamise
豹	pao
豹	leopard
豹	panter
翻	peegelda
翻	flip
大同	pax
查理	charlie
慈善	heategevuslik
慈善	filantroopia
慈善	heategevus
星期日	pühapäeviti
星期日	pühapäev
網球	tennis
建築物	hoone
建築物	ehitamine
建築物	ehitis
建築物	ehitised
建築物	hooned
古巴	kuuba
姊妹	õed
姊妹	õde
哲學	filosoofia
方程	võrrand
方程	võrrandid
味	maitse
合法	seaduslik
合法	seaduslik
合法	õiguspärane
完善	täiustamise
完善	täiuslikkust
地形	topograafia
地形	maastik
裴	bae
裴	pei
藍色	sinised
藍色	sinine
維修	parandus
維修	parandamine
維修	remont
維修	hooldamine
維修	hooldus
維修	remonti
詳細	detailne
詳細	üksikasjalikud
詳細	üksikasjalik
詳細	detaili
詳細	detail
詳細	üksikasjad
兔	jänes
兔	hare
兔	jänes
兔	küülik
經由	via
書店	raamatupoes
接觸	kontakt
接觸	kontakti
很好	mõnus
很好	kena
很好	nice
懷疑	kahtlus
懷疑	kahtlus
量子	quantum
掌握	oskus
流量	voo
流量	voolu
流量	vool
流量	voog
推薦	soovitatud
推薦	soovitas
推薦	soovita
推薦	soovitan
推薦	soovitatav
推薦	soovitatavad
推薦	soovituslik
推薦	soovitatud
推薦	soovitas
吉他	kitarr
淺	madal
淺	madalad
矛盾	paradoks
矛盾	vastuolu
激烈	raevukas
激烈	pingeline
激烈	intensiivne
方程式	valem
方程式	võrrand
方程式	võrrandid
課	õppetund
課	õppetunni
膜	membraani
演化	arenema
演化	areneda
演化	arenevad
演化	areng
演化	evolutsioon
演化	evolutsiooni
演化	arenev
演化	areneb
雙打	paarismängu
鏈	ahelad
鏈	ketid
鏈	kett
鏈	ketti
鏈	ketid
鏈	ahel
神社	pühamu
磁	magnet
磁	magnetism
迷你	mini
迷你	miniatuurne
殷	yin
美麗	kaunist
美麗	ilus
美麗	kaunid
美麗	ilusad
美麗	kaunis
鄰近	külgnevate
鄰近	läheduses
鄰近	lähedal
十一月	november
十一月	novembris
十一月	nov
射擊	laskmine
射擊	tulistamine
滑	libe
融合	integratsioon
融合	lõimumine
融合	integreerimine
更大	suuremad
更大	suurem
姓名	nimi
姓名	nimetus
姓名	name
姓名	nime
姓名	nimetused
姓名	nimed
跑道	raja
原理	põhimõte
原理	doktriin
條例	määrused
條例	reguleerimine
條例	regulatsioon
條例	määrus
條例	eeskiri
主管	ülevaataja
補充	täiendus
補充	täiendus
責任	vastutus
責任	vastutus
責任	kohustused
責任	vastutus
得分	skoor
得分	punktisumma
大眾	volkswagen
逸	yat
彗星	komeet
彗星	komeedid
敵人	vaenlane
箭	nooled
箭	nool
受歡迎	populaarne
受歡迎	populaarsed
櫻	sakura
警報	hoiatus
警報	häire
胺	amiin
餐廳	restoranid
餐廳	restoran
簽署	allkirjastamise
簽署	allkirjastamine
簽署	allkirjastatud
簽署	allkirjastanud
簽署	signatuur
簽署	allkiri
上游	ülesvoolu
紅外線	infrapuna
酶	ensüümi
酶	ensüüm
外部	väljaspool
外部	väljas
外部	välised
外部	väliselt
可用	saadaval
可用	kättesaadav
日本人	jaapani
日本人	jaapanlased
黑人	mustad
黑人	black
黑人	musta
黑人	must
鹽	soola
鹽	sool
浮	ujuvad
向量	vektori
向量	vektorite
數碼	digitaalse
數碼	digitaalne
態度	hoiak
態度	suhtumine
態度	suhtumist
穆罕默德	muhammad
穆罕默德	mohammed
成分	koostisosad
成分	koostisained
成分	koostisosa
模特兒	mudelid
模特兒	modellid
模特兒	mudel
模特兒	modell
模特兒	näidis
逐步	järkjärguline
逐步	progresseeruva
保羅	paul
防禦	kaitse
先前	eelnevalt
先前	varem
先前	varasem
先前	varem
先前	eelmised
先前	varasem
先前	eelmine
嚴	yan
簽名	märk
簽名	allkirjastatud
簽名	allkirjastanud
簽名	signatuur
簽名	allkiri
回歸	tagasitulek
回歸	regressiooni
定理	teoreem
損失	kahjum
損失	kaotus
損失	kahjum
損失	kaod
注入	süstimine
注入	süst
注入	süsti
注入	süstida
注入	süsti
獅	lõvi
推廣	edendamine
推廣	edendada
僧	monk
僧	munk
升級	täiendatud
升級	uuendus
升級	uuendamine
升級	ajakohastamine
升級	täiendamine
升級	uuendamine
升級	uuendused
嘗試	proovi
嘗試	üritan
嘗試	püüan
氣象	meteoroloogia
氣象	meteoroloogiliste
氣象	ilm
隋	sui
人文	humanitaarteadused
魚類	kala
魚類	kalad
書籍	raamatud
書籍	raamatu
書籍	raamat
各國	riigid
施工	ehitamine
施工	ehitus
施工	konstruktsioon
效率	kasutegur
效率	tõhusus
效率	efektiivsus
六十	kuuskümmend
地域	geograafia
函數	funktsiooni
函數	funktsioon
函數	funktsioonid
勳章	medal
勳章	medalid
為何	miks
大橋	sild
佐藤	sato
征服	vallutus
征服	vallutama
征服	vallutada
整體	terviklik
聚集	kogunemine
弓	vibu
弓	kummardus
專用	pühendatud
專用	pühendunud
芬蘭	soome
女演員	näitleja
女演員	näitlejanna
防守	kaitse
宣告	väljakuulutamine
宣告	teadaanne
宣告	kuulutada
評價	hinnangud
評價	hindamine
評價	hinnang
校友	vilistlased
蛋	mune
蛋	munad
蛋	muna
鱷	krokodill
關閉	lähedal
關閉	sulge
關閉	off
瓊	joan
口徑	kaliibriga
口徑	kaliibriga
裁判	kohtunik
裁判	kohtunik
科學家	teadlane
科學家	teadlased
科學家	teadlaste
小小	pisike
小小	tilluke
下方	all
下方	allpool
架構	arhitektuur
葬	matmise
共享	jagatud
共享	jagamine
共享	jaga
共享	share
共享	jagada
共享	jagab
共享	aktsiad
累	väsinud
星期	nädal
星期	nädalad
星期	nädalaid
星期	nädalat
竣工	lõpuleviimist
竣工	lõpetamine
竣工	lõpuleviimine
指引	juhend
指引	giid
加工	töötlus
加工	töötlemine
斯洛伐克	slovakkia
等待	ootan
等待	ootel
等待	ootamine
等待	ootame
等待	oodake
等待	oota
山地	mäe
山地	mägi
改良	täiustatud
改良	paranenud
改良	täiustamine
改良	paranemine
改良	parandamine
改良	parandused
劇本	skripti
劇本	käsikiri
劇本	skript
發動機	mootor
發動機	mootorid
發動機	mootor
完美	perfektne
完美	ideaalne
完美	täiuslik
完美	täiuslikkust
夏天	suvel
夏天	suvi
夏天	suve
氧	hapnik
氧	hapnikku
借	laenatud
借	laenata
借	laena
立陶宛	leedus
立陶宛	leedu
縮寫	lühend
縮寫	initsiaalid
玫瑰	roosid
玫瑰	rose
玫瑰	roos
玫瑰	roosi
記憶	mälestusi
記憶	mälestused
記憶	memory
記憶	mälu
記憶	mälestus
座位	istmed
座位	iste
座位	istet
座位	istekoht
宣言	manifest
宣言	deklaratsioon
田中	tanaka
期刊	ajakirjad
期刊	päevik
期刊	perioodilised
大規模	massiivne
合同	lepingud
合同	leping
遊行	paraadi
遊行	paraad
遊行	rongkäik
喜劇	komöödia
人氣	populaarne
人氣	populaarsed
人氣	populaarsus
順利	tõrgeteta
順利	sujuv
順利	mahe
順利	sile
美術	art
美術	kunsti
美術	kunst
光明	hele
光明	valgus
光明	valgust
光明	kerge
平安	turvaline
平安	ohutu
平安	peace
平安	rahu
哈利	harry
垂直	vertikaalselt
垂直	risti
垂直	vertikaalne
網上	võrgus
網上	online
主辦	korraldas
技能	oskused
技能	oskusi
技能	oskused
技能	oskus
技能	oskuste
帆	purjetada
帆	purjed
帆	purjed
雅典	ateena
姓氏	perekonnanimi
立場	asukoht
立場	positsioon
立場	asend
豐富	külluslik
豐富	rikkaks
豐富	rikkad
豐富	rikkalik
豐富	rich
豐富	rikas
砂	liiv
砂	liiva
上方	eespool
上方	ülalpool
上方	ülal
男孩	poiss
男孩	poisid
梨	pirn
梨	pirni
梨	pirnid
加速	kiirendamine
加速	kiirendus
加速	kiirendamine
加速	kiirendada
感情	emotsioon
感情	emotsioonid
感情	emotsiooni
感情	suhe
感情	seos
感情	suhted
感情	emotsioonid
感情	tundeid
感情	tunded
狐	rebane
狐	rebase
狐	fox
重複	klooni
自殺	enesetapp
利物浦	liverpooli
比利時	belgia
智慧	luure
智慧	tarkust
智慧	tarkus
尺寸	suurused
尺寸	mõõtmed
尺寸	mõõdud
尺寸	suurus
嫁	abielluda
嫁	abiellu
樂隊	bänd
樂隊	ansambel
樂隊	ajavahemikku
信徒	usklikud
同志	seltsimees
騎	ratsutamine
騎	ratsutada
騎	sõit
體育館	arena
體育館	võimla
體育館	jõusaal
體育館	gümnaasium
體育館	staadion
逆	vastupidine
逆	tagurpidi
逆	vastand
逆	vastupidine
鐘	zhong
鐘	kell
鐘	kella
鐘	jong
鐘	chung
鐘	kella
鐘	belli
鐘	bell
分享	jagatud
分享	jagamine
分享	jaga
分享	share
分享	jagada
分享	jagab
分享	aktsiad
班機	lendu
班機	lennu
班機	lend
入圍	finalist
入圍	finalistid
時報	ajad
擴大	laiendamine
擴大	laieneb
擴大	laiendatud
擴大	laiendamine
擴大	laienemine
擴大	laienemine
擴大	suurenenud
擴大	laienenud
擴大	laiendada
讀者	lugejad
讀者	lugeja
有名	kuulsad
有名	kuulus
指數	indeks
指數	index
指數	eksponentsiaalne
指數	indekseid
指數	indeksid
猴	ahv
猴	pärdik
帝王	keiserlik
撰寫	kirjutada
撰寫	kirjuta
撰寫	kirjutage
撰寫	kirjutamine
撰寫	kirjutatud
撰寫	kirjalik
