और	un
अकादमी	akadēmijas
अकादमी	akadēmija
अकादमी	akadēmijā
अकादमी	academy
सतह	virsma
देव	dev
देव	deo
युक्त	ukraina
अभियान	kampaņas
अभियान	kampaņa
अभियान	kampaņā
घोषित	deklarēts
घोषित	deklarēt
घोषित	paziņots
घोषित	paziņoja
लिखी	rakstisks
लिखी	rakstveida
लिखी	uzrakstīts
लिखी	rakstiska
सिस्टम	sistēmu
सिस्टम	sistēma
सिस्टम	sistēmas
सिस्टम	sistēmas
किनारे	stūriem
किनारे	stūri
किनारे	malām
किनारे	malas
किनारे	malas
किनारे	malu
किनारे	mala
कार्बन	oglekļa
कार्बन	oglekli
कार्बन	ogleklis
प्रतिक्रिया	reakcija
प्रतिक्रिया	reakcijas
प्रतिक्रिया	atsauksmes
प्रतिक्रिया	reaģēt
प्रतिक्रिया	reaģē
प्रतिक्रिया	reaktīvo
प्रतिक्रिया	reakcija
प्रतिक्रिया	atbilde
गणित	matemātikā
गणित	matemātika
गणित	matemātika
गणित	matemātiķis
गणित	aritmētiskā
गणित	matemātikas
गणित	matemātika
मौत	nāve
मौत	nāves
विवाद	strīdus
विवाद	domstarpības
विवाद	strīdi
विवाद	domstarpības
विवाद	strīdu
विवाद	strīds
अली	ali
ग्रहण	aptumsums
तकनीकी	tehniskais
तकनीकी	tehniskā
माँ	māmiņas
माँ	mammas
माँ	mammu
माँ	mammai
माँ	mamma
माँ	mammas
माँ	māte
माँ	mātes
विष्णु	višnu
मैदान	līdzenumi
मैदान	plain
मैदान	vienkārša
मैदान	vienkāršs
मैदान	apvidus
मैदान	reljefa
मैदान	zeme
मैदान	malti
मैदान	zemes
विमान	aviācija
विमान	lidmašīnas
विमान	lidaparāti
विमान	lidmašīna
सक्षम	aktivizēta
सक्षम	ieslēgts
सक्षम	ieslēgti
सक्षम	aktivizēts
सक्षम	ieslēgta
सक्षम	ļāva
सक्षम	spējīgs
सक्षम	spēj
सक्षम	spējīgi
वातावरण	vide
वातावरण	gaisotne
वातावरण	atmosfēra
वातावरण	atmosfērā
वातावरण	atmosfēras
लागत	izmaksas
लागत	izmaksas
सीधे	taisni
सीधे	taisna
सीधे	tieši
प्रेस	spied
प्रेस	nospiest
प्रेस	preses
प्रेस	nospied
प्रेस	prese
रोमन	romāns
रोमन	romans
रोमन	romiešu
मील	jūdžu
मील	jūdzes
लोकसभा	parlaments
अज्ञात	nezināma
अज्ञात	nezināms
अज्ञात	anonīmi
अज्ञात	anonīma
अज्ञात	anonīmā
अज्ञात	anonīms
रेखा	līnija
पार	krustu
पार	krusta
पार	krusts
लेखन	rakstīšana
लेखन	raksta
लेखन	rakstot
सेंट	centi
बोली	piedāvājums
बोली	piedāvājumi
नष्ट	iznīcināta
नष्ट	iznīcināts
नष्ट	iznīcināti
नष्ट	iznīcina
नष्ट	iznīcina
नष्ट	iznīcināt
परंपरा	tradīcijas
परंपरा	tradīcija
परंपरा	tradīciju
राशि	apjoms
राशि	apmērs
राशि	summa
दृष्टिकोण	pieeja
दृष्टिकोण	pieeju
भाव	emocijām
भाव	emocijas
भाव	žestu
भाव	žests
भाव	jēga
भाव	saprāts
हवा	vēju
हवा	vēja
हवा	vējš
पाठ	teksts
वैदिक	vedic
गठन	rāmji
गठन	rāmja
गठन	kadrs
गठन	rāmis
गठन	rāmi
गठन	veidošanos
गठन	dibināšana
गठन	veidošanās
गठन	dibināšanas
गठन	veidošana
नागरिक	pilsoniskās
नागरिक	pilsoņa
नागरिक	pilsonis
अस्तित्व	esamība
अस्तित्व	pastāvēšana
अस्तित्व	esība
अस्तित्व	izdzīvošanu
अस्तित्व	dzīvildze
अस्तित्व	izdzīvošana
अस्तित्व	izdzīvošanas
गंभीर	nopietna
गंभीर	nopietni
गंभीर	nopietns
गंभीर	nopietnas
गंभीर	kritiskie
गंभीर	kritiski
गंभीर	kritisko
गंभीर	kritiska
गंभीर	kritisks
समझ	saprast
समझ	izprast
समझ	saprotu
समझ	sapratne
समझ	izpratni
समझ	izpratne
समझ	saprašanās
किस	buča
किस	skūpsts
प्रशासन	ievadīšana
प्रशासन	administrācija
आदेश	mandāts
आदेश	pilnvaras
आदेश	pasūtījums
आदेश	kārtība
आदेश	pasūtīt
आदेश	rīkojums
आदेश	secība
आदेश	rīkojumi
आदेश	pasūtījumu
आदेश	pavēle
आदेश	pasūtījumi
आदेश	pasūtījumus
सैन्य	militāra
सैन्य	militārie
सैन्य	militārā
सैन्य	militāri
सैन्य	militāro
अंदर	iekšpusē
अंदर	iekšā
अंदर	iekštelpu
अंदर	telpās
छह	sešus
छह	seši
छह	sešas
ग्रन्थ	teksti
ग्रन्थ	tekstus
भाषाएँ	valodas
भुगतान	izmaksa
भुगतान	maksājumi
भुगतान	samaksa
भुगतान	maksājums
भुगतान	maksājumus
भुगतान	maksājumi
उनसे	viņiem
ध्वनि	skaņu
ध्वनि	skaņa
ध्वनि	skaņas
ध्वनि	izklausās
ध्वनि	skaņas
ध्वनि	skan
निवास	rezidence
निवास	uzturēšanās
निवास	dzīvesvieta
निवास	dzīvesvietu
निवास	dzīvesvietas
अरबी	arābu
हत्या	slepkavības
हत्या	slepkavība
हत्या	slepkavības
हत्या	slepkavība
हत्या	slepkavību
हत्या	nonāvēšana
हत्या	nogalināšana
हत्या	nonāvēšanas
हत्या	nogalināšanas
दिखाया	rādīja
दिखाया	parādīja
पवित्र	svēto
पवित्र	svētais
पवित्र	svēta
विभाजित	dalīts
विभाजित	dala
विभाजित	dalījums
विभाजित	sadalīt
इकाई	mērvienības
इकाई	vienības
इकाई	vienība
अम्ल	skābi
अम्ल	skābe
अम्ल	skābes
आए	atnācu
आए	atnāca
प्रबंधक	pārvaldnieks
प्रबंधक	vadītājs
प्रबंधक	vadītāji
प्रबंधक	pārvaldnieki
वही	pašas
वही	pašu
संग्रहालय	muzeji
संग्रहालय	muzeju
संग्रहालय	muzeja
संग्रहालय	muzejā
संग्रहालय	muzejs
जीता	uzvar
जीता	uzvaras
जीता	uzvarēs
जीता	uzvarēja
जीता	uzvarējis
जीता	ieguva
मुद्रा	valūta
मुद्रा	naudu
मुद्रा	nauda
मुद्रा	naudas
मतलब	līdzekļi
मतलब	nozīmē
मतलब	vidējais
युवा	jaunatne
युवा	jaunieši
युवा	jaunība
युवा	jauni
शहरों	pilsētu
शहरों	pilsētas
अंतरिक्ष	telpa
अंतरिक्ष	kosmoss
संचार	komunikācija
संचार	paziņojums
संचार	saziņa
संचार	komunikācijas
संचार	komunikācija
संचार	sakari
संचार	paziņojumi
संचार	saziņa
संचार	komunikāciju
संचार	komunikācijas
प्रसारण	pārraida
प्रसारण	pārraide
प्रसारण	raidījums
प्रसारण	raidījumu
प्रसारण	apraides
प्रसारण	apraide
प्रसारण	raidījumus
प्रसारण	apraides
प्रसारण	apraide
फुटबॉल	futbols
नियमित	regulārā
नियमित	regulārs
नियमित	regulāras
नियमित	regulāri
नियमित	regulāra
व्याख्या	piezīme
व्याख्या	interpretācijas
व्याख्या	interpretāciju
व्याख्या	interpretācijā
व्याख्या	interpretēt
व्याख्या	interpretācija
व्याख्या	paskaidrojums
व्याख्या	izskaidrojums
व्याख्या	skaidrojums
शेष	atlikums
शेष	atlikušās
शेष	atlikusī
शेष	atlikušais
शेष	palicis
शेष	kreisais
शेष	kreisā
शेष	palikusi
दावा	apgalvojums
दावा	prasība
दावा	apgalvojumi
दावा	prasības
दावा	pieprasījumi
मोबाइल	mob
मोबाइल	mobilo
मोबाइल	mobilais
संभावना	iespējas
संभावना	izredzes
संभावना	visticamāk
संभावना	varbūtības
संभावना	varbūtību
संभावना	iespējamība
संभावना	varbūtība
दिवस	dienu
दिवस	dienā
दिवस	diena
विधायक	likumdevēju
विधायक	likumdevēji
विधायक	likumdevējs
विधायक	likumdevējam
तर्क	arguments
तर्क	argumentācija
तर्क	loģiku
तर्क	loģika
तर्क	loģikas
आपके	tavas
आपके	tavu
आपके	tavs
आपके	jūsu
आपके	tava
विरुद्ध	pret
परीक्षा	testa
परीक्षा	tests
परीक्षा	pārbaude
परीक्षा	izskatīšana
परीक्षा	eksāmens
परीक्षा	eksāmeni
पाई	pīrāgs
पाई	pīrāgu
महाभारत	mahābhārata
खाद्य	ēdami
खाद्य	uzturā
भविष्य	nākotnes
भविष्य	nākotne
भविष्य	nākotnē
भविष्य	nākotni
बिक्री	noiets
बिक्री	pārdošana
बिक्री	izpārdošana
बिक्री	pārdošana
इंटरनेट	interneta
इंटरनेट	internets
सम्मेलन	konference
सम्मेलन	konferencē
सम्मेलन	konvents
सम्मेलन	konvencija
सम्मेलन	konventa
सम्मेलन	konvenciju
रानी	dāma
रानी	karaliene
रानी	queen
रानी	karalienes
सिटी	pilsēta
अच्छे	laba
अच्छे	labas
अच्छे	labi
अच्छे	labs
अच्छे	labais
तुम	tu
तुम	tevi
तुम	jums
तुम	tev
तुम	jūs
सिर	vadītājs
सिर	galvu
सिर	galvas
सिर	galva
दबाव	spiediena
दबाव	spiediens
बोर्ड	padomju
बोर्ड	dēļi
बोर्ड	valdi
ख़ान	khan
नियुक्त	iecelt
नियुक्त	ieceļ
नियुक्त	nolīga
नियुक्त	iecelti
नियुक्त	iecelta
नियुक्त	iecelts
फरवरी	februārī
फरवरी	februāra
फरवरी	februāris
फरवरी	februāra
फरवरी	feb
नेशनल	nacionālais
उर्दू	urdu
संसार	pasaule
संसार	pasaulē
