and	ja
serious	vakava
headquarters	toimipaikka
headquarters	pääkonttori
headquarters	päätoimipaikka
headquarters	päämaja
officially	virallisesti
cemetery	hautausmaa
cemetery	hautausmaan
cemetery	hautausmaalle
memory	muistin
memory	muisto
memory	muistot
memory	muisti
memory	muistia
fields	fields
fields	kentät
fields	kenttiä
generation	sukupolven
generation	sukupolvea
generation	sukupolvi
join	liittyä
join	liity
copies	kopioita
copies	kopiot
finals	finaaliin
finals	finaali
fox	fox
fox	kettu
continues	jatkuu
representative	edustava
representative	edustaja
destroyed	tuhottu
destroyed	hävitetty
destroyed	tuhosi
destroyed	tuhoutunut
feet	jalkojen
feet	jalat
guy	guy
guy	kaveri
guy	jätkä
guy	äijä
philippines	filippiineillä
philippines	filippiinien
philippines	filippiinit
revealed	paljastanut
revealed	paljasti
revealed	paljastunut
revealed	paljastui
organized	järjestelmällinen
organized	järjestäytyneen
organized	järjestäytynyt
organized	järjestetty
serves	palvelee
conservative	konservatiivien
conservative	konservatiivinen
conservative	konservatiivit
share	jakaa
share	osuus
share	jaa
maria	mariaa
maria	maria
disease	tauti
disease	taudista
disease	sairaus
disease	taudit
sections	jaksot
philosophy	filosofiaa
philosophy	filosofian
philosophy	filosofia
ways	tapoja
ways	keinoja
ways	keinot
ways	tavat
arrived	saapuivat
arrived	saapuneet
arrived	saapui
arrived	saapunut
divided	jaettuna
divided	jaettu
floor	kerros
floor	lattia
labour	työvoima
labour	työvoiman
logo	logo
meets	täyttää
meets	kokoontuu
yard	telakka
yard	pihan
yard	piha
cancer	syöpää
cancer	syöpä
offer	tarjota
offer	tarjous
offer	tarjouksen
offer	tarjoa
tax	veroja
tax	verotus
tax	vero
tax	verot
expected	odotettavissa
expected	odotettu
expected	odotetaan
expected	odotettiin
traffic	ruuhka
traffic	liikenteen
traffic	liikenne
traffic	ruuhkaa
traffic	liikennettä
concerns	huolia
concerns	huolet
graduated	valmistunut
graduated	valmistui
guest	vieras
guest	vierasta
jews	juutalaiset
jews	juutalaisia
formation	muodostaminen
formation	muodostuminen
meant	tarkoitti
meant	merkitsi
economy	talous
economy	talouden
storm	myrsky
storm	myrskyn
storm	myrskyä
storm	storm
mile	kilometrin
mile	mailin
mile	mailia
protected	suojeltu
protected	suojattu
protected	suojellut
bowl	kulho
bowl	bowl
letters	kirjeet
letters	kirjeitä
letters	kirjain
letters	kirjaimia
letters	kirjaimet
begins	alkaa
classic	klassinen
classic	classic
classic	klassista
classic	klassikko
damage	vaurio
damage	vahinko
damage	vahingot
damage	vahinkoa
damage	vauriot
harry	harryn
harry	harry
offers	tarjoaa
offers	tarjoukset
offers	tarjouksia
davis	davis
challenge	haaste
challenge	haastaa
challenge	haasteet
views	näkymät
views	näköalat
views	näkemyksiä
marked	merkitsi
marked	merkitty
marked	merkityt
allows	sallii
allows	mahdollistaa
density	tiheys
literary	kirjallisuus
literary	kirjallisuuden
htm	htm
ben	ben
ben	benin
transportation	liikenne
transportation	kuljetukset
transportation	kuljetus
transportation	kuljetuksen
kentucky	kentucky
sales	myynnin
sales	myynti
sales	myyntiä
fleet	laivaston
fleet	laivue
fleet	kalusto
fleet	laivasto
supporting	tuetaan
supporting	tukea
supporting	tukee
captured	vangittu
extra	ylimääräiset
extra	ylimääräistä
extra	extra
extra	ylimääräinen
extra	lisä
recognized	tunnustettu
recognized	tunnistin
recognized	tunnisti
arizona	arizonassa
arizona	arizonan
compared	verrattuna
theme	teema
theme	teemaa
theme	teeman
theme	aihe
francis	francis
moscow	moskova
moscow	moskovassa
moscow	moskovan
moscow	moskovaan
interested	kiinnostuneita
interested	kiinnostunut
interested	kiinnostaa
interested	kiinnostuneet
heard	kuultu
heard	kuullut
heard	kuulin
heard	kuuli
behavior	käyttäytymisen
behavior	käyttäytyminen
behavior	käytöksen
behavior	käytöstä
behavior	käytös
transferred	siirretty
transferred	siirretyt
transferred	siirrettiin
environmental	ympäristön
environmental	ympäristö
blank	tyhjä
musician	muusikko
starring	pääosassa
assigned	määrätty
assigned	osoitettu
assigned	määritetyt
assigned	määritetty
seats	istuimet
seats	paikat
tennis	tennis
tennis	tennistä
percent	prosenttia
logs	lokit
display	näyttö
display	näytön
convention	yleissopimus
convention	yleissopimuksen
ring	rengas
ring	sormus
ring	kehä
ring	soida
joint	yhteinen
joint	yhteisen
brian	brian
brian	brianin
planned	suunnitteilla
planned	suunnitellut
planned	suunniteltu
universities	yliopistoja
universities	yliopistot
universities	yliopistojen
universities	korkeakoulut
yards	jaardia
communist	kommunisti
communist	kommunistinen
communist	kommunistit
agent	agentti
difference	ero
difference	erotus
difference	eroa
animal	eläin
animal	eläintä
animal	eläimet
animal	eläinten
czech	tsekin
czech	tšekin
positions	asemat
stay	jää
stay	pysy
combat	torjua
palace	palace
palace	palatsi
card	kortin
card	kortti
ordered	määräsi
ordered	tilattu
ordered	tilasi
ordered	tilannut
opposition	vastustus
opposition	opposition
opposition	oppositio
understanding	ymmärtää
understanding	yhteisymmärrys
understanding	ymmärtäminen
understanding	ymmärrys
understanding	ymmärtäväinen
understanding	ymmärrystä
wrestling	painia
critics	kriitikot
growing	kasvava
growing	kasvavat
growing	kasvaa
hands	kädet
hands	käsien
participated	osallistuivat
participated	osallistuneet
participated	osallistui
participated	osallistunut
revert	palauta
poetry	runoutta
poetry	runoja
materials	materiaaleja
materials	materiaali
materials	ainekset
materials	materiaalien
materials	materiaalit
turkish	turkkilainen
turkish	turkin
turkish	turkki
paid	maksetut
paid	maksettu
paid	maksanut
paid	maksoi
promotion	markkinointia
promotion	ylennys
promotion	markkinointi
promotion	edistäminen
apparently	nähtävästi
apparently	ilmeisesti
battalion	pataljoona
mobile	mobile
mobile	liikkuva
mobile	liikkuvat
mobile	matkapuhelin
additions	lisäykset
additions	lisäyksiä
row	rivin
row	rivi
merged	yhdistetyt
merged	yhdistetty
metropolitan	metropolitan
figures	lukuja
figures	luvut
existence	olemassaoloa
existence	olemassaolo
eye	silmä
eye	eye
eye	silmät
louisiana	louisianan
lewis	lauri
lewis	lewis
lewis	lewisin
melbourne	melbourne
austria	itävalta
austria	itävallassa
austria	itävallan
brigade	prikaati
screen	ruutu
screen	näyttö
screen	näytön
risk	riskiä
risk	vaara
risk	riskit
risk	riski
ban	kieltää
ban	kiellä
ban	kielto
ban	kieltäminen
legislative	lainsäädäntö
definition	määrittely
definition	määritelmä
definition	määritelmät
indeed	todellakin
draw	piirrä
draw	tasapeli
draw	piirtää
application	sovellus
application	hakemuksen
application	sovelluksen
application	hakemus
application	soveltaminen
steel	steel
steel	terästä
steel	teräs
steel	teräksen
presence	läsnäolon
presence	läsnä
presence	läsnäolo
expansion	laajentuminen
expansion	laajentaminen
expansion	laajeneminen
expansion	laajennus
earl	earl
earl	jaarli
max	max
max	maksimi
wild	wild
wild	villiä
wild	hurja
wild	villi
planning	suunnittelu
planning	suunnittelua
comic	comic
comic	sarjakuva
adopted	hyväksytty
adopted	hyväksyttiin
adopted	hyväksyi
adopted	adoptoitu
adopted	hyväksytyt
easy	helppo
easy	helppoa
plus	lisäksi
plus	plus
plus	plussaa
happy	hyvää
happy	onnellinen
happy	tyytyväinen
happy	iloinen
acts	säädökset
acts	tekoja
acts	teot
classes	kurssit
classes	tunnit
classes	luokat
iowa	iowa
grew	kasvoi
grew	kasvanut
save	tallenna
save	säästä
wins	voittaa
theater	teatteri
exists	olemassa
roles	roolit
roles	rooleja
chance	sattuma
chance	chance
chance	mahdollisuus
prevent	estä
prevent	estettävä
prevent	ehkäistä
prevent	estää
candidates	hakijat
candidates	ehdokkaat
candidates	ehdokkaiden
candidates	ehdokkaita
object	esine
object	kohde
felt	tunsi
felt	tuntui
felt	huopa
felt	tuntenut
powers	voimia
powers	powers
powers	valtuudet
powers	voimat
birds	lintuja
birds	linnut
birds	lintujen
spread	levitä
spread	levinnyt
spread	leviäminen
defeat	tappio
defeat	tappion
defeat	häviö
cape	cape
cape	kap
cape	viitta
identified	tunnistettu
identified	yksilöity
regions	alueet
mine	minun
mine	miina
mine	kaivos
sides	osapuolet
jul	heinä
showing	näytetään
showing	näyttäminen
teaching	opettaa
teaching	opettaminen
teaching	opetus
teaching	opetusta
guidelines	suuntaviivat
guidelines	ohjeet
guidelines	ohjeita
guidelines	suuntaviivojen
guidelines	suuntaviivoja
simon	simon
simon	simo
depth	syvyys
depth	syvyyteen
lyrics	sanat
christmas	joulu
christmas	joulua
christmas	joulun
christmas	jouluna
declined	kieltäytyi
declined	kieltäytynyt
greece	kreikka
express	ilmaista
express	express
federation	federaatio
federation	liitto
federation	federaation
federation	liittovaltio
voivodeship	voivodikunta
journalist	lehtimies
journalist	toimittaja
journalist	journalisti
intelligence	älykkyys
intelligence	tiedustelu
intelligence	älyä
intelligence	tiedustelupalvelu
occurred	esiintyi
connection	yhteys
connection	yhteyden
displayed	näytetty
portuguese	portugalia
portuguese	portugali
portuguese	portugalin
declared	ilmoitettu
declared	julisti
declared	julistettiin
declared	julistettu
constitution	perustuslaki
constitution	perustuslain
presidential	presidentin
sons	poikia
plot	juoni
plot	tontti
dates	päivämäärät
dates	päivämääriä
firm	luja
ends	päättyy
ends	loppuu
pilot	pilotti
pilot	lentäjä
relatively	suhteellisen
manchester	manchester
queensland	queenslandin
americans	amerikkalaisia
americans	amerikkalaiset
americans	yhdysvaltalaiset
introduction	esittely
introduction	käyttöönotto
introduction	johdanto
directors	johtajat
vehicle	ajoneuvo
vehicle	ajoneuvoa
vehicle	ajoneuvon
stock	osakkeet
stock	osake
stock	kannan
stock	kalusto
stock	varastot
stock	varasto
vehicles	ajoneuvot
vehicles	ajoneuvojen
israeli	israelin
israeli	israelilaiset
frequently	usein
hills	hillsin
hills	hills
performing	esiintyminen
performing	suorittaa
performing	esiintymistä
northwest	luoteeseen
drug	huumeet
drug	huume
drug	huumeiden
drug	lääke
visit	vierailun
visit	vierailu
visit	käymään
visit	käy
visit	käynti
residence	kotipaikka
residence	residence
residence	asuinpaikka
residence	oleskelu
walter	walterin
walter	valtteri
walter	walter
interesting	mielenkiintoinen
interesting	mielenkiintoista
interesting	kiinnostavaa
moon	kuuta
moon	kuu
moon	kuun
moon	moon
limit	raja
limit	rajoitus
limit	rajaa
limit	rajoita
minute	minuutti
minute	minuutissa
minute	minuutin
bell	bell
athletics	yleisurheilu
reduced	alentunut
reduced	vähentynyt
reduced	alennettu
wind	tuulta
wind	tuuli
wind	tuulen
oklahoma	oklahoma
architect	arkkitehti
ideas	ideat
ideas	ajatuksia
ideas	ideoita
electronic	sähköiset
electronic	sähköisen
electronic	sähköinen
electronic	elektroninen
electronic	elektroniset
crown	kruunua
crown	crown
crown	kruunu
crown	kruunun
younger	nuoremman
younger	nuorempia
younger	nuorempi
anderson	andersonin
anderson	anderson
step	vaihe
step	askel
step	astu
weapons	aseita
weapons	aseet
unable	kykenemätön
neutral	puolueeton
neutral	neutraali
connected	kytketty
connected	yhdistetty
connected	yhteydessä
connected	liitetty
switzerland	sveitsissä
switzerland	sveitsi
switzerland	sveitsin
armed	aseellinen
armed	viritetty
armed	aseistettu
weekly	viikossa
weekly	viikoittainen
weekly	viikoittain
weekly	viikko
rating	arvio
rating	arvostelu
rating	luokitus
programme	ohjelman
programme	ohjelma
squad	joukkue
squad	ryhmä
multi	usean
dynasty	dynastian
cold	kylmä
cold	kylmää
cold	kyl
granted	myönnetään
granted	myönnetyt
granted	myönnetty
alliance	liitto
alliance	allianssi
methods	menetelmiä
methods	menetelmät
sam	samuli
sam	sam
sam	samin
alabama	alabaman
albert	albert
tropical	trooppinen
tropical	trooppisten
vietnam	vietnamin
vietnam	vietnam
vietnam	vietnamiin
vietnam	vietnamissa
dvd	dvd
refers	viittaa
heat	lämpöä
heat	kuumuus
heat	lämpö
heat	helle
fans	faneja
fans	fanien
fans	fanit
fans	faneille
surrounding	ympäröivän
surrounding	ympäröivä
credit	hyvitys
credit	luotto
credit	luottoa
commons	commons
boat	vene
boat	laiva
boat	veneen
boat	venettä
boxes	laatikoiden
boxes	laatikoita
boxes	laatikot
ethnic	etninen
ethnic	etnistä
ethnic	etniset
ethnic	etnisten
speaking	puhuu
speaking	puhuminen
fell	putosi
fell	kaatui
arena	arena
arena	areenalla
arena	areena
roads	teiden
roads	tiet
core	ytimen
core	ytimessä
core	ydin
dog	koiran
dog	koira
kill	tapa
kill	tappaa
kill	tappakaa
athletic	urheilullinen
negative	kielteinen
negative	negatiiviset
negative	negatiivinen
confirmed	varmistettu
confirmed	vahvistetut
confirmed	vahvistanut
confirmed	vahvistettu
sixth	kuudennen
sixth	kuudes
edge	reuna
edge	edge
edge	reunan
jesus	jeesus
tools	välineitä
tools	välineet
tools	työkalut
tools	työkaluja
colonel	eversti
weak	heikko
weak	heikkoa
weak	heikot
chosen	valittu
chosen	valitut
brand	brändin
brand	brand
brand	merkki
nfl	nfl
rise	nouskaa
rise	nousu
supply	tarjonnan
supply	tarjonta
supply	toimitukset
tradition	perinteitä
tradition	perinteet
tradition	perinne
household	kotitaloudet
household	kotitalouden
household	kotitalouksien
spirit	hengen
spirit	henki
task	tehtävän
task	tehtävä
slightly	hieman
slightly	hiukan
howard	howardin
howard	howard
incident	välikohtaus
develop	kehittyy
develop	kehittää
develop	kehittyä
southeast	kaakkoon
southeast	kaakkois
sunday	sunnuntaina
sunday	sunnuntaita
sunday	sunnuntai
discuss	keskustele
discuss	keskustella
stats	tilastot
stats	tilastoja
climate	ilmasto
topics	aiheet
topics	aiheita
purchased	hankittu
purchased	osti
purchased	ostettu
communications	viestintä
communications	tietoliikenne
communications	viestinnän
chapter	luku
broken	rikkinäinen
broken	rikottu
broken	rikki
singapore	singaporessa
singapore	singaporen
situated	sijaitsee
license	ajokortti
license	lisenssi
deaths	kuolemia
deaths	kuolemat
passing	ohimenevä
citizens	kansalaisten
citizens	kansalaisia
citizens	kansalaiset
guns	aseita
guns	tykit
guns	aseet
trees	puita
trees	puut
trees	puista
gone	mennyt
gone	poissa
improved	parani
improved	parantunut
improved	parannettu
visual	visuaalinen
pope	paavin
pope	paavi
pope	pope
officials	virkamiehiä
officials	virkamiesten
officials	virkamiehet
sat	istui
sat	istuin
glass	lasi
glass	lasia
glass	lasin
glass	lasista
glass	lasinen
miller	miller
miller	millerin
posted	julkaistu
posted	julkaisi
posted	lähetetty
posted	lähetetyt
posted	julkaissut
estimated	arvio
estimated	arvioidut
estimated	arviolta
estimated	arvioitu
contain	sisältävät
brazilian	brasilian
sexual	seksuaalista
sexual	sukupuoli
sexual	seksuaalinen
defence	puolustukseen
defence	puolustus
defence	puolustusta
defence	puolustaminen
rich	rikkaita
rich	rikkaat
rich	rich
rich	rikas
fast	nopeaa
fast	nopea
fast	nopeasti
properties	kiinteistöt
properties	ominaisuudet
taught	opetti
taught	opetettu
taught	opettanut
extensive	laajat
extensive	laaja
exhibition	näyttely
exhibition	näyttelyyn
exhibition	näyttelyä
exhibition	näyttelyssä
exhibition	messut
speech	puhe
speech	puhetta
speech	puheenvuoro
les	les
proposal	ehdotus
straight	suoraan
straight	hetero
straight	suorat
straight	suora
internal	sisäistä
internal	sisäisen
internal	sisäinen
internal	sisäiset
effective	tehokasta
effective	tehokas
effective	tehokkaat
solution	ratkaisu
solution	liuos
solution	ratkaisua
fashion	muoti
fashion	muotia
fashion	muodin
foot	jalkaa
foot	jalka
foot	jalan
orange	orange
orange	oranssi
orange	appelsiini
argentina	argentiina
argentina	argentiinan
brief	lyhyt
brief	lyhyesti
performances	esityksiä
performances	esitykset
adult	aikuiset
adult	aikuinen
adult	aikuista
adult	aikuisten
identity	identiteetin
identity	identiteetti
identity	henkilöllisyys
singers	laulajia
inspired	inspiroi
discussed	keskusteli
discussed	keskustellut
require	vaadi
require	vaatia
require	edellytä
transfer	siirrä
transfer	siirrettävä
transfer	siirto
transfer	siirrot
egypt	egypti
egypt	egyptin
egypt	egyptissä
egypt	egyptiin
cells	solujen
cells	soluja
cells	solut
cells	kennot
patrick	patrick
patrick	patrik
quebec	quebec
connecticut	connecticut
scoring	pisteytys
anthony	anthony
permanent	pysyvää
permanent	vakituinen
permanent	pysyvä
phase	vaihe
audience	yleisö
audience	kohderyhmä
audience	kohderyhmän
audience	kohderyhmää
audience	yleisöä
motion	liike
motion	esitys
blues	blues
hungarian	unkarilaiset
hungarian	unkaria
hungarian	unkari
hungarian	unkarin
arab	arabi
trains	junia
trains	junien
trains	junat
sets	sarjat
sets	asettaa
begin	aloita
eyes	silmiä
eyes	katse
eyes	silmät
studios	studios
criminal	rikolliset
criminal	rikollista
criminal	rikollinen
commonwealth	yhteisö
finish	loppuun
communication	viestintä
communication	tiedonanto
communication	tiedonannon
scope	laajuus
accused	syytetty
accused	syytetyt
accused	syytettynä
divisions	divisioonaa
accept	hyväksy
accept	hyväksyä
warning	varoitus
alan	alan
objects	esineitä
objects	esineet
objects	kohteet
diego	diego
contest	kilpailuun
contest	kilpailun
contest	kisaa
contest	kilpailu
fighter	taistelija
fighter	hävittäjä
coaches	valmentajat
beat	hakata
beat	hakkaa
extremely	äärimmäisen
extremely	erittäin
ford	fordin
ford	ford
swiss	sveitsi
swiss	sveitsiläinen
swiss	sveitsin
sorry	anteeksi
houston	houston
houston	houstoniin
houston	houstonin
worldwide	maailmanlaajuiset
worldwide	maailmanlaajuinen
worldwide	maailmanlaajuisesti
showed	osoitti
showed	näytti
cathedral	katedraali
losing	häviää
losing	häviäminen
losing	menettää
losing	häviöllä
advance	ennakko
advance	ennakkoon
advance	eteneminen
reality	todellisuus
reality	todellisuuden
reality	todellisuutta
broadcasting	lähetykset
adam	adam
vandalism	vandalismia
enemy	vihollisia
enemy	viholliset
enemy	vihollinen
youtube	youtubessa
youtube	youtube
assessed	arvioitiin
assessed	arvioinut
billion	miljardi
billion	miljardia
buried	haudattu
buried	haudattuna
buried	haudattiin
belgium	belgia
