категорија	kategooria
масла	õlid
организирано	organiseeritud
класифицирани	liigitatud
класифицирани	klassifitseeritud
класифицирани	salastatud
ривали	rivaalid
лажни	võlts
опозицијата	vastulause
опозицијата	opositsiooni
опозицијата	vastuseis
опозицијата	opositsioon
евентуално	võimalik
кук	cook
кук	kokk
изработката	koostamine
полк	rügement
полк	polki
лоара	loire
просторија	tuppa
просторија	ruum
просторија	tuba
моделите	mustrid
соседи	naabrid
соседи	naabrid
неделно	nädalane
неделно	nädalas
неделно	iganädalane
дамаск	damaskuse
бруно	bruno
повторува	kordub
хал	hal
черепот	kolju
черепот	pealuu
паѓаат	kukkumine
плажи	rannad
таблички	plaadid
таблички	taldrikud
делфин	delfiin
делфин	delphine
канцеларии	bürood
канцеларии	kontorid
одиграно	mängis
одиграно	mänginud
одиграно	mängitud
инструкции	juhised
инструкции	juhend
инструкции	juhendid
чувар	valdaja
чувар	hoidja
чувар	eestkostja
чувар	hooldaja
чувар	kaitsja
чувар	valvur
чувар	valvur
подобрува	parandab
потешкотии	raskusaste
потешкотии	raskused
потешкотии	raskused
нотација	notatsioon
сончева	päikese
сончева	päikeseenergia
судиите	kohtunikud
пречка	takistuse
пречка	takistus
поинаков	teistsugune
поинаков	erinevad
поинаков	erinev
клинички	kliiniline
клинички	kliinilised
клинички	kliiniliselt
именка	nimisõna
отворања	avad
купува	ostab
измислени	kujuteldav
измислени	leiutatud
измислени	leiutas
континентот	mandri
фан	ventilaator
фан	fänn
синовите	pojad
алесандро	alessandro
еквивалент	ekvivalent
еквивалент	samaväärne
еквивалент	võrdväärsed
придружува	kaasas
придружува	kaasas
трчање	jookseb
трчање	jooksmine
трчање	joostes
трчање	jooksmas
комуницираат	suhtlemine
драматург	näitekirjanik
означен	märgitud
означен	märgistatud
роџерс	rogers
духовен	vaimne
духовен	hingeline
бенџамин	benjamin
лиги	liigasse
арт	art
арт	kunsti
арт	kunst
рудник	minu
кажа	kaja
минимална	minimaalselt
минимална	miinimum
минимална	minimaalne
минимална	minimaalne
минимална	min
реален	realistlikud
реален	realistlik
чистење	puhastus
чистење	puhastamine
чистење	koristamine
самоил	samuel
прованса	provence
купувачот	ostja
монарх	monarh
омилен	lemmik
омилен	lemmik
одразува	kajastatud
одразува	peegeldab
одразува	kajastab
тежи	kaalub
пресврт	pööre
хармонија	harmoonia
жил	jules
жил	gilles
портали	portaalid
едгар	edgar
обновено	uuenenud
обновено	uuendatud
минг	mingi
минг	ming
грејс	grace
постол	pella
стрипови	koomiksid
стрипови	koomikseid
заслуга	krediidi
заслуга	krediit
заслуга	krediiti
сајмон	simon
крие	peidab
крие	peidus
крие	peitmine
сантјаго	santiago
губат	kaotamine
губат	kaota
дијалог	dialoog
дијалог	dialoogi
филипс	phillips
картер	carter
елементот	element
нагло	järsult
колумбо	columbus
самостоен	solo
самостоен	soolo
добиен	saadud
умрела	surid
умрела	suri
терористи	terroristid
парламентарни	parlamentaarne
рој	roy
рој	parv
снабдување	varustamine
снабдување	tarne
стебло	puu
стебло	puud
гази	ghazi
обвинети	süüdistatud
обвинети	süüdistatav
обвинети	laetud
бот	bot
војводите	dukes
сакајќи	tahtmine
феномени	nähtused
затвори	lähedal
затвори	sulge
затвори	kinnine
затвори	suletud
вакуум	vaakum
студентски	tudeng
студентски	õpilane
студентски	üliõpilane
братучед	nõo
братучед	nõbu
братучед	nõbu
фасада	fassaad
земјоделско	põllumajanduslik
присуствуваат	osalen
одигран	mängis
одигран	mänginud
одигран	mängitud
спротивност	vastand
спротивност	vastupidine
продуценти	tootjad
орлеанс	orleans
орлеанс	orleansi
заминување	lahkumine
заминување	väljumine
мансфелд	mansfeld
миле	miil
миле	miili
фасо	faso
образовен	haridus
клас	klass
клас	klassi
клас	clas
сена	senna
сена	seine
полови	sugu
непријателот	vaenlane
повторување	kordumine
повторување	kordamine
повторување	korda
повторување	korrata
повторување	kordamine
повторување	kordan
вотсон	watson
научи	õppima
научи	õpime
научи	õppida
научи	õpi
тропска	troopiline
серверот	server
релативна	sugulane
релативна	suhteline
томи	tommy
развивањето	väljatöötamine
развивањето	arendamine
развивањето	areneb
процедури	protseduurid
духовни	vaimne
духовни	hingeline
безбедно	turvaline
безбедно	ohutu
безбедно	turvaliselt
безбедно	ohutult
постигнато	saavutati
постигнато	saavutatud
намерата	kavatsusest
намерата	kavatsus
намерата	kavatsus
преостанатите	jäänud
велосипеди	jalgrattad
велосипеди	rattad
ископувања	väljakaevamistel
олга	olga
стандардно	vaikimisi
стандардно	standardne
стандардно	standard
американец	ameeriklane
американец	ameerika
американец	american
одлучено	otsustas
одлучено	otsustanud
одлучено	otsustatud
контраст	kontrasti
поен	skoor
поен	punktisumma
задачата	ülesanne
дијагноза	diagnoos
дијагноза	diagnoosi
данлоп	dunlop
лоренцо	lorenzo
топки	kerad
топки	munad
топки	pallid
тргување	kauplemine
тргување	kauplemise
мој	minu
испратена	saadetud
туркменистан	türkmenistani
гледачите	vaatajad
бизмарк	bismarck
регулира	reguleeritakse
регулира	reguleerib
регистрација	registreerimine
фатен	püütud
фатен	püütud
фатен	tabatud
фатен	vangistatud
голдман	goldman
пожарот	blaze
хемичар	keemik
хрватскиот	horvaatia
хелиум	heelium
транзиција	ülemineku
транзиција	üleminek
најмал	väikseim
несреќи	õnnetused
несреќи	õnnetusi
апарати	seadmed
винчи	vinci
потешко	raskem
потешко	kõvemini
потешко	tugevamini
верниците	usklikud
верниците	truu
царица	keisrinna
издавачки	avaldamise
издавачки	avaldamine
духовна	vaimne
духовна	hingeline
балкан	balkani
балкан	balkanil
балкан	balkani
балкан	balkanil
слог	silp
придавки	omadussõnad
тенки	õhuke
тенки	peenike
тенки	õhukesed
претворање	teisendamine
топење	sulavad
топење	lagunemine
топење	sulatada
странска	välismaised
странска	välismaa
глобална	ülemaailmne
