категорія	category
поправити	debug
ковбаси	sausages
цирконію	dioxide
мурманськ	murmansk
мердок	murdoch
примус	primus
добрицька	dobrich
джа	dja
вигідний	devastating
поважний	majestic
поважний	respected
міль	moth
бінарні	binary
баріон	baryon
боргезе	borghese
готелях	hotels
хейлі	haley
мотузка	rope
ілона	ilona
лом	lom
яблуня	malus
недоїдання	malnutrition
упс	whoops
упс	oops
ексклюзивні	exclusive
раві	ravi
акценти	accents
ровіго	rovigo
таль	tal
таль	hoist
трумен	truman
спаму	spam
варення	jam
незаконними	illegal
відреагував	reacted
усталена	glyphs
вступний	introductory
титанік	titanic
несправність	malfunction
гедеон	gideon
гедеон	gedeon
махді	mahdi
гідравліка	hydraulics
розуміємо	understand
пробіл	space
іссик	issyk
розбитих	shattered
тадж	taj
пескара	pescara
глінка	glinka
глінка	hlinka
збиває	confuses
гнучких	floppy
бакай	buckeye
абдалла	abdallah
несправедливість	injustice
гвоздика	carnation
гіс	gis
наро	naro
унітарна	unitary
нака	naka
джолі	jolie
спеція	spezia
зареєструвати	enroll
зареєструвати	register
лобова	frontal
соуза	souza
соуза	sousa
єзуїтський	jesuit
лайош	kossuth
лайош	lajos
барони	barons
найгірша	worst
травнева	may
раміро	ramiro
катування	torture
фермо	fermo
шлак	slag
символічних	symbolic
кріштіану	cristiano
чорнила	ink
перекрита	overlapping
програвач	player
никодим	nicodemus
ганну	hannu
терамо	teramo
аналоговий	analogue
аналоговий	analog
сургут	surgut
безпечна	secure
пунта	punta
клітку	cage
донора	donor
черепів	skulls
спав	slept
раунди	rounds
донован	donovan
піксель	pixel
дірки	holes
чашки	cups
стабілізувати	stabilize
фернан	fernand
лож	loge
лож	loges
ангар	hangar
крилатий	alata
карикатура	caricature
ліциній	licinius
перун	perun
спека	heat
вдв	vdv
турботу	concern
каліш	kalisz
незручності	inconvenience
незручності	inconveniences
литаври	timpani
голка	needle
унцій	ounces
коннахт	connacht
привабливою	enticing
привабливою	attractive
кімоно	kimono
оргкомітет	assigned
підводить	fails
таблетки	pills
вертеп	nativity
амра	amra
кондорсе	condorcet
проїхав	rode
кроулі	crowley
кроулі	crawley
барбадосу	barbados
пірсон	pearson
ховати	hide
корфу	corfu
кити	whales
кити	whale
тіра	tyre
смуток	sorrow
сонечко	honey
сонечко	sweetheart
сонечко	sweetie
маріус	marius
тренінгів	trainings
мерів	mayors
невидимий	invisible
обробити	process
обробити	parse
перестрахування	reinsurance
інвестор	investor
пив	drank
регіна	regina
авс	avs
розумно	wise
розумно	clever
розумно	wisely
нефрит	nephritis
редуктор	regulator
допінг	doping
плиткою	tile
плиткою	tiled
завіса	curtain
страждати	suffer
вівальді	vivaldi
блондинка	blonde
обіцяла	promised
пзз	ccd
легітимність	legitimacy
сканер	scanner
тільця	tactile
креветок	prawns
бангкок	bangkok
хуту	hutu
привласнення	embezzlement
рпк	rpk
бадмінтон	badminton
тепе	tepe
міа	mia
дивовижний	spectacular
новіцкі	nowitzki
вдячні	grateful
морфологічний	morphological
ктулху	cthulhu
кал	kal
палити	smoking
гарфілд	garfield
фотони	photons
роа	roa
лічильника	spin
концертмейстер	concertmaster
міллс	mills
семмі	sammy
креветки	shrimps
креветки	shrimp
райхенау	reichenau
карлсон	carlson
таїнство	sacrament
амплітуду	amplitudes
френ	fran
довіряє	trusts
волощина	wallachia
заохочує	encourages
перуанський	peruvian
стіві	stevie
бем	böhm
бем	bem
шеньсі	shaanxi
малювали	cheeks
кузен	cousin
радіоактивність	radioactivity
астролябія	astrolabe
гордо	gordo
фаулер	fowler
пурана	purana
просувати	promote
анжела	angie
анте	ante
ларі	larry
сонора	sonora
їжаки	urchins
равлик	snail
модернізувати	modernize
монітори	monitors
юда	judas
кирилиця	cyrillic
фунікулер	funicular
неа	nah
неа	nope
неа	nea
галлахер	gallagher
сої	soy
любек	lübeck
ісікава	ishikawa
слухали	geisha
ідеологічна	ideological
нуоро	nuoro
паличок	wands
паличок	chopsticks
норвежці	norwegians
даррен	darren
суй	sui
гусениць	caterpillars
кура	kura
клінт	clint
капріві	caprivi
ентузіазму	enthusiasm
шпигунство	espionage
танцюристів	dancers
еме	aimée
аспідові	elapidae
вивчивши	consideration
розумово	mentally
скарга	report
скарга	complaint
сараї	barn
сараї	barns
робсон	robson
робсон	robeson
степанакерт	stepanakert
закликаю	urge
прістлі	priestley
доріа	doria
пенсіонери	pensioners
фламенко	flamenco
бреда	breda
надійне	reliable
битом	bytom
ігнацій	ignacy
викидати	throw
вибуховий	explosive
танцювальна	dance
ілюзій	illusions
плен	plaine
ґумма	gunma
землян	earthlings
тагіл	tagil
монморансі	montmorency
розкладаються	disintegrating
начальство	superior
харлан	harlan
сідло	saddle
стимулів	incentive
сумний	sad
персея	persea
похідний	derived
русалки	mermaids
перехопити	intercept
божественний	slightly
кліффорд	clifford
рішучості	determination
пінськ	pinsk
геометричного	geometrical
ясність	clarity
гонсало	gonzalo
завантажено	uploaded
завантажено	loaded
завантажено	downloaded
горілку	vodka
акбар	akbar
текстур	textures
кейтлін	caitlyn
кейтлін	caitlin
кейтлін	kaitlyn
троль	troll
голівка	head
