और	et
डेविड	david
कह	dites
कह	say
कह	dire
कह	dis
जंक्शन	junction
जंक्शन	jonction
खास	spéciales
खास	spécial
खास	spéciaux
खास	spéciale
जलवायु	climat
बांग्लादेश	bangladesh
तय	corrigé
तय	fixe
तय	fixes
तय	fixé
तय	réparé
धारावाहिक	serial
धारावाहिक	série
धारावाहिक	épisodes
तारे	étoile
तारे	vedette
तारे	etoiles
तारे	star
तारे	étoiles
तारे	etoiles
तारे	vedettes
तारे	étoiles
बनाना	créer
पौराणिक	mythologique
बाकी	résiduelles
बाकी	résiduel
बाकी	résiduelle
बाकी	repos
बाकी	repose
बाकी	restantes
बाकी	restant
बाकी	restants
संत	sant
संत	saintes
संत	saints
संत	sainte
संत	saint
ऊंचाई	altitude
ऊंचाई	élévation
ऊंचाई	taille
ऊंचाई	hauteur
उपग्रह	satellite
तुर्की	turquie
तुर्की	dinde
तुर्की	turques
तुर्की	turque
तुर्की	turc
तुर्की	turcs
संस्कार	funérailles
संस्कार	obsèques
संस्कार	funéraire
संस्कार	enterrement
संस्कार	rituels
संस्कार	rites
शंकर	shankar
अर्थव्यवस्था	économie
अर्थव्यवस्था	economique
अर्थव्यवस्था	economie
बीमारी	maladie
बीमारी	maladie
बीमारी	maladies
बीमारी	maladie
वार्षिक	annuelle
वार्षिक	annuels
वार्षिक	annuel
वार्षिक	annuelle
वार्षिक	annuels
वार्षिक	annuel
परिसर	locaux
परिसर	complexe
परिसर	complexes
अधिकतम	max
अधिकतम	maxi
अधिकतम	maxime
अधिकतम	maximum
अधिकतम	maximale
अधिकतम	maximal
अधिकतम	maximales
अधिकतम	maximum
अधिकतम	maximisation
अधिकतम	maximiser
अधिकतम	optimiser
अधिकतम	maximiser
सदर	sadar
वैश्विक	global
वैश्विक	mondiale
वैश्विक	mondial
वैश्विक	mondiaux
तभी	seul
तभी	uniquement
तभी	seulement
तभी	seule
अनिवार्य	obligatoire
अनिवार्य	obligatoires
अनिवार्य	obligatoirement
अनिवार्य	essentiels
अनिवार्य	essentielles
अनिवार्य	essentiel
अनिवार्य	obligatoire
अनिवार्य	obligatoires
अनिवार्य	obligatoirement
अनिवार्य	obligatoire
अनिवार्य	obligatoires
अनिवार्य	essentiel
अनिवार्य	indispensable
अनिवार्य	essentielles
अनिवार्य	essentielle
अनिवार्य	essentiels
उपाधि	diplôme
उपाधि	degré
सामान्यतः	normalement
हरियाणा	haryana
तारा	étoile
तारा	vedette
तारा	etoiles
तारा	star
तारा	étoiles
द्वार	gate
द्वार	porte
द्वार	porte
द्वार	portes
मुख्यतः	principalement
मुख्यतः	essentiellement
आनंद	enjoy
आनंद	profite
आनंद	profiter
आनंद	profitez
आनंद	anand
आनंद	ananda
कम्पनी	compagnie
कम्पनी	entreprise
कम्पनी	société
रे	raie
रे	ray
स्थायी	permanente
स्थायी	permanentes
स्थायी	permanent
स्थायी	permanents
लकड़ी	bois
गोल	rand
गोल	objectif
गोल	but
गोल	arrondi
गोल	ronde
गोल	rond
गोल	rondes
गोल	ronds
तल	etage
तल	étage
तल	sol
तल	plancher
तल	fond
पू	crotte
पू	caca
ऋण	emprunt
ऋण	prêt
ऋण	endettement
ऋण	dette
ऋण	dettes
ऋण	emprunts
ऋण	crédits
ऋण	prêts
ऋण	moins
ऋण	minus
दास	das
नंबर	nombre
नंबर	numéro
त्वचा	peau
नोबेल	nobel
अधिकारियों	autorités
अधिकारियों	officiers
अधिकारियों	cadres
अधिकारियों	exécutifs
अधिकारियों	dirigeants
जटिल	élaboré
जटिल	élaborer
जटिल	complexe
जटिल	complexes
जटिल	compliqué
जटिल	compliquées
जटिल	complique
जटिल	compliquée
हमला	attaquez
हमला	attaque
हमला	attentat
हमला	attack
हमला	attaquer
आपूर्ति	approvisionnement
आपूर्ति	fournitures
आपूर्ति	approvisionnement
अर्थशास्त्र	économie
अर्थशास्त्र	economie
दर्ज	enregistrées
दर्ज	enregistrée
दर्ज	enregistrés
दर्ज	enregistré
हस्ताक्षर	signer
हस्ताक्षर	signant
हस्ताक्षर	signature
हस्ताक्षर	signatures
हस्ताक्षर	signature
कानूनी	légitime
कानूनी	juridique
कानूनी	légal
कानूनी	légales
कानूनी	légale
टिप्पणी	commentaire
टिप्पणी	commente
टिप्पणी	commenter
टिप्पणी	remarques
टिप्पणी	notes
टिप्पणी	commentaires
टिप्पणी	remarques
टिप्पणी	observations
डे	dey
स्मृति	smriti
स्मृति	souvenir
स्मृति	souvenirs
स्मृति	mémoire
वेद	ved
वेद	veda
तीव्र	rapide
तीव्र	rapidement
तीव्र	vite
तीव्र	rapidité
तीव्र	rapides
तीव्र	tropiques
तीव्र	tropicale
तीव्र	tropical
तीव्र	tropicaux
तीव्र	tropicales
तीव्र	intense
तीव्र	intenses
सम्बन्धित	correspondante
सम्बन्धित	correspondant
सम्बन्धित	connexe
सम्बन्धित	connexes
सम्बन्धित	lié
सम्बन्धित	liés
हाइड्रोजन	hydrogène
चयन	pics
चयन	choix
चयन	sélections
चयन	sélection
चयन	sélections
राजनीतिज्ञ	politicien
यूनानी	grecs
यूनानी	grecque
यूनानी	grecques
यूनानी	grec
यूनानी	grece
यूनानी	grèce
जॉर्ज	georges
जॉर्ज	george
डीवीडी	dvd
स्वर्ण	doré
स्वर्ण	or
स्वर्ण	gold
ठोस	solides
ठोस	massif
ठोस	solide
ठोस	tangible
ठोस	tangibles
सभ्यता	civilisation
सभ्यता	civilisations
मशीन	machine
विदेश	etranger
विदेश	étranger
विदेश	etranger
विदेश	étrangère
विदेश	étrangères
दवा	médecine
दवा	médicament
दवा	médication
दवा	médicaments
दवा	médicament
ऋषि	rishi
ऋषि	rishikesh
ऋषि	sauge
ऋषि	sage
शेयर	partage
शेयर	parts
शेयर	actions
शेयर	partages
गर्म	chaud
गर्म	hot
गर्म	chaude
गर्म	sexy
सौर	solaires
सौर	solaire
पंथ	creed
पंथ	croyance
एशियाई	asiatiques
एशियाई	asiatique
अपेक्षाकृत	relativement
परिभाषा	définition
परिभाषा	définitions
पति	époux
पति	mari
सफेद	blanche
सफेद	blancs
सफेद	blanches
सफेद	blanc
संधि	pact
संधि	pacte
संधि	traité
वैकल्पिक	alternative
वैकल्पिक	alternatif
वैकल्पिक	suppléant
वैकल्पिक	alterner
