年	any
調節	condicionament
瑞安	ryan
馬尼拉	manila
妖精	goblins
妖精	goblin
預防	prevenció
修士	frare
表決	votació
表決	vot
表決	vota
表決	votacions
阿爾巴尼亞	albània
濫用	abusat
濫用	abusives
濫用	abusiu
濫用	maltractament
濫用	abús
好萊塢	hollywood
汁	jugo
汁	suc
小吃	berenar
小吃	aperitius
海王星	neptú
犁	arada
黃昏	crepuscle
地理位置	geografia
演變	evolució
航程	voyage
航程	travesseres
辣	picant
適當	apropiat
適當	correspongui
夾	clips
夾	clip
某人	algú
貨車	camió
貨車	van
貨車	furgoneta
熱情	entusiasme
熱情	passió
手動	manual
噪音	soroll
噪音	sorolls
星期三	dimecres
評論家	crítics
評論家	crític
尿	pee
尿	orina
電源	potència
電源	poder
大洋	oceà
大洋	ocean
演說	discurs
侯爵	marquès
侯爵	marquis
德克薩斯州	texas
學員	cadets
學員	cadet
可行性	viabilitat
構想	concepte
主修	major
支柱	pilars
支柱	pilar
支柱	troncal
帳戶	compte
公國	principat
公國	ducat
曲棍球	hoquei
靈感	inspirat
靈感	inspiració
詮釋	antuvi
詮釋	interpretar
詮釋	interpreten
哲學家	filòsofs
哲學家	filòsof
太田	ota
計算機	ordinador
計算機	ordinadors
財政部	tresoreria
買賣	sale
買賣	venda
改正	correcció
改正	rectificació
制裁	sancions
刺客	assassins
手稿	manuscrits
手稿	manuscrit
中川	nakagawa
櫻井	sakurai
替換	substitució
替換	reemplaça
替換	substitueix
純粹	purament
純粹	purs
純粹	pura
純粹	pur
創始人	fundadors
創始人	fundador
精密	sofisticada
精密	sofisticació
精密	precisió
輕鬆	fàcil
友情	amistat
引述	citat
引述	citant
引述	cotitzacions
萬里	milles
萬里	kilòmetres
萬里	quilòmetres
繼承人	hereu
繼承人	hereus
導航	navegació
鵰	àguila
鵰	àliga
退化	degeneració
退化	degradats
退化	degeneratives
退化	degenerat
退化	degradació
季度	trimestrals
季度	trimestral
季度	trimestre
周日	diumenge
向下	down
佛羅里達州	bolvir
佛羅里達州	florida
尼泊爾	nepal
國會議員	congressista
國會議員	congressistes
雙重	doble
雙重	dual
吞	empassar
捕捉	captura
捕捉	capturant
捕捉	capta
代數	algebraica
代數	àlgebra
重申	reiterar
重申	reiterant
降雨	precipitacions
偶爾	ocasionalment
選項	calçots
選項	opcions
選項	opció
貴州	guizhou
部族	clan
部族	tribu
部族	clans
部族	tribus
折扣	descompte
折扣	rebaixa
折扣	descomptat
折扣	descomptes
折扣	rebaixes
氣氛	atmosfera
糧	gra
反派	villà
頻繁	freqüentment
頻繁	freqüent
頻繁	freqüents
保密	confidencialitat
保密	confidencials
保密	confidencial
姿態	gest
姿態	postura
渡輪	ferry
渡輪	transbordador
渡輪	ferri
渡輪	ferries
財富	riqueses
財富	fortuna
財富	riquesa
轉化	transformació
分泌	secreció
浪費	residus
蕉	plàtan
蕉	banana
性感	sexy
廢物	residus
存取	accés
存取	accedit
存取	accedint
初級	júnior
初級	junior
初級	subalterns
初級	primària
初級	primari
香蕉	plàtan
香蕉	banana
香蕉	bananes
香蕉	plàtans
迷宮	laberint
迷宮	laberint
大乘	mahayana
度量	mètrica
度量	mesura
度量	mesura
度量	mesurament
州長	governador
驚人	increïble
振興	rejoveniment
振興	revival
振興	revitalització
伽利略	galileu
氦	heli
金沙	sands
利比亞	líbia
畜牧	ramaderia
教士	clergue
鯨魚	balenes
鯨魚	balena
北斗	beidou
告白	confessió
告白	confessions
貪污	malversació
難度	dificultat
不列顛	britània
攔截	interceptar
攔截	intercepció
海事	marine
海事	marítim
減輕	atenuants
減輕	alleugerir
減輕	mitigació
視野	visió
結尾	final
胸部	pit
胸部	mamella
二郎	jiro
破產	insolvència
破產	fallida
精神病	psicosi
左側	esquerra
左側	esquerre
業主	propietari
業主	propietaris
喜好	preferències
喜好	preferència
小泉	koizumi
纖維	fibra
纖維	teixit
纖維	fibres
海港	harbour
渴望	anhel
渴望	ànsies
矩陣	matrius
矩陣	matriu
攝影師	fotògraf
攝影師	fotògrafa
攝影師	fotògrafs
挑選	selecció
聖誕節	nadal
塔吉克	tadjikistan
學歷	educació
座標	coordenades
急性	aguda
扭	gir
繩	corda
特技	acrobàcia
特技	acrobàcia
睡眠	dorm
睡眠	dormir
建構	construccions
建構	construeix
忘記	oblida
懲罰	sanció
懲罰	penalització
懲罰	pena
懲罰	sancions
懲罰	càstig
離職	separacions
離職	separació
對比	comparació
對比	comparacions
對比	contrast
光線	llum
信用	credit
信用	crèdit
信用	crèdits
重生	renascut
重生	renéixer
重生	renaixement
裁撤	abolició
詞典	diccionaris
詞典	diccionari
申請者	aspirants
自由主義	liberal
自由主義	liberalisme
缺點	debilitat
缺點	feblesa
缺點	deficiències
缺點	mancances
缺點	inconvenients
缺點	desavantatge
禮儀	modals
禮儀	cerimonial
內建	construït
內建	construit
內建	edificat
土司	torrades
土司	brindis
土司	torrada
農村	rurals
報復	venjança
頂點	vèrtex
多功能	multifuncional
多功能	multifunció
多功能	polivalent
覺醒	escollim
例行	rutina
已婚	casats
已婚	casat
微分	derivació
微分	diferenciació
微分	diferencial
塑造	emmotllament
交替	alternant
手臂	braç
魔神	màgia
極度	extremadament
極度	extrem
極度	extrema
極度	extreme
交出	rendició
獲取	aconsegueix
獲取	aconseguir
屠殺	massacre
大邱	daegu
演習	exercicis
演習	exercici
演習	simulacre
巴拿馬	panamà
攝氏	celsius
匹配	mistos
匹配	partits
匹配	coincidències
匹配	coincideix
匹配	coincidència
損害	danys
斷層	culpa
斷層	faltes
力士	lux
出境	sortida
郊區	arrabal
郊區	suburbana
郊區	urbanitzacions
哈哈	haha
哈哈	lol
願望	desig
願望	desig
願望	desitjos
阿拉伯人	àrabs
貧窮	pobresa
光滑	relliscós
光滑	suau
光滑	setinat
光滑	estilitzat
福井	fukui
遲	tard
詞語	paraules
生物學	biològics
生物學	biològic
生物學	biologia
債務	deutes
債務	deute
光芒	resplendor
俄語	rus
穿梭	llançadora
渲染	renderització
渲染	renderitzat
渲染	representació
按鈕	botons
按鈕	botó
陣線	front
氨基	amino
週日	diumenge
跆拳道	taekwondo
跆拳道	kickboxing
題目	temàtica
題目	tema
題目	temes
高知	kochi
忙	ocupat
半導體	semiconductor
評分	qualificació
評分	puntuació
評分	habilitació
評分	qualificacions
評分	taxa
附件	adjunt
泡沫	bombolles
泡沫	escuma
泡沫	bombolla
動員	mobilitzar
動員	mobilització
倉庫	magatzem
發電機	generadors
發電機	generador
比喻	paràbola
比喻	metàfora
比喻	analogia
齋藤	saito
埋葬	enterrament
埋葬	bury
埋葬	enterrat
埋葬	enterrats
松鼠	esquirol
松鼠	esquirols
衫	camisa
塵	pols
多多	toto
臨床	clínic
繞道	trencall
住院	hospitalitzats
住院	hospitalitzat
住院	hospitalització
自願	voluntària
輸	perduda
輸	perduts
輸	lost
輸	perdut
林子	woods
林子	bosc
方形	quadrat
方形	plaça
岡田	okada
猜想	conjectura
愛國	patriòtica
祝福	benedicció
祝福	benediccions
祝福	encarar
祝福	beneïda
祝福	esplèndida
祝福	beneït
人類學	antropològic
陷阱	trampa
陷阱	trap
陷阱	trampes
編纂	compilació
編纂	recopilatori
遺傳	genètica
遺傳	hereditari
雨水	pluja
無數	innombrables
干預	interferència
干預	intervenir
干預	intervenció
崩潰	crash
崩潰	plega
崩潰	esfondrament
手球	handbol
車票	bitllets
車票	entrades
車票	bitllet
牛頓	newton
糖尿病	retinopatia
糖尿病	diabetis
訂購	ordenant
訂購	ordenat
訂購	orde
訂購	ordre
鋁	alumini
鋁	alumini
謀殺	assassinat
師傅	mestre
探測器	detector
探測器	sonda
探測器	detectors
探測器	sondes
探測器	probes
可靠性	fiabilitat
托馬斯	thomas
托馬斯	tomàs
壟斷	monopoly
壟斷	monopoli
變數	variable
變數	variables
切割	tall
雙胞胎	bessó
雙胞胎	twin
雙胞胎	twins
雙胞胎	bessones
雙胞胎	bessons
聰明	smart
語文	llengües
語文	idiomes
語文	idioma
語文	llenguatge
語文	llengua
法西斯	feixista
大主教	arquebisbe
量化	quantitatiu
量化	quantitatius
量化	quantificables
量化	quantificada
量化	quantificar
曼哈頓	manhattan
植被	vegetació
解答	respostes
同居	convivència
大象	elefants
大象	elefant
閻	yan
回覆	respon
回覆	respostes
衰變	decaïment
感應	inducció
塑膠	plàstics
塑膠	plàstic
排斥	ostracisme
排斥	exclusió
連鎖	cadena
企鵝	pingüins
企鵝	pingüí
沙灘	platja
沙灘	platges
賓夕法尼亞	pennsylvania
賓夕法尼亞	pennsilvània
騎師	genet
高棉	khmer
懸	penjats
頒布	promulgació
浪潮	marea
浪潮	ona
盈利	lucre
盈利	rendibilitat
過渡	transició
過渡	transicions
表揚	elogi
表揚	elogis
每個人	tothom
辜	koo
目睹	assistint
濕	humida
濕	mullat
摩西	moses
摩西	moisès
網際網路	internet
遠藤	endo
戶外	outdoor
戶外	alella
文憑	diplomat
文憑	diploma
文憑	diplomes
氨基酸	amino
空缺	vacant
空缺	vacants
空缺	vacant
阻擋	bloquejant
巡邏	patrullant
巡邏	patrulles
巡邏	patrulla
睡	dorm
睡	dormir
睡	dormint
溴	brom
蛋糕	pastís
蛋糕	pastissos
沙巴	sabah
對待	tractar
對待	tracta
持股	accionariat
崇德	virgili
過期	caduquen
過期	expira
過期	caducat
過期	vençut
過期	caduca
庇護	asil
恐慌	pànic
前輩	elder
海嘯	tsunami
海嘯	tsunamis
旋風	ozó
旋風	cicló
旋風	baldufa
殘疾	discapacitats
殘疾	inhabilitat
殘疾	deshabilitat
殘疾	discapacitat
殘疾	invalidesa
聖地牙哥	santiago
推定	presumpció
推定	presumeix
處決	execució
處決	execucions
自傳	autobiografia
自傳	biografia
哇	ostres
病患	pacients
病患	pacient
碳酸	carbonat
漁業	pesca
硼	bor
命中	encertar
命中	hit
大野	ono
杜鵑	rhododendron
杜鵑	naevia
定型	estereotipats
大理石	marble
大理石	marbre
撥款	assignació
撥款	dotacions
炭	carbonet
炭	carboni
特效	efecte
特效	efectes
疑問	dubte
步驟	pas
步驟	passes
步驟	passos
大洲	continents
大洲	continent
救助	salvament
縮小	minvant
縮小	estret
縮小	encongeix
衡量	mesura
衡量	mesurament
衡量	mesura
內陸	enclavats
高興	feliç
電路	circuits
電路	circuit
墓園	cementiri
間隔	intervals
間隔	interval
間隔	espaiat
海岸線	litoral
擢	mew
詩歌	poemes
詩歌	poesia
善良	bondat
善良	amabilitat
流失	desguàs
氧化物	òxids
氧化物	òxid
正方形	quadrat
正方形	plaça
保守派	conservadors
保守派	conservador
判刑	condemnat
判刑	frases
判刑	frase
剪輯	edició
剪輯	clips
剪輯	clip
分級	qualificant
灶	estufes
灶	estufa
灶	solera
複數	plural
英勇	valentia
氯化	clorur
印度教	hinduisme
印度教	hindú
傻	estúpid
跳躍	salta
跳躍	saltant
測驗	test
測驗	prova
測驗	proves
測驗	provant
測驗	assaig
測驗	proves
測驗	qüestionari
伯德	ocell
峽谷	barrancs
峽谷	congost
傳聞	rumor
飼養	cria
氣壓	pressió
戰區	teatre
微波	microones
液體	fluid
液體	líquid
液體	liquid
回顧	repàs
住宿	hostalatge
住宿	allotjament
住宿	allotjament
信念	fe
槍擊	rodatge
槍擊	tiroteig
荷馬	homer
落地	aterratge
墓碑	làpida
國歌	himne
彈頭	bala
內心	inside
內心	endins
內心	dins
新鮮	fresc
新鮮	fresques
新鮮	fresca
新鮮	frescos
畏	angst
沼澤	pantà
沼澤	pantà
圍攻	setge
表情	expressió
幻影	phantom
幻影	miratge
氟化	fluorur
遙遠	llunyà
遙遠	distant
躲避	esquivant
各式	assortiment
塑像	estàtues
塑像	estàtua
牛肉	vedella
樓梯	escales
狩獵	hunt
狩獵	caça
專科	especialitats
等候	esperant
下屬	subordinats
動機	motivació
動機	motius
通告	circulars
軌跡	pista
軌跡	peça
軌跡	trajectòria
軌跡	sender
軌跡	trail
軌跡	rastre
軌跡	locus
風景	paisatge
滴	llença
滴	gota
滴	degoteig
滴	gotes
昏迷	coma
微型	miniatura
微型	micro
海豹	foca
海豹	segell
樓上	dalt
大廳	hall
大廳	vestíbul
神廟	temple
界限	fronteres
斯德哥爾摩	estocolm
斯德哥爾摩	stockholm
岩手	iwate
日誌	journal
日誌	diari
日誌	bitàcola
基準	benchmarking
花瓣	pètal
花瓣	pètals
蜥蜴	llangardaixos
蜥蜴	llangardaix
總和	sumatori
總和	suma
石窟	longmen
著作權	autoria
著作權	copyright
熱心	entusiasme
熱心	entusiasta
安倍	abe
放射	radiologia
放射	radioactivitat
放射	radiació
放射	radiacions
放射	radioactiu
放射	radioactius
小熊	cadells
開支	despeses
平板	llosa
平板	tablets
平板	tauletes
平板	tauleta
平板	comprimit
摩擦	traure
摩擦	fricció
敵方	enemic
理工學院	politècnica
繁榮	prosperitat
繁榮	boom
輪胎	pneumàtics
輪胎	pneumàtics
輪胎	canso
輪胎	pneumàtic
延期	connectors
延期	extensions
延期	pròrrogues
延期	ampliacions
延期	ampliació
延期	extensió
延期	pròrroga
肺炎	pneumònia
親屬	familiars
親屬	parents
衍生物	derivades
衍生物	derivats
擴散	difusió
擴散	proliferació
醬	salsa
珠寶	jewels
珠寶	joies
斧	destral
尼加拉瓜	nicaragua
非凡	extraordinaris
非凡	extraordinària
非凡	extraordinàries
焊接	soldar
焊接	soldada
焊接	soldadura
國防軍	idf
獎學金	beques
獎學金	beca
偵查	reconnaissance
視訊	vídeo
視訊	video
阻礙	obstrucció
侄子	nebot
墳	sepultura
資本主義	capitalista
資本主義	capitalisme
辛苦	hard
辛苦	dura
辛苦	dur
有毒	tòxic
有毒	tòxics
有毒	verinosa
有毒	verinós
排水	desguàs
排水	drenatge
奇異	exòtics
奇異	singular
雉	faisà
光榮	gloriosa
光榮	gloriós
光榮	glòria
光榮	glory
胡椒	pebrot
胡椒	pebre
自信	confiat
染色體	cromosomes
染色體	cromosoma
枕	coixí
寺廟	temple
寺廟	temples
相交	interseccions
相交	interseca
鈾	urani
伴侶	soci
伴侶	acompanyant
伴侶	companya
電荷	càrrec
廚房	cuina
溫柔	licitació
溫柔	tendra
溫柔	gentil
潮汐	marea
潮汐	marees
事變	incident
愛麗絲	alice
申訴	denúncies
申訴	queixes
申訴	denúncia
申訴	queixa
蔓延	difusió
燈塔	far
燈塔	beacon
加勒比	carib
粉碎	smash
醜聞	escàndol
骨頭	ossos
骨頭	os
經理人	gestor
堡壘	baluard
堡壘	fortalesa
工資	salari
工資	sou
工資	salaris
工資	sous
工資	salaris
憲兵	gendarmeria
憲兵	gendarmes
犀牛	rinoceront
犀牛	rhinos
思想家	pensador
思想家	pensadors
乘車	ride
寂寞	soledat
寂寞	solitari
叢	embalum
花卉	florals
花卉	flors
庭院	pati
庭院	pati
樞紐	hubs
仙女	fada
蘇維埃	soviètic
蘇維埃	soviètica
煙花	focs
安藤	ando
和諧	harmony
和諧	harmonia
撤消	revoca
撤消	revocar
室外	outdoor
室外	alella
鵝	oca
鵝	oques
刺殺	atemptat
坐標	coordenada
坐標	coordenades
永恆	eternitat
永恆	etern
破解	crac
破解	crack
甲殼類	crustacis
捲	rotllo
捲	roll
捲	rotlle
卡車	camió
卡車	camions
麻雀	pardal
阻力	arrossegament
阻力	arrossega
阻力	resistència
關懷	assistencial
沙拉	amanida
耳朵	oïda
耳朵	orella
耳朵	orelles
耳朵	espigues
耳朵	oïdes
熔岩	lava
啟發	inspirat
盧森堡	luxemburg
疼痛	dolor
鷗	gavina
佔有	possessió
獨家	exclusiu
獨家	exclusiva
冥王星	plutó
冥王星	pluto
約束	restricció
掩護	portada
掩護	caràtula
鈍	blunt
復原	restauració
復原	recuperació
真主	allah
清潔	neteja
長壽	longevitat
友誼	amistat
多元化	diversificació
多元化	pluralitat
多元化	diversitat
多元化	diversificar
多元化	pluralisme
友善	simpàtica
友善	amistós
山麓	prealps
甜蜜	dolç
甜蜜	dolços
甜蜜	dolça
瘦	flaca
瘦	slim
瘦	magra
瘦	magre
瘦	fina
甲烷	metà
優質	qualitat
船員	tripulació
前衛	vanguardia
稀少	escàs
稀少	escassos
稀少	escasses
稀少	sparse
山羊	cabra
山羊	cabres
雪梨	sydney
財團	consorci
批量	granel
鳳蝶	papilio
消化	digestió
消化	digestiu
消化	digest
成效	eficàcia
成效	efectivitat
樹木	arbre
樹木	arbrat
樹木	arbres
租賃	arrendaments
租賃	arrendament
凱撒	cèsar
馬達加斯加	madagascar
告別	comiat
胖	fat
胖	greix
狹窄	estret
裁決	veredicte
無力	desamparats
節省	estalvis
節省	desant
節省	estalvi
磚	maons
磚	rajoles
磚	maó
利率	taxa
水下	subaquàtiques
意向	intencions
意向	inclinació
意向	intencionalitat
意向	intenció
壓制	repressió
壓制	suprimint
進度	progrés
重溫	reviure
哺乳動物	mamífer
哺乳動物	mamífers
爺爺	avi
突襲	raid
突襲	raids
情侶	parelles
情侶	parella
情侶	lovers
情侶	amants
交接	traspàs
示範	model
示範	demostració
示範	manifestació
示範	demostració
示範	demo
保全	preserva
保全	preservar
保全	preservació
爆破	voladures
羽田	haneda
渡口	ferry
渡口	transbordador
渡口	ferri
糾紛	controvèrsies
糾紛	litigi
糾紛	controvèrsia
糾紛	disputa
發光	shine
發光	brillar
發光	brilla
發光	lluminosa
發光	lluminós
發光	resplendor
結盟	aliança
阿拉伯語	àrab
異議	objecció
係數	coeficient
係數	coeficients
