மற்றும்	そして
ஸ்டீபன்	スティーヴン
ஸ்டீபன்	シュテファン
ஸ்டீபன்	ステファン
ஜான்சன்	ジョンソン
கட்டுமான	建設
போஸ்	ボーズ
போஸ்	ポーズ
சார்பற்ற	中性
இன்பம்	楽しみ
ஒன்பதாவது	nine
டெய்லர்	テイラー
புனைவு	フィクション
மரபுகள்	伝統
நடுவர்	審判員
நெறிமுறைகள்	基準
நெறிமுறைகள்	条件
டாட்டா	タタ
விவசாயிகள்	農家
சாதனம்	デバイス
சாதனம்	機器
மின்னணுவியல்	エレクトロニクス
மேற்கோள்கள்	サテライト
மேற்கோள்கள்	衛星
மேற்கோள்கள்	用例
மேற்கோள்கள்	実例
மேற்கோள்கள்	引用
மேற்கோள்கள்	注釈
வெளிப்படையாக	どうやら
தெருவில்	ストリート
தெருவில்	通り
உயிருடன்	アライブ
பெண்ணை	ガール
பெண்ணை	少女
பெண்ணை	女の子
ஓடி	フロー
ஓடி	流れ
ஸ்மித்	スミス
மேஜர்	少佐
மேஜர்	メジャー
மேஜர்	専攻
ஊட்டச்சத்து	栄養
அறைகள்	部屋
அறைகள்	ルーム
எண்ணை	番号
எண்ணை	数値
எண்ணை	ナンバー
இருவருக்கும்	両方
உரிமையாளர்	オーナー
உரிமையாளர்	所有者
சேதம்	被害
சேதம்	ダメージ
சேதம்	損傷
சேதம்	損害
கவுண்டர்	カウンタ
கவுண்டர்	カウンター
ஜோடி	ペア
ஜோடி	カップル
தயாரிப்பாளர்கள்	プロデューサー
அவசர	緊急
கரை	ボーダー
கரை	国境
நாயகன்	ヒーロー
நாயகன்	男性
நாயகன்	man
காப்பகம்	書庫
காப்பகம்	アーカイブ
அடர்ந்த	濃密
படைத்த	作成
அருங்காட்சியகங்கள்	美術館
அருங்காட்சியகங்கள்	博物館
சிவா	シヴァ
குடி	飲む
குடி	飲み物
குடி	ドリンク
குடி	飲む
வாழ்த்துக்கள்	あいさつ
வாழ்த்துக்கள்	挨拶
பாடலாசிரியர்	作曲家
இனிய	ハッピー
இனிய	幸せ
குளோரின்	塩素
பெல்ஜியம்	ベルギー
மெட்ரிக்	メートル法
நெப்போலியன்	ナポレオン
ஆயுதம்	武器
ஆயுதம்	兵器
ஆயுதம்	武器
ஆயுதம்	凶器
ஆயுதம்	弾薬
சங்கு	ほら貝
மசூதி	モスク
வழிகாட்டி	魔法使い
வழிகாட்டி	ウィザード
வழிகாட்டி	ガイド
குடியேற்றம்	入国
குடியேற்றம்	移民
பிலிப்	フィリップ
பர்மா	ビルマ
திறனாய்வு	批評
திறனாய்வு	評論
திறனாய்வு	批判
சேர்க்கும்	追加
பலகை	ボード
தணிக்கை	検閲
வளைவு	カーブ
வளைவு	曲線
வளைவு	曲率
வளைகுடா	ガルフ
உகந்த	最適
மெய்நிகர்	バーチャル
மெய்நிகர்	仮想
மோதல்	衝突
உள்ளீடு	フィード
உள்ளீடு	エントリー
உள்ளீடு	エントリ
உள்ளீடு	入力
ஊதா	パープル
ஊதா	バイオレット
புயல்	サイクロン
புயல்	ストーム
நினைத்து	考え
நினைத்து	思考
அக்கறை	思いやり
கூறு	モジュール
கூடைப்பந்து	バスケ
கூடைப்பந்து	バスケットボール
விதைகள்	種子
விதைகள்	シード
மாசு	汚染
மாசு	公害
மாசு	汚染
வரவு	到着
வரவு	チャーン
எப்போது	いつ
எப்போது	とき
முப்பது	三十
முப்பது	thirty
புத்தரின்	ブッダ
புத்தரின்	仏陀
சரக்கு	貨物
சரக்கு	在庫
சரக்கு	棚卸
சரக்கு	貨物
இயல்பாக	普通
இயல்பாக	ノーマル
வைரஸ்	ウィルス
வைரஸ்	ウイルス
பான்	ボン
பான்	パン
பரப்புரை	プロパガンダ
டேனியல்	ダニエル
ஜோன்ஸ்	ジョーンズ
தீங்கு	害する
பலன்	給付
பலன்	利益
பலன்	結果
கோழி	鶏肉
கோழி	ニワトリ
கோழி	チキン
சக்தியை	権力
சக்தியை	パワー
எல்லோரும்	みんな
பயணத்தை	旅行
பயணத்தை	journey
வாரங்கள்	週間
தொழிற்சாலைகள்	工場
அளவீடு	測定
மென்மையான	やわらかい
மென்மையான	柔らかい
மென்மையான	ソフト
பகதூர்	バハードゥル
மூவர்	トリオ
சமம்	等しい
குடியுரிமை	市民
விருந்து	パーティ
விருந்து	パーティー
இரண்டாவதாக	次に
ரைட்	ライト
உருவாக்குதல்	メイキング
உருவாக்குதல்	創造
உருவாக்குதல்	作成
கட்டாய	強制
வரைகலை	グラフィック
வரைகலை	グラフィックス
ஸ்டுடியோ	スタジオ
வரைபடங்கள்	地図
வரைபடங்கள்	マップ
ஆன்லைன்	オンライン
தொழிற்துறை	業界
தொழிற்துறை	産業
அப்பா	ダディ
அப்பா	父親
முற்போக்கு	プログレッシブ
சீனம்	中国語
சீனம்	中国人
கோலா	コアラ
கோலா	コーラ
பங்களிப்புகள்	貢献
செயலி	出願
செயலி	アプリケーション
செயலி	アプリ
மிகச்சிறிய	タイニー
மிகச்சிறிய	ちっちゃい
மிகச்சிறிய	ちび
மிகச்சிறிய	小さい
மாஸ்கோ	モスクワ
முடியுமா	相互作用
அறம்	アラム
நினைவகம்	追悼
நினைவகம்	記念碑
நினைவகம்	メモリ
நினைவகம்	メモリー
நினைவகம்	記憶
ரோடு	道路
இவள்	彼女
ஆப்கானிஸ்தான்	アフガニスタン
பற்றாக்குறை	欠如
பற்றாக்குறை	不足
கிம்	キム
ஆரம்பம்	開始
ஆரம்பம்	始める
ஆரம்பம்	スタート
நீரிழிவு	糖尿病
துன்	トゥーン
துன்	tun
தேவா	デーヴァ
இளைஞர்கள்	青年
இளைஞர்கள்	若者
இளைஞர்கள்	ユース
இளைஞர்கள்	青春
உளவு	スパイ
சாம்	サム
புகைப்படம்	フォト
புகைப்படம்	写真
புகைப்படம்	撮影
புகைப்படம்	写真
வகுப்புகள்	クラス
சாத்தியம்	可能性
ஊதியம்	支払う
ஊதியம்	支払い
பாலி	バリ
பாலி	バリ島
ஆசி	祝福
ஆசி	恵み
ஆசி	祝福
முட்டைகள்	エッグ
சூடான	熱い
சூடான	ホット
சூடான	暑い
சூழ்நிலையில்	状況
சூழ்நிலையில்	シチュエーション
