年	год
衝擊	результативность
衝擊	последствия
衝擊	шоке
衝擊	шок
衝擊	потрясений
衝擊	потрясения
廠商	продавец
廠商	поставщик
廠商	изготовитель
廠商	производитель
廠商	изготовителем
光學	оптических
光學	оптика
卵	яйца
氟	фторид
氟	фтора
出租	taxi
出租	такси
欄	колонна
欄	колонка
欄	колонке
欄	столбец
欄	столбцы
欄	колонки
欄	колонны
意志	завещания
軍方	военный
軍方	военных
軍方	военная
軍方	военные
真理	истины
真理	истина
真理	правда
真理	правду
過度	чрезмерно
過度	чрезмерное
過度	чрезмерные
過度	чрезмерного
過度	чрезмерная
街頭	улица
街頭	street
伺服器	серверы
伺服器	сервера
伺服器	серверов
伺服器	сервер
伺服器	сервера
伺服器	server
清晰	ясность
清晰	ясности
背面	хвосты
醫藥	медицина
醫藥	лекарство
醫藥	медицины
醫藥	лекарства
醫藥	медикаменты
醫藥	лекарства
醫藥	медикаменты
推理	вывод
推理	рассуждения
變更	изменить
變更	изменения
變更	вариации
變更	перемены
變更	изменение
變更	изменения
變更	изменить
變更	сменить
新手	начинающий
新手	новичок
燒	ожог
燒	сжечь
燒	гореть
燒	горит
燒	сжигание
膠	клей
膠	гель
渡邊	ватанабэ
猶太人	еврейские
猶太人	еврейский
猶太人	еврейских
猶太人	еврейская
猶太人	еврей
猶太人	евреи
猶太人	евреев
猶太人	иудеи
猶太人	евреи
分歧	несогласие
分歧	разногласия
分歧	расхождения
分歧	отличия
分歧	разногласия
分歧	различия
分歧	расхождения
分歧	расхождение
分歧	разногласия
怪物	монстр
怪物	чудовище
書寫	написано
書寫	письменные
書寫	письменное
書寫	письменный
書寫	пишу
書寫	написание
書寫	писать
色情	порнографии
色情	порнографию
色情	порнография
色情	эротические
色情	порнографических
色情	порно
股東	акционеры
股東	акционеров
股東	акционеры
股東	акционеров
曝光	разоблачить
曝光	воздействию
曝光	воздействия
飛行員	пилот
飛行員	экспериментальных
劫	ограбление
劫	грабеж
鎖	заблокировать
鎖	замок
鎖	блокировка
鎖	замки
人群	толпы
人群	толпа
人群	толпы
人群	толпа
簡化	упорядочение
簡化	упрощения
簡化	упрощение
簡化	упростить
簡化	упростить
簡化	упрощение
簡化	упростить
從未	никогда
從未	never
土壤	почва
土壤	почвы
土壤	почв
土壤	почва
土壤	почвы
再生	возрождение
再生	регенерации
水中	подводные
水中	подводная
水中	подводного
重組	реструктуризация
重組	перестройка
重組	реорганизация
重組	реструктуризации
重組	реорганизация
示威者	демонстрантов
示威者	протестующие
示威者	протестующих
示威者	протестующие
示威者	протестующих
濤	тао
四方	квартет
四方	четверка
