மற்றும்	un
சமூகம்	kopienas
சமூகம்	kopiena
சமூகம்	sociāla
சமூகம்	sociālie
சமூகம்	sociālais
சமூகம்	sociālā
சமூகம்	sociāls
புற்றுநோய்	vēzis
சு	chu
ஆன்	anna
மெய்யியல்	filozofijas
மெய்யியல்	filozofija
மெய்யியல்	sekulārismu
நாட்களில்	dienām
நாட்களில்	dienās
நாட்களில்	dienas
பயணிகள்	pasažierus
பயணிகள்	pasažieri
பயணிகள்	pasažieriem
அறுவை	ķirurģija
அறுவை	operācijas
அறுவை	operācija
இணை	pievienojies
இணை	pievienoties
இணை	pievienojos
இணை	savieno
இணை	pieslēgties
இணை	asociējas
அழுத்தம்	vilces
அழுத்தம்	spiediena
அழுத்தம்	spiediens
அழுத்தம்	uzsvars
அழுத்தம்	uzsvaru
அழுத்தம்	kompresijas
கல்லூரிகள்	kolēģijas
கல்லூரிகள்	koledžas
மன்றம்	klubā
மன்றம்	club
மன்றம்	klubs
மன்றம்	kluba
மன்றம்	padomes
மன்றம்	padome
மன்றம்	padomi
மன்றம்	forums
மன்றம்	forumā
மன்றம்	forum
இஸ்லாமிய	islāma
உண்மை	patiesība
உண்மை	taisnība
உண்மை	patiess
உண்மை	patiesa
உண்மை	fakts
உண்மை	patiesība
உண்மை	patiesību
உண்மை	patiesības
உண்மை	realitāte
உண்மை	īstenība
அவனது	viņa
இத்தாலிய	itāļu
இத்தாலிய	itāliešu
இத்தாலிய	itālijas
இனங்கள்	šķirnes
இனங்கள்	suga
இனங்கள்	sugas
தலைவன்	priekšnieks
நின்று	stāv
நின்று	stāvot
நடக்கும்	notiek
நடக்கும்	gadās
நடக்கும்	notikt
நடக்கும்	gadās
டைம்ஸ்	laiki
பிரிட்டிஷ்	britu
பிரிட்டிஷ்	briti
பிரிட்டிஷ்	british
பிரிட்டிஷ்	lielbritānijas
நிகழ்ச்சிகள்	notikumi
நிகழ்ச்சிகள்	notikumiem
நிகழ்ச்சிகள்	pasākumi
புதிதாக	jauna
புதிதாக	jaunums
புதிதாக	jauni
புதிதாக	jauns
புதிதாக	jaunais
புதிதாக	jaunas
புதிதாக	svaiga
புதிதாக	svaigas
புதிதாக	svaigs
புதிதாக	svaigi
வரைபடம்	kartē
வரைபடம்	karte
வரைபடம்	diagramma
வரைபடம்	kartes
தாவரங்கள்	augi
தாவரங்கள்	rūpnīcas
தாவரங்கள்	stādi
தண்ணீர்	ūdeni
தண்ணீர்	ūdenī
தண்ணீர்	ūdens
விளையாட்டுகள்	spēles
விளையாட்டுகள்	sporta
விளையாட்டுகள்	sports
கட்டப்பட்டது	celta
கட்டப்பட்டது	būvēts
கட்டப்பட்டது	uzbūvēts
கட்டப்பட்டது	veidots
கட்டப்பட்டது	būvēti
கட்டப்பட்டது	būvēta
உள்	iekšēji
உள்	iekšējā
உள்	iekšējais
உள்	iekšēja
உள்	iekšējs
உள்	iekšējie
உள்	vietējie
உள்	vietējā
உள்	vietējais
உள்	lokāla
உள்	lokālā
உள்	iekšējā
உள்	iekšējais
மொழிபெயர்ப்பு	tulkošana
மொழிபெயர்ப்பு	tulkojums
மொழிபெயர்ப்பு	tulko
மொழிபெயர்ப்பு	iztulkot
மொழிபெயர்ப்பு	pārtulkot
மொழிபெயர்ப்பு	tulkot
வின்	vin
விளையாட்டுக்கள்	spēles
விளையாட்டுக்கள்	sporta
விளையாட்டுக்கள்	sports
நிமிடங்கள்	minūtes
நிமிடங்கள்	protokols
நிமிடங்கள்	protokoli
கருப்பு	melnā
கருப்பு	melni
கருப்பு	melna
கருப்பு	melnas
கருப்பு	melns
குறுகிய	īsa
குறுகிய	īsais
குறுகிய	īsā
குறுகிய	īsi
குறுகிய	īss
தொடங்கப்பட்டது	sākts
தொடங்கப்பட்டது	sākta
தொடங்கப்பட்டது	sākās
நம்	mūsu
அரசர்கள்	karaļi
பொருளியல்	ekonomika
பொருளியல்	ekonomikā
பொருளியல்	ekonomiska
நிறைய	daudz
நிறைய	partijas
நிறைய	izlozes
நிறைய	partija
கொடி	karogs
கொடி	karoga
எப்போதும்	vienmēr
எப்போதும்	forever
எப்போதும்	mūžam
எப்போதும்	mūžīgi
எப்போதும்	kādreiz
எப்போதும்	ever
எப்போதும்	jebkad
எழுத்துக்கள்	alfabēts
எழுத்துக்கள்	vēstulēs
எழுத்துக்கள்	vēstules
எழுத்துக்கள்	burti
எழுத்துக்கள்	rakstzīmes
எழுத்துக்கள்	zīmes
சுருக்கம்	kopsavilkums
அரசாங்கம்	valdība
அரசாங்கம்	valdības
மாறி	mainīgā
மாறி	mainīgais
மாறி	mainīgs
மாறி	mainīgo
மாறி	mainīga
பாதை	ceļš
வென்று	uzvarēja
வென்று	uzvarējis
வென்று	ieguva
சரியாக	tieši
நாடகம்	drāma
ஓவியம்	gleznu
ஓவியம்	krāsošana
ஓவியம்	zīmēšana
ஓவியம்	glezna
இறந்த	mirusi
இறந்த	miris
இறந்த	beigts
இறந்த	miruši
உள்ளே	iekšpusē
உள்ளே	iekšā
கோ	coe
கூட்டணி	alianse
கூட்டணி	alianses
அதிகாரப்பூர்வ	amatpersona
அதிகாரப்பூர்வ	ierēdnis
அப்துல்	abdul
செலவு	pavadīt
செலவு	tērēt
செலவு	pavadām
செலவு	iztērēti
செலவு	iztērēts
செலவு	izlietota
செலவு	izlietoti
செலவு	pavadīts
சுழற்சி	rotācija
சுழற்சி	spirāle
சுழற்சி	cilpas
சுழற்சி	cilpu
சுழற்சி	cikls
மனம்	prātā
மனம்	prāta
மனம்	prātu
மனம்	prāts
மனம்	dvēseles
நோய்கள்	slimības
நோய்கள்	slimībām
அண்மையில்	nesen
எளிதில்	viegli
எளிதில்	viegli
எளிதில்	viegla
எளிதில்	viegls
எளிதில்	mierīgi
அதிகாரம்	power
அதிகாரம்	jaudas
அதிகாரம்	jauda
அதிகாரம்	vara
நகைச்சுவை	komēdija
கணித	matemātikas
கணித	matemātika
விநாயகர்	ganēša
சரி	labi
சரி	labi
சரி	nu
பக்கங்கள்	lapas
பக்கங்கள்	lappuses
நீதிமன்றம்	tiesa
நீதிமன்றம்	palāta
செயல்படும்	aktīvais
செயல்படும்	aktīvs
செயல்படும்	aktīvi
செயல்படும்	aktīva
செயல்படும்	aktīvā
அதிபர்	prezidents
அதிபர்	priekšsēdētāja
அதிபர்	priekšsēdētājs
அலுவலர்	amatpersona
அலுவலர்	virsnieks
அலுவலர்	virsnieka
அமைவிடம்	vieta
அமைவிடம்	novietojums
லீக்	līgas
லீக்	līga
நிர்வாகம்	pārvaldība
நிர்வாகம்	apsaimniekošana
நிர்வாகம்	vadība
நிர்வாகம்	pārvaldības
நிர்வாகம்	ievadīšana
நிர்வாகம்	administrācija
நிர்வாகம்	administratīvā
நிர்வாகம்	administratīvi
நிர்வாகம்	administratīvais
நிர்வாகம்	administratīva
நிர்வாகம்	administratīvie
முறையை	metode
ஆசியா	āzija
ஓய்வு	atpūta
ஓய்வு	pensijā
ஓய்வு	pensionēšanās
ஓய்வு	atpūta
தாக்கம்	trieciens
தாக்கம்	ietekme
புரட்சி	revolūcija
வலைத்தளம்	mājaslapa
வலைத்தளம்	mājaslapā
போராட்டம்	protestu
போராட்டம்	protests
போராட்டம்	cīņa
போராட்டம்	uzbudinājums
போராட்டம்	satraukums
ஏதேனும்	jebkuru
ஏதேனும்	jebkura
ஏதேனும்	jebkurš
நிறைவு	pabeigšana
நிறைவு	pabeigšanas
நிறைவு	pabeigti
நிறைவு	pabeigts
நிறைவு	pabeigta
நிறைவு	aizpildīt
நிறைவு	pabeigt
நிறைவு	pabeigts
நிறைவு	pabeigta
நிறைவு	pilnīga
நடவடிக்கைகள்	darbības
நடவடிக்கைகள்	aktivitātes
கூகுள்	google
மரியா	marija
மரியா	mērija
மரியா	marija
மலர்	zieds
மலர்	ziedu
இடைப்பட்ட	starp
விரைவில்	drīzumā
விரைவில்	drīz
பாடகர்	dziedātāja
பாடகர்	dziedātājs
ஏற்பாடு	organizēti
ஏற்பாடு	organizēta
ஏற்பாடு	organizēts
ஏற்பாடு	izvietojums
ஏற்பாடு	vienošanās
ஏற்பாடு	izkārtojums
நிறைந்த	pilnu
நிறைந்த	pilnas
நிறைந்த	pilns
நிறைந்த	pilnā
நிறைந்த	pilni
நிறைந்த	pilna
கட்டிடக்கலை	arhitektūra
ஆட்டம்	spēle
ஆட்டம்	atbilstība
ஆட்டம்	atbilst
ஆட்டம்	sakritība
ஆட்டம்	mača
ஆட்டம்	sakrīt
மண்	augsne
மண்	augsnes
மண்	smilts
மண்	smilšu
மண்	smiltis
குழுக்கள்	grupām
குழுக்கள்	grupas
சூரியன்	saule
சூரியன்	sun
சூரியன்	saulē
சூரியன்	saules
இந்திரா	indira
இந்திரா	indra
தீ	ugunsgrēks
தீ	uguns
தீ	uguni
சேர்ந்தார்	pievienojās
கடற்கரை	pludmale
கடற்கரை	pludmales
கடற்கரை	beach
முற்றிலும்	absolūti
முற்றிலும்	pilnīgi
இயக்கிய	vērsta
இயக்கிய	virzīta
இயக்கிய	vērsts
எடை	svars
