மற்றும்	and
வர்த்தகம்	trading
பின்னணிப்	playback
என்னுடைய	mine
கனடாவின்	canadians
அசாம்	assam
அசாம்	azam
பரிமாற்றம்	transactions
பரிமாற்றம்	transfer
பரிமாற்றம்	exchange
கறுப்பு	black
தரமான	quality
நைட்	knight
கைப்பற்றி	captured
பயண	travel
பத்தாம்	tenth
கால்சியம்	cobalt
கால்சியம்	calcium
கால்சியம்	celsius
கால்சியம்	magnesium
இயக்கி	driver
இயக்கி	drive
காயமடைந்தனர்	injured
கடைசியாக	last
வெட்டி	cut
பெறுதல்	receiving
பெறுதல்	getting
பிள்ளைகள்	children
தவறாக	wrong
சங்கிலி	chain
சாதனங்கள்	devices
தொலைவு	distance
மனதில்	mind
படித்தார்	studied
அலெக்சாண்டர்	alexander
களம்	domain
பழங்கள்	fruits
பூசை	puja
வேட்பாளர்	candidate
ஓடும்	running
தொழிற்சாலை	industry
தொழிற்சாலை	industrial
தொழிற்சாலை	factory
கோடை	summer
குறைக்க	reduce
ஜனநாயக	democratic
லூக்கா	luke
லூக்கா	luka
உறுப்புகள்	elements
சர்க்கரை	sugar
நாட்காட்டி	calendar
ஆலோசனை	advice
ஆலோசனை	consulting
ஆலோசனை	consult
மெதுவாக	slow
மெதுவாக	slowly
பேராக்	perak
அளிக்கிறது	provides
காப்பீடு	insurance
அரசியலமைப்பு	constitution
பயன்படுத்துகிறது	using
பயன்படுத்துகிறது	uses
மைல்கள்	miles
மடம்	monastery
புனிதர்	saint
பாத்திரம்	role
ஆழமான	deep
வழிமுறைகள்	channels
வழிமுறைகள்	instructions
ஆரம்பித்தது	started
அதிர்வெண்	frequency
சீரான	uniform
பணிபுரிந்தார்	worked
துவக்க	startup
கொன்று	slay
கொன்று	kill
சிட்டி	chitty
சிட்டி	city
அதிகரித்து	increasing
புலம்	field
பாய்	boy
பாய்	bhai
பாய்	pai
பாய்	bai
எங்கள்	our
மோகன்	mohan
நந்தி	nandi
தவம்	penance
தொற்று	infections
தொற்று	infection
காணாமல்	disappeared
காணாமல்	missing
சந்திரன்	moon
குழுவினர்	crew
திரவ	liquid
குலம்	clan
தானாகவே	auto
தானாகவே	automatically
நுழைவாயில்	gateway
செல்	cell
மோட்டார்	motor
மரபியல்	genetics
விமர்சனம்	criticism
கிருஷ்ணா	krishna
போர்கள்	wars
பொதுநலவாய	commonwealth
பரவியது	spread
இசைக்குழு	band
ஓட்டம்	runner
ஓட்டம்	flow
ஓட்டம்	running
ஓட்டம்	run
ஊழல்	corrupt
ஊழல்	scandal
ஊழல்	scam
ஊழல்	corruption
குழந்தைகளின்	kids
பாதி	half
ஆதலால்	advantage
தேர்	chariot
ஸ்டீவ்	steve
வம்சம்	dynasty
இந்துக்கள்	hindus
கொஞ்சம்	slight
வாரியம்	board
தாக்குதல்கள்	attacks
அசல்	original
முக்கோண	triangular
முக்கோண	cubism
நிறுத்தி	stopped
அவளது	her
சுவிட்சர்லாந்து	switzerland
கண்டிப்பாக	sure
கண்டிப்பாக	definitely
உருவாக்குகிறது	creating
உருவாக்குகிறது	creates
கொலம்பியா	columbia
கொலம்பியா	colombia
மத்தேயு	matthew
இந்தோனேசியா	indonesia
நாளும்	day
பொறி	machine
பொறி	engine
பொறி	trap
செக்	czech
தேடல்	search
எலிசபெத்	elizabeth
நன்மை	benefit
நன்மை	good
அமில	acidic
பிணைப்பு	bonding
பிணைப்பு	bound
கேட்டுக்	listening
சட்டத்தை	law
தொலைத்தொடர்பு	telecommunication
தொலைத்தொடர்பு	telecommunications
உயர்வு	hike
உயர்வு	rise
மையங்கள்	cafes
மையங்கள்	centers
கருப்பை	uterus
கருப்பை	womb
மாநகராட்சி	corporation
ஆயுதங்கள்	weapons
பராமரிப்பு	maintenance
ஞாயிறு	sun
ஞாயிறு	sunday
கண்கள்	eyes
சகோதரி	sis
சகோதரி	sister
சகோதரி	sissy
பணியாளர்	employee
விழாக்கள்	festivals
முக்கோணம்	translate
முக்கோணம்	triangle
இணைக்கிறது	connecting
கணம்	moment
சிறிதளவு	slightly
அனுபவம்	experienced
அனுபவம்	experience
கோரி	cori
கோரி	demanding
கோரி	corey
கோரி	cory
ஒப்பிடுகையில்	compared
இயக்கங்கள்	operations
உடை	dress
உடை	dressing
டாலர்கள்	dollars
மற்றவர்கள்	others
ஸ்பெயின்	spain
நோக்கியா	nokia
அக்னி	agni
அதிகளவில்	highly
காளி	kali
டே	tae
டே	dey
பாடலை	song
நடுத்தர	medium
ஹோட்டல்	hotel
வடிவவியல்	geometry
நீக்கம்	spot
பழுப்பு	brown
பழுப்பு	burn
பழுப்பு	grey
பழுப்பு	gray
தடுக்கும்	prevent
நாட்களுக்கு	days
பழக்கம்	habit
அழகான	beautiful
அழகான	lovely
இணையாக	parallel
நடப்பு	current
நடப்பு	present
இறையியல்	theology
தோன்றுகிறது	seems
தோன்றுகிறது	appears
நெட்வொர்க்	network
பக்கத்தை	page
அரியானா	haryana
சின்னங்கள்	icons
வளாகத்தில்	campus
கோரிக்கை	request
காலி	galle
காலி	empty
ஆலன்	allen
ஆலன்	allan
ஆலன்	alan
யோகம்	yoga
மூலங்கள்	sources
மூலங்கள்	resources
வீழ்ச்சி	defeat
வீழ்ச்சி	fall
பாடினார்	sang
தொழிலில்	industry
கொடுக்கப்பட்ட	given
சொந்தமான	personal
வாழ	live
முன்னோடி	pioneer
பிறர்	others
காந்த	magnetic
அப்பால்	beyond
எண்ணற்ற	numerous
எண்ணற்ற	countless
கண்டறியப்பட்டது	detected
