மற்றும்	in
வரிகள்	proge
வரிகள்	vrstic
வரிகள்	davke
வரிகள்	davki
வளம்	vir
வளம்	bogastva
வளம்	bogastvo
வளம்	premoženje
வளம்	prožnost
வளம்	prilagodljivost
வளம்	plodnost
வளம்	vire
வளம்	sredstva
வளம்	viri
ஒருங்கிணைந்த	integrirani
ஒருங்கிணைந்த	integriran
ஒருங்கிணைந்த	integrirana
ஒருங்கிணைந்த	integrirano
ஒருங்கிணைந்த	celostni
எருசலேம்	jeruzalem
பார்	glej
பார்	glejte
பார்	bar
பார்	poglej
கடற்படை	mornariška
கடற்படை	mornariški
கடற்படை	mornarice
கடற்படை	mornarica
துறைமுகம்	harbor
துறைமுகம்	pristanišče
துறைமுகம்	pristanišča
துறைமுகம்	port
அடையும்	doseže
வணக்கம்	pozdravljeni
தினம்	dan
தினம்	day
தனிநபர்	individualna
தனிநபர்	posamezna
தனிநபர்	posamezno
தனிநபர்	individualno
தனிநபர்	posamezni
தனிநபர்	posameznik
தவிர்க்க	izognili
தவிர்க்க	izogibati
தவிர்க்க	izognil
இதய	srčno
இடைவெளி	break
இடைவெளி	zlomil
இடைவெளி	zlomi
இடைவெளி	vesolje
இடைவெளி	prostor
இடைவெளி	space
இடைவெளி	vesoljska
மருத்துவமனை	bolnišnica
மருத்துவமனை	bolniška
மருத்துவமனை	bolnica
மருத்துவமனை	klinika
மருத்துவமனை	kliniko
மருத்துவமனை	ambulanta
அடக்கம்	pokop
பௌத்தம்	budizem
தலைமுறை	generacija
தலைமுறை	generacije
தலைமுறை	ustvarjanje
தலைமுறை	generacijo
வசிக்கும்	živeti
வசிக்கும்	živel
வசிக்கும்	živela
நிலைகள்	države
நிலைகள்	držav
நிலைகள்	faze
நிலைகள்	stopnje
நிலைகள்	fazah
நிலைகள்	ravni
நிலைகள்	stopnje
நிலைகள்	nivoji
இயங்குகிறது	teče
இயங்குகிறது	tek
இயங்குகிறது	teči
காடுகள்	gozdarstvo
காடுகள்	gozdov
காடுகள்	gozdovi
காடுகள்	gozda
காடுகள்	gozd
காடுகள்	gozdni
காடுகள்	gozdovi
கோவில்கள்	templjev
ஸ்டார்	stradali
ஸ்டார்	zvezdica
ஸ்டார்	zvezdo
ஸ்டார்	zvezda
இரயில்வே	železnice
இரயில்வே	železniški
இரயில்வே	železnica
இரயில்வே	železnice
இராணுவம்	vojaška
இராணுவம்	vojaški
இராணுவம்	vojska
இராணுவம்	vojaško
இராணுவம்	armada
இராணுவம்	vojska
இராணுவம்	vojsko
வாழ்நாள்	doživljenjsko
இரவில்	noč
உருவம்	sliko
உருவம்	podoba
உருவம்	slika
பட்டு	svile
பட்டு	svila
வங்கிகள்	banks
வங்கிகள்	bankam
வங்கிகள்	bankah
வங்கிகள்	bankami
வங்கிகள்	banke
பாணி	stil
பாணி	slog
கொண்டாடப்படுகிறது	praznovali
கொண்டாடப்படுகிறது	praznoval
எகிப்து	egipt
பறக்கும்	leteči
பறக்கும்	letenje
நடத்தப்பட்ட	izvedene
திருமால்	vishnu
தெளிவான	jasna
தெளிவான	počisti
தெளிவான	jasno
திறந்து	odprto
ஆல்பம்	album
ஆல்பம்	albuma
அன்பு	ljubezni
அன்பு	love
அன்பு	ljubezen
வலையமைப்பு	omrežja
வலையமைப்பு	mreža
வலையமைப்பு	omrežje
ஆதாரங்கள்	dokazila
ஆதாரங்கள்	dokazila
ஆதாரங்கள்	dokazi
ஆதாரங்கள்	dokaz
ஆதாரங்கள்	vire
ஆதாரங்கள்	sredstva
ஆதாரங்கள்	viri
முகம்	obraz
முகம்	obraza
முகம்	face
மின்சாரம்	elektrike
மின்சாரம்	elektrika
திங்கள்	ponedeljek
பருவத்தில்	sezono
பருவத்தில்	sezona
குளம்	ribniku
குளம்	ribnik
குளம்	bazen
குளம்	biljard
அமெரிக்கன்	ameriške
அமெரிக்கன்	ameriško
அமெரிக்கன்	ameriški
அமெரிக்கன்	ameriška
கனிம	anorganske
பத்திரிகை	tiska
பத்திரிகை	pritisni
பத்திரிகை	tisk
பத்திரிகை	novinarji
பத்திரிகை	revije
பத்திரிகை	revijo
பத்திரிகை	revija
பரிசுகள்	darili
பரிசுகள்	darila
பரிசுகள்	darovi
காப்புரிமை	patent
காப்புரிமை	avtorske
கேள்வி	vprašanje
கேள்வி	vprasanje
பாதையில்	vzrok
குடும்பங்கள்	družine
குடும்பங்கள்	družin
கொரிய	korejsko
கொரிய	korejski
இன்றி	nocoj
சிந்து	sindhu
அறக்கட்டளை	fundacija
அறக்கட்டளை	temelj
அறக்கட்டளை	sklad
அறக்கட்டளை	temelje
திரைக்கதை	scenarij
விளக்கு	svetlo
விளக்கு	svetloba
விளக்கு	luč
விளக்கு	lahka
விளக்கு	svetilko
விளக்கு	svetilka
விளக்கு	lučke
விளக்கு	luci
விளக்கு	luči
ஜோன்	joan
ஜோன்	jona
ஜோன்	jon
விரும்பும்	želiš
கிராம்	gram
காவல்துறை	policija
கேட்டு	poslušamo
கேட்டு	poslušam
கேட்டு	poslušal
கேட்டு	poslušanje
காஷ்மீர்	kašmirju
ரிச்சர்ட்	richard
பனி	haze
பனி	meglica
பனி	megla
பனி	snega
பனி	sneg
பனி	led
பனி	ice
பனி	ledom
ஆறாவது	šesti
ஆறாவது	šesta
ஆறாவது	šesto
சிக்கல்கள்	izdaj
சிக்கல்கள்	vprašanja
ஜப்பானிய	japonski
ஜப்பானிய	japonsko
ஜப்பானிய	japonci
ஜப்பானிய	japonec
ஜப்பானிய	japonska
தானியங்கி	samodejno
தானியங்கி	samodejna
தானியங்கி	auto
தானியங்கி	robota
தானியங்கி	robot
தானியங்கி	avtomobilski
தானியங்கி	avtomobilsko
தானியங்கி	avtomobilska
தானியங்கி	samodejno
தானியங்கி	avtomatsko
தானியங்கி	samodejni
தானியங்கி	samodejna
ஆடி	audi
ஆட்டத்தில்	igro
ஆட்டத்தில்	tekma
ஆட்டத்தில்	tekmo
ஆட்டத்தில்	igra
கோடு	črta
கோடு	vrstica
தோராயமாக	približno
தன்னாட்சி	avtonomne
தன்னாட்சி	samostojno
தன்னாட்சி	avtonomna
இலக்கு	destinacija
இலக்கு	gol
இலக்கு	cilj
இலக்கு	tarča
இலக்கு	ciljna
ஆளுநர்	guverner
சமுதாய	skupnost
சமுதாய	skupnosti
சொத்து	sredstvo
சொத்து	last
சொத்து	lastnost
சொத்து	premoženje
சொத்து	nepremičnine
சொத்து	lastnina
கொடுக்க	dej
கொடுக்க	daj
சகோதரர்	bratec
சகோதரர்	brat
காரணிகள்	faktorji
காரணிகள்	dejavniki
எக்ஸ்பிரஸ்	izraziti
எக்ஸ்பிரஸ்	express
இருவர்	dve
இருவர்	dva
கோவா	goa
ஒன்றிய	union
ஒன்றிய	unije
ஒன்றிய	unija
ஒன்றிய	sindikat
ஆப்பிரிக்கா	afriko
ஆப்பிரிக்கா	afrika
விசாரணை	sonde
விசாரணை	sondo
விசாரணை	sonda
விசாரணை	preiskava
விசாரணை	preiskavo
விசாரணை	preiskava
விசாரணை	preiskovanje
விசாரணை	preiskave
விசாரணை	raziskava
மேற்கொண்டு	nadalje
மேற்கொண்டு	nadaljnje
இயந்திரம்	mašina
இயந்திரம்	stroj
இயந்திரம்	motorja
இயந்திரம்	motor
பிற்பகுதியில்	pozneje
பிற்பகுதியில்	kasneje
மெல்லிய	tanke
மெல்லிய	tanka
மெல்லிய	tanko
மெல்லிய	tanek
வடகிழக்கு	severovzhodno
வடகிழக்கு	severozahodni
வடகிழக்கு	sz
வடகிழக்கு	severozahodno
விவசாய	kmetijska
விவசாய	kmetijske
விவசாய	kmetijsko
விவசாய	kmetijski
விவசாய	kmetijstvo
கொடுத்தார்	dal
கொடுத்தார்	dau
கொடுத்தார்	dala
இளைய	najmlajše
இளைய	najmlajša
இளைய	najmlajši
இளைய	mlajši
இளைய	mlajša
இளைய	mlajše
செல்வம்	bogastva
செல்வம்	bogastvo
செல்வம்	premoženje
எலும்பு	kosti
எலும்பு	kost
எலும்பு	bone
நற்செய்தி	evangelij
