като	soos
условие	voorwaarde
условие	kondisie
леви	levy
леви	levi
регент	regent
мнения	opinies
мнения	opmerkings
мнения	aansigte
мнения	kykers
кислород	suurstof
отглеждане	vergroting
отглеждане	groeiende
отглеждане	boerdery
горни	boonste
пауло	paulo
пауло	paolo
огромно	huge
успешни	suksesvol
успешни	suksesvolle
човечеството	humanity
човечеството	mensdom
разходи	koste
разходи	kos
анонимни	anoniem
андре	andre
андре	andré
загреб	zagreb
съзнание	bewussyn
съзнание	consciousness
смесено	gemeng
смесено	gemengde
абатство	abdy
абатство	abbey
следствие	consequence
изгнание	exile
изабела	isabella
спътници	satelliete
спътници	companions
спътници	moons
въздействие	impact
въздействие	impak
въздействие	effekte
въздействие	effek
авъл	aulus
нацистка	nazi
здравето	gesondheid
изрази	uitdrukkings
пролет	lente
мнозинството	meerderheid
преминаване	passage
преминаване	deurkom
преминаване	aangee
преминаване	verbygaan
продадени	sold
продадени	verkoop
катерина	katerina
катерина	katharina
катерина	catharina
катерина	catherine
катерина	caterina
взаимно	wedersydse
взаимно	mutual
взаимно	onderlinge
вътрешно	interior
вътрешно	binneste
вътрешно	binne
вътрешно	intern
вътрешно	interne
вътрешно	innerlike
кадри	beeldmateriaal
станции	stasies
развита	ontwikkel
практики	praktyke
практики	reguleer
улици	strate
химн	hymn
химн	anthem
завет	testament
завет	covenant
завет	legacy
зевс	zeus
жълто	yellow
обувки	skoen
обувки	skoene
обувки	skoene
посещение	besoek
шекспир	shakespeare
равен	gelyk
равен	gelyke
дисциплини	disciplines
бах	bach
забелязва	kennisgewings
датски	deens
датски	deense
милион	miljoen
мисисипи	mississippi
логика	logika
нейна	hers
броня	armor
нисък	lae
аврелий	aurelius
мкс	iss
невъзможно	onmoontlik
съединение	saamgestelde
съединение	compound
данък	belasting
галия	cisalpina
комисар	kommissaris
коментари	opmerkings
животно	dier
ивица	streep
биология	bio
биология	biografie
биология	biologie
люнебург	lüneburg
фифа	fifa
южни	suidelike
юта	utah
юта	jute
противник	teenstander
вселената	heelal
парчета	bisse
парчета	bits
парчета	stukke
уволнен	gidse
уволнен	afgedank
председатели	presidente
заслуга	merit
днк	dna
днк	dns
феликс	felix
северни	noordelike
северни	northern
юний	junius
реакции	reaksies
детайли	besonderhede
дитрих	dietrich
шанс	kans
колеги	kollegas
колеги	kollegas
богато	ryk
проза	prosa
керамика	keramiek
приемане	aanvaarding
приемане	aanneem
приемане	ontvangs
чарли	charlie
адриан	adrienne
адриан	adrian
свидетелства	getuig
кореспондент	correspondent
предшественик	voorganger
поета	digter
улиците	strate
кафе	koffie
служител	werknemer
независим	independent
независим	onafhanklike
независим	onafhanklik
независим	selfstandige
запазен	gereserveer
палеолог	paleologus
композиция	samestelling
композиция	komposisie
айрес	aires
одеса	odessa
артист	kunstenaar
масив	skikking
масив	massiewe
масив	massive
изчезнал	ontbreek
изчезнал	vermis
изчезнал	afwesig
зелени	groen
разговори	gesprekke
разговори	gesprek
формално	formele
формално	formal
селяните	villagers
шлезвиг	sleeswyk
организирана	georganiseerde
организирана	georganiseerd
организирана	georganiseer
жаби	paddas
кирилица	cyrillies
председателят	chairman
клод	claude
нил	nyl
централно	sentrale
централно	sentraal
камара	chamber
киселини	acids
крива	curve
ливий	livius
четене	lees
четене	gelees
четене	lees
пекин	beijing
пекин	peking
сама	alleen
гама	gama
гама	gambië
гама	gamma
завършена	voltooi
завършена	afgehandel
обсъждане	bespreking
почва	grond
валежи	neerslag
цицерон	cicero
частна	privaat
тежък	swaar
алфонсо	alfonso
метали	metaal
метали	metale
посмъртно	postuum
съвети	wenke
съвети	leidrade
съвети	advies
съвети	raad
убийства	moord
убийства	slagting
убийства	moorde
съхранение	berging
съхранение	bewaring
съхранение	stoor
съхранение	winkel
метро	subway
метро	metro
буенос	buenos
бар	balk
бар	bar
бар	kroeg
данъци	belasting
данъци	belastings
преброяване	sensus
преброяване	konfigurasie
лили	lili
лили	lilly
лили	lily
акции	gedeel
кеш	kas
кеш	cache
кеш	kontant
филипините	filippyne
филипините	philippines
магистрала	hoofweg
