மற்றும்	et
மாணவர்	étudiant
மாணவர்	étudiante
மாணவர்	étudiants
மாணவர்	etudiant
பேசும்	parlant
குறிப்பிடுகிறது	spécifie
நோக்கம்	objectif
நோக்கம்	mission
கடந்து	passer
கடந்து	passant
உருவாக்கி	génératrice
உருவாக்கி	générateur
உருவாக்கி	créatrice
உருவாக்கி	créateur
உருவாக்கி	compositeur
உருவாக்கி	compositrice
உருவாக்கி	développeur
உருவாக்கி	promoteur
உருவாக்கி	développeurs
பாண்டிய	pandya
ஒத்த	similaires
ஒத்த	similaire
ஒத்த	semblables
ஒத்த	analogue
ஒத்த	semblable
பச்சை	verte
பச்சை	vert
பச்சை	vertes
அலகு	unité
அலகு	unite
அலகு	unit
உள்நாட்டு	domestiques
உள்நாட்டு	domestique
நகராட்சி	municipalité
உறவு	relation
உறவு	relation
நூலகம்	bibliothèque
நூலகம்	librairie
சண்டை	bataille
சண்டை	combat
சண்டை	combats
சண்டை	combat
சண்டை	bagarre
சண்டை	lutte
சண்டை	combattre
சண்டை	combat
சண்டை	bagarre
நிறம்	couleur
நிறம்	coloris
நிறம்	couleurs
நிறம்	couleur
நிறம்	coloris
நிறம்	couleurs
விமானம்	avion
விமானம்	vol
விமானம்	aéronefs
விமானம்	avion
விமானம்	avions
பதில்	réponse
பதில்	répondez
பதில்	répondre
பதில்	reponse
பதில்	réponse
பதில்	réplique
பதில்	répondez
பதில்	répondre
பதில்	reponse
திருவிழா	festival
திருவிழா	fête
திருவிழா	carnaval
நான்காம்	quatrième
நான்காம்	fourth
நான்காம்	quatrièmement
வெளியிடப்பட்ட	publiée
வெளியிடப்பட்ட	publiées
வெளியிடப்பட்ட	publiés
வெளியிடப்பட்ட	publié
கூடாது	not
கூடாது	non
கூடாது	pas
காலை	matin
காலை	morning
காலை	matinée
காலை	matinale
சமூகம்	société
சமூகம்	communaute
சமூகம்	communautaire
சமூகம்	communauté
சமூகம்	collectivité
சமூகம்	sociale
சமூகம்	sociaux
சமூகம்	social
புற்றுநோய்	cancer
சு	chu
ஆன்	ann
ஆன்	anne
மெய்யியல்	philosophique
மெய்யியல்	philosophie
மெய்யியல்	laïcité
மெய்யியல்	dévotion
மெய்யியல்	dévouement
நாட்களில்	jours
நாட்களில்	journées
பயணிகள்	voyageurs
பயணிகள்	passagers
அறுவை	chirurgie
இணை	joindre
இணை	rejoignez
இணை	adhérer
இணை	rejoindre
இணை	connecter
இணை	connexion
இணை	connectez
இணை	associé
இணை	associés
இணை	associée
இணை	associer
அழுத்தம்	poussée
அழுத்தம்	pression
அழுத்தம்	pressions
அழுத்தம்	emphase
அழுத்தம்	compression
கல்லூரிகள்	collèges
மன்றம்	club
மன்றம்	conseil
மன்றம்	forum
இஸ்லாமிய	islamiste
இஸ்லாமிய	musulman
இஸ்லாமிய	islamique
உண்மை	vrais
உண்மை	true
உண்மை	vraie
உண்மை	vrai
உண்மை	véritable
உண்மை	verite
உண்மை	vérité
உண்மை	réalité
உண்மை	réalités
அவனது	sa
அவனது	his
அவனது	ses
அவனது	son
இத்தாலிய	italiennes
இத்தாலிய	italienne
இத்தாலிய	italien
இத்தாலிய	italiens
இனங்கள்	races
இனங்கள்	espèces
இனங்கள்	espèce
தலைவன்	chef
நின்று	standing
டைம்ஸ்	fois
பிரிட்டிஷ்	britanniques
பிரிட்டிஷ்	britannique
நிகழ்ச்சிகள்	évènements
நிகழ்ச்சிகள்	evénements
நிகழ்ச்சிகள்	evenements
நிகழ்ச்சிகள்	événements
புதிதாக	nouveau
புதிதாக	nouvelle
புதிதாக	nouvelles
புதிதாக	nouveaux
புதிதாக	nouveautés
புதிதாக	nouvellement
புதிதாக	fraîchement
புதிதாக	frais
புதிதாக	fraiche
புதிதாக	fraîche
புதிதாக	fraîcheur
வரைபடம்	cartes
வரைபடம்	plan
வரைபடம்	carte
வரைபடம்	graphique
வரைபடம்	diagramme
வரைபடம்	cartes
தாவரங்கள்	plantes
தாவரங்கள்	végétaux
தண்ணீர்	eaux
தண்ணீர்	eau
கர்நாடக	karnataka
விளையாட்டுகள்	jeux
விளையாட்டுகள்	sport
விளையாட்டுகள்	sports
கட்டப்பட்டது	construite
கட்டப்பட்டது	construit
கட்டப்பட்டது	bâti
கட்டப்பட்டது	construits
உள்	internes
உள்	interne
உள்	locale
உள்	local
உள்	locales
உள்	locaux
மொழிபெயர்ப்பு	traduction
மொழிபெயர்ப்பு	traductions
மொழிபெயர்ப்பு	traduire
மொழிபெயர்ப்பு	traduit
வின்	vin
வின்	winn
விளையாட்டுக்கள்	jeux
விளையாட்டுக்கள்	sport
விளையாட்டுக்கள்	sports
நிமிடங்கள்	mn
நிமிடங்கள்	minutes
கருப்பு	noire
கருப்பு	black
கருப்பு	noires
கருப்பு	noir
கருப்பு	noirs
குறுகிய	courte
குறுகிய	court
குறுகிய	courts
குறுகிய	courtes
தொடங்கப்பட்டது	commencé
தொடங்கப்பட்டது	démarré
தொடங்கப்பட்டது	commencée
நம்	notre
நம்	nos
அரசர்கள்	rois
அரசர்கள்	kings
பொருளியல்	économie
பொருளியல்	economie
பொருளியல்	économique
பொருளியல்	economique
பொருளியல்	economiques
நிறைய	lots
நிறைய	lot
கொடி	pavillon
கொடி	flag
கொடி	drapeau
கொடி	drapeaux
எப்போதும்	always
எப்போதும்	tjrs
எப்போதும்	toujour
எப்போதும்	toujours
எப்போதும்	forever
எப்போதும்	jamais
எப்போதும்	ever
எழுத்துக்கள்	alphabet
எழுத்துக்கள்	lettres
எழுத்துக்கள்	personnages
எழுத்துக்கள்	caractères
சுருக்கம்	récapitulation
சுருக்கம்	sommaire
சுருக்கம்	récapitulatif
சுருக்கம்	résumé
அரசாங்கம்	gouvernement
அரசாங்கம்	gouvernements
மாறி	variable
மாறி	variables
பாதை	sentier
பாதை	chemin
பாதை	sillon
வென்று	gagné
வென்று	gagnée
வென்று	gagnées
வென்று	won
வென்று	gagnés
சரியாக	exactement
மாகாண	provincial
மாகாண	provinciales
மாகாண	provinciaux
மாகாண	provinciale
