dhe	e
gara	corsa
gara	gara
gara	corse
gara	racing
gjysma	mezzo
gjysma	metà
gjysma	mezza
studim	studio
studim	studia
studim	studiare
aktivitetet	attività
aktivitetet	compiti
shkatërruar	rovinata
shkatërruar	rovinati
shkatërruar	rovinate
shkatërruar	rovinato
shkatërruar	distrutta
shkatërruar	distrutti
shkatërruar	distrutte
shkatërruar	distrutto
pali	paolo
pali	caduta
pali	caduto
pali	caduti
rastet	casi
nda	nda
miqësore	amichevoli
miqësore	cordiale
miqësore	amichevole
miqësore	friendly
profesionist	professionale
profesionist	professionisti
profesionist	professionista
profesionist	professional
shkrim	scrittura
shkrim	scrivere
lagje	quartieri
lagje	quartiere
lagje	vicinato
lagje	vicinato
ilirët	illiri
nen	nen
nen	sotto
nen	under
tabela	tabella
tabela	tavolo
tabela	tavola
temë	argomento
temë	tema
sipërfaqes	superficie
shkalla	scala
shkalla	scala
shkalla	laurea
champions	campioni
champions	champions
shkronja	lettere
shkronja	personaggi
shkronja	caratteri
qelizat	celle
qelizat	cellule
fundin	gonna
brigjet	coste
besnik	fedele
besnik	leali
besnik	fedeli
besnik	leale
besnik	fedele
besnik	fedeli
bashkëkohore	contemporaneo
bashkëkohore	contemporanei
bashkëkohore	contemporanea
komunikimit	comunicazioni
komunikimit	comunicazione
serbët	serbi
përgjigje	rispondi
përgjigje	risposta
përgjigje	rispondi
përgjigje	risposta
përgjigje	rispondete
komisioni	commissione
pushtuar	infestata
pushtuar	perseguitato
pushtuar	infestato
pushtuar	perseguitati
pushtuar	conquistato
pushtuar	conquistata
pushtuar	conquistati
manastir	monastero
manastir	convento
specifike	specifica
specifike	specifici
specifike	specifico
thirrje	chiamare
thirrje	call
thirrje	chiama
thirrje	chiamate
thirrje	chiamata
shpirtin	anima
shpirtin	soul
programet	programmi
programet	applicazioni
programet	app
programet	applicazioni
programet	candidature
programet	software
drejtori	regista
drejtori	direttore
raport	relazione
raport	segnala
mbrapa	schiena
mbrapa	ritorno
mbrapa	back
mbrapa	indietro
ndarjen	condividere
ndarjen	sharing
ndarjen	condivisione
ndarjen	frazionamento
ndarjen	dividersi
diplomatike	diplomatica
diplomatike	diplomatico
diplomatike	diplomatiche
shkruante	scritto
shekujt	secoli
motra	suore
motra	sorelle
motra	sorella
motra	sister
kongresin	congressi
kongresin	congresso
hyjnore	divino
hyjnore	divine
hyjnore	divini
hyjnore	divina
aktivitete	attività
aktivitete	compiti
industria	industria
lartësia	altezza
verdhë	gialla
verdhë	giallo
shaban	saban
shpejtësia	velocità
zone	zona
zone	zone
naftës	olio
naftës	petrolio
bazat	basi
kundërt	inverso
kundërt	retromarcia
kundërt	invertire
kundërt	reverse
kundërt	opposto
kundërt	opposti
fjale	word
fjale	parola
fjale	parole
fjale	words
malor	highlands
pjesëmarrës	partecipante
pjesëmarrës	partecipante
pjesëmarrës	partecipanti
pjesëmarrës	partecipativo
pjesëmarrës	partecipativa
dukuri	fenomeno
qemal	cemal
qemal	qemal
qemal	kemal
kafshëve	animali
kafshëve	animale
kafshëve	animal
pozitive	positive
pozitive	positivo
pozitive	positivi
pozitive	positiva
epoka	era
ndarje	division
ndarje	divisione
ndarje	separazione
ndarje	rottura
fqinje	vicino
fqinje	vicina
fqinje	vicini
washington	washington
pasuri	fortuna
pasuri	fortune
pasuri	ricchezze
pasuri	ricchezza
pasuri	ricchezze
rrjet	griglia
rrjet	network
rrjet	rete
sezon	stagione
federale	federal
federale	federale
federale	federali
display	visualizzazione
display	display
profili	profilo
shembuj	esempi
ngarkuar	caricato
ngarkuar	caricate
ngarkuar	caricata
ngarkuar	caricati
ngarkuar	caricato
ngarkuar	caricati
betejë	battle
betejë	battaglia
aftësi	competenze
aftësi	abilità
aftësi	abilità
aftësi	abilità
aftësi	capacità
drejtpërdrejtë	diretta
drejtpërdrejtë	direct
drejtpërdrejtë	diretto
teknik	tecnica
teknik	tecnico
teknik	tecnici
teknik	tecnico
ministri	ministro
pjetër	pietro
pjetër	piero
kushtetuese	costituzionali
kushtetuese	costituzionale
there	massacrati
there	macellato
there	massacrato
mjetet	utensili
mjetet	strumenti
mjetet	attrezzi
kosovare	kosovari
ketu	qui
ketu	here
cfg	cfg
aftësitë	competenze
aftësitë	abilità
aftësitë	abilità
aftësitë	abilità
sulmet	attacca
sulmet	attacchi
sulmet	aggressioni
sulmet	attentati
familjeve	famiglie
nikolla	nikola
nikolla	niccolò
nikolla	nicola
nikolla	nicholas
nikolla	nicolò
zgjidhje	soluzione
zgjidhje	soluzioni
punët	buckwheat
nil	neil
nil	nilo
madhësia	taglia
madhësia	dimensione
madhësia	dimensioni
teatër	teatro
teatër	teatro
dispozicion	disponibile
dispozicion	disponibili
last	ultima
last	ultimo
last	ultimi
last	ultime
teknika	tecnica
teknika	tecniche
tregut	mercato
larguar	relegato
gjaku	sangue
gjaku	blood
romakët	romani
vendore	locale
vendore	local
bardha	bianca
bardha	white
bardha	bianchi
bardha	bianco
bardha	bianche
tregtisë	commercio
tregtisë	trade
sasia	ammontare
sasia	importo
sasia	quantitativo
sasia	quantitativi
sasia	quantità
programe	programmi
programe	programmazione
programe	programmi
programe	software
filmave	filmati
filmave	film
filmave	cinema
filozofi	filosofia
shërbimi	servizio
ahmed	ahmed
gov	gov
parlamenti	parlamento
zeza	neri
zeza	nera
zeza	black
zeza	nero
hungarisë	ungheria
juglindore	sudest
vogel	vogel
epirit	epiro
kolona	colonna
kolona	colonne
harry	enrico
harry	harry
texas	texas
arsyeja	ragione
arsyeja	motivo
letërsia	letteratura
gjera	cose
thyer	rotto
thyer	rotta
thyer	spezzato
thyer	broken
gruan	moglie
gjithsesi	comunque
punonte	lavorato
punonte	lavorate
punonte	lavorati
hynë	inserito
ishull	isola
pranishëm	presenti
pranishëm	presente
largët	lontano
largët	distanti
largët	distante
largët	lontani
largët	lontana
largët	remota
largët	remote
largët	remoti
largët	telecomando
largët	remoto
sami	sammy
sami	sami
sami	samy
ulur	seduto
ulur	seduti
ulur	seduta
gjykata	corte
situata	situazione
situata	situazioni
gjuhësore	linguistica
gjuhësore	linguistico
ndihmoi	aiutato
ndihmoi	aiutati
vazhdojnë	continuare
vazhdojnë	proseguire
vazhdojnë	continuate
vazhdojnë	continua
carl	carlo
carl	carl
ekspozita	mostra
ekspozita	esposizione
ekspozita	mostre
ekspozita	esposizioni
zgjati	durato
parimet	principi
institucioneve	istituzioni
varësi	dipendenza
varësi	dipendenze
metodat	metodi
kontroll	control
kontroll	controllo
gashi	gashi
côte	côte
filozofike	filosofico
filozofike	filosofica
mure	mura
mure	pareti
mure	muri
karakteristika	caratteristiche
ministrisë	ministero
komplekse	complessità
komplekse	complessi
komplekse	complesso
komplekse	complessa
komplekse	complesse
dokument	documentare
dokument	documento
ekipet	equipaggi
ekipet	squadre
sëbashku	insieme
sëbashku	together
problemi	problem
problemi	problema
records	record
records	records
makinë	macchina
makinë	auto
makinë	macchina
makinë	automobile
kundra	contrari
kundra	against
kundra	contro
maría	maría
majë	top
studentët	studenti
skenari	sceneggiatura
skenari	scenari
skenari	scenario
skenari	copione
skenari	sceneggiatura
skenari	script
franz	franz
sovjetike	soviet
sovjetike	sovietici
sovjetike	sovietico
sovjetike	sovietica
duan	vuoi
duan	volere
atdhetare	patria
atdhetare	homeland
juve	juve
islami	islam
kontribut	contributo
fakultetit	facoltà
fakultetit	docenti
hollë	sottili
hollë	thin
hollë	magra
hollë	sottile
hollë	magro
nëntori	novembre
gjurmët	tracce
gjurmët	brani
elektrik	elettrico
elektrik	elettrica
elektrik	elettrici
elektrik	elettrico
elektrik	electric
elektrik	elettrica
ronaldo	ronaldo
vendbanimi	residenza
fillimet	inizi
redaktor	editore
redaktor	redattore
redaktor	editor
parlamentare	parlamentare
grekët	greci
thuaj	dite
thuaj	dire
thuaj	racconta
auf	auf
vendndodhja	ubicazione
tjetri	prossimo
tjetri	prossimi
tjetri	prossima
nxehtë	caldo
nxehtë	hot
nxehtë	bollente
alfred	alfredo
alfred	alfred
sigurisht	certo
sigurisht	sicuro
tempull	tempio
lee	lee
midi	midi
port	porto
port	port
versioni	versione
versioni	version
like	come
like	like
federata	federazione
federata	federazioni
suedi	svezia
bujqësisë	agricoltura
popujt	popoli
long	lungo
long	lunghe
long	lunga
long	long
long	lunghi
çon	chon
krejtësisht	totalmente
krejtësisht	completamente
krejtësisht	totalmente
krejtësisht	completamente
vargje	versetti
vargje	versi
vargje	testi
für	für
madhësi	taglia
madhësi	dimensione
madhësi	dimensioni
shkencë	scienze
shkencë	scienza
said	saeed
politikën	politica
opera	opera
rajonale	regionali
rajonale	regionale
revolucionit	rivoluzione
revolucionit	revolution
ardhjen	arrivo
nevoja	bisogno
nevoja	necessità
nevoja	necessità
latinisht	latino
latinisht	latina
latinisht	latini
pësoi	sofferto
pësoi	soffriva
industrisë	industria
botua	pubblicato
botua	pubblicate
botua	pubblicata
botua	pubblicati
themelimi	stabilimento
themelimi	fondatore
themelimi	fondazione
java	settimana
java	java
mundëson	permette
mundëson	consente
mundëson	abilita
dëgjuar	sentito
val	val
kufiri	limite
kufiri	limitare
kufiri	margini
kufiri	margine
kufiri	confine
kufiri	border
kufiri	frontiera
nevojat	bisogni
nevojat	esigenze
mekanike	meccanico
mekanike	meccaniche
mekanike	meccanici
mekanike	meccanica
përfshinte	compreso
përfshinte	inclusi
përfshinte	incluso
përfshinte	inclusa
përfshinte	incluse
mendimi	pensavi
mendimi	pensato
mendimi	pensiero
mendimi	mentalità
djemtë	boys
djemtë	ragazzi
dokumentet	documenti
ylli	stella
ylli	star
ylli	stelle
profesional	professionale
profesional	professionisti
profesional	professionista
profesional	professional
atdhe	patria
atdhe	madrepatria
atdhe	patria
atdhe	homeland
sulejman	solimano
sulejman	sulejman
sulejman	suleyman
autoritetet	autorità
stadiumi	stadio
stadiumi	stadium
zhvillohen	evolvere
zhvillohen	evolve
zhvillohen	evolversi
zhvillohen	evolvono
rresht	fila
rresht	riga
als	sla
als	als
lëvizjet	mosse
lëvizjet	movimenti
murit	parete
murit	muraglia
murit	muro
personat	persone
personat	gente
personat	persone
vera	vera
vera	estate
ffffff	ffffff
arrihet	raggiunti
arrihet	raggiunta
arrihet	raggiunto
arrihet	raggiunte
arrihet	raggiunta
mbrojtëse	difensivo
mbrojtëse	difensiva
përfshihen	compreso
përfshihen	inclusi
përfshihen	incluso
përfshihen	inclusa
përfshihen	incluse
august	august
august	agosto
big	grosso
big	grandi
big	grande
big	big
morale	morale
morale	morali
fatmir	fatmir
aktual	attuali
aktual	correnti
aktual	attuale
aktual	corrente
sulm	attaccare
sulm	attacco
sulm	assalto
sulm	aggressione
organizimi	organizzazione
organizimi	organizzazione
organizimi	configurazione
organizimi	setup
funksionet	funzioni
funksionet	funzione
funksionet	funzioni
përputhje	ottemperanza
përputhje	conformità
përputhje	osservanza
wilhelm	wilhelm
armëve	armi
redaktuar	modificato
dan	dan
austriake	austriaci
austriake	austriaco
austriake	austriaca
austriake	austrian
aktivitet	attività
veriu	north
veriu	nord
izraelit	israele
izraelit	israeliano
izraelit	israeliana
izraelit	israeliani
parti	partito
parti	party
parti	festa
shpëtuar	salvato
shpëtuar	salvati
shpëtuar	salvate
shpëtuar	salvata
dalje	esci
dalje	uscite
dalje	exit
dalje	uscita
hyn	entra
myslimanët	musulmani
myslimanët	mussulmani
mësim	lezione
mendimin	parere
mendimin	opinione
afrika	africa
anton	anton
serbi	serbia
shprehet	espressi
shprehet	espresso
shprehet	espressa
shprehet	espresse
masat	masse
masat	misure
bashki	municipalità
kusht	condizione
kusht	condizioni
dimrit	inverno
dimrit	invernali
milano	milan
milano	milano
fizikë	fisica
radhët	ranghi
komunat	municipi
komunat	municipalità
komunat	comuni
min	min
varri	sepolcro
varri	tomba
varri	grave
varri	tomba
zgjedhja	selezione
zgjedhja	scelta
out	fuori
out	out
banor	residenti
banor	residente
rekord	registrare
rekord	record
rekord	registra
përmbajtje	contenuti
përmbajtje	contenuto
manastiri	monastero
kafshë	animali
kafshë	animale
kafshë	animal
praktike	pratici
praktike	pratica
praktike	pratico
interesante	interessanti
interesante	interessante
hungaria	ungheria
trupa	truppe
trupa	corpi
trupa	carrozzerie
shpreh	esprime
shpreh	espressi
shpreh	express
shpreh	espresso
shpreh	espressa
futboll	soccer
futboll	calcio
futboll	calcio
institucion	istituzione
organ	organo
organ	organi
kontributin	contributo
problemeve	problemi
femrat	femmine
femrat	donne
microsoft	microsoft
blu	blu
blu	blue
blu	azzurri
blu	azzurro
deklaroi	dichiarato
deklaroi	dichiarate
deklaroi	dichiarata
deklaroi	dichiarati
kontrolluar	controllato
kontrolluar	controllata
kontrolluar	controllato
kontrolluar	controllati
kontrolluar	cercata
kontrolluar	perquisito
kontrolluar	cercato
kinë	porcellane
kinë	cina
zakonshëm	ordinario
zakonshëm	ordinari
zakonshëm	ordinaria
fatin	destino
fatin	destiny
fatin	destini
fatin	sorte
fatin	destino
fatin	fato
individuale	individuo
individuale	individuali
individuale	singoli
individuale	individuale
las	las
fillestare	iniziale
fillestare	iniziali
fillestare	recluta
fillestare	novellino
fillestare	rookie
punime	funziona
punime	opere
punime	works
kërkesa	richiedi
kërkesa	richiesta
kërkesa	richieste
fierit	fier
udhëheqësit	leader
udhëheqësit	leaders
shërbime	servizi
interesat	interessi
pushtuesit	invasori
plani	pianifica
bill	bill
times	tempi
times	times
times	volte
mbeten	rimangono
pranon	ammette
pranon	accetta
vjenë	vienna
vendosjen	collocamento
vendosjen	posizionamento
vendosjen	dispiegamento
vendosjen	spiegamento
vendosjen	schieramento
var	hang
paraqit	presentate
paraqit	presentato
aliu	alì
aliu	ali
fiset	tribù
mësoi	imparata
mësoi	imparato
origjina	origine
origjina	origini
origjina	origini
gjërë	wide
gjërë	larghi
gjërë	ampia
përdorues	utenti
përdorues	utente
përdorues	utilizzatore
përdorues	utenti
përdorues	utilizzatori
emiri	emiro
gurit	stone
gurit	pietre
gurit	pietra
vazhduan	proseguito
vazhduan	continuato
numrat	numeri
musa	mosè
musa	musa
dëshiron	vuole
festival	festival
suprem	supremo
suprem	supreme
suprem	suprema
ndryshojnë	variare
than	prosciugato
lojërat	giochi
ligjeve	leggi
olimpike	olimpico
olimpike	olympic
vjetore	annuale
vjetore	annualmente
vjetore	annuali
vjetore	annuale
sant	sant
detyrat	compiti
detyrat	incarichi
detyrat	assegnazioni
detyrat	compiti
detyrat	doveri
detyrat	dazi
lleida	lleida
vlora	vlora
turq	turchi
partizani	partizan
finalen	finale
përgjigjet	risposte
përgjigjet	risponde
përgjigjet	risposte
përgjigjet	risposte
fizik	fisico
fizik	fisiche
fizik	fisica
fizik	fisici
brazili	brasile
pozicion	posizione
kundërshtim	obiezione
kundërshtim	obiezioni
youtube	youtube
objekti	oggetto
gjeografia	geografia
majtas	sinistro
majtas	sinistra
majtas	lasciato
hafiz	hafiz
nganjëherë	talvolta
monedha	valuta
monedha	valute
monedha	monete
monedha	monete
monedha	moneta
prapë	again
prapë	ancora
absolute	assoluta
absolute	assoluto
absolute	assoluti
njerëzor	umane
njerëzor	umano
njerëzor	umani
njerëzor	human
njerëzor	umana
burrat	mariti
burrat	uomini
burrat	men
autorë	autori
rrënjët	radici
françois	françois
themelet	fondamenti
themelet	fondamenta
themelet	fondazioni
instrument	strumento
bit	bit
zhvilluara	sviluppati
zhvilluara	sviluppata
zhvilluara	sviluppate
zhvilluara	sviluppato
jetonte	vissuti
jetonte	vissuta
jetonte	vissuto
jetonte	visse
industrial	industriali
industrial	industrial
industrial	industriale
natë	notte
përmasa	proporzioni
përmasa	taglia
përmasa	dimensione
përmasa	dimensioni
miratuar	approvata
miratuar	approvati
miratuar	approvato
miratuar	adottata
miratuar	approvata
miratuar	adottato
miratuar	adottati
set	imposta
set	set
set	impostare
kështjella	castelli
kështjella	castello
pedro	pedro
pritet	attese
pritet	attesa
pritet	atteso
pritet	attesi
piano	pianoforte
shumicë	maggioranza
shumicë	ingrosso
përfaqësuesit	rappresentanti
kulture	cultura
smith	fabbro
smith	smith
dora	dora
dora	hand
dora	mano
viktor	vittorio
viktor	viktor
viktor	vittorio
viktor	vittore
viktor	victor
përfundim	esito
përfundim	conclusione
përfundim	conclusioni
dhene	dato
sic	sic
sulmi	attaccare
sulmi	attacco
abdul	abdul
përbëhej	consistevano
përbëhej	consisteva
muri	parete
muri	muraglia
muri	muro
anime	anime
lajme	novità
lajme	news
lajme	attualità
lajme	notizie
departamenti	reparto
departamenti	dipartimento
autorët	autori
përmendim	menzionare
përmendim	menzione
analiza	test
analiza	prove
analiza	analisi
kontakt	contatto
ibrahimi	ibrahim
ibrahimi	abramo
ibrahimi	abraham
modeli	modello
modeli	modella
mbrojtja	difesa
mbrojtja	difesa
mbrojtja	protezione
athinë	atene
kokën	testa
kokën	head
kokën	testina
luftërat	guerre
andorra	andorra
informacione	info
informacione	informazioni
informacione	informazione
rrezik	rischio
rrezik	rischi
rrezik	pericoli
rrezik	pericolo
realizimin	realizzazione
joan	giovanna
joan	joan
aktorët	attori
ein	ein
evropa	europa
titulluar	intitolato
normal	pianura
normal	plain
normal	sano
normal	sane
normal	normale
normal	normali
normal	normalità
pritur	attese
pritur	attesa
pritur	atteso
pritur	attesi
mulla	mulla
mulla	mullah
arsimi	istruzione
arsimi	educazione
württemberg	württemberg
territori	territorio
dyta	seconda
dyta	secondo
dyta	secondi
brazilit	brasile
vol	vol
ndan	condivisioni
japonez	giapponesi
japonez	giapponese
fakte	fatti
fier	fier
provence	provence
provence	provenza
pajisur	attrezzati
pajisur	attrezzata
pajisur	equipaggiata
pajisur	attrezzate
pajisur	attrezzato
republikë	repubblica
rreze	raggi
rreze	raggio
kritika	critiche
kritika	critica
filozofik	filosofico
filozofik	filosofica
fshehur	nascosto
fshehur	nascoste
fshehur	nascosta
fshehur	nascosti
fshehur	nascondersi
fshehur	nascondere
fshehur	nascondendo
liria	freedom
liria	libertà
garonne	garonne
shi	piove
shi	rain
shi	pioggia
shikoni	vedere
shikoni	vedi
shikoni	guarda
frank	frank
frank	franca
frank	franco
han	han
vendimet	decisioni
pallati	palazzo
main	principali
main	main
main	principale
ideja	idea
shpërndarë	distribuito
shpërndarë	distribuite
shpërndarë	distribuita
shpërndarë	distribuiti
masive	messa
masive	mass
masive	massa
masive	massiccia
masive	massiccio
masive	massicci
masive	massive
territoriale	territoriale
territoriale	territoriali
mbretëror	royal
mbretëror	regio
mbretëror	reale
shtypur	oppresso
shtypur	oppressi
shtypur	schiacciata
shtypur	schiacciato
shtypur	premuto
shtypur	stampati
shtypur	stampato
shtypur	stampata
firence	firenze
burgu	galera
burgu	prigione
burgu	carcere
burgu	prigione
burgu	carcere
burgu	prison
aleksandri	alessandria
aleksandri	alessandro
federatës	confederazione
hotel	albergo
kontinente	continenti
ullinj	olive
argjentina	argentina
iso	iso
global	globali
global	global
global	globale
krijues	creative
krijues	creativi
krijues	creativa
krijues	creatività
krijues	creativo
krijues	creatore
krijues	creatrice
ditëve	giorni
ditëve	giornate
ditëve	days
qark	contea
qark	distretto
qark	circuiti
qark	circuito
mbyll	chiudi
mbyll	chiudete
mbyll	chiude
vëllimi	volume
