και	and
ζήτηση	demand
συγκεντρώνει	gathers
ιθαγενείς	natives
λείπουν	missing
προτεινόμενη	suggested
προτεινόμενη	recommended
προτεινόμενη	proposed
ιππείς	horsemen
ιππείς	riders
κυριαρχεί	dominates
κυριαρχεί	dominating
δοκίμιο	essay
τοίχους	walls
οδηγοί	drivers
οδηγοί	guides
μισή	half
ιδρυτές	founders
πάρκα	parks
σταθερότητα	stability
μίνι	mini
μίνι	minnie
άρχοντα	lord
αυτοκτονία	suicide
πολυάριθμες	numerous
καταλυτική	catalytic
ευαγγέλιο	gospel
βέρμαχτ	wehrmacht
διορίζεται	appointed
γύρους	laps
γύρους	rounds
φραντσέσκο	francesco
αιχμαλωσία	capture
αιχμαλωσία	captivity
χέπμπορν	hepburn
περιστατικά	incidents
γραμμάρια	grams
υποστηρικτής	supporter
πολιτιστικός	cultural
ικανός	skilled
ικανός	capable
λεωφόρος	boulevard
λεωφόρος	avenue
λεωφόρος	highway
βίο	bio
άπειρο	infinite
άπειρο	infinity
λευκός	white
καταστραφεί	destroyed
παππού	grandpa
παππού	grandfather
αιθιοπία	ethiopia
ζωγράφισε	painted
περσία	persia
ξένη	foreign
τακτικό	tactical
κοσμήματα	jewels
κοσμήματα	jewelry
κοσμήματα	jewellery
συντριπτική	overwhelming
δεκτή	sustained
δεκτή	accepted
στολή	costume
στολή	outfit
στολή	uniform
ομοσπονδίες	federations
χάρης	haris
επικεντρώνεται	focuses
ενισχύσεις	aid
έντυπα	forms
διπλά	double
υποστηρίζοντας	arguing
περιορισμένο	limited
περιορισμένο	restricted
μαχητής	fighter
στου	stu
αποθέματα	stocks
αποθέματα	reserves
οξείδωση	oxidation
αλεξάνδρα	alexandra
πεποιθήσεις	convictions
πεποιθήσεις	beliefs
ντάγκλας	douglas
άγκυρα	ankara
άγκυρα	anchor
μορφολογία	morphology
περιθώριο	margins
περιθώριο	margin
κατασκευάζονται	manufactured
αξιόπιστη	trustworthy
αξιόπιστη	credible
αξιόπιστη	reliable
σήμανση	marking
σήμανση	labelling
γειτονιά	neighborhood
γειτονιά	neighbourhood
φοιτητής	student
προσανατολισμό	orientation
ρόλων	roles
άρχοντες	lords
ουρουγουάη	uruguay
περιστέρι	dove
περιστέρι	pigeon
ξένα	foreign
φράνκο	franco
φράνκο	franko
βάγκνερ	wagner
κάμπο	cabo
κάμπο	campo
σαφής	clear
γκρι	gray
γκρι	grey
φαινομένων	phenomena
σέρβος	serb
σέρβος	serbian
έβδομη	seventh
συναισθήματα	emotions
συναισθήματα	feelings
πράγας	prague
παραμένοντας	remaining
φούτμπολ	football
ναυπηγεία	shipyards
ναυπηγεία	shipbuilding
πρέσβης	ambassador
ύδρα	hydra
σλοβακίας	slovakia
λίστες	playlists
λίστες	lists
διαιτητής	referee
διαιτητής	ref
σωτηρία	salvation
λάμψη	sparkle
λάμψη	flash
λάμψη	glow
έκτο	sixth
προσθέτει	adds
σαουδική	saudi
αϊνστάιν	einstein
έκπληξη	surprise
βρέφος	infant
παραμέτρους	parameters
κύτταρο	cell
άστρα	stars
απόγονος	offspring
απόγονος	descendant
αεροδρόμια	airports
ξένο	xenon
ξένο	stranger
ξένο	foreign
ιδιοκτήτες	owners
αντρέι	andrej
αντρέι	andrey
αντρέι	andrei
γουίλιαμς	williams
μαγνητικό	magnetic
οργή	anger
οργή	fury
οργή	wrath
οργή	rage
συνεντεύξεις	interviews
δωρεά	donation
δωρεά	donate
δωρεά	donated
αλυσίδες	chains
αλυσίδες	chain
πιστός	loyal
πιστός	faithful
πιστός	believer
πυρήνες	cores
πυρήνες	nuclei
ασθενή	patient
έξοδος	output
έξοδος	exit
έξοδος	exodus
δούκισσα	duchess
λόφους	hills
κλούμπε	clube
βρήκα	found
αναπτύσσει	develops
εξοπλισμός	equipment
λιγότερα	less
ναυτιλία	shipping
ράγκμπι	rugby
ενσωματώθηκε	incorporated
καστίλης	castile
υποείδος	subspecies
ερωτική	erotic
δείκτες	indicators
δείκτες	indices
χαρτονομίσματα	banknotes
χαρτονομίσματα	bills
προδιαγραφές	specifications
προδιαγραφές	specification
φίτζι	fiji
ρον	ron
φιλαδέλφεια	philly
φιλαδέλφεια	philadelphia
πορτ	port
μαδαγασκάρης	madagascar
μαδαγασκάρης	malagasy
πεποίθηση	belief
πεποίθηση	conviction
καλωδιακή	cable
τζιν	jin
τζιν	jeans
τζιν	gin
τζιν	jean
τζιν	gene
ρέθυμνο	rethymno
ράσελ	russell
συμβάσεις	contracts
συμβάσεις	conventions
απόφοιτοι	graduates
αντρέα	andrea
διαζύγιο	divorce
διαζύγιο	divorced
ταιριάζει	fits
ταιριάζει	fit
έχτισε	built
εμπλοκή	entanglement
εμπλοκή	engagement
εμπλοκή	involvement
παπούα	papua
πυραμίδα	pyramid
σρι	sri
φωτογράφος	photographer
πρόσθεσε	added
δεξαμενή	container
δεξαμενή	tank
δεξαμενή	reservoir
καιρός	weather
βόμβα	bomb
μοντέρνα	modern
νεολαία	youth
γκέοργκ	georg
μπους	bush
οντότητα	entity
ξεπερνά	surpasses
πλαγιά	slope
νεφέλωμα	nebula
συνεπάγεται	implies
συνεπάγεται	entails
εξαιρέσεις	exceptions
εξαιρέσεις	exclusions
εξαιρέσεις	exemptions
σάρα	sarah
σάρα	sara
ανώτερος	superior
ανώτερος	senior
επικίνδυνη	dangerous
υπο	sub
ανταπόκριση	responding
ανταπόκριση	response
αμπντούλ	abdul
πολυάριθμα	numerous
παράνομη	illegal
παράνομη	unlawful
παράνομη	illicit
ελσίνκι	helsinki
σωλήνα	pipe
σωλήνα	tube
εσθονία	estonia
τυνησία	tunisia
οργανωμένη	organised
οργανωμένη	organized
ανακαλύψεις	discoveries
έμπνευση	inspiration
δηλώνοντας	declaring
ουζμπεκιστάν	uzbekistan
κλιπ	clips
κλιπ	clip
νβα	nba
συμμετρία	symmetry
διοργανώτρια	planner
αποδόθηκε	attributed
αρμοδιότητα	jurisdiction
αρμοδιότητα	competence
εμπόδιο	obstruction
εμπόδιο	obstacle
εμφανής	apparent
δούλεψε	worked
λεόνε	leone
υποκριτική	acting
πρωτοπόρος	pioneer
πανκ	punk
αυτο	this
λίρες	pounds
σπηλιά	cave
μουράτ	murat
απεργία	strike
σκεπτικό	rationale
κεφαλής	head
ανεβαίνει	uploading
ανεβαίνει	rising
επιτρέψει	authorize
επιτρέψει	allow
κουβέιτ	kuwait
κουβέιτ	kuwaiti
άνεμος	wind
υποβρύχια	underwater
υποβρύχια	subs
υποβρύχια	submarines
ζιμπάμπουε	zimbabwe
επαναστατικό	revolutionary
έμμεσα	indirect
έμμεσα	indirectly
ανεξαρτήτως	regardless
μεταπολεμική	postwar
πιστοί	believers
πιστοί	loyal
πιστοί	faithful
πόνος	pain
ρολόι	watch
ρολόι	clock
γραφικά	graphic
γραφικά	graphics
διάλογο	dialogue
απόβαση	landings
διανομής	distribution
τεχνολογίες	technologies
ριμπάουντ	rebound
ριμπάουντ	rebounds
κύκλωμα	circuit
εκδότη	publisher
εκδότη	editor
εκδότη	issuer
αναστασία	anastasia
μαγνητική	magnetic
μαγνητική	mri
δημοτικότητα	popularity
ζωρζ	georges
ελαφρύ	light
ελαφρύ	lightweight
πράσινη	green
θανάση	thanasi
μπλουζ	blues
γιαγιά	grandmother
γιαγιά	granny
γιαγιά	grandma
πτυχές	aspects
μεσοπολέμου	interwar
ευκολία	ease
ευκολία	convenience
συνέδρια	congresses
συνέδρια	conferences
συνέδρια	conventions
γκάρι	garry
γκάρι	gary
μουσολίνι	mussolini
γλυπτό	sculpture
ερευνητής	researcher
ερευνητής	seeker
ερευνητής	investigator
σεντ	ced
σεντ	cent
γραμμένα	written
τουρισμός	tourism
τακτικές	tactics
ιδιοκτήτη	owner
όροφο	floor
μεταφράζεται	translates
προστατεύει	protects
αίσθημα	feeling
σάντος	santos
ασκείται	exercised
ήχους	sounds
κατασκευασμένο	manufactured
κατασκευασμένο	constructed
συνομιλίες	talks
συνομιλίες	conversations
συνομιλίες	chats
υπέβαλε	submitted
χειρότερη	worst
χειρότερη	worse
έμποροι	traders
έμποροι	merchants
έμποροι	dealers
χάλυβα	steel
χιλιόμετρο	kilometre
χιλιόμετρο	kilometer
μεταλλικό	metal
μεταλλικό	metallic
νταν	dan
νταν	dunn
αρχηγία	leadership
εισέρχεται	enters
οχάιο	ohio
λούκας	lucas
λούκας	lukas
κινήθηκε	moved
ερωτήματα	questions
θρησκείες	religions
ισχυρός	powerful
περικλή	pericles
ιόντα	ions
ιόντα	ion
αλεξάντρ	aleksandr
αλεξάντρ	alexandre
συνέχιση	continuation
συνέχιση	continuing
συνέχιση	continue
διώξεις	persecution
εφευρέτης	inventor
άκρες	edges
σωματική	physical
εοκ	eec
ρόστερ	roster
κρίστοφερ	christopher
εφεύρεση	invention
σφραγίδα	stamp
σφραγίδα	seal
δωδεκανήσου	dodecanese
αναζητώντας	seeking
εντυπωσιακή	impressive
εντυπωσιακή	striking
αξιοσημείωτα	remarkably
αξιοσημείωτα	notable
αξιοσημείωτα	remarkable
προσθήκες	additions
προσθήκες	adds
συμπεριλαμβάνεται	included
μερίδα	portion
μερίδα	ration
ολοκληρωμένη	integrated
επιτίθεται	attacking
ρέει	flowing
αληθινή	true
πετρέλαιο	petrol
πετρέλαιο	oil
πετρέλαιο	petroleum
τουριστικό	tourist
αυτόματη	auto
αυτόματη	automatic
χωροφυλακής	gendarmerie
ολοκληρώθηκαν	completed
εκπαιδευτική	educational
τουρίστες	tourists
επικοινωνιών	communications
ανωτέρω	above
αβίβ	aviv
πυριτίου	silicon
πορτραίτο	portrait
τόνοι	tonnes
τόνοι	tons
σολομώντα	solomon
υπόγεια	underground
πάγο	ice
απορρίφθηκε	rejected
απορρίφθηκε	declined
ινδικό	indian
λεονάρντο	leonardo
απομόνωση	isolation
κάλιο	potassium
πολεμιστές	warriors
ενεργή	active
ενδιάμεσα	intermediate
μάρτυρας	martyr
μάρτυρας	witness
μαρξ	marx
καλύπτονται	covered
ερε	epe
τσαντ	chad
συντριβή	crash
συντριβή	crashing
ντόναλντ	donald
παραιτείται	resigns
συμβάλλει	contributes
μονάρχες	monarchs
καραϊβικής	caribbean
διαφωνώ	disagree
εναλλακτικές	alternatives
ρομπότ	robots
ρομπότ	robot
υπεροχή	supremacy
υπεροχή	superiority
υπεροχή	dominance
υπεροχή	primacy
πληρεξούσιος	plenipotentiary
πληρεξούσιος	proxy
αξιωματούχος	official
οξείδιο	oxide
κήπους	gardens
αναμνήσεις	memories
παρατσούκλι	nickname
τυνησίας	tunisia
τυνησίας	tunisian
υεμένη	yemen
πρωταγωνιστής	protagonist
ρικ	rick
γεμάτο	loaded
γεμάτο	filled
μάνατζερ	manager
φορντ	ford
προπαγάνδα	propaganda
αφαιρέθηκε	removed
σπάνιες	rare
άρεσε	liked
φιλόλογος	philologist
καταγράφονται	recorded
μυθικό	mythic
μυθικό	mythical
μυθικό	legendary
χάθηκε	lost
πεζικό	infantry
τροποποιήσεις	amendments
τροποποιήσεις	changes
τροποποιήσεις	modifications
κλήρωση	raffle
κλήρωση	draw
κλήρωση	lottery
κλήρωση	drawing
ατομικά	individual
καύσιμο	fuel
ηλεκτρικά	electrical
