and	oraz
temporary	tymczasowy
temporary	tymczasowo
temporary	tymczasowa
temporary	tymczasowe
temporary	czasowe
masters	mistrzowie
masters	masters
peninsula	półwysep
networks	sieci
passengers	pasażerowie
passengers	pasażerom
passengers	pasażerów
assumed	założono
artistic	artystyczna
artistic	artystyczne
artistic	artystyczny
safe	sejf
safe	bezpieczne
safe	bezpieczny
safe	bezpieczna
festivals	festiwale
compete	konkurować
compete	rywalizować
png	png
hunter	łowca
hunter	hunter
hunter	myśliwy
moths	ćmy
alaska	alaska
alaska	alaski
partnership	partnerstwo
partnership	partnerstwa
maintenance	utrzymanie
maintenance	utrzymania
maintenance	konserwacja
monitoring	monitoring
monitoring	monitorowanie
evil	zło
evil	zły
evil	evil
evil	zła
relief	ulga
relief	ulgi
charlie	charlie
charlie	charliego
poverty	bieda
poverty	biedy
poverty	ubóstwa
poverty	ubóstwo
hop	hop
fri	fri
encyclopedic	encyklopedyczna
filled	wypełniony
filled	wypełnione
nba	nba
decide	zdecydować
breaking	łamanie
argentine	argentyna
argentine	argentyny
resigned	zrezygnował
drew	narysował
drew	drew
brooklyn	brooklyn
brooklyn	brooklynu
brooklyn	brooklynie
historians	historycy
speaker	głośnik
speaker	mówca
moth	ćma
permission	zezwolenie
permission	pozwolenie
wounded	ranna
wounded	ranny
wounded	zraniony
wounded	ranni
racial	rasowej
racial	rasowe
marshall	marshall
marshall	marszałek
marshall	marshalla
gate	bramka
gate	brama
gate	bramy
gate	bramę
gate	gate
gate	wrota
springs	sprężyny
springs	springs
roy	roy
roy	roya
photography	fotografie
photography	fotografii
photography	photography
photography	fotografia
photography	zdjęcia
helping	pomaganie
helping	pomagam
knights	rycerzy
knights	rycerze
roll	roll
roll	rolki
progressive	stopniowe
progressive	stopniowego
contrast	przeciwieństwie
contrast	kontrast
continuing	kontynuacja
continuing	kontynuując
continuing	kontynuuje
continuing	kontynuowanie
processes	procesy
processes	procesów
terminal	terminal
executed	zrealizowane
executed	wykonany
executed	wykonane
executed	wykonywane
executed	stracony
svg	svg
spouse	małżonek
infrastructure	infrastruktury
infrastructure	infrastrukturę
infrastructure	infrastruktura
principle	zasada
painters	malarzy
painted	malowane
properly	prawidłowo
frequency	częstotliwości
frequency	częstotliwość
frequency	częstość
joining	dołączenie
robinson	robinson
waters	wody
waters	wód
ridge	grzbiet
ridge	ridge
bridges	mosty
bridges	mostów
ceo	prezes
ceo	ceo
monument	pomnik
mental	psychiczna
mental	psychiczne
mental	umysłowe
mental	psychiczny
mental	psychicznego
carter	carter
karl	karla
karl	karol
karl	karl
mac	mac
mac	maca
orleans	orleanie
orleans	orleanu
orleans	orlean
portal	portalu
portal	portal
parallel	równolegle
parallel	równoległy
parallel	równoległego
parallel	równoległych
parallel	równoległe
thirty	trzydzieści
thirty	thirty
giant	gigant
giant	olbrzymie
giant	olbrzymi
giant	olbrzym
murray	murray
afghanistan	afganistan
afghanistan	afganistanu
afghanistan	afganistanie
assessment	ocena
counter	licznik
bears	niedźwiedzie
bears	niedźwiedzi
bears	misie
purchase	zakup
purchase	zakupu
purchase	kupno
expression	wyrażenia
expression	wypowiedzi
expression	wyrażenie
uefa	uefa
improvement	poprawa
improvement	udoskonalenie
improvement	ulepszenie
improvement	poprawy
improvement	doskonalenie
madrid	madryt
closure	zamknięcie
closure	zamknięcia
closure	zamykanie
wheel	koło
wheel	koła
ambassador	ambasador
desert	pustyni
desert	pustynia
bringing	przynosząc
bringing	sprowadzenie
iranian	irański
reign	rządy
reign	panowania
reign	panowanie
uncle	wujek
uncle	wuju
severe	poważna
severe	poważne
rain	deszcz
rain	rain
admiral	admirał
fishing	ryby
fishing	połowów
fishing	połowy
fishing	rybołówstwo
existed	istniał
existed	istniały
existed	istniała
existed	istniało
raise	podnieść
broadway	broadway
broadway	broadwayu
principles	zasady
principles	zasadami
grow	rosną
grow	rosnąć
tests	próby
tests	badania
tests	testy
tests	egzaminy
tech	tech
trouble	kłopot
trouble	kłopoty
trouble	problemy
rico	rico
paragraph	akapitu
paragraph	ustęp
paragraph	paragraf
paragraph	akapit
bat	kij
bat	bat
bat	nietoperz
prepared	przygotowane
prepared	przygotowany
prepared	przygotowana
measures	środki
measures	miary
robin	robin
robin	robina
hired	zatrudniony
hired	wynajęty
hired	wynajął
hired	zatrudniona
fear	strachu
fear	strach
fear	lęk
merit	zasług
merit	zasługi
participation	uczestnictwa
participation	uczestnictwo
participation	udział
massive	ogromna
massive	ogromne
massive	ogromny
designs	wzory
designs	projekty
agencies	agencje
agencies	agencji
technique	techniki
technique	technika
alberta	alberta
egyptian	egipski
egyptian	egipcjanie
clerk	urzędnik
knew	wiedziałem
narrow	wąski
narrow	wąskie
adapted	przystosowany
adapted	dostosowany
adapted	dostosowana
adapted	przystosowane
adapted	dostosowane
commissioner	komisarz
rapid	szybkie
rapid	rapid
dating	randki
businesses	firmy
businesses	przedsiębiorstwa
businesses	firm
bomb	bomby
bomb	bomba
capable	zdolne
capable	zdolna
capable	zdolny
poem	wiersz
stages	etapy
stages	etapach
honorary	honorowym
honorary	honorowe
honorary	honorowy
dragon	smoka
dragon	smok
dragon	dragon
charged	naładowane
propose	zaproponować
modified	zmodyfikowane
modified	zmienione
modified	zmodyfikowany
modified	modyfikowane
modified	zmieniony
fired	zwolniona
fired	zwolniony
fired	zwolnieni
mlb	mlb
send	wysyłanie
send	wyślij
send	wysłać
proof	dowód
proof	dowody
practices	praktyk
practices	praktyki
arabic	arabskie
arabic	arabski
attractions	atrakcji
attractions	atrakcje
mouth	mouth
mouth	usta
mouth	gęba
fix	naprawić
fix	napraw
licensed	licencję
symbol	symbol
symbol	symbolu
organ	narządów
organ	narządy
organ	organy
organ	organ
damaged	uszkodzone
damaged	uszkodzona
damaged	uszkodzenie
damaged	uszkodzony
warren	warren
exception	wyjątku
exception	wyjątkiem
exception	wyjątki
exception	wyjątek
costa	costa
unfortunately	niestety
jerusalem	jerozolimy
jerusalem	jerozolimie
replacement	wymiana
replacement	zastąpienia
replacement	zastępstwo
replacement	zastąpienie
indians	indian
indians	indianie
soundtrack	soundtrack
virgin	dziewica
virgin	dziewicze
thousand	tysiąc
thousand	tysięcy
thousand	tys
vancouver	vancouver
legislation	prawodawstwo
legislation	prawodawstwa
legislation	ustawodawstwo
beauty	uroda
beauty	piękność
beauty	cudo
beauty	piękno
credits	kredyty
credits	kredytów
buy	kupić
buy	kup
organisations	organizacje
serbia	serbii
serbia	serbia
christianity	chrześcijaństwo
christianity	chrześcijaństwa
opinions	opinii
opinions	opinie
cavalry	kawaleria
cavalry	kawalerii
tribe	plemienia
tribe	plemię
tribe	szczep
richmond	richmond
chess	szachy
channels	kanałów
channels	kanały
claiming	twierdząc
exact	dokładne
exact	dokładny
exact	dokładna
baker	baker
allied	allied
involvement	zaangażowanie
involvement	udział
anime	anime
donald	donalda
donald	donald
sisters	sióstr
sisters	siostrzyczki
sisters	siostrami
sisters	siostry
willing	chętnych
willing	chętna
willing	chętny
willing	chętni
requests	prośby
requests	żądania
requests	wnioski
requests	zaproszenia
unusual	niezwykła
unusual	niespotykane
unusual	nietypowe
unusual	niezwykłe
impossible	niemożliwa
impossible	niemożliwe
colors	kolory
colors	barwy
colors	kolorów
cook	cook
cook	kucharza
cook	kucharz
cook	gotować
drawing	rysunek
drawing	losowanie
wikimedia	wikimedia
jonathan	jonathan
removal	usunięcie
removal	usuwanie
moves	ruchy
indicates	wskazuje
admitted	przyjęty
admitted	przyznał
ownership	własności
ownership	własność
shore	brzegu
shore	brzeg
monitored	monitorowane
monitored	monitorowany
nebraska	nebraski
regulations	regulacje
regulations	rozporządzenia
regulations	rozporządzeń
crash	katastrofa
crash	zderzak
crash	crash
guitarist	gitarzysta
supports	obsługuje
supports	wspiera
supports	popiera
abbey	abbey
abbey	opactwo
deleting	usunięcie
deleting	usuwanie
nevada	nevada
barry	barry
tone	tonie
tone	ton
tone	tonu
personality	osobowość
personality	osobowości
reception	recepcji
reception	odbiór
reception	recepcja
transit	tranzytowe
transit	tranzytu
transit	tranzyt
buffalo	buffalo
flowers	kwiaty
flowers	kwiatki
bond	obligacji
bond	więź
bond	wiązanie
bond	bond
jay	jaya
jay	jay
adventure	przygodę
adventure	przygoda
adventure	przygody
adventure	przygód
definitely	zdecydowanie
guinea	gwinei
guinea	gwinea
horror	grozy
horror	horror
rangers	rangers
rangers	zwiadowcy
pointed	wskazał
pointed	wskazała
apple	jabłko
apple	apple
apple	jabłka
popularity	popularności
popularity	popularność
occasionally	sporadycznie
occasionally	okazjonalnie
coalition	koalicji
franchise	franczyzy
critic	krytyk
critic	krytyka
journals	dzienniki
journals	czasopism
journals	czasopisma
rolling	rolling
percentage	procent
percentage	odsetek
silent	cichy
laboratory	laboratorium
laboratory	laboratoryjne
microsoft	microsoft
movements	przemieszczanie
movements	ruchy
suitable	odpowiednia
suitable	odpowiedni
suitable	odpowiednie
alternate	zastępca
alternate	alternatywny
alternate	zastępców
alternate	alternatywne
alternate	alternatywna
offering	oferuje
offering	oferowanie
missions	misje
hlist	hlist
experimental	eksperymentalne
rooms	pokoje
concluded	zawartych
concluded	zawierane
concluded	zawarta
reputation	reputacji
reputation	reputację
reputation	reputacja
accurate	dokładne
accurate	dokładna
accurate	dokładny
versus	kontra
interpretation	interpretacja
interpretation	interpretację
interpretation	interpretacji
tagged	oznaczone
tagged	oznaczona
tagged	oznaczono
tagged	oznaczony
endemic	endemicznych
chemistry	chemia
chemistry	chemii
achieve	osiągać
achieve	osiągnięcia
achieve	osiągnąć
knows	wie
manga	manga
journalists	dziennikarze
journalists	dziennikarzy
forests	lasy
forests	lasów
cbs	cbs
comprehensive	kompleksowa
comprehensive	kompleksowy
comprehensive	kompleksowe
symphony	symphony
promotional	promocyjne
electrical	elektryczny
electrical	elektryczne
tags	znaczniki
meters	metry
meters	metrów
meters	liczniki
jerry	jerry
tigers	tygrysy
commerce	handlu
commerce	handel
remix	remix
addressed	skierowana
phil	phila
phil	phil
automatic	automat
automatic	automatycznie
automatic	automatyczne
automatic	automatyczny
automatic	automatyczna
gang	banda
gang	gangu
gang	gang
printed	drukowane
printed	wydrukowane
oak	dąb
oak	oak
warner	warner
quote	cytuję
quote	cytat
separated	rozdzielone
separated	oddzielone
bishops	biskupów
glasgow	glasgow
essentially	zasadniczo
input	wejściowe
input	wkład
input	wejście
battery	baterie
battery	baterii
battery	bateria
battery	akumulator
favor	przysługi
favor	przysługę
benjamin	benjamin
benjamin	benjamina
apparent	oczywista
apparent	widocznej
shopping	zakupy
patrol	patrole
patrol	patrol
eagle	orła
eagle	eagle
eagle	orzeł
mainstream	nurtu
angel	anioł
angel	aniele
angel	aniołek
angel	angel
restoration	przywrócenie
restoration	odbudowa
restoration	odtworzenie
restoration	przywrócenia
delhi	delhi
hans	hans
hans	hansa
indicated	wskazany
indicated	wskazano
indicated	wskazana
indicated	wskazane
morris	morris
railways	kolei
railways	koleje
centers	centra
centers	ośrodki
mills	mills
helpful	przydatna
helpful	pomocny
helpful	pomocna
helpful	pomocne
delivered	dostarczony
delivered	dostarczona
delivered	dostarczono
delivered	dostarczane
delivered	dostarczone
components	podzespoły
components	komponenty
victorian	wiktoriańskiej
legislature	legislatura
tourism	turystyka
tourism	turystyki
treated	leczonych
treated	traktowane
treated	leczony
kids	dzieci
kids	dzieciaki
barbara	barbary
barbara	barbara
barbara	barbaro
essay	esej
essay	wypracowanie
circumstances	okoliczności
repeated	powtarza
repeated	powtórzyć
plain	plain
superior	superior
superior	przełożony
strategic	strategicznych
strategic	strategiczne
strategic	strategiczny
similarly	podobnie
similarly	analogicznie
duties	cła
duties	obowiązki
effectively	skutecznie
effectively	efektywnie
considering	rozważając
considering	zważywszy
arranged	ułożone
ken	ken
ken	kena
grammar	gramatyki
amendment	poprawka
alleged	domniemanego
relation	relacje
relation	relacja
habitat	siedlisk
habitat	siedliska
spoken	wypowiedziane
shell	powłoka
shell	powłoki
shell	shell
mounted	zamontowane
mounted	montowane
mounted	zamontowany
entries	zapisy
entries	wpisy
conflicts	konflikty
conflicts	konfliktów
conflicts	konflikt
philippine	filipińskie
montana	montanie
montana	montana
montana	montany
triple	potrójny
triple	potrójne
boundary	granice
boundary	granica
caribbean	karaibów
caribbean	karaiby
hosts	gospodarzy
signs	znaków
signs	znaki
signs	oznaki
seriously	serio
seriously	poważnie
bristol	bristol
mitchell	mitchell
industries	industries
colombia	kolumbii
colombia	kolumbia
comparison	porównania
comparison	porównywanie
comparison	porównanie
basin	basin
eleven	eleven
eleven	jedenaście
ill	chora
ill	chory
putting	stawianie
putting	umieszczenie
pradesh	pradesh
charity	dobroczynność
output	wyjście
dna	dna
carbon	węgla
carbon	węgiel
boats	łodzi
boats	łódki
boats	łodzie
desc	desc
architectural	architektoniczne
architectural	architektury
representation	reprezentacja
representation	przedstawicielstwa
representation	reprezentacji
representation	przedstawicielstwo
commentary	komentarz
rising	rośnie
visitors	odwiedziny
visitors	gości
visitors	odwiedzający
visitors	goście
visitors	odwiedzających
markets	rynki
markets	rynków
plate	płytka
plate	talerz
plate	płyta
giants	gigantów
processing	przetwarzania
processing	przetwarzanie
processing	przetwórstwo
processing	obróbka
landscape	krajobraz
landscape	krajobrazy
dick	dick
dick	fiut
hunt	polować
hunt	łowy
hunt	hunt
hunt	polowanie
summit	szczycie
summit	szczytu
summit	szczyt
psychology	psychologii
psychology	psychologia
ride	przejazd
ride	przejażdżka
ride	jazda
guardian	opiekunem
guardian	opiekun
guardian	opiekuna
guardian	strażnik
guardian	stróż
terminus	terminus
losses	strat
losses	straty
balance	równowagi
balance	bilans
balance	saldo
balance	równowaga
democracy	demokracji
democracy	demokracja
submarine	podwodna
submarine	podwodne
nicholas	nicholas
nicholas	mikołaj
usual	zazwyczaj
usual	zwykle
peru	peru
eighth	ósmego
eighth	ósma
eighth	ósmej
eighth	ósmy
instrumental	instrumentalny
hindu	hindu
defender	obrońca
defender	obrońcę
defender	obrońcy
arrival	dojazd
arrival	przybycie
arrival	przyjazd
evans	evans
prose	proza
cargo	cargo
cargo	ładunek
hidden	ukryty
hidden	ukryta
hidden	schowane
hidden	ukryte
volunteer	ochotnika
volunteer	wolontariat
bio	bio
bio	życiorys
holder	posiadacza
holder	uchwyt
holder	posiadacz
sugar	cukrem
sugar	sugar
sugar	cukru
sugar	cukier
daughters	córki
daughters	córek
wildlife	przyroda
wildlife	przyrody
fun	fajne
fun	zabawy
fun	zabawa
fun	fajnie
integrated	zintegrowana
integrated	zintegrowane
integrated	zintegrowany
partners	partnerzy
partners	partnerami
partners	partnerów
partners	wspólnicy
rates	stawki
rates	kursy
grace	łaska
grace	grace
grace	łaski
feed	aktualności
feed	pasza
feed	paszy
feed	pasz
childhood	dzieciństwa
childhood	dzieciństwo
childhood	dzieciństwie
milan	milan
milan	mediolan
photographs	fotografie
honour	honoru
honour	zaszczyt
honour	honor
soil	glebie
soil	gleba
soil	gleby
soil	ziemia
server	serwer
server	server
server	serwera
server	serwery
manual	ręczne
manual	instrukcja
manual	ręczna
manual	podręcznik
concrete	betonu
concrete	konkretne
concrete	beton
concrete	konkretny
possibility	możliwość
possibility	mozliwosc
possibility	możliwości
ghost	ghost
ghost	duchu
ghost	duch
confused	zagubiona
confused	zmieszany
confused	zagubiony
tunnel	tunele
tunnel	tunelu
tunnel	tunel
larry	larry
styles	style
muhammad	muhammad
inter	między
lose	przegrać
lose	stracić
phoenix	feniks
phoenix	phoenix
sweet	słodki
sweet	słodko
sweet	sweet
sweet	słodka
sweet	słodkie
waste	odpady
waste	odpadów
operational	operacyjny
operational	operacyjnych
operational	operacyjne
operational	sprawny
tall	wysoka
tall	wysoki
tall	wysokie
constitutional	konstytucyjnego
peoples	narodów
peoples	narody
acceptable	dopuszczalna
acceptable	dopuszczalne
fruit	owoce
fruit	owoców
fruit	owoc
decisions	decyzje
decisions	decyzji
depression	depresji
depression	depresja
perspective	perspektywa
perspective	perspektywę
perspective	perspektywy
crystal	kryształ
crystal	crystal
crystal	kryształu
crystal	kryształy
monastery	klasztoru
monastery	klasztor
monastery	klasztorze
resident	rezydenta
resident	mieszkaniec
cincinnati	cincinnati
tied	związany
tied	związana
surgery	zabieg
surgery	operacja
surgery	chirurgii
surgery	chirurgia
steps	kroków
steps	stopnie
steps	etapy
steps	schody
steps	kroki
carrier	przewoźnik
carrier	przewoźnika
carrier	nośnik
stream	potok
stream	strumień
stream	stream
alice	alicja
alice	alice
kick	kop
kick	wykop
kick	kopnięcie
strange	dziwny
strange	dziwna
strange	dziwnie
strange	dziwne
predecessor	poprzednik
