और	và
हल्का	đèn
हल्का	nhạt
हल्का	môn
जहाजों	tàu
जहाजों	thuyền
खगोलशास्त्र	astronomy
आईसीसी	icc
दण्ड	phạm
नाग	rắn
प्रश्नों	queries
ब्यूरो	bureau
ब्यूरो	cục
राजेन्द्र	rajendra
निर्णायक	bum
शीत	winter
धूल	bụi
धूल	chốn
क्षण	moments
क्षण	lát
उत्तराखंड	uttarakhand
ब्राज़ील	brazil
ब्राज़ील	brasil
ब्राज़ील	bra
प्रगतिशील	progressive
शूटिंग	bắn
महिलाएं	quý
महिलाएं	nữ
बारी	bari
बारी	quay
बारी	lượt
बारी	cua
बारी	flip
रेसिंग	đua
खगड़िया	khagaria
ऑक्साइड	oxit
ऑक्साइड	ôxít
ऑक्साइड	oxide
प्रतापगढ़	pratapgarh
चंडीगढ़	chandigarh
बारिश	rain
बारिश	mưa
कृपा	ân
कृपा	grace
कृपा	tha
आपदा	họa
वोट	vote
मालवा	malwa
भाष्य	commentaries
ऑस्ट्रिया	áo
अमिताभ	amitabh
आश्रय	shelter
गौरी	gauri
समुच्चय	đặt
समुच्चय	set
रग्बी	rugby
धनी	kiệt
धान	ruộng
धान	paddy
मूर	moor
मूर	moors
मूर	moore
झूठ	lies
झूठ	nằm
विवेक	vivek
ब्रह्माण्ड	cosmic
बेन	ben
बेन	crack
मेमोरी	ức
फोर्ड	ford
एलिज़ाबेथ	elizabeth
एलिज़ाबेथ	elisabeth
चीज	cheese
पीड़ा	đau
उज्जैन	ujjain
आपराधिक	phạm
श्रीनगर	srinagar
स्थानांतरण	chuyển
स्थानांतरण	truyền
आघात	tổn
आज्ञा	nod
बाएं	trái
गद्दी	gaddi
दानव	giant
दानव	toshiba
दानव	monster
चढ़ाई	hiking
इंक	inc
दीपक	deepak
होल	lỗ
होल	hố
होल	chẻ
विक्रय	bán
विक्रय	lô
प्रकारों	prada
आउटपुट	xuất
घोष	ghosh
पुर्तगाल	portugal
उपज	produce
औपनिवेशिक	colonial
गोविन्द	govind
गोविन्द	govinda
मिस	miss
मिस	nhớ
व्यस्त	bận
बिलबोर्ड	billboard
सेल्सियस	celsius
टैंक	tank
टैंक	tăng
टैंक	bể
टैंक	tăng
खुशी	joy
विरूद्ध	dũng
विरूद्ध	chống
पिन	pins
पिन	ghim
पिन	ghim
पिन	pin
चट्टान	đá
चट्टान	rock
चट्टान	fossil
चट्टान	vuốt
चट्टान	cliff
सफर	du
सफर	tý
बरो	boro
बल्लेबाजी	nháy
प्रजातियां	loài
पाना	pana
पाना	wrench
त्रिपाठी	tripathi
त्रिपाठी	tiwari
शैल	đá
शैल	rock
ईमेल	email
ईमेल	email
अवसाद	depression
स्तम्भ	khe
स्तम्भ	cột
स्तम्भ	cột
खनन	mỏ
नागरी	nagri
नागरी	nagari
बुध	mercury
बुध	wed
मरीज	nhân
अरुण	arun
इंडियाना	indiana
मलिक	malik
अवध	awadh
उजागर	lộ
इलेक्ट्रॉन	electron
क्षैतिज	ngang
क्षैतिज	horizon
महमूद	mahmoud
महमूद	mahmud
डबल	double
डबल	đôi
ड्रम	drum
ड्रम	trống
ड्रम	trống
अस्पष्ट	ambiguous
अस्पष्ट	vague
अस्पष्ट	fuzzy
अस्पष्ट	nhòe
खा	khà
खा	kha
खा	ăn
अवरोध	chặn
अवरोध	barrier
टावर	tower
टावर	tháp
दायर	filled
दायर	tiển
ड्रामा	drama
ड्रामा	kịch
छेद	lỗ
छेद	hố
छेद	chẻ
छेद	lỗ
अहम	hèm
घन	cuba
घन	cube
घन	rubik
घन	khối
द्रविड़	dravidian
विश्वनाथ	vishwanath
उपनिवेश	khu
रसूल	rasul
विमानों	aviation
कुमारी	kumari
हार्मोन	hormone
हार्मोन	hormon
हार्मोन	hormone
हार्मोन	hormon
हार्मोन	hormones
आदित्य	aditya
अमृत	amrita
आरक्षित	reserved
ग्रीस	grease
ग्रीस	mỡ
ग्रीस	greece
महेश	mahesh
कष्ट	khổ
कष्ट	khổ
कष्ट	misery
पढ़ा	đọc
शिमला	shimla
प्रपात	ngã
प्रपात	falls
प्रपात	thác
प्रपात	rơi
प्रपात	sút
साधु	sadhu
बंधन	bond
हंगरी	hungary
हंगरी	hung
हंगरी	hungary
बॉब	bob
ब्राउन	brown
ब्राउन	nâu
मराठा	maratha
दावे	ngợi
दावे	khai
लो	lấy
लो	bắt
लो	chụp
सीरिया	syria
भावनात्मक	bênh
लगाई	bot
दाल	dal
दाल	dall
वकालत	advocating
माहौल	atmosphere
आयन	ion
शिकारी	hunter
शिकारी	rình
केस	case
क्लासिक	classics
क्लासिक	classic
पाली	pali
पचास	mươi
पचास	usd
पचास	fifty
केन	ken
केन	kane
टेक	ktv
टेक	teck
हावड़ा	haora
मोड	dodge
लड़के	boys
लड़के	boy
लड़के	trai
लड़के	bé
जयंती	jubilee
जर्सी	jersey
बैठ	ngồi
रमेश	ramesh
बटन	nút
बटन	button
बटन	nút
फ्रेम	khung
फ्रेम	khung
ग्लोब	globe
खुराक	liều
लंका	lanka
ज्योति	jyoti
पंख	lông
पंख	wings
पंख	cánh
अगला	kế
अगला	tiếp
अगला	kit
इंस्टीट्यूट	viện
चौड़ी	rộng
चौड़ी	vid
विक्रेता	nhã
विक्रेता	salesman
मैनचेस्टर	manchester
टाइगर	tiger
टाइगर	cọp
टाइगर	hổ
विंडोज़	windows
गैलरी	gallery
सती	sati
बिस्मिल	bismil
रायपुर	raipur
चर्चित	trend
भोजपुरी	bhojpuri
ट्रिपल	ba
ट्रिपल	triple
कर्नल	đại
कर्नल	tá
बीमार	ill
बीमार	ốm
बीमार	bệnh
बीमार	ốm
बीमार	cúm
यूईएफए	uefa
तेलुगू	telugu
घंटों	tiếng
घंटों	giờ
गिनी	guinea
चिह्नित	mác
चिह्नित	mark
गर्भावस्था	thai
झलक	thoáng
संरक्षक	guardian
अध्यापक	thầy
पर्ल	pearl
पर्ल	trân
पर्ल	perl
लुई	louis
त्वरित	mau
त्वरित	nhanh
त्वरित	brisk
त्वरित	speedy
हिन्दुओं	hindus
डाली	dali
माउंट	núi
माउंट	lắp
युद्धों	war
रियल	real
रियल	thực
रियल	thật
रियल	thiệt
मैकमोहन	mcmahon
जवाहरलाल	jawaharlal
सम	chính
धारक	container
माइक	mike
कपास	bông
कपास	cotton
घूर्णन	xoay
घूर्णन	quay
घूर्णन	xoay
घूर्णन	quay
भगत	bhagat
होम्स	homs
सुरेश	suresh
बाण	arrow
अनुकूलन	adaptation
निकोबार	nicobar
भूख	đói
भूख	đói
ग्रंथि	tuyến
ग्रंथि	gland
मार्गों	rô
टेक्सास	texas
आधी	nửa
गिरने	falling
गिरने	rơi
बंध	bond
दिलीप	dilip
दिनेश	dinesh
बोले	mắng
बोले	bole
कुत्तों	chó
औरंगजेब	aurangzeb
बॉल	bóng
बॉल	banh
बॉल	balls
बॉल	bi
बे	vịnh
बे	bay
डॉन	don
चाचा	chú
चाचा	bác
चर	biến
चैनलों	kênh
नागर	nagar
नागर	nagara
आगामी	sắp
राकेश	rakesh
बुखार	sốt
शोर	nhiễu
यूरोपियन	euro
मेरठ	meerut
शिविर	camp
शिविर	trại
दांत	răng
जेट	jet
भीम	bhima
राष्ट्रीयता	nationalities
फील्ड	field
फील्ड	trường
श्रीवास्तव	srivastava
तीस	thirty
उद्गम	vạn
सक्सेना	saxena
फ्रांसिस्को	francisco
पारसी	parsi
प्रयोक्ता	dùng
मिश्रा	mishra
स्टोर	tùng
हसन	hassan
हसन	hasan
वाल्मीकि	valmiki
टेलर	taylor
जूते	giày
जूते	giầy
जूते	móng
जूते	giày
जूते	bốt
जूते	ủng
जूते	boots
चांदी	bạc
पेन	pen
पेन	bút
पेन	bút
दरवाजे	cửa
दरवाजे	cửa
डांस	điệu
डांस	múa
राजदूत	sứ
ग्यारह	eleven
मृदा	đất
जलीय	aquatic
हरि	hari
पण्डित	pandit
मधुर	sweet
मधुर	ngọt
मधुर	sweetest
रेशम	lụa
कैम्ब्रिज	cambridge
रेत	bi
रेत	cát
सूचक	harbinger
सूचक	pointer
दलित	dalit
सुई	sui
होगन	hogan
संकाय	khoa
संज्ञानात्मक	cognitive
फिलिप	phillip
फिलिप	philip
फिलिप	filip
स्कॉटिश	scottish
कस्बा	phố
कस्बा	kasba
फ्री	free
फ्री	rảnh
मिर्च	ớt
मणिपुर	manipur
सिन्धु	sindhu
फ्रैंक	frank
मेवाड़	mewar
चिली	chile
स्राव	tit
देरी	hoãn
देरी	delay
देरी	sen
देरी	trễ
देरी	khuya
देरी	muộn
देरी	hoãn
देरी	trễ
नारंगी	cam
नारियल	dừa
बॉन्ड	bond
चंद	chand
आदर	bai
आदर	revere
घट	nồi
घट	pot
जोसेफ	giuse
जोसेफ	joseph
घंटा	tiếng
घंटा	giờ
घंटा	tiếng
घंटा	giờ
मुखिया	sếp
दुश्मन	địch
दुश्मन	thù
दुश्मन	thù
लीटर	lít
लीटर	lít
रामपुर	rampur
गुर्दे	thận
गुर्दे	cật
मीनार	minar
मीनार	tower
मीनार	tháp
मीनार	minaret
वक़्त	gian
वक़्त	thời
आस्ट्रेलिया	australia
आस्ट्रेलिया	úc
कॉफी	phê
कॉफी	coffee
कॉफी	cafe
फाइबर	fiber
फाइबर	sợi
परेशानी	rối
जंग	jung
दिमाग	óc
दिमाग	não
दिमाग	phiền
दिमाग	óc
दिमाग	brain
दिमाग	não
इंटर	inter
हवेली	haveli
टेबल	bảng
टेबल	bàn
टेबल	bảng
टेबल	bàn
स्कॉट	scott
मैड्रिड	madrid
गढ़	bastion
माधव	madhava
हांगकांग	hongkong
अस्थि	xương
अस्थि	bone
सीबीएस	cbs
कुंजी	keys
कुंजी	phím
कुंजी	key
कुंजी	khóa
कुंजी	phím
रोटी	roti
रोटी	mì
स्क्वायर	đc
