yang	yang
dipindahkan	transferate
dipindahkan	transferată
melindungi	protejarea
melindungi	proteja
melindungi	protejeaza
melindungi	protejează
melindungi	protejează
pembukaan	deschiderea
pembukaan	deschidere
pembukaan	deschid
mod	regim
mod	modul
mod	mode
mod	mod
mod	modurile
mod	moduri
menggambarkan	descriind
kubu	fortăreaţa
kubu	cetate
kubu	cetatea
kubu	fortareata
madrid	madrid
pesakit	pacienți
pesakit	pacienții
pesakit	pacienta
pesakit	pacientul
pesakit	pacientă
pesakit	pacient
valign	valign
berjudul	intitulat
buddha	budist
buddha	buddha
pemberontakan	revolta
pemberontakan	răscoală
pemberontakan	revoltă
pemberontakan	revolta
pemberontakan	revoltă
pemberontakan	rebeliune
pemberontakan	rebeliunea
pages	paginile
pages	pagini
menganggap	presupune
simbol	simbolurile
simbol	simboluri
simbol	simbol
simbol	simbolul
undian	voturile
undian	voturi
undian	loteria
undian	loterie
undian	sondaje
undian	vot
undian	votez
undian	votează
undian	votati
undian	sondajul
undian	sondaj
selat	strâmtoarea
selat	strâmtoare
union	uniunea
union	sindicat
union	uniunii
union	uniune
alasan	motivul
alasan	motiv
disertai	însoțit
disertai	însoțite
disertai	însoțită
nasi	orez
los	los
dibentuk	formate
dibentuk	formată
dibentuk	format
dewasa	cultivate
dewasa	crescut
dewasa	adulți
dewasa	adult
dewasa	adultă
dewasa	adulți
dewasa	adulti
ditukar	convertite
ditukar	convertit
ditukar	schimbat
ditukar	schimbată
belia	tinerete
belia	tineret
belia	tineretul
calais	calais
doktor	medic
doktor	doctore
doktor	doctor
doktor	doctorii
doktor	medicii
doktor	doctori
doktor	doctorilor
doktor	medici
hussein	hussein
bermakna	semnificativ
ditambah	adăugată
ditambah	adaugat
ditambah	adăugate
ditambah	adăugat
law	law
law	lege
law	legea
pencapaian	realizari
pencapaian	realizările
pencapaian	realizări
pencapaian	realizare
memperkenalkan	introducerea
place	locul
place	loc
kejuaraan	campionatul
kejuaraan	campionat
live	trăiască
live	live
moravia	moravia
diperbuat	făcute
diperbuat	made
diperbuat	făcută
diperbuat	făcut
runut	urmări
runut	pista
runut	pistă
runut	piese
runut	urme
kenyataan	declarație
kenyataan	declarația
kenyataan	realitate
kenyataan	realitatea
said	spuse
said	said
said	spus
book	cartii
book	cartea
book	carte
kongres	congressman
kongres	congresmanul
kongres	congresman
kongres	congres
kongres	congresului
kongres	congresul
biji	semințe
biji	sămânță
biji	semințe
biji	seminte
anggaran	estimările
anggaran	estimări
anggaran	bugetul
anggaran	buget
punca	cauză
punca	cauza
punca	cauzele
punca	cauze
kasar	brută
kasar	brut
kasar	grosier
kasar	dur
suria	solare
suria	solară
suria	solar
angka	cifre
angka	figuri
angka	cifrele
cakera	discul
cakera	disc
cakera	discheta
cakera	discuri
cakera	discul
cakera	disc
cakera	discuri
milan	milan
milan	milano
anwar	anwar
hiburan	amuzament
hiburan	divertisment
hiburan	entertainment
greek	greci
greek	grecesc
greek	grec
greek	greacă
greek	greaca
alexander	alexandru
alexander	alexander
armenia	armean
armenia	armeni
armenia	armenia
armenia	armenii
armenia	armeni
port	portul
port	port
port	porturile
port	porturi
automatik	automată
automatik	automatic
automatik	automate
automatik	automat
automatik	automat
automatik	automatizate
perayaan	festival
perayaan	festivalul
perayaan	festivalului
perayaan	sărbătorire
perayaan	sărbătoare
penyokong	suporterii
penyokong	suporteri
penyokong	suporter
potter	potter
lapisan	straturi
lapisan	strat
lapisan	stratul
ijazah	diploma
ijazah	diplomă
ijazah	diploma
ijazah	grad
ijazah	gradul
ijazah	diplomă
singapore	singapore
mahmud	mahmud
perisai	scut
perisai	scutul
perisai	shield
perisai	scuturi
perisai	scuturile
mengelakkan	evitarea
mengelakkan	evitare
gula	zahăr
gula	zahar
gula	zahărul
gula	sugar
mesti	trebuie
suruhanjaya	comisiei
suruhanjaya	comisia
suruhanjaya	comisie
suruhanjaya	comision
madrasah	madrasa
portugis	portughez
portugis	portugheza
portugis	portugheză
machine	mașină
menuntut	cerând
hantu	ghost
hantu	stafie
hantu	fantoma
hantu	fantomă
hantu	stafii
hantu	fantome
hantu	fantomele
hantu	fantomelor
hantu	wraith
dokumen	documentul
dokumen	document
dokumen	documente
dokumen	documentele
kuching	cushing
kuching	kuching
sun	soare
sun	soarele
sun	sun
berdarah	sângerare
berdarah	sângerări
berdarah	hemoragie
berdarah	sângeros
berdarah	sângeroase
berdarah	sângerează
berdarah	sângerare
berdarah	sângereze
paus	papa
paus	pope
paus	papă
paus	balenele
paus	balene
paus	balenă
paus	balena
rhin	rhin
kapten	căpitan
mencadangkan	sugerează
mencadangkan	sugerând
out	afara
out	afară
out	out
keretapi	train
keretapi	trenul
keretapi	tren
keretapi	trenurile
keretapi	trenuri
borneo	borneo
gigi	dentară
gigi	dentare
gigi	dinte
gigi	dintele
gigi	gigi
gigi	dinți
mulia	noble
mulia	nobil
mulia	nobilă
mulia	nobili
mulia	nobile
mulia	glorioasă
mulia	glorios
permintaan	cereri
permintaan	solicitări
permintaan	cererile
permintaan	solicitare
permintaan	cererea
permintaan	cerere
permintaan	cererea
permintaan	cerere
kemunculan	apariție
kemunculan	aspectul
kemunculan	aspect
cuma	doar
kemalangan	nenorociri
kemalangan	nenorocirile
kemalangan	nenorocire
kemalangan	accidentul
kemalangan	accident
blue	albastră
blue	albastru
peranti	dispozitivul
peranti	dispozitiv
peranti	aparate
peranti	dispozitive
bbc	bbc
bom	bomba
bom	bombă
bom	bombe
bom	bombele
area	zonă
area	zona
area	suprafață
domain	domenii
domain	domeniu
domain	domeniul
pradesh	pradesh
langit	ceruri
langit	cerul
langit	sky
langit	cer
langit	ceruri
island	insulă
island	insula
musa	musa
musa	moise
musa	moses
puan	doamna
puan	doamnă
kesultanan	sultanatul
iskandar	iskandar
cukai	impozite
cukai	taxa
cukai	tax
cukai	taxă
cukai	impozit
cukai	impozitele
cukai	impozite
cukai	taxe
cukai	taxele
mahkota	coroana
mahkota	coroană
mahkota	crown
oise	oise
next	urmatorul
next	următorul
next	următor
next	următoarea
green	verzi
green	verde
green	green
hamid	hamid
dipasang	instalat
dipasang	instalată
dipasang	instalate
pembentukan	formarea
pembentukan	formație
sari	cidru
washington	washington
washington	washingtonul
diumumkan	anunțat
diumumkan	anuntat
utc+	utc+
dataran	câmpii
demokratik	democrată
demokratik	democratice
demokratik	democratică
demokratik	democrat
demokratik	democratic
over	peste
over	over
terjun	cade
terjun	falls
terjun	scufundări
terjun	scufundare
makmal	labs
makmal	laboratoare
makmal	laboratorul
makmal	laborator
makmal	laboratoare
makmal	laboratoarele
makmal	laboratorul
makmal	laborator
asean	asean
perhubungan	relații
perhubungan	relațiile
perhubungan	relatii
perhubungan	relația
perhubungan	relatie
perhubungan	relație
kebenaran	adevarul
kebenaran	adevar
kebenaran	adevărul
kebenaran	adevăr
pengenalan	introducere
pengenalan	introducerea
pengenalan	introducere
pengenalan	intro
sulaiman	solomon
sulaiman	sulayman
pertukaran	schimb
pertukaran	schimbul
non	non
sea	mare
sea	marea
menjelaskan	explicând
menjelaskan	explicate
menjelaskan	explicat
menjelaskan	explicată
menjelaskan	explică
valencia	valencia
proton	protoni
proton	proton
lukisan	tablou
lukisan	vopsire
lukisan	pictura
lukisan	pictură
lukisan	desenul
lukisan	desen
lukisan	desenez
lukisan	tablouri
lukisan	picturi
lukisan	desene
lukisan	desenele
pentas	etapa
pentas	etapă
pentas	stadiul
sulung	elder
liar	wild
liar	salbatic
liar	sălbatică
liar	sălbatic
liar	sălbatice
liar	sălbatici
liar	savage
liar	sălbatic
liar	salbatic
ulama	ulema
ulama	clerului
pemilik	proprietar
pemilik	proprietarul
pemilik	proprietarii
pemilik	proprietari
pemilik	proprietarilor
menjual	vând
menjual	vind
menjual	vand
joseph	joseph
joseph	iosif
katolik	catolicism
katolik	catolici
katolik	catolicii
katolik	catolică
katolik	catolica
katolik	catolic
bersejarah	istorică
bersejarah	istoric
bersejarah	istorice
bersejarah	istorică
bersejarah	istoric
kehadiran	prezență
kehadiran	prezență
kehadiran	prezenţa
kehadiran	prezența
tepi	marginea
tepi	edge
tepi	margine
tepi	muchie
tepi	margini
tepi	marginile
dilaksanakan	implementată
dilaksanakan	implementate
dilaksanakan	implementat
lim	lim
function	funcție
function	funcţie
function	funcţia
function	funcția
jiwa	sufletul
jiwa	suflet
jiwa	soul
tewas	ucis
tewas	ucisă
tewas	omorât
restoran	restaurante
restoran	restaurantele
restoran	restaurantul
restoran	restaurant
singkatan	abrevierea
singkatan	abrevieri
lemah	slaba
lemah	slăbit
lemah	slab
lemah	slabă
berasingan	separat
berasingan	separate
berasingan	separat
berasingan	separă
berasingan	separată
berasingan	separate
berasingan	separat
aksi	acţiune
aksi	actiune
aksi	acțiune
your	dumneavoastră
your	ta
hadir	cadou
hadir	prezente
hadir	prezentul
hadir	prezent
hadir	prezentă
utusan	emisarul
utusan	emisar
isi	umple
isi	umplere
space	spaţiul
space	spațiu
space	spațiul
space	spatiu
space	spaţiu
edward	edward
edward	eduard
tebal	groase
tebal	gros
tebal	groasă
tebal	grosime
maria	maria
menyaksikan	privind
menyaksikan	vizionarea
menyaksikan	privesc
berumur	învechit
berumur	îmbătrânit
satelit	satelitul
satelit	satelit
ist	ist
greece	grecia
kampus	campusuri
kampus	campusul
kampus	campus
jantan	masculii
jantan	masculi
jantan	bărbat
jantan	masculin
jantan	mascul
jantan	barbat
pertumbuhan	creșterea
pertumbuhan	creşterea
pertumbuhan	crestere
pertumbuhan	creștere
idris	idris
menukar	schimbarea
pekerjaan	joburi
saham	stocurile
saham	stocuri
pengalaman	experiente
pengalaman	experiențe
pengalaman	experiență
pengalaman	experiența
pengalaman	experienta
perundangan	legislatură
perundangan	law
perundangan	lege
perundangan	legea
perundangan	legislația
perundangan	legislație
perundangan	juridice
perundangan	legale
perundangan	juridic
perundangan	legală
perundangan	legal
sesiapa	oricine
sesiapa	oricine
intan	diamond
intan	diamantul
intan	diamant
isa	isa
isa	isus
isa	iisus
bab	capitolul
bab	capitol
bab	bab
bab	capitolele
bab	capitole
komik	comics
komik	comic
pengeluar	vânzător
pengeluar	producator
pengeluar	producător
pengeluar	producători
pengeluar	producătorii
pengeluar	producator
pengeluar	producătorul
pengeluar	producător
pengeluar	producătorului
pengeluar	emitentul
pengeluar	emitentului
pengeluar	emitent
victoria	victoriană
victoria	victoriei
victoria	victoria
awalnya	initial
awalnya	iniţial
awalnya	inițial
dialek	dialecte
situ	situ
ayer	ayer
matang	maturitate
matang	maturitatea
matang	scadență
matang	matură
matang	matur
matang	maturi
matang	mature
matang	coaptă
matang	copt
matang	coapte
profesor	profesori
profesor	profesor
profesor	profesorul
konflik	conflictele
konflik	conflicte
konflik	conflictul
konflik	conflicte
konflik	conflict
bella	bella
haram	ilegale
haram	ilegală
haram	ilegal
haram	haram
chung	chung
table	tabelul
table	masă
table	masa
table	tabel
seoul	seul
seoul	seoul
length	lungime
length	lungimea
ubat	medicament
ubat	medicina
ubat	medicină
memang	intradevar
sang	sang
sang	cântat
membangunkan	dezvoltarea
pustaka	biblioteci
pustaka	bibliotecă
pustaka	biblioteca
pustaka	librărie
jung	jung
persegi	pătrat
persegi	square
persegi	patrat
mini	mini
jean	jean
jean	blugi
bangkok	bangkok
don	don
ukraine	ucraina
ukraine	ucrainean
ukraine	ucraineană
khalifah	califi
khalifah	calif
kerosakan	daune
kerosakan	pagube
kerosakan	avarii
kerosakan	stricăciuni
kerosakan	daune
kerosakan	despăgubiri
kerosakan	pagube
krisis	crizele
krisis	crize
krisis	topire
krisis	criză
krisis	criza
pendapatan	veniturile
pendapatan	venituri
pendapatan	venitul
pendapatan	venituri
pendapatan	veniturile
pelancong	turist
pelancong	turistice
pelancong	călător
pelancong	călători
pelancong	călătorii
pelancong	călătorilor
pelancong	turistii
pelancong	turisti
koleksi	colectie
koleksi	colecţie
koleksi	colecţia
koleksi	colecție
koleksi	colectare
koleksi	colecția
county	judetul
county	comitatul
county	județul
virus	virus
virus	virusul
virus	virusuri
petani	tarani
petani	taran
petani	agricultor
petani	farmer
petani	fermier
petani	cultivatorii
petani	fermieri
petani	agricultori
petani	fermierii
petani	agricultorii
petani	fermierilor
der	der
kor	corps
selam	submarinul
selam	submarin
statistik	statistici
statistik	statistică
statistik	statisticile
statistik	statistica
statistik	statistici
statistik	statistica
statistik	statistică
aisne	aisne
dewi	zeita
dewi	zeiţa
thai	thailandeză
thai	thai
thai	thailandez
pengarang	autor
pengarang	autorul
pengarang	autori
pengarang	autorilor
pengarang	autorii
kucing	pisicile
kucing	pisici
kucing	pisica
kucing	pisică
kucing	cat
version	versiunea
version	versiune
pengkalan	baza
pengkalan	bază
somme	somme
uthmaniyyah	otomană
uthmaniyyah	otoman
sebutan	menționează
sebutan	pronunție
sebutan	menționez
like	ca
like	like
naga	naga
naga	dragoni
naga	dragonii
naga	balaur
naga	dragonul
naga	dragon
unique	unicat
unique	unic
unique	unice
unique	unici
unique	unică
dimiliki	deținută
under	sub
takhta	tronul
takhta	tron
susu	laptele
susu	lapte
salleh	salleh
pelanggan	clientul
pelanggan	client
pelanggan	abonat
pelanggan	clienți
pelanggan	clienti
pelanggan	clienții
cross	crucea
cross	cruce
cross	cross
france	franţa
france	franța
france	franta
france	france
melaporkan	raportare
melaporkan	raportarea
melaporkan	raportez
lambang	emblema
lambang	emblemă
lambang	embleme
bertajuk	intitulat
bertajuk	intitulată
power	putere
power	puterea
power	power
kediaman	resedinta
kediaman	reședință
kediaman	reședința
kediaman	locuință
kediaman	rezidențiale
banjir	inundate
banjir	inundată
banjir	inundat
banjir	inundă
banjir	potop
banjir	inundații
banjir	inundații
banjir	inundații
gelap	dark
gelap	întuneric
gelap	intuneric
gelap	întunecat
demokrasi	democrat
demokrasi	democrată
demokrasi	democrație
demokrasi	democratie
demokrasi	democrația
jisim	liturghie
jisim	mass
jisim	masă
jisim	masa
arondissement	arondismentul
old	bătrân
old	vechi
old	old
old	veche
old	bătrâne
kualiti	calitate
kualiti	calitatea
ditangkap	arestată
ditangkap	arestat
ditangkap	capturat
ditangkap	capturată
ditangkap	capturate
melawat	vizitate
melawat	vizitat
melawat	vizitati
melawat	vizită
melawat	vizita
melawat	vizitează
melawat	vizitând
melawat	vizită
berkait	legate
minuman	bea
minuman	băutură
minuman	băuturile
minuman	bauturi
minuman	băuturi
prestasi	performanțe
prestasi	performanta
prestasi	performanța
prestasi	performanță
berlakon	actorie
berlakon	actoria
berlakon	hotărând
cecair	fluide
cecair	fluid
cecair	lichid
cecair	lichide
cecair	lichid
cecair	lichidă
dinding	peretele
dinding	wall
dinding	zid
dinding	zidul
dinding	perete
dinding	pereți
dinding	pereti
dinding	ziduri
litar	circuitele
litar	circuite
litar	circuit
litar	circuitul
sayang	dragă
sayang	dragi
sayang	draga
sayang	iubire
sayang	baby
sayang	copil
sayang	iubito
sayang	bebe
menggalakkan	încurajează
menggalakkan	promovată
menggalakkan	promovate
menggalakkan	încurajează
menggalakkan	încuraja
menggalakkan	promovarea
menggalakkan	promovează
menggalakkan	promova
ancaman	amenintari
ancaman	amenințări
ancaman	amenințare
ancaman	amenintare
metal	metale
metal	metalul
metal	metalic
metal	metal
unik	unicat
unik	unic
unik	unice
unik	unici
unik	unică
blog	blog
blog	blogul
blog	bloguri
pinjam	împrumut
pinjam	împrumuta
pinjam	împrumută
force	forța
force	forță
force	forta
pembelajaran	învățare
bererti	semnificatie
bererti	semnificația
bererti	semnificație
bererti	inseamna
bererti	mijloace
bererti	înseamnă
abang	dada
menyumbang	contribuie
chile	chile
karang	coral
karang	corali
karang	recif
karang	reciful
buruh	muncitoresc
buruh	travaliu
maya	maya
maya	virtuală
maya	virtuale
maya	virtual
skrip	scripturi
skrip	scenariul
skrip	scenariu
skrip	script
liverpool	liverpool
singh	singh
rahim	uter
rahim	uterul
rahim	rahim
rahim	pântece
rahim	pântecul
rahim	uter
phoiac	phoiac
eteeq	eteeq
kacang	alună
kacang	arahide
kacang	nuts
kacang	nuci
kacang	nucile
kacang	bean
kacang	fasole
kacang	boabe
kacang	fasole
kacang	alune
kacang	arahide
khidmat	serviciu
khidmat	serviciul
khidmat	service
khidmat	servicii
daniel	daniel
paru	lung
paru	plămân
paru	plămânii
paru	plămâni
cedera	răniți
cedera	accidentat
cedera	rănit
kursus	cursul
kursus	curs
kursus	cursuri
risiko	riscul
risiko	risc
risiko	riscuri
risiko	riscurile
risiko	riscuri
kecederaan	accidentare
kecederaan	prejudiciu
kecederaan	vătămare
kecederaan	leziuni
kecederaan	răni
khalid	khalid
tempur	combat
free	liberă
free	liber
free	liberi
free	free
free	gratuit
penempatan	plasare
penempatan	plasarea
pardubice	pardubice
perwakilan	reprezentarea
perwakilan	reprezentare
perwakilan	reprezentativ
perwakilan	reprezentativă
perwakilan	reprezentantul
perwakilan	reprezentative
perwakilan	reprezentant
perwakilan	reprezentanti
perwakilan	reprezentanți
perwakilan	reprezentanții
pictures	imagini
pictures	poze
land	teren
land	terenuri
land	land
land	pământ
topik	subiectele
topik	subiecte
zarah	particule
zarah	particulele
zarah	particule
zarah	particula
zarah	particulă
march	martie
georgia	georgian
georgia	georgia
mary	mary
ribut	furtună
ribut	furtuna
ribut	storm
beijing	beijing
roda	roată
roda	roata
roda	roda
roda	roti
roda	rotile
roda	roți
roda	roţi
plzeň	plzeň
penggubah	compozitori
penggubah	compunere
penggubah	compozitor
penggubah	compozitorul
guide	ghid
guide	ghidul
pahlawan	heroes
pahlawan	eroilor
pahlawan	eroi
pahlawan	eroii
badminton	badminton
pedang	săbiile
pedang	sabii
pedang	săbii
pedang	spadă
pedang	sabia
pedang	sabie
note	nota
note	notă
hashim	hashim
ditahan	ţinut
ditahan	arestată
ditahan	arestat
ditahan	retinut
ditahan	reținut
bawang	ceapa
bawang	ceapă
bawang	ceapa
bawang	ceapă
finland	finlanda
finland	finlandez
finland	finlandeză
moscow	moscova
moscow	moscovei
prešov	prešov
army	armata
army	armată
army	army
corporation	corporation
matlamat	gol
matlamat	obiectiv
matlamat	scopul
matlamat	obiectivele
matlamat	goluri
matlamat	obiective
menawan	captivant
menawan	captivantă
menawan	fermecător
menawan	fermecătoare
service	serviciu
service	serviciul
service	service
service	servicii
sehinggalah	până
dinyatakan	precizată
dinyatakan	specificate
dinyatakan	specificat
dinyatakan	specificată
dicapai	atins
dicapai	atinsă
dicapai	realizat
dicapai	atins
dicapai	obținut
