dhe	and
përfshiu	swept
simptomat	symptoms
bosh	empty
bosh	blank
ngarkesë	cargo
ngarkesë	shipment
vendimtar	crucial
vendimtar	decisive
dituri	knowledge
dështuar	failed
neo	neo
demokraci	democracy
selam	salaam
selam	peace
selam	salam
emocionale	emotional
njëlloj	equally
molekulat	molecules
faktori	factor
dukë	duke
qytetërimi	civilization
feve	religions
bouches	bouches
shfrytëzimin	exploiting
kriteret	criteria
uje	water
hartën	map
dec	dec
vdiqën	died
urime	congratulations
urime	congrats
transmetim	transmission
transmetim	broadcast
transmetim	broadcasting
sundimtar	ruler
sulmuesi	attacker
sulmuesi	striker
demokracia	democracy
emigruar	emigrated
emigruar	immigrated
nofka	nickname
miratimin	adoption
minister	minister
mulli	mill
transferohet	transferred
shtimi	adding
leoni	leonie
leoni	leon
clark	clark
kyçe	key
trashëgiminë	inheritance
treve	trinity
inxhinieria	engineering
sinjalet	signals
pushkë	shotgun
pushkë	rifle
tobi	toby
tobi	tobi
shqiperia	albania
popuj	peoples
numerike	numerical
numerike	numeric
ssl	ssl
seksionin	section
përgatitja	preparation
fanellën	flannel
konfliktet	conflicts
hitler	hitler
themel	foundation
natyrshëm	naturally
përshkroi	outlined
realiteti	reality
flasim	talk
doda	doda
mbiemri	surname
lawrence	lawrence
shumëllojshmëri	variety
stupa	stupa
dakota	dakota
arabët	arabs
fürstenberg	fürstenberg
universiteteve	universities
kolonat	columns
banon	resides
mbështetës	supporters
mbështetës	supporter
bashkëshortja	spouse
bashkëshortja	wife
denjë	worthy
jehona	echo
shkatërrimi	demolition
shkatërrimi	destruction
serioz	serious
email	email
sigurta	fairground
gjithmone	always
kentucky	kentucky
kontrata	contracts
kontrata	contract
njëherësh	simultaneously
asllani	aslan
haxhiu	hadji
tower	tower
përkushtim	dedication
përkushtim	devotion
shkencëtar	scientist
brënda	inside
liqene	lakes
kimisë	chemistry
dukesha	duchess
plane	plans
cilësore	quality
pfalz	palatinate
kariera	career
kariera	careers
përbënte	constituted
atom	atom
arrestohet	arrested
kronike	chronic
billy	billy
ushqyer	feed
ushqyer	fed
ushqyer	feeding
shkolluar	educated
titlestyle	titlestyle
tottenham	tottenham
delegatët	delegates
prodhuara	manufactured
hartë	map
shtypje	repression
shtypje	pressure
euphorbia	euphorbia
virusi	virus
olimpik	olympic
kolegji	college
shkallët	stairway
shkallët	ladders
shkallët	stairs
unaza	ring
unaza	rings
aleksandrisë	alexandria
thata	dry
thata	dried
specifik	specific
instaluar	installed
risi	innovative
risi	novelty
risi	innovation
gjumi	asleep
gjumi	sleep
muzike	music
referencat	references
sigurimi	security
sigurimi	insurance
laura	laura
tibet	tibet
nena	nena
nena	mother
ekuatoriale	equatorial
strukture	structure
gama	gamma
parimin	principle
parametrat	parameters
parametrat	settings
philipp	philipp
drogës	drug
gjetjet	findings
meriton	deserves
meriton	deserve
adams	adams
përjetshme	eternal
fjalim	speech
diskutime	discussions
diskutime	discussion
vazhdimësi	continuity
arkivi	archive
hipoteza	hypothesis
karnataka	karnataka
kontinentit	continent
humbet	loses
aviacionit	aviation
grant	grant
dhurata	gifts
dhurata	presents
dhurata	gift
ian	lan
ian	ian
shërbejë	serve
saktësi	precision
saktësi	accuracy
artiste	artist
armenia	armenia
vishnu	vishnu
nikaragua	nicaragua
komplet	completely
komplet	complete
kontributet	contributions
jerusalem	jerusalem
dortmund	dortmund
ticino	ticino
lampard	lampard
pakistani	pakistan
neni	article
kryqi	cross
alpine	alpine
politikisht	politically
maksimal	maximum
nana	nana
kanale	channels
kanale	canals
moldavia	moldova
platforma	platform
platforma	platforms
provat	rehearsals
provat	evidence
pengesë	barrier
pengesë	obstacle
pengesë	hurdle
çift	pair
çift	couple
piramida	pyramid
sipërfaqësore	superficial
hebraike	jewish
hebraike	hebrew
meurthe	meurthe
emirati	emirati
cituar	cited
cituar	quoted
tanimë	already
vega	vega
bosnjë	bosnia
sallë	lounge
sallë	hall
cilësia	quality
len	len
mehdi	mehdi
tragjike	tragic
erik	erik
erik	eric
sezonet	seasons
matematika	mathematics
matematika	math
race	breed
race	race
gjykimi	judgement
gjykimi	judgment
hapësinor	spatial
pasqyron	reflects
hitlerit	hitler
flota	fleet
demografia	demographics
kupë	chalice
kupë	cup
sony	sony
piu	drank
piu	pius
udha	road
malësi	highland
ronald	ronald
luhet	played
shtimin	addition
inteligjencës	intelligence
huazuar	borrowed
huazuar	lent
çeliku	steel
afrikane	african
pafund	infinite
pafund	endless
njerzit	people
norman	norman
çlirim	liberation
çlirim	redemption
çlirim	liberating
bordi	board
tostring	tostring
albanese	albanese
dikujt	someone
lajm	news
shkronjat	fonts
shkronjat	letters
tërhiqet	retire
tërhiqet	withdraw
valley	valley
kampione	champion
përmbushur	fulfilled
përmbushur	fulfill
zhvillime	developments
përpjekja	effort
ille	ille
shfrytëzimi	exploitation
mysafir	guest
javier	javier
lionel	lionel
heq	lifts
heq	removes
shtrirjen	extending
pérez	pérez
thot	says
sebastian	sebastian
sen	sen
moto	motto
moto	moto
lene	left
raymond	raymond
qepë	onions
qepë	onion
leonard	leonard
hiqet	lifted
hiqet	removed
italo	italo
vallès	vallès
ban	ban
pasqyra	mirrors
pasqyra	mirror
tetori	october
investimet	investments
gazetare	journalist
gazetare	reporter
dramatik	dramatic
alfredo	alfredo
romeo	romeo
hektarë	hectares
hektarë	acre
hektarë	acres
sind	sindh
ftp	ftp
shpallën	proclaimed
ohër	ohrid
ndihme	help
instrumentet	instruments
malazez	montenegrin
skype	skype
tahiri	tahir
zvogëluar	diminished
zvogëluar	reduced
zvogëluar	diminishing
campo	campo
montana	montana
autonominë	autonomy
informacionet	information
informacionet	govt
kuvajti	kuwait
akuzat	charges
akuzat	accusations
folës	speaker
uashington	washington
corporation	corporation
kori	chorus
kori	choir
kori	choirs
krijimet	creations
rrotull	around
bay	bay
shō	shō
barcelonë	barcelona
theodor	theodor
gjuhësor	linguistic
gjuhësor	lingual
viktimat	victims
krishtlindjeve	collectibles
jave	week
godet	hits
madhështor	superb
fqinjët	neighbors
fqinjët	neighbours
vilaine	vilaine
taksa	tributes
taksa	tax
taksa	taxes
fortifikuar	fortified
patriotik	patriotic
teatrore	theatrical
izrael	israel
përbrenda	inbound
traktat	treaty
intensiteti	intensity
kelly	kelly
zgjerohet	expand
mao	mao
canada	canada
mendoni	think
dallimet	differences
bend	band
koke	koke
koke	headache
objektiv	objective
monetare	monetary
liber	book
parat	money
zëra	voices
zëra	speculation
trembëdhjetë	thirteen
giorgio	giorgio
enët	dishes
çojë	lead
ron	ron
ruajtja	saving
ruajtja	preservation
oriental	oriental
konsideratë	consideration
x}}	x}}
adhurimi	worshipping
adhurimi	adoration
shpie	leads
ndjerë	felt
nazist	nazi
superkupa	supercup
slloveni	slovenia
huajt	foreigners
fajtor	guilty
matet	measured
makine	car
rrymat	currents
oborri	courtyard
oborri	backyard
oborri	yard
përkufizimi	definition
mesazhe	messages
sistematike	systemic
sistematike	systematic
ndriçim	enlightenment
ndriçim	lighting
tepërt	excess
tepërt	redundant
realizimi	implementation
realizimi	realization
niedersachsen	niedersachsen
fakultet	faculty
cola	cola
plotëson	complements
gji	breastfeeding
gji	breast
gji	gulf
deklaratë	statement
deklaratë	declaration
guxim	courage
guxim	guts
kryetarin	speaker
gironde	gironde
komisar	commissioner
holandeze	dutch
pilotët	pilots
tenerife	tenerife
danimarkë	denmark
pakistanit	pakistani
nënshkrimin	signing
reuss	reuss
psikologjik	psychological
romakë	romans
seksual	sexual
përqindje	percentages
përqindje	percentage
dekret	decree
jong	jong
jong	yong
dytësore	fringe
dytësore	secondary
shkollimit	schooling
kroni	kron
procese	processes
priten	expected
siro	siro
ndikimet	impacts
ndikimet	influences
lëngu	smoothie
lëngu	juice
shtrat	bed
personaliteti	individuality
personaliteti	personality
firenze	firenze
oda	oda
administrim	management
administrim	administration
budapest	budapest
derën	door
pasuar	followed
refer	ref
adresë	address
vegël	gadget
vegël	tool
rrota	wheel
rrota	wheels
nuri	nuri
nuri	nouri
klinike	clinical
zbatohet	applies
zbatohet	implemented
mujore	monthly
statistikave	statistics
borussia	borussia
lille	lille
besueshëm	reliable
dallime	differences
djalli	devil
djalli	satan
nënshkrua	inked
kurora	wreaths
kurora	crown
dokumentuar	documented
refuzuar	denied
refuzuar	rejected
refuzuar	refused
refuzuar	declined
bashkëpunoi	cooperated
messi	messi
kumanova	kumanovo
ashanti	ashanti
yusuf	yusuf
kristiane	christian
këngëtarë	singers
edukative	educational
stanley	stanley
mbytur	strangled
mbytur	drowned
shkurtit	february
përziera	mixed
përziera	blended
thellësia	depth
lazio	lazio
fiksuar	fixed
fiksuar	obsessed
plastike	plastic
deva	deva
punk	punk
vetmuar	lonely
skema	scheme
skema	uninstall
skema	schema
horizontal	horizontal
varen	hinge
mjekët	physicians
mjekët	doctors
ain	ain
fizikisht	physically
pbb	gdp
pasqyruar	reflected
sánchez	sánchez
iowa	iowa
toledo	toledo
shit	sell
shit	sold
sllavo	slav
tërheqjen	withdrawal
gjenetik	genetic
karton	cardboard
joachim	joachim
lajmet	news
aires	aires
disku	disc
disku	disk
përjetoi	experienced
fytyrës	facial
formati	format
rrjeta	grid
rrjeta	net
rrjeta	nets
mas	mas
jeshile	green
perpara	forward
perpara	before
borë	snow
përfundimi	completion
përfundimi	outcome
përfundimi	conclusion
adm	adm
arkeologët	archaeologists
arkeologët	archeologists
synimet	intentions
harris	harris
kështjellat	fortresses
veshin	wear
fetarë	religious
drejtorisë	directorate
ikën	gone
ikën	escapes
ikën	leaving
parandalimin	prevention
mjediset	premises
mjediset	environments
ecur	walked
capital	capital
alb	alb
arrinë	reaches
reagim	reaction
reagim	feedback
veshja	dress
veshja	outfit
veshja	attire
fronti	front
laurent	laurent
matematikan	mathematician
fotograf	photographer
deutschland	deutschland
shëndeti	health
ekuador	ecuador
agjent	agent
josif	josip
penalltive	shootout
château	château
arsyen	reason
çati	roof
pasuese	successor
ruso	russo
ruso	rousseau
arrestuar	arrested
patate	potatoes
patate	potato
poshte	down
seksion	section
hermann	hermann
rriti	boosted
fikse	fixed
nikola	nikola
nikola	nicola
vjetori	anniversary
perime	vegetable
perime	vegetables
flash	flash
zulu	zulu
dijetarëve	erudite
grada	degrees
grada	rank
shfrytëzimit	exploitation
fitim	profit
fabrikë	plant
fabrikë	factory
mynih	munich
zbriti	landed
zbriti	descended
brezat	generations
avull	steam
sllovene	slovene
sllovene	slovenian
batalioni	battalion
modena	modena
kërkohej	required
vida	vida
ambientit	ambience
ambientit	ambient
pisha	pine
thërret	calls
dramaturg	playwright
vetvetes	themselves
dallojnë	differentiate
shoqërie	companionship
arif	arif
gjendur	located
forumi	forum
lexim	reading
faruk	faruk
mysql	mysql
votimi	voting
legjendare	legendary
kritikët	critics
bruneit	brunei
mbishkrim	inscription
trajtim	treatment
shkëlqim	bling
shkëlqim	glow
femije	kids
femije	children
femije	child
brezave	generations
fqinjë	neighbors
fqinjë	neighbours
côtes	côtes
lavdishme	glorious
proteina	protein
vuajtur	suffered
shkatërroi	destroyed
dollar	dollar
ekzekutive	executive
dallueshme	identifiable
festohet	celebrated
futbollisti	footballer
tendencë	tendency
somme	somme
kodrën	hill
kombësia	nationality
doi	doi
hip	hip
hip	eep
organizmi	organism
zhveshur	naked
ngjashmëri	similarities
ngjashmëri	resemblance
tru	brain
tru	brains
mëshirë	mercy
pazar	shopping
franc	franc
tregim	tale
tregim	story
hernández	hernández
arkivat	archives
pyetur	questioned
pyetur	asked
konflikte	conflicts
konflikte	conflict
sugjeruar	suggested
plumbi	bullet
derë	door
ferri	hell
willy	willy
armike	enemy
përralla	tales
dalai	dalai
japonisht	japanese
still	steele
nassau	nassau
cfare	what
stefani	stefan
stefani	stephanie
aksident	accident
shkëmbinj	rocks
trimi	brave
ariu	bear
përbërës	ingredient
keqja	wickedness
lippe	lippe
multi	multi
hop	hoop
hop	hop
kundërshtar	opponent
relativitetit	relativity
vizitorët	visitors
plagë	wound
plagë	injuries
plagë	wounds
analog	analogue
analog	analog
lazër	lazer
kardinali	cardinal
xhamitë	mosques
standardeve	standards
kurs	course
rezervuar	booked
rezervuar	reserved
rezervuar	reservoir
bardh	white
veproi	acted
ciklin	menstruation
ciklin	cycle
radikale	radical
dominuar	dominated
vizitë	visit
sul	sul
daro	daro
sulejmani	solomon
sulejmani	sulaiman
analitike	analytical
rolit	role
rrjedhimisht	consequently
objektivat	objectives
objektivat	targets
kanalet	channels
kanalet	canals
amerikanët	americans
besë	trust
besë	trusted
kongo	congo
pyjore	forestry
shprehjet	expressions
lika	lika
wild	wild
specializuara	specialised
specializuara	specialized
kontrast	contrast
interpretim	interpretation
paralelisht	parallel
udhëtuar	traveled
udhëtuar	travelled
ipairs	ipairs
altlink	altlink
përhapet	spreads
harold	harold
pozicionet	positions
irlandez	irish
irlandez	irishman
katedralja	cathedral
mont	mont
ken	ken
menduarit	thinking
vaji	oil
komente	feedback
komente	comments
përhapje	spreading
shikim	glance
shikim	look
cikël	cycle
paraprake	primaries
paraprake	tentative
paraprake	preliminary
sasuke	sasuke
proteinat	protein
proteinat	proteins
gjalpë	butter
halimi	halimi
detyrueshëm	mandatory
detyrueshëm	compulsory
rrjetet	networks
organizohet	organised
organizohet	organized
acidi	acid
ascii	ascii
votuar	voted
akte	acts
prishur	broken
prishur	spoiled
kontrollon	controls
zana	fairy
zana	zana
neutral	neutral
operacione	operations
operacione	surgeries
operacione	ops
adhuruar	advert
adhuruar	adored
klientit	client
domain	domain
hashim	hashim
peshku	fish
lirisht	freely
emigrantëve	migrants
dija	knew
unter	unter
shpejte	fast
automatike	automatic
dardha	pears
muslimane	muslim
kontekst	context
carol	carol
nur	nur
fred	fred
kanceri	cancer
frederik	frederik
frederik	frederick
frederik	frederic
përshkon	permeates
qik	girlfriend
qik	girl
abc	abc
përshtypje	impression
përshtypje	impress
lanka	lanka
shpellën	cave
dominon	dominating
rrethimin	siege
rrethues	surround
vëmendjes	spotlight
nxit	spurs
nxit	promotes
bërthamë	core
aconitum	aconitum
shenjt	holy
dinamik	dynamic
përgjigjur	answered
përgjigjur	responded
kryetarët	chairmen
kryetarët	speakers
kryetarët	mayors
kryepeshkopi	archbishop
unioni	union
bukureshtit	bucharest
mannheim	mannheim
bruce	bruce
heshtje	stillness
heshtje	silence
strugë	struga
menjëhershëm	immediate
bregdeti	coastline
bregdeti	coast
këndoi	sang
jennifer	jennifer
sferike	spherical
deutsche	deutsche
qëndresa	resistance
mesazhet	messaging
mesazhet	messages
sicili	sicily
vilajeti	vilayet
promovuar	boosted
promovuar	promoted
ekzekutuar	execute
ekzekutuar	executed
mohuesit	unbelievers
mohuesit	infidels
zhduket	disappearing
zhduket	disappears
zhduket	disappear
realiste	realistic
sundimtari	ruler
lehtësi	ease
prix	prix
fildishtë	ivory
bagëti	livestock
bagëti	cattle
bronzi	bronze
lutur	begged
alessandro	alessandro
vitamina	vitamins
vitamina	vitamin
barbare	barbaric
barbare	barbarian
vlefshëm	valid
ansambli	ensemble
dervishi	dervish
minierave	mining
sql	sql
vizita	visit
vizita	visits
relieve	reliefs
ambasadori	ambassador
mijëvjeçarit	millennium
biologjik	biological
këngëtari	singer
kokrra	grain
kokrra	berry
kokrra	grains
abraham	abraham
gif	gif
hollësi	details
hollësi	detail
askujt	anyone
kornizë	framework
kornizë	frame
shkëlqyeshëm	excellent
shifër	figure
zgjerim	expansion
varreza	cemeteries
varreza	graveyards
varreza	cemetery
varreza	graveyard
dhjetori	december
sinjale	signals
akuza	charges
akuza	prosecution
akuza	counts
cpu	cpu
pasurit	rich
kampet	camps
përmbledhur	recap
grimca	particles
grimca	supercharged
grimca	particle
buke	bread
teme	topic
teme	theme
ndare	separated
historitë	stories
qëndruan	stayed
fisnikët	nobles
federico	federico
diplomë	degree
warren	warren
përgatitje	preparation
mbështeti	supported
elementët	items
portugeze	portuguese
nowrap	nowrap
faleminderit	thanks
veprimtaritë	activities
aplikohet	applied
aplikohet	applies
eksperiencë	experience
vom	vom
paraqitën	presented
disiplina	discipline
disiplina	disciplines
qëndrimet	attitudes
roza	rose
roza	rosa
roza	roza
falur	forgiven
falur	pardoned
col	col
nota	grades
ndezur	lit
ndezur	heated
violinë	violin
posti	post
marinës	navy
gjenevë	geneva
polar	polar
motivet	motives
led	led
pritej	expected
ajax	ajax
produkti	product
shoqatë	association
kara	kara
sekondë	second
nam	nam
absolut	tyrants
absolut	absolute
krishtin	christ
tregjet	markets
meksikane	mexican
prokurorisë	prosecution
shkurre	bushes
londra	london
mbërriti	arrived
ishe	were
monarkisë	monarchy
mesatarja	average
zëvëndësues	replacement
verbër	blind
palëve	sides
marka	brand
send	thing
mbiemër	adjective
russell	russell
ndau	shared
dave	dave
justin	justin
maha	maha
mig	mig
ilustruar	illustrated
vreshta	vineyards
përshtatje	adjustment
përshtatje	adaptation
sugjerojnë	suggest
hondurasi	honduras
këndore	angular
urtë	wise
vlerësime	ratings
vlerësime	assessments
formalisht	formally
jehonë	echoes
jehonë	echo
krijim	creation
bashkon	unites
bashkon	piles
nelson	nelson
formacion	lineup
formacion	formation
dhënien	awarding
shpëtimi	rescue
shpëtimi	salvation
gamë	range
luka	luka
strukturore	structural
sllavët	slavs
tenton	tends
ngrirë	frozen
rheinland	rhineland
valid	walid
seriozisht	seriously
malli	merch
malli	stuff
malli	cravings
malli	merchandise
tcp	tcp
dëgjon	hears
dëgjon	listens
autorizuar	authorised
autorizuar	authorized
shpjegime	explanations
oksigjen	oxygen
lagja	neighborhood
lagja	hood
pazari	marketplace
pazari	bazaar
pazari	shopping
pdk	pdk
mbretëreshë	queen
vale	vale
vale	wave
budist	buddhist
gsub	gsub
vrimë	peephole
vrimë	hole
drejtuesi	speaker
