年	tahun
屬性	atribut
屬性	property
屬性	hartanah
屬性	keperibadian
屬性	atribut
種植	tanam
氫	hidrogen
數百	beratus
數百	ratusan
豐田	toyota
名譽	kehormatan
名譽	honour
名譽	maruah
名譽	reputasi
名譽	maruah
名譽	kehormatan
光子	mitsuko
光子	foton
特點	characteristic
磷	fosforus
品種	breed
品種	baka
書記	clerks
書記	kerani
書記	kerani
瑪莉	mary
瑪莉	maryam
霜	fros
霜	krim
霜	cream
海豚	dolphin
海豚	lumba
紫色	purple
電流	semasa
特快	express
特快	luahkan
遙	haruka
正統	ortodoks
正統	ortodoks
國外	overseas
千克	kilogram
千克	kilogram
千克	kilo
密碼	code
密碼	kode
密碼	kod
帽子	topi
帽子	hat
帽子	topi
中西	midwest
腺	kelenjar
腺	kelenjar
海軍陸戰隊	marin
海軍陸戰隊	marines
歌劇	opera
焦點	fokus
冬天	winter
紀元	epok
幸運	bertuah
幸運	beruntung
里斯本	lisbon
資本	modal
資本	capital
幹部	kader
拓展	perluasan
拓展	pengembangan
拓展	kembang
團結	unity
團結	kesatuan
團結	perpaduan
團結	perpaduan
團結	solidariti
三級	aras
魔鬼	devil
魔鬼	syaitan
獎勵	rewards
獎勵	ganjaran
獎勵	bonus
獎勵	insentif
獎勵	anugerah
獎勵	pahala
獎勵	ganjaran
獎勵	reward
合唱團	koir
合唱團	chorus
合唱團	korus
國防	pertahanan
國防	pertahanan
文書	instrumen
文書	instrumen
容許	benarkan
容許	membenarkan
意圖	niat
意圖	niat
意圖	niat
物件	object
物件	objek
物件	objek
背後	belakang
背叛	pengkhianatan
培育	perihatin
培育	pembiakan
培育	breeding
培育	membiak
培育	memelihara
培育	memupuk
培育	memupuk
物流	logistik
味道	citarasa
味道	rasa
味道	taste
味道	merasai
味道	selera
味道	selera
味道	berbau
招募	pengambilan
招募	merekrut
招募	rekrut
歐陽	ouyang
對決	showdown
體驗	pengalaman
體驗	experience
體驗	pengalaman
禽	unggas
河內	hanoi
總數	total
裝飾	hiasan
裝飾	deco
裝飾	menghias
裝飾	hiasan
婚禮	perkahwinan
婚禮	wedding
婚禮	kahwin
婚禮	perkahwinan
婚禮	kawin
術語	terma
術語	terma
術語	istilah
接待	penerimaan
接待	persandingan
接待	reception
接待	resepsi
倒塌	runtuhan
倒塌	runtuh
公理	aksiom
梅花	kelab
梅花	plum
明日	esok
櫻花	sakura
王牌	sat
爪哇	jawa
爪哇	java
縮短	dipendekkan
縮短	pendekkan
縮短	memendekkan
上限	siling
上限	ceiling
上限	cap
上限	tudung
上限	hadkan
上限	had
上限	limit
星期二	selasa
研究者	penyelidik
合格	berkelayakan
合格	layak
水果	berbuah
水果	buah
水果	buah
水果	fruits
指標	penunjuk
指標	metrik
指標	penunjuk
徹底	menyeluruh
句子	ayat
句子	hukuman
句子	kalimat
麵包	roti
商務	dagang
商務	perdagangan
商務	biz
商務	perniagaan
商務	bisnes
議長	speaker
使徒	rasul
使徒	rasulullah
使徒	apostolic
聖母	madonna
巴拉圭	paraguay
過往	past
過往	melepasi
教導	ajaran
可愛	cute
可愛	jelita
可愛	menawan
兔子	arnab
兔子	bunny
兔子	arnab
超新星	supernova
大洋洲	ofc
大洋洲	oceania
封建	feudal
針	jarum
針	jarum
丈	joe
蝙蝠	kelawar
褐	brown
綾	aya
或許	mungkin
或許	perhaps
或許	barangkali
或許	mungkin
或許	maybe
真空	vakum
真空	hampa
真空	vacuum
鬥士	pejuang
鬥士	petarung
鬥士	fighters
鬥士	fighter
星空	bintang
減弱	melemahkan
聶	nip
聶	nie
蔬菜	sayur
蔬菜	sayuran
蔬菜	sayur
蔬菜	sayuran
索引	indeks
索引	pengindeksan
華麗	glam
華麗	megah
華麗	cantik
華麗	gorgeous
木材	kayu
木材	wood
木材	balak
木材	timber
唱歌	sing
唱歌	nyanyi
唱歌	menyanyi
唱歌	bernyanyi
唱歌	nyanyian
正規	formal
模特	model
模特	modeling
放射性	sinaran
放射性	radiological
放射性	radioactivity
放射性	radioaktif
候選	calon
候選	candidate
埋	dikebumikan
埋	terkubur
埋	berkubur
閃電	kilat
閃電	lightning
零件	bahagian
儀器	instrumentation
儀器	ditalian
儀器	apparatus
儀器	instrumen
儀器	instrumen
活塞	piston
活塞	piston
抽象	abstrak
抽象	pengabstrakan
保健	healthcare
魔術	helah
魔術	ajaibnya
魔術	magic
魔術	sihir
魔術	magik
週一	isnin
流動	flow
流動	aliran
流動	mobiliti
中斷	sampukan
中斷	break
中斷	hentian
中斷	rehat
連線	sambung
電壓	voltan
奇蹟	keajaiban
奇蹟	mukjizat
奇蹟	miracle
奇蹟	keajaiban
煮	masak
煮	cook
煮	masakan
煮	memasak
煮	cooking
煮	rebus
專屬	ekslusif
專屬	exclusive
專屬	eksklusif
相機	kamera
相機	camera
相機	kamera
土著	peribumi
進化	evolve
進化	evolusi
進化	evolution
進化	berevolusi
家鄉	hometown
聖誕	krismas
明亮	terang
明亮	cerah
幼稚園	tk
幼稚園	tadika
起草	penyusunan
巡航	cruises
巡航	pelayaran
巡航	cruise
巧克力	coklat
巧克力	chocolate
熊本	kudat
熊本	kumamoto
無敵	kebal
無敵	dicerobohi
雷諾	reno
體操	gimnastik
瞳	hitomi
廟宇	kuil
欠	berhutang
講座	ceramah
講座	ceramah
講座	lecture
講座	syarahan
照明	pencerahan
照明	pencahayaan
照明	lighting
行銷	marketing
行銷	pemasaran
外籍	ekspatriat
外籍	asing
外籍	foreign
海地	haiti
查詢	menanya
查詢	pertanyaan
查詢	siasatan
查詢	inquiry
查詢	inquiries
查詢	pertanyaan
語音	suara
語音	voice
語音	pidato
語音	speech
語音	pertuturan
甲板	deck
甲板	dek
甲板	deck
墓葬	makam
染色	mengotorkan
染色	noda
染色	dicelup
染色	pewarna
派系	golongan
話題	topic
鎊	pon
鎊	paun
行業	industries
行業	industri
行業	industri
孤立	pengasingan
孤立	mengasingkan
孤立	terasing
詞彙	glosari
詞彙	tatabahasa
售出	jual
售出	sold
售出	terjual
飯	nasi
飯	beras
危害	harm
危害	kemudaratan
危害	mudarat
危害	hazards
危害	hazard
撥	dail
肖像	potret
肖像	portrait
肖像	potret
憤怒	kemarahan
憤怒	amarah
憤怒	angry
憤怒	marah
旗幟	sepanduk
旗幟	banner
旗幟	panji
旗幟	bendera
旗幟	flag
旗幟	bendera
巡洋艦	cruiser
長崎	nagasaki
負面	negative
負面	negatif
適應	adapting
適應	adaptasi
適應	compromise
關心	caring
關心	peduli
關心	care
早晨	morning
神學	teologi
訴訟	litigasi
訴訟	lawsuits
水道	aqueduct
水道	waterways
餐	hidangan
現代化	modernization
現代化	moden
現代化	modernisation
後裔	keturunan
後裔	zuriat
累計	terkumpul
累計	kumulatif
堪薩斯州	kansas
樺	birch
公墓	perkuburan
公墓	kuburan
公墓	perkuburan
相互作用	interaksi
相互作用	interaksi
船舶	kapal
船舶	ship
船舶	kapal
船舶	ships
漢堡	burger
漢堡	hamburg
嬰兒	baby
嬰兒	sayang
嬰兒	bayi
嬰兒	infant
嬰兒	bayi
嬰兒	babies
帆船	pelayaran
帆船	belayar
毀滅	musnahkan
毀滅	kemusnahan
客棧	warung
客棧	penginapan
客棧	hostel
讀書	bacaan
讀書	reading
讀書	pembacaan
讀書	membaca
裘	qiu
勇敢	brave
勇敢	berani
中西部	midwest
選票	undian
選票	ballot
選票	ballots
入場	entrance
董事會	papan
時常	sering
時常	kerap
接力	geganti
水庫	dam
水庫	empangan
水庫	empangan
收益	pendapatan
收益	pendapatan
收益	perolehan
隨機	rawak
拉夫	luv
新興	memuncul
投訴	aduan
投訴	rungutan
投訴	keluhan
投訴	aduan
璧	bik
小隊	skuad
上田	ueda
認知	kognitif
博覽會	expo
山頂	puncak
製造商	pengilang
製造商	pengeluar
製造商	pengilang
陸地	kebumian
陸地	land
陸地	tanah
陸地	darat
陸地	kontang
金錢	wang
金錢	duit
主人公	protagonis
海德堡	heidelberg
亮度	kecerahan
亮度	kecerahan
亮度	dhuha
提早	early
提早	dini
提早	awal
會計	perakaunan
會計	akauntan
會計	accountancy
襪	stokin
襪	socks
派對	parti
灌溉	pengairan
導師	tutor
導師	mentor
包裝	pakej
包裝	wrapping
包裝	packaging
包裝	pembungkusan
包裝	packing
包裝	pembungkusan
包裝	lilit
應付	mengatasi
義務	kewajiban
義務	kewajipan
義務	kewajipan
煙	rokok
煙	asap
煙	rokok
鑽	pelantar
鑽	gerudi
情景	senario
情景	senario
海口	haikou
想像	imaginasi
想像	terbayang
想像	bayangkan
想像	imagine
傳輸	penghantaran
揭露	reveal
揭露	dedahkan
揭露	dedahkan
樹林	hutan
節奏	tempo
節奏	rentak
醉	drunken
醉	mabuk
陣容	lineup
民俗	rakyat
民俗	folklore
多媒體	multimedia
中毒	keracunan
中毒	diracuni
瞬間	moments
瞬間	instant
阿曼	oman
阿曼	aman
阿曼	amman
物資	materiel
郵政	pos
郵政	post
郵政	pos
解析	hurai
解析	penghuraian
解析	menghuraikan
解析	menghurai
秋田	akita
繪製	draw
繪製	cabutan
繪製	lukis
偵測	pengesanan
偵測	detect
偵測	mengesan
偵測	kesan
差別	perbezaan
籌備	preparation
籌備	persiapan
籌備	persiapan
獎牌	pingat
獎牌	medal
獎牌	pingat
獎牌	medal
大田	ota
大田	daejeon
新娘	pengantin
麻煩	buai
麻煩	masalah
麻煩	menyusahkan
疏散	pemindahan
縱	longitudinal
隼	falcon
化身	penjelmaan
化身	avatar
欣賞	hargai
欣賞	mengagumi
出版物	penerbitan
表彰	pengiktirafan
表彰	pengecaman
鼓手	drummer
安哥拉	angola
陶瓷	ceramic
陶瓷	seramik
陶瓷	seramik
抵制	perlawanan
抵制	resistance
抵制	boikot
容器	kontena
容器	kontena
芙蓉	flo
哺乳	breastfeeding
哺乳	nursing
哺乳	jururawat
哺乳	kejururawatan
哺乳	penyusuan
哺乳	laktasi
目的地	destinasi
目的地	destinasi
咒	jampi
咒	eja
咒	sumpahan
咒	kutukan
咒	mencarut
滑冰	skating
滑冰	luncur
滑冰	skate
和解	mendamaikan
手持	telapak
白俄羅斯	belarus
底下	bawah
底下	bawahnya
成份	ramuan
成份	bahan
入學	kemasukkan
入學	kemasukan
詹姆士	james
詢問	menanya
詢問	pertanyaan
詢問	inquiries
詢問	pertanyaan
敢	berani
敢	dare
淚	koyakan
淚	koyak
淚	airmata
淚	tangisan
淚	tears
別名	alias
別名	alias
釣魚	pancing
釣魚	memancing
削弱	melemah
削弱	melemahkan
披露	pendedahan
識別	pengenalpastian
自行車	berbasikal
自行車	basikal
自行車	basikal
巡演	touring
細節	perincian
細節	butiran
細節	details
細節	detail
細節	detail
石碑	stele
賠償	pampasan
滑雪	ski
滑雪	ski
常數	pemalar
常數	pemalar
摩托	motosikal
摩托	motor
摩托	motorsikal
摩托	moto
家用	prt
家用	domestik
罪犯	penjenayah
罪犯	jenayah
罪犯	penjenayah
罪犯	penjahat
導彈	misil
協商	konsultasi
協商	consultation
電梯	lif
電梯	angkat
電梯	lif
操縱	memanipulasi
操縱	manipulasi
操縱	manipulasi
非正式	unofficial
非正式	unofficially
非正式	informally
蛾	moth
蛾	anai
困	mengantuk
王妃	puteri
王妃	princess
瀏覽器	pelayar
心情	reaksi
心情	mood
不丹	bhutan
沙皇	tsar
弧	lengkung
弧	arc
弧	lengkok
帥	handsome
武漢	wuhan
語法	tatabahasa
語法	sintaks
橄欖球	bolasepak
橄欖球	ragbi
罐	jar
星際	interstellar
流放	pengasingan
流放	buangan
流放	diasingkan
流放	pengusiran
農場	ladang
農場	ladang
寶石	gems
寶石	permata
寶石	jewel
寶石	permata
寶石	permata
寶石	gem
拿破崙	napoleon
存活	survival
炮塔	turet
宣誓	sumpah
生理	physiological
生理	fisiologi
白堊紀	kapur
丹尼爾	daniel
現金	cash
咬	menggigit
咬	gigit
咬	gigitan
火炬	obor
低音	bes
低音	bass
八卦	gossip
八卦	gosip
勸	pujukan
車道	lane
車道	lorong
跳水	diving
跳水	terjun
跳水	menyelam
跳水	dive
跳水	menyelam
格鬥	fighting
格鬥	bergaduh
格鬥	berlawan
巨型	gergasi
巨型	giant
增援	pengukuhan
頭髮	hair
頭髮	rambut
和尚	rahib
整修	renovasi
整修	renovasi
整修	renovation
整修	refurbishment
罕見	rare
罕見	jarang
家長	ibubapa
家長	induk
家長	parent
家長	ibubapa
集團軍	tentera
集團軍	army
司長	pengarah
玉米	jagung
約瑟夫	yusuf
約瑟夫	joseph
核定	diluluskan
核定	approved
西門	simon
西門	simón
泵	pump
泵	pam
泵	pam
長江	yangtze
辯論	debat
辯論	berdebat
辯論	perbahasan
辯論	perdebatan
討厭	benci
剩餘	baki
剩餘	berbaki
剩餘	lebihan
夜晚	nights
夜晚	malam
法師	mage
法師	mej
天河	tianhe
補助	subsidi
補助	subsidi
轉型	peralihan
轉型	transformasi
轉型	perubahannya
負擔	beban
信託	kepercayaan
信託	trust
信託	amanah
關聯	correlation
躍	lompatan
作物	tanaman
作物	kerat
作物	tanaman
檢察官	jaksa
檢察官	pendakwa
桌面	desktop
桌面	desktop
歧視	diskriminasi
歧視	diskriminasi
芽	tunas
芽	tunas
跳舞	dance
跳舞	tarian
跳舞	menari
跳舞	gelek
跳舞	menari
跳舞	dancing
疫苗	vaksin
疫苗	vaksin
干擾	jamming
干擾	gangguan
精度	ketepatan
精度	kepersisan
精度	ketepatan
講師	lecturer
講師	pensyarah
恭喜	tahniah
恭喜	tahniah
終點站	terminal
粘	likat
粘	melekit
酒精	alkohol
傘	umbrella
傘	payung
儒家	konfusianisme
儒家	confucian
追擊	mengejar
單車	berbasikal
單車	basikal
單車	basikal
景觀	landskap
景觀	lanskap
本田	honda
控制器	pengawal
推力	tujahan
限量	limited
限量	terhad
犧牲	pengorbanan
犧牲	pengorbanan
實質	pati
實質	essence
實質	intipati
實質	zat
公約	konvensyen
午夜	midnight
塑料	plastik
塑料	plastik
哭	menangis
哭	nangis
哭	tangis
哭	cry
哭	menangis
參議員	senator
一月	januari
汽油	petrol
汽油	gas
汽油	petrol
地主	juragan
臀	hip
臀	pinggul
臀	pinggul
難民	penyeludupan
科威特	kuwait
荔枝	lychee
報名	mendaftarkan
毒品	dadah
衰落	tolak
衰落	berkurangan
賊	pencuri
賊	pencuri
興起	munculnya
興起	kemunculannya
中尉	leftenan
禪	zen
爭論	berdebat
爭論	bertekak
爭論	berdebat
爭論	kontroversi
爭論	hujah
爭論	hujah
輔導	kaunseling
輔導	coaching
輔導	pembinaan
輔導	mentoring
輔導	kaunseling
轉變	transformasi
轉變	perubahannya
公噸	tonne
公噸	tan
公噸	ton
公噸	tonnes
實踐	latihan
實踐	latih
實踐	amalan
天鵝	angsa
天鵝	swan
天鵝	angsa
喝	minuman
喝	minum
受損	rosak
夢幻	mimpi
夢幻	dream
夢幻	termenung
音效	sound
音效	bunyi
壇	altar
教派	berpuak
囚禁	pemenjaraan
囚禁	penahanan
囚禁	pengurungan
囚禁	pemenjaraan
囚禁	dipenjarakan
染	pewarna
染	dicelup
實用	praktikal
實用	practical
實用	bermanfaat
實用	berguna
實用	utiliti
水星	mercury
上野	ueno
落後	kebelakang
落後	mengundur
剛果	congo
喪失	kerugian
注射	suntikan
注射	injection
注射	suntikan
地底	underground
傳遞	geganti
曙光	senja
研究員	penyelidik
心靈	mind
心靈	minda
頭顱	tengkorak
遺跡	peninggalan
遺跡	pusaka
遺跡	peninggalan
遺跡	runtuhan
鸚鵡	parrots
鸚鵡	parrot
約會	date
約會	tarikh
約會	dating
緊張	nervous
緊張	gementar
光束	balok
澄清	penjelasan
壞	buruk
壞	teruk
滿意	kepuasan
滿意	puas
合計	agregat
合計	pengumpulan
合計	agregat
囚犯	banduan
底盤	chassis
底盤	casis
便宜	murah
第五次	kelima
影子	bayang
影子	bayangan
影子	bayang
影子	shadow
影子	bebayang
緩慢	slow
產量	hasil
產量	production
產量	pengeluaran
產量	produksi
報章	akhbar
報章	akhbar
死神	kematian
死神	death
死神	maut
死神	ajal
死神	shinigami
大海	sea
大海	laut
緊	ketat
緊	erat
廣義	luas
摘要	abstrak
摘要	summaries
讚	disukai
讚	like
讚	ibarat
讚	suka
讚	likes
檢驗	cubaan
檢驗	percubaan
檢驗	testing
麒麟	kirin
椿	tsubaki
多重	berbilang
多重	pelbagai
火災	api
火災	kebakaran
尺度	timbangan
尺度	penimbang
尺度	sisik
環繞	kepung
戟	euphorbia
巴巴	baba
復出	comeback
客人	tetamu
客人	tetamu
精確	ketepatan
精確	kepersisan
拘留	penahanan
護理	nursing
護理	jururawat
護理	kejururawatan
護理	penyusuan
護理	peduli
護理	care
成像	pengimejan
諷刺	sarcasm
諷刺	sindiran
諷刺	ironinya
地板	lantai
地板	lantai
地板	lantai
地板	floor
鬥爭	perjuangan
檢測	pengesanan
冰島	iceland
排放	pemancaran
排放	pancaran
排放	kepulan
牛奶	susu
牛奶	milk
原生	tabii
交響曲	simfoni
交響曲	symphony
彎	dibengkokkan
彎	bengkok
梳	sikat
梳	sisir
製片人	pengeluar
製片人	pengeluar
棕色	brown
臧	zang
受邀	dijemput
氏族	clan
氏族	suku
氏族	puak
氏族	clans
氏族	puak
稍微	slightly
醛	aldehid
依賴	bergantung
依賴	kebergantungan
依賴	dependence
依賴	reliance
共振	resonant
共振	resonans
緬	burma
硫酸	sulfat
手指	jari
手指	finger
投影	unjuran
龔	gong
署長	pentadbiran
署長	pentadbir
面具	mask
面具	topeng
面具	topeng
雷射	laser
洛陽	luoyang
效能	keberkesanan
皇冠	mahkota
皇冠	crown
統治者	pembaris
統治者	pembaris
統治者	penguasa
豪華	deluxe
豪華	kemewahan
豪華	mewah
豪華	mewah
認真	serious
認真	serius
認真	seriously
認真	serious
簽證	visa
簽證	visa
全能	swt
電動	eletrik
電動	elektrik
電動	electric
戀人	lovers
小野	ono
指派	assignment
指派	tugasan
指派	ditugaskan
指派	menugaskan
指派	menugaskan
指派	peruntukkan
毒性	beracun
毒性	toksik
毒性	keracunan
賭	judi
賭	bet
翅膀	sayap
翅膀	wings
刷	sikat
刷	berus
寬度	lebar
字典	kamus
字典	kamus
激素	hormone
激素	hormon
激素	hormon
盟友	sekutu
盟友	ally
墨爾本	melbourne
桶	barrel
桶	tong
桶	baldi
對立	persaingan
對立	konfrontasi
男生	boys
網址	url
網址	url
鍵盤	keyboard
鍵盤	keyboard
奴隸	budak
休閒	rekreasi
休閒	kasual
休閒	santai
休閒	casual
休閒	riadah
犯人	banduan
同伴	pendamping
壓縮	mampat
壓縮	pemampatan
壓縮	mampatan
壓縮	mampat
壓縮	termampat
壓縮	dimampatkan
果實	berbuah
果實	buah
果實	buah
果實	fruits
各州	cantons
缺席	ketiadaan
基輔	kiev
七個	seven
七個	tujuh
綁架	penculikan
綁架	menculik
綁架	penculikan
反叛	pemberontakan
反叛	pemberontakan
西班牙語	sepanyol
修理	membaiki
修理	baikpulih
修理	pembaikian
修理	pembaikan
丹佛	denver
近海	inshore
近海	offshore
阿部	abe
衰退	kemerosotan
玻利維亞	bolivia
墜毀	tergendala
服飾	pakaian
服飾	almari
服飾	attire
恐懼	ketakutan
恐懼	fear
數千	ribuan
數千	beribu
徽章	lencana
徽章	lencana
暴動	kekecohan
暴動	rusuhan
暴動	rusuhan
排版	bentangan
排版	rekabentuk
浸	dip
滿洲	manchuria
瀏覽	layari
瀏覽	viewing
瀏覽	pelayaran
瀏覽	melayari
瀏覽	view
姊姊	sis
姊姊	kak
姊姊	saudari
姊姊	adik
核武器	nuklear
山崎	yamazaki
哈薩克	kazakhstan
貸款	loan
貸款	pinjaman
關卡	checkpoint
關卡	aras
關卡	aras
黑山	montenegro
常規	rutin
創業	permulaan
創業	keusahawanan
畢業生	lulusan
畢業生	graduan
畢業生	lulus
畢業生	graduate
高潮	orgasm
高潮	klimaks
高潮	climax
骨骼	bones
骨骼	tulang
骨骼	skeletal
骨骼	rangka
骨骼	bone
骨骼	tulang
孔雀	merak
特工	agen
特工	ejen
特工	agent
跟著	follow
汞	mercury
預設	piawai
預設	lalai
預設	lalai
雷霆	thunder
雷霆	guruh
雷霆	petir
趨勢	trend
趨勢	tren
後代	keturunan
後代	zuriat
後代	zuriat
變動	perubahan
時光	waktu
時光	masa
時光	time
保衛	defend
爛	busuk
鞍	pelana
鞍	saddle
北極	artik
北極	arctic
變換	penjelmaan
變換	jelmaan
變換	transformasi
變換	perubahannya
年紀	usia
年紀	umur
花費	perbelanjaan
花費	pengeluaran
花費	dibelanjakan
花費	dihabiskan
花費	perbelanjaan
花費	spend
花費	membelanjakan
岐阜	gifu
戈爾	gore
瓦特	watt
瓦特	watt
聊天	sembang
聊天	sembang
聊天	bual
聊天	chat
橋本	hashimoto
漂亮	cantik
漂亮	indah
漂亮	cantik
漂亮	molek
漂亮	pretty
歡	huan
災難	bencana
災難	malapetaka
災難	musibah
與此同時	semantara
三角洲	delta
媒介	media
媒介	medium
民事	civil
民事	sivil
叔叔	pakcik
棉花	kapas
棉花	cotton
外星人	alien
外星人	alien
宮城	miyagi
邪惡	dajjal
邪惡	jahat
邪惡	maksiat
邪惡	evil
邪惡	jahat
趾	toe
業界	industri
少校	pengkhususan
少校	mejar
少校	major
困擾	bermasalah
困擾	menghantui
預言	ramalan
譴責	teguran
譴責	mengutuk
石化	tergamam
石化	membatu
石化	petrochemical
溫帶	beriklim
肺	paru
肺	lung
肺	paru
製片	pengeluar
廣播電台	radio
故鄉	hometown
極端	ekstrem
極端	melampau
假名	pseudonym
假名	kana
心理學	psikologi
大氣層	atmosfera
大氣層	suasana
閔	min
斑點	spot
斑點	tompok
斑點	bintik
恨	benci
決鬥	berlawan
支出	pengeluaran
支出	perbelanjaan
提取	pengekstrakan
提取	ekstrak
提取	mengekstrak
善意	muhibah
革新	inovasi
革新	berinovasi
革新	inovasi
支撐	strut
傍晚	petang
柔道	judo
格局	pattern
格局	corak
格局	pola
格局	corak
格局	pola
字幕	sarikata
字幕	sarikata
陵墓	makam
社會學	sociological
社會學	ijtima
幽靈	ghost
幽靈	hantu
射線	sinaran
穹	kubah
穹	dome
血統	pendaratan
否決	veto
瑪麗亞	maria
喬治亞	georgia
手工	handmade
困境	predicament
困境	dilema
渦輪	turbo
眼鏡	kacamata
眼鏡	glasses
版面	bentangan
版面	rekabentuk
濃度	pengkhususan
濃度	pengkhususan
濃度	kepekatan
漏	kebocoran
中性	neutral
中性	berkecuali
天生	lahir
天生	dilahirkan
天生	born
陪同	escort
家屬	family
家屬	keluarga
圖形	graf
圖形	grafik
圖形	graphic
圖形	grafik
老鼠	rat
老鼠	tikus
流派	genre
流派	genre
海濱	waterfront
語言學	linguistik
微笑	smile
微笑	senyum
微笑	tersenyum
石頭	batu
石頭	batu
石頭	rock
審議	pertimbangan
審議	musyawarah
魔力	ajaibnya
魔力	magic
魔力	sihir
魔力	magik
歷史學家	sejarawan
有機	organik
泰坦	titan
金字塔	piramid
金字塔	piramid
橙色	orange
啓	kai
皇太子	dauphin
飲料	minuman
幾何	geometri
幾何	geometri
幾何	geometrik
曲線	lengkung
曲線	lengkung
曲線	lenggok
延遲	lengahan
延遲	lengah
延遲	delay
延遲	tunda
延遲	kelewatan
延遲	tertangguh
延遲	dilengahkan
延遲	tertunda
條紋	belang
條紋	stripe
署名	pengiktirafan
署名	ditandatangan
署名	ditandatangani
海灘	beach
海灘	pantai
海灘	pantai
研討會	seminar
研討會	workshop
研討會	bengkel
研討會	seminar
馬匹	kuda
馬匹	kuda
打點	rbi
露西	lucy
鼬	musang
硬體	hardware
硬體	perkakasan
說服	meyakinkan
說服	meyakinkan
說服	pujuk
月光	moonlight
鶯	rasam
官邸	residences
厚度	ketebalan
娃娃	dolls
娃娃	boneka
娃娃	doll
專注	fokus
住戶	penyewa
實習	intern
實習	magang
毗鄰	bersebelahan
同情	simpati
秋天	autumn
秋天	luruh
秋天	fall
秋天	jatuh
耶和華	jehovah
懷孕	kehamilan
懷孕	hamil
懷孕	pregnant
逃離	escape
細菌	bakteria
細菌	kuman
發掘	penggalian
爬行	merangkak
爬行	merayap
爬行	merayap
爬行	merangkak
爬行	merayap
立體	stereo
傾斜	condong
八個	lapan
最愛	kegemaran
最愛	kesayangan
最愛	kesukaan
猶太	yahudi
猶太	yahudi
蓮花	lotus
蓮花	teratai
顧客	pelanggan
顧客	customers
顧客	pelanggan
冕	corona
人質	tebusan
人質	tebusan
拍賣	lelong
拍賣	lelongan
拍賣	melelong
拍賣	lelongan
比重	perkadaran
駕駛員	pemacu
駕駛員	driver
駕駛員	pemandu
駕駛員	juruterbang
駕駛員	pilot
聚合	pengumpulan
稀有	rare
稀有	jarang
普爾	poole
炸	blow
炸	meletupkan
炸	menghembus
炸	goreng
上次	last
公牛	bull
診斷	diagnostik
診斷	diagnosis
診斷	diagnostik
信件	huruf
信件	mesej
信件	huruf
信件	letter
信件	mail
信件	mesej
擲	baling
擲	balingan
近日	terkini
主機	penganjur
主機	host
主機	hos
主機	hos
主機	hos
蛋白質	protein
蛋白質	protein
世俗	duniawi
世俗	sekular
世俗	duniawi
錄音室	studio
罷工	strike
罷工	mogok
屋頂	atap
屋頂	bumbung
陰謀	plot
陰謀	konspirasi
偏向	biased
偏向	bias
偏向	bias
新星	nova
烏拉圭	uruguay
番茄	tomato
番茄	tomato
夏日	summer
夏日	summertime
白天	hari
間諜	spy
間諜	perisik
間諜	perisik
糧食	makanan
糧食	dedak
微生物	mikroorganisma
微生物	microbial
付費	bayar
付費	berbayar
付費	dibayar
付費	paid
強迫	dipaksa
強迫	terpaksa
強迫	paksaan
文法	tatabahasa
俘虜	banduan
俘虜	tertawan
歲月	tahun
殭屍	zombie
殭屍	zombi
護士	nurse
護士	jururawat
立體聲	stereo
海關	kastam
假定	dianggap
假定	beranggapan
假定	anggapan
假定	andaian
波羅	baltik
裙	dress
裙	skirt
菩薩	bodhisattva
菩薩	buddha
競技場	arena
競技場	gelanggang
珊瑚礁	karang
珊瑚礁	laya
珊瑚礁	terumbu
立方	kiub
立方	cube
立方	kiub
無線電	radio
麻省理工	mit
爬	panjat
爬	daki
爬	merangkak
爬	merayap
捐贈	derma
捐贈	derma
捐贈	derma
捐贈	pendermaan
搬遷	relocation
連勝	streak
平時	biasa
核准	kelulusan
核准	approval
核准	kelulusan
核准	persetujuan
核准	approve
核准	diluluskan
核准	approved
中野	nakano
脂肪	gemuk
脂肪	lemak
尊敬	hormat
尊敬	respect
十字架	rentas
十字架	salib
十字架	cross
十字架	langar
十字架	salib
感動	touching
感動	menyentuh
感動	menggerakkan
感動	memindah
感動	bergerak
感動	terharu
感動	touched
感動	tersentuh
住所	residence
住所	kediamannya
住所	kediaman
單人	single
單人	bujang
單人	singel
運河	canal
運河	canai
運河	terusan
運河	canals
星期四	khamis
大門	gate
空白	sela
空白	kosong
空白	kosong
紀念碑	memorial
紀念碑	tugu
紀念碑	monumen
紀念碑	tugu
紀念碑	monumen
人道	kemanusiaan
驗證	sahkan
驗證	pengesahan
驗證	penentusahan
驗證	sahkan
相鄰	bersebelahan
山姆	sam
監禁	pemenjaraan
監禁	penahanan
監禁	pengurungan
監禁	pemenjaraan
爐	relau
爐	tungku
爐	oven
爐	relau
爐	tungku
票價	fare
票價	fares
亞當	adam
偵察	recon
偵察	reconnaissance
銷售量	sales
銷售量	jualan
侮辱	hinaan
侮辱	penghinaan
侮辱	menghina
侮辱	penghinaan
境外	offshore
管家	butler
平凡	duniawi
水塘	empangan
駒	kui
見證	saksi
履行	penuhi
洲際	intercontinental
音響	stereo
馬拉松	marathon
聚合物	polimer
聚合物	polymers
專欄	kolum
未成年	minor
清洗	singkir
清洗	penyingkiran
清洗	pembersihan
清洗	pembersih
清洗	pembersihan
清洗	pencuci
清洗	membersih
清洗	cleansing
必需	diperlukan
控告	dakwaan
天主教徒	katolik
天主教徒	katolik
