το	на
ευρώ	euro
ευρώ	еуро
ευρώ	евро
αντίστοιχο	соодветната
κυβερνήτης	управител
κυβερνήτης	гувернер
κυβερνήτης	гувернерот
προγράμματα	програми
προγράμματα	програми
προσωπικά	лично
προσωπικά	личен
προσωπικά	личното
προσωπικά	лична
προσωπικά	лично
εισβολή	инвазија
εισβολή	упадот
γραφή	пишување
γραφή	запишување
στρατιωτικός	воена
στρατιωτικός	војска
οργανισμός	организација
οργανισμός	организација
οργανισμός	агенција
τούρκους	турците
τούρκους	турци
ρόλος	улога
απόλλων	аполон
απόλλων	аполо
μεγαλύτερα	поголеми
μεγαλύτερα	поголемо
μεγαλύτερα	поголем
νοσοκομείο	болница
κριτικές	рецензии
κριτικές	прегледи
κριτικές	критики
κριτικές	рецензија
συμμετέχουν	учествува
πασοκ	пасок
πολιτικοί	политичарите
πολιτικοί	политичари
δει	видена
δει	видено
δει	видени
δει	видел
δει	виден
εκδόθηκε	издаден
εκδόθηκε	издадена
εκδόθηκε	издадени
εκδόθηκε	издадено
όριο	ограничување
όριο	ограничи
βουλγαρίας	бугарија
προφανώς	очигледно
προφανώς	очигледно
εμπόριο	стопанство
εμπόριο	стопанската
εμπόριο	трговија
ανάγκες	потреби
τίτλοι	титули
τίτλοι	наслови
χάρτη	мап
χάρτη	карта
χάρτη	мапа
χάρτη	мапата
χάρτη	огранок
χάρτη	повелба
χάρτη	чартер
ελληνίδα	грчки
ελληνίδα	грчка
ελληνίδα	грк
προηγούμενη	претходен
προηγούμενη	претходно
προηγούμενη	претходна
προηγούμενη	претходни
ποιήματα	поеми
έντονα	остро
έντονα	силно
έντονα	напнато
στόχος	објективни
στόχος	таргет
στόχος	метата
στόχος	мета
δημιουργεί	креира
δημιουργεί	создава
αυστρία	австриска
αυστρία	австрија
κέντρα	центри
άνοιξη	пролет
άνοιξη	пролетни
ιωαννίνων	јанина
ηλικίας	возраст
ηλικίας	старост
φέρεται	третира
φέρεται	поклон
συγκροτήματα	бендови
συγκροτήματα	собранија
σκοπός	намена
φαν	фан
φαν	вентилатор
φαν	обожавател
φαν	навивач
διαμερίσματα	станови
διαμερίσματα	апартмани
λόγια	зборови
παραλία	плажа
παραλία	бич
υποστηρίζει	поддржува
πράγματι	навистина
παραιτήθηκε	оставка
δυτικό	вестерн
δυτικό	западни
δυτικό	западна
συνεχώς	постојано
συνεχώς	континуирано
συνεχώς	непрекинато
συνεχώς	постојано
συνεχώς	константно
συνεχώς	континуирано
μικρότερο	помало
μικρότερο	помал
μικρότερο	помала
μικρότερο	помало
μικρότερο	помал
μικρότερο	помали
σώματα	тела
εξαίρεση	исклучок
εξαίρεση	исклучување
εξαίρεση	исклучоци
αιτία	причина
αιτία	разум
αιτία	разумот
αιτία	кауза
αιτία	предизвика
ξεκινά	започнува
ξεκινά	почнува
ξεκινά	започнува
ξεκινά	почнува
αθλητική	атлетска
αθλητική	атлетски
πολιτισμός	култура
πολιτισμός	цивилизација
