dhe	и
kombinimi	сочетании
kombinimi	комбинация
kombinimi	комбо
balada	баллада
petersburg	petersburg
petersburg	петербург
grumbull	posse
grumbull	кассетных
grumbull	скопление
grumbull	кучу
telefoni	телефон
telefoni	телефон
korean	корейском
korean	корейский
korean	корейская
terreni	местности
terreni	местность
doktoraturës	докторской
doktoraturës	phd
césar	сесар
domethënëse	значимых
domethënëse	значимый
domethënëse	значимые
domethënëse	существенное
domethënëse	значительные
domethënëse	значительное
domethënëse	значительный
domethënëse	существенные
iphone	iphone
pranueshme	приемлемые
pranueshme	приемлемо
pranueshme	приемлемым
pranueshme	приемлемый
pranueshme	допустимые
laborator	лаборатория
laborator	lab
leshi	шерсть
leshi	шерсти
leshi	шерсть
leshi	мех
leshi	меха
portrete	портреты
informatikë	вычисления
walt	уолт
premtoi	обещал
premtoi	пообещал
premtoi	обещала
premtoi	обещали
lulja	цветочек
lulja	цветок
shikimin	просмотра
shikimin	просмотр
ministrat	министры
ministrat	министрами
ministrat	министров
dobësuar	ослаблены
dobësuar	ослабить
edgar	эдгар
bombë	бомба
anderson	андерсон
shkruani	напиши
shkruani	пиши
shkruani	пишите
shkruani	напишите
shkruani	написать
transferimi	перенос
transferimi	трансфер
transferimi	передача
adriano	адриано
mendor	психического
përqindja	проценты
përqindja	процент
përqindja	заболеваемость
përqindja	заболеваемости
murale	фрески
redaktimi	монтаж
redaktimi	редактирование
redaktimi	редактирования
madona	мадонна
adil	адиль
jetoj	живи
jetoj	живите
jetoj	live
jetoj	живу
jetoj	жить
peshk	рыбка
peshk	рыба
peshk	рыбы
peshk	рыбка
shtetas	граждане
shtetas	граждан
përgatitjet	подготовка
naimi	наим
trashëgoi	унаследовал
vjedhur	украли
vjedhur	украденные
vjedhur	украдены
vjedhur	угнали
vjedhur	украдено
gjithcka	все
gjithcka	всё
perspektiva	перспектива
perspektiva	проспект
perspektiva	перспективы
perspektiva	перспективы
perspektiva	перспектива
perspektiva	перспективы
perspektiva	перспектива
perspektiva	перспективы
perfshire	включая
cmimi	прайс
cmimi	цена
cmimi	премия
cmimi	приз
nou	ноу
morales	моралес
fotot	фотографии
fotot	фото
fotot	рисунки
fotot	фотографии
fotot	картинки
fotot	pictures
fotot	фотки
raja	раджа
raja	рая
shkencëtarë	ученые
shkencëtarë	учёные
kfor	сдк
turku	турку
ushqehet	кормит
ushqehet	ленты
tingulli	sound
tingulli	звук
tingulli	звуки
babë	отче
babë	отец
viktimë	потерпевший
viktimë	жертва
viktimë	пострадавший
addclass	addclass
kanadaja	canada
kanadaja	канаду
kanadaja	канада
andrés	андрес
trëndafili	роуз
trëndafili	роза
trëndafili	роз
radhazi	последовательно
tradite	традиция
tradite	традиции
vizatim	рисование
vizatim	рисунок
pëlqimin	согласия
pëlqimin	согласие
zhurma	сосиски
zhurma	шум
donovan	донован
reklama	реклама
reklama	объявления
reklama	ads
reklama	реклама
hartat	карт
hartat	карты
ndërpre	перебил
ndërpre	прервал
fshatarë	крестьяне
fshatarë	крестьян
turneun	турнир
mid	мид
pacienti	пациентка
pacienti	пациент
pacienti	пациента
pasuruar	обогатили
strategjia	стратегия
shqiponjë	игл
shqiponjë	орёл
shqiponjë	орел
erich	эрих
mandati	термин
mandati	мандат
arad	арад
shikimi	зрение
pastrimi	чистка
pastrimi	уборка
pastrimi	уборки
pastrimi	очистка
aleat	элли
aleat	союзник
broz	броз
alma	алма
alma	альма
franko	франко
austin	остин
rrëfim	исповедь
rrëfim	признание
rrëfim	повествование
rrëfim	рассказ
portretin	чучело
sèvres	севр
vlerëson	хвалит
dhimbja	боли
dhimbja	болью
dhimbja	боль
padova	padova
afganistani	афганистана
afganistani	афганистан
afganistani	афганистане
mekanizëm	механизм
mekanizëm	механизма
institucionale	институциональных
institucionale	институциональные
institucionale	институциональная
felix	феликс
mbizotëruese	доминирующей
ska	ска
miranda	миранда
miller	миллер
produktit	произведение
produktit	продукта
produktit	изделие
produktit	товар
produktit	продукт
kundërshtare	противоположные
subjektet	субъекты
subjektet	предметы
orkestra	оркестр
orkestra	оркестров
koncertet	концертов
koncertet	концерты
nel	нелл
kthesë	твист
kthesë	поворот
kthesë	кривой
kthesë	кривая
lutja	молитвы
lutja	молитва
lutja	молитву
lutja	молитва
ambienti	окружение
ambienti	окружение
ambienti	окрестности
moti	погода
rite	ритуал
rite	обряд
rite	обряды
orlando	орландо
seksione	секции
seksione	разделы
sfidë	challenge
sfidë	задача
sfidë	вызов
ushtrie	армии
ushtrie	армия
fair	справедливый
fair	справедливо
fair	ярмарка
fair	справедливая
fair	справедливых
goditjet	потрясений
goditjet	потрясения
basketboll	баскетбол
bindi	убедил
bindi	убедили
bindi	убежден
bindi	убедила
bindi	убеждены
bindi	убедил
bindi	убедили
furnizimi	ленте
furnizimi	лента
furnizimi	корма
furnizimi	ленту
furnizimi	поставки
furnizimi	снабжение
furnizimi	поставка
detyrim	обязанность
detyrim	обязательство
guido	гвидо
prindër	родители
prindër	родителям
prindër	родителей
transfer	перенос
transfer	трансфер
transfer	передача
rrjetat	сетки
rrjetat	сети
rrjetat	сеток
mezi	еле
mezi	едва
xxi	xxi
xxi	ххi
kryetare	head
kryetare	головка
kryetare	голова
kryetare	голову
kryetare	председатель
pres	ожидание
pres	ждём
pres	жду
pres	ждем
pres	ждать
dashura	дорогие
aplikacione	приложения
aplikacione	заявки
aplikacione	приложения
matteo	маттео
ould	ульд
