সিটিজেন	سویلین
মঙ্গলজনক	مبارک
নৈশভোজ	گھریلو
পুরুষালী	ہمت
থেরাপিস্ট	معالج
ইজরায়েলি	اسرائیلی.
বুকলেট	کتابچہ
রাতা	اچانک
টেলুরিয়াম	چمکدار
বজ	آگاہی
বজ	سیانا.
বজ	عیّار
বজ	مکّار.
বজ	واقفیت.
গ্লুটিয়াস	سرینیہ.
পজেটিভ	ظاہر
পজেটিভ	بامقصد
পজেটিভ	بیّن
পজেটিভ	اضافے
পজেটিভ	حتمی
পজেটিভ	تعمیری
পজেটিভ	مثبت
পজেটিভ	واثق
পজেটিভ	زائد
পজেটিভ	محکم
পজেটিভ	پکّا
পজেটিভ	قطعی
পজেটিভ	حقیقی
মধুময়	دلبر.
মধুময়	انگبینی.
মধুময়	عسّل.
মধুময়	شہد
মধুময়	دلبر.
মধুময়	انگبینی.
মধুময়	عسّل.
জারজ	حرامی
জারজ	ولدالحرام
জারজ	مشکل
জারজ	نقلی
জারজ	دوغلی(شے)
জারজ	جعلی
জারজ	حُباری.-
জারজ	گاودُم
জারজ	جرز
পূর্বাবস্থা	بٹن
পূর্বাবস্থা	اگلا.
পূর্বাবস্থা	پہلے.
পূর্বাবস্থা	سابق
নিদ্রিত	سُن
নিদ্রিত	غافل
নিদ্রিত	مردہ.
অসাড়	شل
অসাড়	چکرانا
অসাড়	سُن
অসাড়	شل
অসাড়	چکرانا
ইউরেথ্রাল	نائزاتی
সাইপ্রেস	(شمشاد
সাইপ্রেস	سرو
সাইপ্রেস	(شمشاد
লুসিফার	شیطان.
যত্নশীল	ہمدرد
যত্নশীল	شفیق
ব্লেন্ড	آمیزہ
ব্লেন্ড	یکجان
বিদঘুটে	اولو
বিদঘুটে	خبطی
ডাহা	کُھلا
ডাহা	شرم
ডাহা	پُرشور
ল্যাচ	چٹخنی.
ল্যাচ	کھٹکا
নীলকান্তমণি	نیلم.
অপরাহ্ন	post-mortem.
নিঃশ্বাসের	دم
হতবুদ্ধি	حیران
হতবুদ্ধি	ڈگمگ
হতবুদ্ধি	چکرانا
গুস	بدّھو
ফ্লাস	یکسار
ফ্লাস	اُڑانا
ফ্লাস	چھلکتا
ফ্লাস	تازگی
ফ্লাস	توانائی
ফ্লাস	لبریز
ফ্লাস	فلاش.
