और	and
यथार्थ	real
रहस्य	secrets
रहस्य	mystery
रहस्य	secret
फसलों	crops
वृत्त	circles
वृत्त	circle
रोहित	rohit
रुपए	rupees
रुपए	rupee
रुपए	inr
मोक्ष	salvation
मोक्ष	moksha
पूरक	complement
पूरक	supplements
पूरक	complementary
स्पेस	space
नाटकीय	dramatic
वाशिंगटन	washington
बर्लिन	berlin
रद्द	cancelled
रद्द	canceled
रद्द	revoked
पैटर्न	patterns
पैटर्न	pattern
गोल्डन	golden
प्रभु	lord
खण्ड	sections
खण्ड	section
खण्ड	segment
खण्ड	segments
नेत्र	eye
पोप	pope
लायक	worth
गरीबी	poverty
विनोद	vinod
सांता	santa
लेजर	ledger
संगणक	computer
रूचि	interests
रूचि	interest
रेगिस्तान	desert
रेगिस्तान	deserts
व्यायाम	exercise
एट	ate
भीतरी	inner
पूर्ववर्ती	predecessor
सेनाओं	armies
वाणी	vani
इंजीनियर	engineer
भंडारण	storage
रोल	roll
रहमान	rehman
रहमान	rahman
रहमान	merciful
मुफ्त	free
लवण	salts
तूफान	storm
बलि	beheading
वर्णमाला	alphabet
वर्णमाला	alphabetical
लम्बा	tall
टर्मिनल	terminal
उद्धृत	quoted
दुबई	dubai
पावर	power
भूत	ghost
भूत	ghosts
चिंतन	meditation
चिंतन	muse
क्यूबा	cuba
संश्लेषण	synthesis
मूत्र	urine
संस्कृतियों	cultures
उपासना	worship
अनंत	infinite
अनंत	infinity
बालों	hair
बालों	hairs
कुत्ते	dogs
कुत्ते	dog
मुँह	exclamation
मुँह	mouth
कम्युनिस्ट	communist
प्रसंग	themes
प्रसंग	theme
प्रसंग	themed
बिहारी	bihari
पेड़ों	trees
धूप	sunshine
अफ़ग़ानिस्तान	afghanistan
इन्द्र	indra
कॉमेडी	comedy
बर्तन	dishes
अस्वीकार	decline
अस्वीकार	deny
अस्वीकार	reject
जाएगी	tremor
मधुमेह	diabetic
मधुमेह	diabetes
हॉट	hot
पाठकों	readers
दमन	repression
दमन	oppression
दमन	suppression
दमन	daman
नाइट्रोजन	nitrogen
मार्गदर्शन	guidance
समाजशास्त्र	sociology
समापन	liquidation
कर्तव्य	duty
कर्तव्य	duties
नस्ल	breed
नस्ल	ethnicity
केबल	cables
केबल	cable
सिडनी	sydney
परिचालन	operations
हाइड्रोकार्बन	hydrocarbon
कश्मीरी	kashmiri
कश्मीरी	kashmir
स्वप्न	dream
प्रसिद्धि	fame
अपराधी	criminal
अपराधी	guilty
अपराधी	offender
जिसको	whom
नाट्य	theatrical
दुकान	shop
नियत	set
सुना	heard
सुना	listened
सर्जरी	surgery
सर्जरी	surgeries
झारखण्ड	jharkhand
स्वरुप	formats
भयंकर	macabre
भयंकर	awful
भयंकर	horrible
मेयर	mayor
औषधीय	medicinal
धमनी	artery
आर्थर	arthur
डाउनलोड	download
डाउनलोड	downloaded
डाउनलोड	downloads
खुदरा	retail
नीदरलैंड	netherlands
धर्मों	religions
प्रशंसकों	fans
घाव	wound
स्पोर्ट्स	sports
क्रॉस	cross
साप्ताहिक	weekly
सुनील	sunil
अनुभूति	feeling
मेजर	major
मेजर	maj
स्वतः	auto
स्टीव	steve
थिएटर	theatres
थिएटर	theaters
थिएटर	theater
थिएटर	theatre
दूरसंचार	telecommunication
दूरसंचार	telecommunications
खपत	consumed
खपत	consumption
चक्कर	vertigo
चक्कर	dizzy
परिवेश	environment
परिवेश	surroundings
परिवेश	ambient
सूजन	swelling
सूजन	inflammation
प्रतिरक्षा	immune
दृढ़	tenacious
रोकथाम	prevention
सदियों	centuries
गुलाब	roses
गुलाब	rose
झिल्ली	membrane
भालू	koala
भालू	bear
दूरदर्शन	television
सोमवार	mondays
सोमवार	monday
सर्दियों	winters
सर्दियों	winter
गांवों	villages
ऑटो	auto
सामान्यत	normality
इलेक्ट्रिक	electric
शतक	century
हालत	condition
मक्का	mecca
मक्का	maize
आस्था	faith
अफगानिस्तान	afghanistan
राजेश	rajesh
प्रभाग	division
निष्पादन	execute
निष्पादन	performance
निष्पादन	execution
पहचाना	identified
पहचाना	recognized
वाहक	carrier
वाहक	carriers
स्वदेशी	indigenous
अभिक्रिया	reaction
सुनने	hearing
भ्रमण	tour
भ्रमण	commute
भ्रमण	odyssey
हड्डी	bone
तन्त्र	tantra
तन्त्र	system
तन्त्र	software
वक्र	curve
वक्र	curves
पुरातत्व	archaeological
पुरातत्व	archaeology
वरुण	varuna
वरुण	neptune
आजाद	free
आजाद	azad
मेहता	mehta
कॉर्पोरेट	corporate
सांस	breath
आयाम	dimension
आयाम	amplitude
आयाम	dimensions
चन्द्रमा	moon
बेटियाँ	females
बेटियाँ	daughters
जादू	magic
कोच	coaches
कोच	coach
बंदी	prisoner
विष	poison
ऑक्सफोर्ड	oxford
वाद	litigation
वाद	ism
अजय	ajay
ऑडियो	audio
निधि	funds
निधि	fund
सुभाष	subhash
हरिद्वार	haridwar
पैसा	money
पैसा	paisa
लोहा	iron
स्मरण	reminder
स्मरण	reminders
सेतु	bridge
छिद्र	pores
फ़ोन	phone
फ़ोन	phones
अवकाश	holiday
अवकाश	vacation
अवकाश	leisure
अवकाश	holidays
बंगलौर	bangalore
अध्यक्षता	chairmanship
मुलाकात	appointments
मुलाकात	appointment
बुरा	evil
अफ़्रीकी	africa
अफ़्रीकी	african
ब्रेक	break
ब्रेक	breaks
ब्रेक	brake
एक्सचेंज	exchange
दक्षता	efficiency
पतली	skinny
पतली	thin
बच्चा	child
बच्चा	kid
बिन	bin
न्यूज़	news
जलप्रपात	waterfall
जलप्रपात	falls
समर्थ	able
टॉप	top
टॉप	tops
रावण	ravana
प्रिंस	prince
सशस्त्र	armed
अमृतसर	amritsar
टेलीफोन	telephone
सवार	rider
सवार	aboard
नारी	woman
हार्ड	hard
उर्फ	aka
वसंत	spring
बपतिस्मा	baptism
पान	betel
रचयिता	authors
रचयिता	author
यकृत	liver
मेन	main
मेन	men
मेन	maine
डेनमार्क	denmark
ऑपरेटिंग	operating
लाइब्रेरी	libraries
लाइब्रेरी	library
एलन	allen
एलन	alan
यॉर्क	york
जॉनी	johnny
जॉनी	jonny
प्राप्तकर्ता	recipient
प्राप्तकर्ता	recipients
मरम्मत	repair
