और	и
रॅन्मिन्बी	юаня
ग्रील्ड	жареный
वाईफ़ाई	wifi
पाउ	pow
मैकब्राइड	макбрайд
क़ब्रों	могилы
साइकिलिंग	велоспорт
पेंग	пэн
लाव्वाज़्ये	лавуазье
डोयल	дойл
एग्जाम	экзамен
बयानख़ोंगोर	баянхонгор
ट्रैम्प	бродяга
समजात	гомологичные
लहरे	surf
लुसियस	луций
फ्रेंकी	фрэнки
ग्रोट	grote
वैप	wap
जिंजरब्रेड	пряник
ज़बायकाल्स्की	забайкальский
सर्वर्स	серверы
सर्वर्स	сервера
सर्वर्स	серверов
कामेन	kamen
मॉड	mod
रोमनाइजेशन	латинизации
ख़ुदकुशी	несправедливость
ख़ुदकुशी	несправедливости
शिमोन	шимон
कलंदर	вой
लहु	лаху
जीनान	цзинань
नेने	нене
नीमैन	ниеминен
फ़िलिपीन	филиппин
हैरिंगटन	харрингтон
पगली	глупая
पगली	глупо
पगली	дурачок
पगली	глупый
कॉस्बी	косби
स्कैनिया	scania
तूवी	тувинский
तबदीली	аномалия
दृष्टिहीनता	слепота
बर्फीला	снег
बर्फीला	сноу
बर्फीला	снега
पोलॉक	поллок
नियू	ниуэ
एलेनोर	элеонора
एलेनोर	элеонор
हिरोडोटस	геродот
जीएमसी	gmc
ट्रायथलन	триатлон
रोबेन	роббен
डियाज़	диас
डियाज़	диаз
मैनेज	управлять
रेस्क्यूअर्स	спасатели
कार्टियर	картье
एसबीएस	гпс
थुले	туле
मलिना	мелина
अंधड़	гроза
गार्नियर	гарнье
ब्रूटस	брут
सपनो	сны
सपनो	мечты
क़ाजार	каджар
कोरिंथ	коринф
साव	сэв
मेहनतकश	трудолюбивый
कियोस्क	киоск
जोसी	джози
चिरायु	viva
रिज़र्वेशन	оговорки
रिज़र्वेशन	бронирование
रिज़र्वेशन	оговорок
रिज़र्वेशन	оговорка
रिज़र्वेशन	бронирование
रिज़र्वेशन	оговорки
बाईप्लेन	биплан
अदद	адад
कास्तिया	кастилья
विसंगतियाँ	варианты
विसंगतियाँ	вариации
कुंवारा	одиночка
बफ़र	буфера
बफ़र	буфер
बफ़र	буферной
चिल्लाओ	кричать
सैंडबर्ग	сандберг
