در	врата
کفش	чевли
کفش	обувки
کفش	чевел
زاکسن	саксонија
استنلی	стенли
بیشینه	max
بیشینه	макс
بیشینه	максимална
بیشینه	максимално
بیشینه	максимален
بیشینه	максимум
قارچ	габа
قارچ	печурки
قارچ	печурка
زنانه	женски
متفقین	сојузничките
متفقین	сојузничка
متفقین	сојузнички
متفقین	сојузници
لینکلن	линколн
لینکلن	lincoln
ضخامت	дебелина
پشته	стек
پشته	стак
زخم	лузната
زخم	белег
زخم	скар
زخم	лузна
زخم	повреда
زخم	повреди
زخم	раната
زخم	рана
کیپ	кејп
کیپ	наметка
برت	брет
بمبئی	бомбај
بمبئی	мумбаи
جف	jeff
جف	џеф
خم	заоблени
خم	кривина
خم	bend
سلیم	салем
سلیم	селим
سلیم	пескар
سلیم	салим
اسارت	заробеништво
اسارت	заложништво
اسارت	врзување
اسارت	ропство
صومعه	манастир
زیرنویس	подножје
اقتباس	адаптација
اقتباس	приспособување
پالایشگاه	рафинеријата
پالایشگاه	рафинерија
جیسون	џејсон
کمیاب	ретки
کمیاب	реткост
کمیاب	ретко
کمیاب	редок
کمیاب	ретка
بلور	кристална
بلور	кристал
بلور	кристален
نهنگ	кит
روزها	денови
روزها	дена
ضرورت	итност
ضرورت	потреба
بلوغ	зрелост
بلوغ	адолесценција
بلوغ	зрел
بلوغ	зрела
بلوغ	зрело
بلوغ	зрели
بلوغ	адолесценцијата
انگیزه	мотив
انگیزه	мотивација
یورش	напад
یورش	упад
بارسلون	барселона
کانتون	кантон
کانتون	кантонот
کان	кан
کان	кан
کان	kan
بگویید	кажи
بگویید	речи
گوردون	гордон
هندبال	ракометна
هندبال	ракометот
هندبال	ракомет
آرسنال	арсенал
انداخت	фрлиле
انداخت	фрлале
منحل	расформира
منحل	распуштена
منحل	распуштената
سخنگوی	портпаролот
سخنگوی	портпарол
سخنگوی	портпаролот
سخنگوی	портпарол
سخنگوی	звучник
سخنگوی	спикер
سخنگوی	говорник
یادآوری	потсетник
یادآوری	потсетување
یادآوری	потсетници
ژنو	женева
یوتیوب	youtube
یوتیوب	јутјуб
دزدان	арамии
دزدان	крадците
دزدان	крадци
دزدان	бандити
دینامو	динамо
دینامو	динамо
فوتسال	футсал
ژوزف	јосиф
ژوزف	џозеф
عضلات	мускулите
عضلات	мускули
عضلات	мускул
عضلات	мускули
جسمی	физичко
جسمی	физичка
جسمی	физички
احاطه	околните
وگرنه	инаку
وگرنه	иначе
استخر	билјард
استخر	базен
سیسیل	сицилија
سیسیل	сесил
سیلوا	силва
آلپ	алпи
آلپ	алпи
آلپ	алп
شکستن	пауза
شکستن	скрши
شکستن	ударна
شکستن	кршење
یکای	единица
تحقق	исполнета
تحقق	исполнети
تحقق	реализација
سنتر	средина
سنتر	центар
سنتر	средина
سنتر	центар
لاک	лок
اکس	секира
ممتاز	истакнати
ممتاز	истакната
هواشناسی	метеорологија
هربرت	херберт
فراگیر	сеприсутната
فراگیر	огромно
اسلم	слем
مورگان	морган
هواپیماها	авионите
هواپیماها	авиони
فیات	фиат
زوریخ	zürich
زوریخ	цирих
زوریخ	цирих
شاتل	шатл
شاتل	шатлот
خوانندگی	пеам
خوانندگی	пеејќи
خوانندگی	пее
خوانندگی	пеат
خوانندگی	пеење
مبدأ	потекло
مبدأ	извор
غلظت	концентрации
غلظت	концентрација
غلظت	заситеност
ژیمناست	гимнастичарка
تنفس	здивот
تنفس	здив
تنفس	дишење
تنفس	дише
تنفس	дишењето
تنفس	дишење
تنفس	дишењето
الهیات	теологија
گواتمالا	гватемала
سامی	sami
سامی	сами
سامی	семи
محتویات	содржина
محتویات	содржини
محتویات	содржина
محتویات	содржини
گوشی	телефон
گوشی	телефонот
انگور	грозје
انگور	грозје
سحر	магија
معتبری	важи
معتبری	валидни
معتبری	валидна
معتبری	валиден
معتبری	валидно
