dhe	et
përgjegjës	responsable
përgjegjës	responsables
përgjegjës	conservateur
përgjegjës	curateur
përgjegjës	conservatrice
dokumente	documents
dokumente	docs
përfundon	ends
përfundon	extrémités
site	sites
miri	miri
miri	meilleure
miri	meilleures
miri	meilleur
miri	best
miri	meilleurs
karakteristikat	caractéristiques
romani	romain
romani	romaine
romani	roman
romani	romaines
romani	romains
romani	romani
romani	roms
london	londres
juridike	juridictionnelles
juridike	juridictionnelle
juridike	juridique
juridike	légal
juridike	légales
juridike	légale
afrikë	afrique
europiane	européens
europiane	européennes
europiane	européenne
europiane	européen
tipike	typiques
tipike	typique
ushqim	alimentaire
ushqim	nourriture
ushqim	alimentation
mbështetje	soutien
mbështetje	assistance
mbështetje	appui
bote	monde
bote	mondial
bote	mondiale
studioi	étudié
studioi	étudiée
studioi	étudiées
studioi	étudiés
lira	lires
lira	lira
lira	gratuit
lira	gratuits
lira	free
lira	gratuitement
lira	libre
ushtarë	soldats
njohuri	connaissances
njohuri	savoirs
njohuri	savoir
njohuri	connaissance
male	montagnes
male	monts
male	montagne
shenja	signes
shenja	panneaux
shenja	cicatrices
shenja	cicatrice
menduar	réfléchi
menduar	pensais
menduar	pensé
menduar	pensée
mureve	murs
ishulli	île
software	logiciel
software	logiciels
qetë	calme
qetë	calmes
nxënësit	étudiants
nxënësit	etudiants
nxënësit	élèves
nxënësit	élèves
shkencat	sciences
latin	latino
latin	latinos
zero	zero
zero	zéro
zero	zéros
zero	zeros
zero	néant
zero	nil
west	occidentale
west	occident
west	ouest
west	west
vendosen	déployé
vendosen	déployées
vendosen	déployés
vendosen	déployée
ruajtjen	préservation
ruajtjen	conservation
austri	autriche
secila	chacune
secila	chaque
secila	chacun
besa	besa
shesh	carré
shesh	carrés
shesh	square
shesh	carrées
gjinia	sexe
gjinia	sexes
gjinia	genre
skena	scènes
skena	scène
skena	étape
skena	stade
skena	scène
sigurt	sécuritaire
sigurt	sûr
sigurt	coffre
sigurt	sure
sigurt	sûre
sigurt	sûr
kufi	frontière
kufi	frontier
kufi	frontière
kufi	frontalier
kufi	frontières
kufi	border
kufi	bordure
kufi	limite
kufi	limites
kufi	limiter
alt	alt
alt	alat
negative	négative
negative	négatif
negative	négatives
negative	négatifs
aktiviteti	tâche
aktiviteti	activité
amerikë	amerique
amerikë	amérique
mesfushor	milieu
figurat	images
figurat	chiffres
box	coffret
box	boîte
box	boite
fuqitë	pouvoirs
fuqitë	powers
jerry	jerry
shtëpitë	maisons
wikimedia	wikimedia
vendase	domestiques
vendase	domestique
vendase	indigènes
vendase	indigène
vendase	autochtone
vendase	locale
vendase	local
vendase	locales
vendase	locaux
vendase	indigènes
vendase	natif
vendase	indigène
vendase	autochtone
poeti	poète
poeti	poètes
vendlindje	patrie
kroaci	croatie
alternative	alternative
alternative	alternatif
ndryshimi	différence
ndryshimi	modifier
ndryshimi	changements
ndryshimi	changer
ndryshimi	changement
asnjëherë	jamais
asnjëherë	never
katolik	catholique
katolik	catholiques
pyetje	question
pyetje	questions
morri	pris
morri	prit
tërhequr	dessiné
tërhequr	retirée
tërhequr	retirées
tërhequr	retiré
saudite	saoudien
report	signaler
report	reportage
report	rapport
rajonet	régions
suedia	suède
string	chaîne
string	ficelle
string	string
string	cordes
ndeshja	correspondance
ndeshja	allumette
ndeshja	match
edward	edward
edward	édouard
reale	réel
reale	réelle
reale	véritable
reale	vrai
reale	vraie
rusi	russie
news	nouveautés
news	actualité
news	nouvelles
news	actualités
aktivitetin	activité
zgjidhet	résolus
zgjidhet	résolues
zgjidhet	résolu
zgjidhet	résolue
zgjidhet	résolus
zgjidhet	résolues
zgjidhet	résolu
zgjidhet	résolue
shkrime	grumes
drama	drame
drama	dramatique
sheiku	cheikh
sheiku	cheik
adriatik	adriatique
djem	garçons
djem	mecs
djem	gars
shkakton	cause
shkakton	causes
shkakton	détonateurs
shkakton	déclencheurs
shkakton	déclenche
programin	programme
kompleks	complexe
kompleks	complexes
kompleks	composé
njësitë	unités
njësitë	entités
njësitë	équipements
njësitë	installations
ligjin	loi
ligjin	droit
berat	berat
komuniteti	communaute
komuniteti	communautaire
komuniteti	communauté
komuniteti	collectivité
meshkuj	masculins
meshkuj	mâles
meshkuj	hommes
meshkuj	masculins
meshkuj	hommes
meshkuj	homme
kim	kim
fisit	tribu
beu	beu
albumin	album
gra	femmes
gra	féminin
gra	femme
bimë	plantes
bimë	végétaux
bimë	végétal
bimë	usine
bimë	plante
bas	contrebasse
bas	basse
bas	bassiste
bas	bass
bas	bas
fan	ventilateur
fan	fan
fan	éventail
fan	ventilateurs
fan	adepte
natyra	nature
karriera	carrière
karriera	carrière
karriera	carrières
përdoruesi	username
përdoruesi	identifiant
përdoruesi	pseudo
përdoruesi	utilisateur
përdoruesi	usager
bgcolor	bgcolor
shumtë	nombreux
shumtë	nombreuses
zgjeruar	élargi
zgjeruar	élargie
zgjeruar	étendu
zgjeruar	agrandi
zgjeruar	étendre
zgjeruar	agrandir
zgjeruar	développez
zgjeruar	élargir
mjekësore	médicaux
mjekësore	médicale
mjekësore	médical
zemra	heart
zemra	cœur
zemra	coeur
gje	truc
gje	chose
zjarr	feu
zjarr	incendie
zjarr	incendies
zjarr	bûcher
mjet	outil
era	vent
era	éolien
era	éolienne
era	vents
trajner	dresseur
trajner	formateur
trajner	entraîneur
trajner	entraineur
trajner	coach
trajner	entraineur
trajner	entraîneur
komiteti	comité
diplomuar	diplômée
diplomuar	diplômé
diplomuar	diplômés
diplomuar	diplômée
diplomuar	diplômé
maqedonia	macédoine
shitur	vendues
shitur	vendus
shitur	vendue
shitur	vendu
lugina	valley
lugina	vallée
lugina	vallées
kopje	copiez
kopje	exemplaire
kopje	copier
kopje	copie
kopje	réplique
burra	masculins
burra	hommes
burra	homme
lirinë	liberté
hero	héro
hero	héros
hero	hero
zagreb	zagreb
vajzë	fille
vajzë	fillette
turqia	turquie
turqia	dinde
kontratë	contrat
turqit	turques
turqit	turque
turqit	turcs
organizatë	organisation
gara	course
gara	race
gara	course
gara	racing
gara	courses
gjysma	moitié
gjysma	demi
studim	etude
studim	étudier
studim	étude
aktivitetet	activités
aktivitetet	tâches
shkatërruar	ruinés
shkatërruar	gâché
shkatërruar	ruiné
shkatërruar	détruite
shkatërruar	détruits
shkatërruar	détruit
shkatërruar	détruites
pali	pali
pali	paul
pali	tombés
pali	tombée
pali	déchu
pali	déchus
pali	tombé
rastet	cas
nda	nda
miqësore	amicale
miqësore	sympathique
miqësore	convivial
miqësore	amical
profesionist	professionnels
profesionist	professionnelle
profesionist	professionnel
profesionist	professionnelles
shkrim	ecrire
shkrim	rédaction
shkrim	écriture
shkrim	écrire
lagje	quartiers
lagje	voisinage
lagje	quartier
lagje	voisinage
lagje	quartier
nen	nen
nen	sous
nen	under
tabela	table
tabela	tableau
temë	thème
temë	sujet
temë	thème
sipërfaqes	surface
shkalla	echelle
shkalla	échelle
shkalla	echelle
shkalla	échelle
shkalla	diplôme
shkalla	degré
champions	champions
shkronja	lettres
shkronja	personnages
shkronja	caractères
qelizat	cellules
fundin	jupe
fundin	jupes
brigjet	côtes
brigjet	rivages
brigjet	rives
besnik	fidèle
besnik	loyal
besnik	loyaux
besnik	fidèles
besnik	loyale
besnik	fidèle
besnik	fidèles
bashkëkohore	contemporains
bashkëkohore	contemporain
bashkëkohore	contemporaine
komunikimit	communication
serbët	serbes
përgjigje	réponse
përgjigje	répondez
përgjigje	répondre
përgjigje	reponse
përgjigje	réponse
përgjigje	réplique
përgjigje	répondez
përgjigje	répondre
përgjigje	reponse
komisioni	commission
pushtuar	hantée
pushtuar	hanté
pushtuar	vaincu
pushtuar	conquis
pushtuar	conquise
manastir	monastère
manastir	monastères
manastir	couvent
specifike	spécifiques
specifike	spécifique
thirrje	appeler
thirrje	appelez
thirrje	appel
thirrje	appelle
shpirtin	âmes
shpirtin	ame
shpirtin	soul
shpirtin	âme
programet	programmes
programet	applications
programet	apps
programet	applications
programet	demandes
programet	logiciel
programet	logiciels
drejtori	directeur
drejtori	directrice
drejtori	réalisateur
raport	signaler
raport	reportage
raport	rapport
mbrapa	dos
mbrapa	arrière
mbrapa	retour
mbrapa	revenir
ndarjen	partage
ndarjen	partager
ndarjen	fractionnement
ndarjen	scission
diplomatike	diplomates
diplomatike	diplomatique
diplomatike	diplomate
diplomatike	diplomatiques
shkruante	écrivit
shkruante	écrit
shekujt	siècles
motra	soeurs
motra	sœurs
motra	sister
motra	soeur
motra	sœur
kongresin	congrès
hyjnore	divine
hyjnore	divin
hyjnore	divins
aktivitete	activités
aktivitete	tâches
industria	industrie
lartësia	taille
lartësia	hauteur
verdhë	jaunes
verdhë	jaune
shaban	saban
shaban	shaban
shpejtësia	vitesses
shpejtësia	rapidité
shpejtësia	vitesse
zone	zone
naftës	huiles
naftës	huile
naftës	pétrole
bazat	fondamentaux
bazat	bases
bazat	basiques
bazat	basique
bazat	fondements
bazat	bases
bazat	fondements
kundërt	inverse
kundërt	inverser
kundërt	inversé
kundërt	opposé
kundërt	opposée
kundërt	contraire
kundërt	opposés
fjale	mot
fjale	mots
malor	highlands
malor	montagneuse
malor	montagneuses
malor	montagneux
pjesëmarrës	participante
pjesëmarrës	participant
pjesëmarrës	participer
pjesëmarrës	participantes
pjesëmarrës	participant
pjesëmarrës	participants
pjesëmarrës	participatives
pjesëmarrës	participatif
pjesëmarrës	participatifs
pjesëmarrës	participative
dukuri	phénomène
erdhën	vint
qemal	cemal
qemal	qemal
qemal	kemal
kafshëve	animaux
kafshëve	animale
kafshëve	animal
pozitive	positive
pozitive	positives
pozitive	positif
pozitive	positifs
epoka	eer
epoka	era
epoka	époque
ndarje	division
ndarje	circonscription
ndarje	séparation
ndarje	rupture
fqinje	voisine
fqinje	voisin
washington	washington
pasuri	fortune
pasuri	richesse
pasuri	richesses
pasuri	richesses
pasuri	richesse
rrjet	grid
rrjet	quadrillage
rrjet	grille
rrjet	reseau
rrjet	réseaux
rrjet	réseau
sezon	saison
sezon	saisons
federale	fédéral
federale	fédérale
federale	fédéraux
federale	fédérales
display	afficher
display	affichage
display	affiche
profili	profil
profili	profils
shembuj	exemples
ngarkuar	téléchargés
ngarkuar	téléchargé
ngarkuar	téléchargée
ngarkuar	chargées
ngarkuar	chargée
ngarkuar	chargés
ngarkuar	chargé
betejë	bataille
betejë	combat
aftësi	aptitudes
aftësi	compétences
aftësi	compétence
aftësi	habileté
aftësi	compétences
aftësi	capacité
aftësi	aptitude
drejtpërdrejtë	directe
drejtpërdrejtë	directement
drejtpërdrejtë	direct
drejtpërdrejtë	directs
teknik	technique
teknik	techniques
teknik	technicien
teknik	technicienne
ministri	ministre
pjetër	peter
pjetër	pierre
kushtetuese	constitutionnelle
kushtetuese	constitutionnel
kushtetuese	constitutionnels
there	massacrés
there	massacré
mjetet	outillage
mjetet	outils
kosovare	kosovar
kosovare	kosovars
ketu	ici
ketu	voilà
ketu	voici
cfg	cfg
aftësitë	aptitudes
aftësitë	compétences
aftësitë	compétence
aftësitë	habileté
aftësitë	compétences
aftësitë	aptitudes
aftësitë	capacités
sulmet	attaques
sulmet	agressions
sulmet	attentats
familjeve	familles
nikolla	nikola
nikolla	nicolas
nikolla	nicholas
zgjidhje	solution
zgjidhje	solutions
punët	corvées
punët	emploi
punët	emplois
punët	sarrasin
nil	neil
nil	nil
madhësia	taille
madhësia	pointure
madhësia	tailles
teatër	théatre
teatër	théâtre
teatër	théatre
teatër	théâtre
teatër	théâtres
dispozicion	dispo
dispozicion	disponible
dispozicion	disponibles
last	dernier
last	dernière
last	derniers
last	dernières
teknika	technique
teknika	techniques
tregut	marché
larguar	relégué
larguar	relégués
gjaku	sang
gjaku	sanguin
gjaku	blood
romakët	romans
romakët	romains
vendore	locale
vendore	local
vendore	locales
vendore	locaux
bardha	blanche
bardha	blancs
bardha	blanches
bardha	blanc
bardha	stries
tregtisë	commerce
tregtisë	échange
tregtisë	échanges
sasia	montant
sasia	quantités
sasia	quantité
programe	programmes
programe	programmation
programe	logiciel
programe	logiciels
filmave	films
filmave	cinéma
filmave	ciné
filozofi	philosophique
filozofi	philosophie
shërbimi	service
ahmed	ahmed
gov	gov
parlamenti	parlement
zeza	noire
zeza	black
zeza	noires
zeza	noir
zeza	noirs
hungarisë	hongrie
vogel	vogel
epirit	épire
kolona	colonne
kolona	chronique
kolona	colonnes
harry	harry
texas	texas
arsyeja	raisons
arsyeja	raison
letërsia	littérature
gjera	choses
thyer	brisé
thyer	broken
thyer	cassé
thyer	brisée
thyer	cassée
gruan	épouse
gruan	epouse
gruan	femme
punonte	fonctionné
punonte	travaillé
hynë	entré
hynë	entrés
ishull	île
pranishëm	actuel
pranishëm	présent
pranishëm	présents
pranishëm	présente
pranishëm	présenter
largët	distante
largët	distants
largët	distant
largët	lointaine
largët	lointain
largët	distants
largët	reculées
largët	lointain
largët	distante
sami	sammy
sami	sami
sami	samis
sami	same
sami	samy
ulur	assise
ulur	assis
gjykata	tribunal
gjykata	cour
situata	situation
situata	situations
gjuhësore	linguistique
ndihmoi	aidé
ndihmoi	aidés
ndihmoi	aidé
ndihmoi	aidés
vazhdojnë	continuer
vazhdojnë	continue
vazhdojnë	continuons
vazhdojnë	continuez
vazhdojnë	poursuivre
carl	carl
ekspozita	expositions
ekspozita	exposition
ekspozita	expositions
zgjati	duré
parimet	principes
institucioneve	institutions
varësi	toxicomanie
varësi	addiction
varësi	dépendance
metodat	méthodes
kontroll	contrôler
kontroll	contrôle
filozofike	philosophique
filozofike	philosophiques
mure	murs
karakteristika	caractéristiques
ministrisë	ministère
komplekse	complexe
komplekse	complexes
dokument	document
ekipet	équipages
ekipet	equipes
ekipet	équipes
ekipet	equipes
sëbashku	ensemble
sëbashku	together
problemi	problème
problemi	problématique
records	enregistrements
records	records
makinë	machine
makinë	voitures
makinë	voiture
kundra	contre
kundra	against
maría	maría
majë	top
majë	haut
studentët	étudiants
studentët	etudiants
studentët	élèves
skenari	scénario
skenari	scénario
skenari	scénario
skenari	script
franz	franz
sovjetike	soviétique
sovjetike	soviet
sovjetike	soviétiques
duan	veulent
duan	envie
duan	vouloir
duan	veux
duan	voulez
atdhetare	patrie
juve	juve
islami	islam
kontribut	contribution
kontribut	cotisation
fakultetit	professeurs
fakultetit	faculté
hollë	maigre
hollë	mince
hollë	minces
nëntori	novembre
gjurmët	morceaux
gjurmët	chenilles
gjurmët	pistes
elektrik	électrique
elektrik	electrique
elektrik	électrique
elektrik	electrique
ronaldo	ronaldo
vendbanimi	résidence
fillimet	débuts
redaktor	rédacteur
redaktor	éditeur
redaktor	rédactrice
redaktor	editeur
parlamentare	parlementaire
grekët	grecs
thuaj	dites
thuaj	say
thuaj	dire
thuaj	dis
auf	auf
vendndodhja	localisation
vendndodhja	emplacement
vendndodhja	localité
vendndodhja	lieu
tjetri	prochain
tjetri	suivante
tjetri	suivant
tjetri	prochaine
tjetri	next
nxehtë	chaud
nxehtë	hot
nxehtë	chaude
nxehtë	sexy
alfred	alfred
sigurisht	sure
sigurisht	sûre
sigurisht	sûr
tempull	temple
tempull	tempe
lee	lee
midi	midi
port	port
versioni	version
like	comme
like	aime
like	aiment
like	genre
like	aimez
federata	fédération
federata	fédérations
suedi	suède
bujqësisë	agriculture
popujt	peuples
long	longues
long	longs
long	longue
long	longtemps
long	long
çon	prospects
çon	chon
krejtësisht	complètement
krejtësisht	complétement
krejtësisht	entièrement
krejtësisht	totalement
krejtësisht	completement
krejtësisht	carrément
krejtësisht	complètement
krejtësisht	totalement
vargje	versets
vargje	paroles
vargje	lyrique
für	für
madhësi	taille
madhësi	pointure
madhësi	tailles
shkencë	science
shkencë	scientifique
shkencë	sciences
said	saeed
politikën	politiques
politikën	politique
politikën	politiques
politikën	politique
opera	opéra
ajrit	airborne
ajrit	aéroportée
rajonale	régionales
rajonale	régionaux
rajonale	régional
revolucionit	revolution
revolucionit	révolution
ardhjen	arrivée
ardhjen	arriver
ardhjen	arrivées
nevoja	nécessité
nevoja	besoins
nevoja	besoin
nevoja	nécessité
latinisht	latine
latinisht	latin
latinisht	latines
pësoi	subie
pësoi	souffert
industrisë	industrie
botua	publiée
botua	publiées
botua	publiés
botua	publié
themelimi	etablissement
themelimi	établissement
themelimi	fondatrice
java	semaine
java	semaines
java	java
mundëson	permet
dëgjuar	entendu
dëgjuar	entendue
dëgjuar	entendues
dëgjuar	entendus
val	val
kufiri	limite
kufiri	limites
kufiri	limiter
kufiri	marge
kufiri	marges
kufiri	frontière
kufiri	frontalier
kufiri	frontières
kufiri	border
kufiri	bordure
nevojat	nécessités
nevojat	besoins
mekanike	mécanique
mekanike	mécaniques
përfshinte	incluses
përfshinte	inclus
përfshinte	incluse
përfshinte	compris
mendimi	réfléchi
mendimi	pensais
mendimi	pensé
mendimi	pensée
mendimi	mentalité
djemtë	garçons
dokumentet	documents
dokumentet	paperasse
ylli	étoile
ylli	vedette
ylli	etoiles
ylli	star
ylli	étoiles
profesional	professionnels
profesional	professionnelle
profesional	professionnel
profesional	professionnelles
atdhe	patrie
atdhe	patrie
sulejman	suleiman
sulejman	sulejman
sulejman	suleyman
autoritetet	autorités
stadiumi	stade
stadiumi	stadium
zhvillohen	évoluer
rresht	rangées
rresht	ligne
rresht	rang
rresht	rangée
als	sla
als	als
lëvizjet	mouvements
murit	paroi
murit	muraille
murit	mur
personat	personnes
personat	gens
personat	personnes
vera	vera
vera	véra
vera	eté
vera	été
ffffff	ffffff
arrihet	atteints
arrihet	atteint
arrihet	réaliser
arrihet	atteint
mbrojtëse	défensives
mbrojtëse	défensive
mbrojtëse	défensif
përfshihen	incluses
përfshihen	inclus
përfshihen	incluse
