les	os
vent	wind
logiciel	software
définition	definição
définition	definindo
danemark	dinamarca
administrateur	administrador
administrateur	administradora
administrateur	administrador
administrateur	administradora
vos	seu
vos	sua
bruno	bruno
travailler	trabalhos
travailler	trabalho
travailler	trabalhar
travailler	trabalhe
travailler	trabalhando
travailler	trabalhar
travailler	funcionando
églises	igrejas
mouvements	movimentos
mouvements	movimentação
mouvements	movimentos
mouvements	movimento
princesse	princess
princesse	princesa
volonté	will
volonté	vontade
germain	germain
oiseaux	oiseaux
oiseaux	pássaros
oiseaux	aves
oiseaux	ave
oiseaux	bird
oiseaux	passarinho
oiseaux	pássaro
oiseaux	aves
homonymie	desambiguação
race	raça
race	mestiço
race	raça
race	corrida
race	race
sûr	seguros
sûr	cofre
sûr	seguro
sûr	segura
sûr	claro
disponible	disponível
disponible	disponíveis
disponible	disponivel
totalement	plenamente
totalement	totalmente
totalement	totalmente
totalement	completamente
totalement	totalmente
totalement	completamente
continentale	continental
continentale	continentais
continentale	continente
ski	esqui
ski	ski
ski	esquiar
ski	esqui
ouvre	abre
échelle	escada
échelle	balança
échelle	escalar
échelle	escala
machine	maquinas
machine	máquina
machine	maquina
sujets	tópicos
sujets	temas
sujets	sujeitos
législatives	legislativos
législatives	legislativo
législatives	legislativa
luxembourg	luxemburgo
luxembourg	luxemburgo
luxembourg	luxembourg
antique	antiguidade
manche	manche
manche	manga
monte	monte
canadienne	canadiano
canadienne	canadense
canadienne	canadenses
canadienne	canadian
buteur	atacante
buteur	striker
dimanche	domingos
dimanche	domingos
dimanche	domingo
électronique	eletrônica
électronique	electrónica
électronique	eletrônicos
électronique	electrónico
électronique	eletrônica
électronique	electrónica
électronique	eletrônicos
électronique	eletrônico
fil	feed
fil	arame
fil	fios
fil	fio
fil	fios
fil	fio
suivre	siga
suivre	segue
suivre	seguir
suivre	sigam
suivre	follow
sixième	sexto
sixième	sexta
accident	acidente
accident	crash
accident	acidente
cérémonie	cerimónia
cérémonie	cerimônia
cérémonie	cerimónias
discours	discursos
discours	discurso
bill	bill
finaliste	finalista
humaine	humano
humaine	humanas
humaine	humana
humaine	human
échange	troca
échange	trocar
échange	swap
échange	troca
échange	câmbio
échange	intercâmbio
étrangères	estrangeiro
étrangères	estrangeira
étrangères	estrangeiras
étrangères	estrangeiros
nationales	national
nationales	nacionais
nationales	nacional
usa	eua
usa	usa
riche	ricas
riche	rico
riche	ricos
riche	rich
riche	rica
riche	ricos
complète	cheia
complète	plena
complète	pleno
complète	full
complète	cheio
complète	completa
complète	completos
complète	complete
complète	completo
néo	neo
langage	língua
langage	idioma
langage	linguagem
feuilles	folhas
feuilles	folha
feuilles	folhas
feuilles	feuilles
feuilles	lençois
feuilles	folhas
feuilles	lençóis
maréchal	marechal
maréchal	marshal
maréchal	maréchal
répondre	responde
répondre	resposta
répondre	responder
répondre	responda
répondre	responde
répondre	resposta
répondre	responder
répondre	responda
spectacle	mostra
spectacle	espetáculo
spectacle	mostrar
spectacle	show
plans	planos
moulin	moulin
moulin	moinho
moulin	serração
moulin	mill
moulin	moinho
déclare	declara
déclare	declarar
déclare	declara
déclare	declaram
déclare	declare
déclare	declaro
débat	debates
débat	discussão
débat	discussões
débat	debate
numérique	numérico
numérique	numérica
numérique	numérico
numérique	numéricos
numérique	numérica
numérique	digitais
numérique	digital
rendu	fundidas
rendu	prestado
rendu	prestados
rendu	renderização
rendu	renderização
rendu	rendu
musicien	músico
champagne	champanha
champagne	champagne
champagne	champanhe
league	league
league	liga
disparu	sumiu
disparu	desapareceu
disparu	desapareceram
disparu	desaparecido
disparu	sumiu
disparu	desapareceu
disparu	ausente
disparu	faltam
disparu	falta
disparu	faltando
biens	propriedade
biens	imóvel
biens	propriedades
biens	bens
biens	mercadoria
biens	mercadorias
rouges	vermelhos
rouges	rouges
rouges	vermelhas
rouges	vermelha
rouges	vermelho
rouges	vermelhos
rouges	red
poésie	poesias
poésie	poesia
poésie	poésie
ouverte	abre
ouverte	aberto
ouverte	abra
ouverte	abrir
ouverte	aberta
ouverte	open
choisi	escolheu
choisi	escolhi
choisi	escolhido
choisi	escolhida
choisi	escolhidos
valeurs	valores
accueil	home
accueil	casa
accueil	lar
tar	alcatrão
tar	tar
productions	produções
fédéral	federal
fédéral	federais
big	big
big	grande
big	grandes
montagnes	montanhas
montagnes	montanha
louise	louise
louise	luisa
louise	luísa
supprimer	remova
supprimer	remover
supprimer	eliminar
supprimer	apagar
supprimer	excluir
supprimer	apaga
supprimer	eliminar
aventure	aventura
aventure	aventuras
aventure	adventure
harry	henrique
harry	harry
consacré	devoto
consacré	devotado
consacré	dedicado
consacré	consagrado
consacré	consagradas
consacré	consagrados
consacré	consagrada
claire	clare
claire	claire
religieuse	religiosos
religieuse	religiosa
religieuse	religioso
religieuse	religiosas
dirigé	dirigiu
dirigé	direcionado
dirigé	dirigido
carlos	carlos
guide	guia
anna	ana
anna	anna
jésus	jesus
adjoint	delegada
adjoint	adjunto
adjoint	deputado
adjoint	delegado
adjoint	assistente
steve	steve
initialement	inicialmente
initialement	originalmente
initialement	inicialmente
actif	ativo
actif	activo
actif	ativa
actif	activa
actif	ativos
actif	activos
actif	ativos
actif	activo
actif	ativo
événement	acontecimento
événement	evento
installe	instalações
installe	instala
installe	instalação
installe	instalar
installe	instale
fonctionnement	funcionamento
fonctionnement	operação
fonctionnement	funcionamento
fonctionnement	funcionando
rennes	rennes
rennes	rena
rennes	renas
exception	excepções
exception	exceções
exception	exceções
exception	excepção
exception	exceção
extrême	extremos
extrême	extrema
extrême	extremo
extrême	extreme
populations	populações
populations	população
contributions	contributos
contributions	contribuições
venise	veneza
associé	sócio
associé	parceira
associé	parceiro
associé	associada
associé	associado
associé	associados
associé	associar
civil	civil
civil	civis
civil	civil
civil	civis
connaître	conheça
connaître	saiba
connaître	sei
connaître	sabe
tunisie	tunísia
élus	eleito
élus	eleita
élus	eleitos
lancer	lancer
lancer	arremesso
lancer	breu
lancer	lançar
lancer	lançamento
tiers	terceira
tiers	terço
tiers	terceiro
commande	comando
commande	comandar
commande	ordem
commande	encomendar
commande	encomenda
porté	portado
interprète	interprete
interprète	intérprete
interprète	interpretação
tony	tony
standard	estandarte
standard	norma
standard	padrão
standard	standard
médias	mídia
médias	media
introduction	introdução
introduction	introdução
porter	carregador
porter	porteiro
porter	porter
approche	abordagem
approche	aproximação
consiste	consiste
reconnaissance	reconhecimento
reconnaissance	reconhecimento
reconnaissance	reconhecimento
reconnaissance	reconhecimento
metal	metais
metal	metal
boston	boston
liés	relacionados
liés	relacionada
liés	relacionadas
liés	relacionado
liés	vinculado
liés	ligados
liés	ligado
liés	ligada
effectue	realiza
effectue	executa
eric	eric
provinces	províncias
pose	poses
pose	pose
pose	posar
pose	posar
orange	orange
orange	laranja
adam	adão
adam	adam
fleurs	flores
fleurs	flor
fleurs	flower
matin	manhã
matin	morning
missions	missões
flotte	frotas
flotte	frota
dessins	desenhos
dessins	designs
dessins	projetos
dessins	desenhos
monsieur	senhor
monsieur	senhor
monsieur	mister
côtes	costelas
côtes	litoral
côtes	costela
côtes	costelas
chefs	chiefs
chefs	chefes
chefs	chefs
chefs	cozinheiros
chefs	chefes
amateurs	amadores
amateurs	amadora
amateurs	amadores
amateurs	amador
turquie	turquia
localisation	localização
localisation	localização
gagne	vitórias
gagne	ganha
gagne	vence
officiers	oficiais
origines	origem
origines	origens
indépendant	independent
indépendant	independentes
indépendant	independente
indépendant	freelancer
indépendant	freelance
nef	nef
blason	blason
émile	emile
émile	émile
émile	emílio
émile	emil
émile	emile
émile	émile
écrits	escritos
écrits	escrito
écrits	escritas
écrits	escritos
écrits	escrita
marquis	marquês
marquis	marquês
pouvoirs	potências
pouvoirs	poderes
pouvoirs	powers
pouvoirs	competências
commercial	comerciais
commercial	comercial
bat	bat
bat	morcego
bat	bastão
bat	batidas
bat	bate
césar	caesar
césar	cesar
césar	césar
césar	cesar
césar	césar
césar	césar
suédois	suecos
suédois	sueco
suédois	sueca
suédois	sueco
victimes	baixas
victimes	vitimas
victimes	vítimas
mille	milhares
mille	mil
mille	mille
direct	directa
direct	direta
direct	diretos
direct	direct
direct	direto
dames	senhoritas
dames	senhoras
dames	damas
dames	damas
couronne	coroa
couronne	crown
attaquant	atacante
attaquant	agressor
attaquant	atacar
attaquant	atacando
attaquant	atacante
attaquant	striker
mini	mini
privé	privada
privé	privado
privé	private
réaliser	alcançar
appareil	aparelho
appareil	dispositivo
appareil	câmara
appareil	camera
appareil	câmera
appareil	aparelho
appareil	aparelhos
considère	considerem
considère	considerar
considère	considere
considère	considera
considère	considera
commons	commons
commons	comuns
outils	ferramentas
complet	cheia
complet	plena
complet	pleno
complet	full
complet	cheio
complet	completa
complet	completos
complet	complete
complet	completo
florence	florença
trophée	troféu
finlande	finlândia
finlande	finlandia
paroles	letra
paroles	letras
aspect	aparição
aspect	aparência
aspect	aparecimento
aspect	aspecto
envoyé	enviada
envoyé	enviadas
envoyé	enviados
envoyé	enviou
envoyé	enviado
tôt	early
tôt	cedo
rares	raros
rares	rara
rares	raras
rares	raro
comportement	comportamentos
comportement	comportamento
comportement	comportamentos
comportement	comportamento
contributeur	contribuinte
contributeur	colaborador
humain	humano
humain	humanas
humain	humana
humain	human
info	info
signé	assinado
signé	assinados
signé	assinou
signé	assinada
texas	texas
russes	russa
russes	russas
russes	russo
russes	russos
russes	russos
septième	sétima
septième	seventh
septième	sétimo
sélections	seleção
sélections	selecção
sélections	selecções
sélections	seleções
pascal	pascal
étend	alarga
étend	estende
étend	expande
maillot	maillot
maillot	jersey
dispute	argumento
dispute	argumentação
dispute	argumentar
dispute	argumentos
dispute	litígio
dispute	contestação
dispute	disputa
dispute	contestar
lune	lua
lune	moon
vois	veja
vois	vê
vois	ver
orbite	órbita
orbite	orbita
championne	campeão
championne	champ
championne	campeão
championne	campeã
championne	champion
développer	desenvolver
développer	desenvolva
développer	desenvolver
développer	desenvolvendo
interieur	dentro
interieur	inside
interieur	interior
interieur	interiores
extension	expansão
extension	prolongamento
extension	extensão
extension	prorrogação
scènes	cenas
amiral	almirante
murs	paredes
murs	muralhas
murs	muros
francs	francos
francs	franco
francs	francos
francs	franks
francs	francos
modifications	modificações
modifications	mudanças
modifications	alterações
modifications	modificações
modifications	edições
norvège	noruega
corse	corso
corse	córsega
mario	mário
mario	mario
prises	tirada
prises	tomado
prises	levado
prises	tomadas
prises	tiradas
prises	capturas
initiative	iniciativa
autonome	autónomo
autonome	autônomo
autonome	autónoma
autonome	autônoma
autonome	autônomo
cup	xícara
cup	copa
cup	taça
cup	chávena
cup	copo
marguerite	margaret
marguerite	margarida
marguerite	margarita
marguerite	marguerite
marguerite	daisy
marguerite	margarida
mathématiques	matemático
mathématiques	matemática
mathématiques	matemática
mathématiques	matemática
brown	marrom
brown	brown
brown	castanhos
brown	castanhas
brown	castanha
brown	castanho
améliorer	melhorar
améliorer	melhoria
améliorer	melhorando
améliorer	atualizar
améliorer	upgrade
améliorer	actualização
améliorer	atualização
améliorer	atualize
améliorer	melhorar
améliorer	melhora
améliorer	melhore
sénateur	senador
sénateur	senadora
solo	solo
montpellier	montpellier
morte	morreu
morte	morri
morte	morreram
morte	faleceu
morte	morta
morte	morto
morte	mortos
morte	dead
serge	sergei
serge	sérgio
serge	serge
rouen	rouen
profondeur	profundidade
partage	compartilhem
partage	compartilhar
partage	partilhar
partage	partilha
partage	compartilhamento
partage	compartilhe
partage	compartilhamentos
partage	acções
partage	ações
partage	partilhas
partage	partilhar
partage	compartilhamento
partage	compartilhando
partage	compartilhar
partage	partilha
apprend	aprende
changer	mudando
changer	mudar
changer	mudança
changer	mudanças
changer	troco
croissance	crescimento
interne	internamente
interne	estagiária
interne	interno
interne	estagiário
interne	internas
interne	internos
interne	interno
interne	interna
portugais	portugueses
portugais	portugues
portugais	português
portugais	portuguesa
stations	estações
peux	pode
peux	podem
peux	lata
peux	can
profil	profile
profil	perfil
hans	hans
maximum	max
maximum	máx
maximum	máximo
maximum	máxima
cabinet	armário
cabinet	gabinete
toi	tu
toi	você
toi	vc
thierry	robert
thierry	roberto
thierry	thierry
avais	tive
avais	tinha
avais	teve
saône	saône
ère	idade
présidence	cadeira
présidence	presidência
voyageurs	passageiros
voyageurs	viajantes
voyageurs	viajantes
demeure	permanece
demeure	restos
sculpteur	escultor
alexander	alexandre
vision	visão
vision	vision
miss	saudades
miss	menina
miss	saudade
metz	metz
forêts	florestas
forêts	florestais
forêts	florestas
forêts	silvicultura
forêts	floresta
forêts	bosque
forêts	florestas
forêts	forest
étapes	estádios
étapes	estágios
étapes	etapas
étapes	fases
étapes	marcos
étapes	degraus
étapes	etapas
étapes	passos
céleste	celestes
céleste	celeste
céleste	celestial
céleste	celestiais
céleste	celeste
céleste	céleste
céleste	celestial
associations	associações
grade	grau
grade	patente
grade	rank
grade	posto
impériale	imperiais
impériale	imperial
sam	sam
contenant	contendo
modifier	edit
modifier	edita
modifier	editar
modifier	edite
modifier	modificar
modifier	modifica
modifier	mudar
modifier	mudança
modifier	mudanças
modifier	troco
poursuit	continua
dehors	fora
dehors	fora
dehors	out
servir	servindo
servir	servir
servir	sirva
servir	servir
servir	serve
servir	servi
protéger	proteger
protéger	proteção
protéger	protegendo
