το	the
παπαδόπουλος	papadopoulos
σμύρνη	izmiru
σμύρνη	izmir
αριστερό	lijevo
σίγουρα	sure
σίγουρα	siguran
σίγουρα	definitivno
λαμβάνοντας	uzimanje
λαμβάνοντας	uzimanja
λαμβάνοντας	uzima
λαμβάνοντας	uzimajući
σχετικές	relevantne
σχετικές	relevantnim
σχετικές	vezani
σχετικές	vezane
μοριακή	molekularni
μοριακή	molekularnom
μοριακή	molekularne
μοριακή	molekulska
μοριακή	molekularnu
σχηματισμό	formiranje
σχηματισμό	formiranja
σχηματισμό	formacija
τυπικά	formalno
τυπικά	tipično
τυπικά	tipičan
άγγελος	anđeo
συνεχή	kontinuirani
συνεχή	neprekidna
ευαισθησία	osjetljivih
ευαισθησία	osjetljiv
ευαισθησία	osjetljivost
κόρες	zenice
κόρες	kćerke
κόρες	kćerkama
κόρες	kćeri
οργανική	organska
εργοστάσιο	biljke
εργοστάσιο	fabrika
θερμοκρασίες	temperature
προσωρινή	privremeno
προσωρινή	privremenu
προσωρινή	privremene
προσωρινή	temperatura
κωμωδία	komedija
συρίας	sirija
συρίας	sirijski
συρίας	sirijskoj
ηθοποιό	glumica
φυλές	plemena
φυλές	trkama
φυλές	rasa
φυλές	utrka
φυλές	utrke
συγγραφή	pisanje
κύπρος	kipar
κυβερνήτη	kapiten
κυβερνήτη	kapetan
κυβερνήτη	guverner
ζωντανά	live
πίτερ	peter
πίτερ	petar
αποφασίζει	odlučuje
εκπρόσωπος	glasnogovornik
εκπρόσωπος	portparol
εκπρόσωπος	zastupnik
εκπρόσωπος	predstavnik
κατασκευές	izgradnja
κατασκευές	građevinarstvo
κατασκευές	građevinski
κατασκευές	struktura
κατασκευές	strukture
κατασκευές	strukturama
κατασκευές	konstrukcije
γέννηση	rođenja
γέννηση	rodila
αλεξάντερ	aleksandar
αλεξάντερ	alexander
άκρη	edge
συναυλία	koncert
γιορτή	praznik
γιορτή	proslava
γιορτή	proslave
γιορτή	slavlje
γιορτή	proslavu
μάντσεστερ	manchester
έγγραφα	dokumentima
έγγραφα	dokumenata
έγγραφα	dokumenti
έγγραφα	dokumente
λειτουργίες	funkcija
λειτουργίες	funkcije
τακτική	redovni
τακτική	redovnog
τακτική	redovan
τακτική	redovna
τακτική	redovnom
τακτική	redovnim
τακτική	taktike
τακτική	taktika
τακτική	taktičku
τακτική	taktičke
περιγράφεται	opisala
περιγράφεται	opisane
περιγράφεται	opisan
περιγράφεται	opisao
κάλυψη	pokriti
κάλυψη	pokrivaju
κάλυψη	pokriće
κάλυψη	pokrivanja
κάλυψη	reportaža
κάλυψη	izvještavanje
σαφώς	jasno
μαρκ	marc
μαρκ	marka
μαρκ	mark
ψευδώνυμο	nadimak
ψευδώνυμο	pseudonim
ποπ	pdo
ποπ	pop
προγραμματισμού	programiranje
ωκεανό	okean
έννοιες	koncepti
καλλιτεχνική	umjetnička
καλλιτεχνική	umjetničko
καλλιτεχνική	umjetničkim
καλλιτεχνική	umjetnički
θρησκευτική	vjerski
θρησκευτική	vjersko
θρησκευτική	vjerskim
θρησκευτική	vjerska
θρησκευτική	vjerskih
θρησκευτική	vjerske
πακιστάν	pakistan
παναγία	madonna
ζούσε	živjela
ζούσε	živjeli
ζούσε	živio
βιέννης	beč
εκθέσεις	izložbe
εκθέσεις	izvještaje
εκθέσεις	izvještajima
εκθέσεις	izveštaji
εκθέσεις	izvještaji
πλευρό	rebro
ανεξάρτητο	independent
ανεξάρτητο	nezavisno
ανεξάρτητο	nezavisni
ανεξάρτητο	nezavisna
καλλιέργεια	kultura
καλλιέργεια	kultivacije
παραίτηση	ostavke
παραίτηση	ostavku
παραίτηση	ostavka
πλάκα	fun
πλάκα	zabava
βήματα	tragovima
βήματα	koraka
βήματα	koraci
χουάν	juan
διαμόρφωση	konfiguracija
διαμόρφωση	podešavanja
διαμόρφωση	oblikuje
διαμόρφωση	oblikovanje
διαμόρφωση	oblikovanju
σερ	ser
λέγοντας	rekavši
καταστάσεις	situacijama
πεδία	polja
χάσει	izgubljeni
χάσει	izgubila
χάσει	izgubljena
χάσει	izgubili
χάσει	izgubio
βρετανοί	britanski
βρετανοί	britansko
βρετανοί	britanska
βρετανοί	britanske
βρετανοί	britanci
σμιθ	smith
σκέψη	misao
σκέψη	misleći
αντώνιος	antonije
διεθνώς	međunarodno
φυσικές	prirodno
πγδμ	makedonski
πγδμ	makedonija
σωστή	pravilna
δυναμικό	potencijal
δυναμικό	dinamičan
πρωτότυπο	prototip
πρωτότυπο	originalni
πρωτότυπο	originalna
πρωτότυπο	prvobitni
πρωτότυπο	originalne
πρωτότυπο	original
ουσίες	supstanci
ουσίες	supstance
βλέπε	vidi
βλέπε	jie
βλέπε	vide
βλέπε	vidjeti
βλέπε	see
βλέπε	vidimo
ενημέρωση	update
προεδρία	predsjedništvo
παο	pao
ροή	protoka
ροή	protok
ροή	flow
ροή	strujanje
ροή	teku
ροή	potok
υπολογιστές	računari
υπολογιστές	računar
γεν	jena
απέτυχε	propao
απέτυχε	propali
δεσμούς	veze
σύνδεσμο	veza
σύνδεσμο	link
ντι	dee
συχνότητα	frekvencija
χαμηλή	niski
χαμηλή	nizak
χαμηλή	low
εστία	epidemija
εστία	hotspot
κορέα	koreja
δημιουργείται	kreirana
δημιουργείται	stvoreno
δημιουργείται	stvorena
δημιουργείται	stvoren
δημιουργείται	stvorio
δημιουργείται	stvara
άθλημα	sport
χωρητικότητα	kapacitet
χωρητικότητα	kapaciteti
εκλογική	izbornom
πιθανή	mogući
πιθανή	moguće
παραδοσιακή	tradicionalna
παραδοσιακή	tradicionalne
παραδοσιακή	tradicionalno
αποφάσισαν	odlučili
αποφάσισαν	odlučilo
αποφάσισαν	odlučila
αποφάσισαν	odlučio
έμαθε	naučila
έμαθε	naučili
έμαθε	saznao
έμαθε	naučio
δραματική	dramatičnog
δραματική	dramatična
δραματική	dramatičnim
δραματική	dramatičnu
δραματική	dramatičan
νίκου	nicu
πλήκτρα	ključeve
πλήκτρα	ključa
πλήκτρα	tastatura
χαλκού	bakar
αποχώρηση	odlazak
αποχώρηση	povlačenje
καταφύγιο	sklonište
καταφύγιο	bunker
καταφύγιο	pješačko
καταφύγιο	utočište
μουσεία	muzeji
μετάλλια	medalje
μετάλλια	medalja
απόλυτη	apsolutni
απόλυτη	apsolutna
αποτυχία	neuspjeh
αποτυχία	propao
αποτυχία	propali
τοποθέτηση	pozicioni
τοποθέτηση	plasman
τοποθέτηση	rastućim
φανέλα	jersey
τροφή	hrana
πύργο	toranj
πύργο	ruk
πύργο	top
διάμετρο	prečnik
διαχείρισης	menadžment
θεατρικό	pozorišnu
θεατρικό	pozorišnih
ταυτότητα	identifikacija
ταυτότητα	identitet
ταυτότητα	identiteta
δείγματα	uzorci
μετρό	metro
μετρό	metro
ύλη	materija
μπαράζ	baražu
επιμέρους	individualni
επιμέρους	individualne
πανεπιστήμια	univerzitetima
πανεπιστήμια	univerziteti
γιατρός	ljekar
γιατρός	doktor
χημικός	hemičar
φυτό	biljke
φίλους	prijatelji
φίλους	friends
ταξίδεψε	putovali
ταξίδεψε	otputovao
ταξίδεψε	putovao
προσώπου	facijalne
όγκος	volumen
όγκος	tumor
κακό	loše
κακό	bad
κακό	loš
κακό	zlo
σπάρτη	sparta
δύσκολη	teškom
δύσκολη	teški
δύσκολη	težak
δύσκολη	teško
δύσκολη	teška
συμπεριλαμβανομένου	uključujući
κίτρινο	žuta
τραγουδιστές	pjevači
τραγουδιστές	pjevača
ρωμαίους	rimljani
γραφεία	kancelarije
γραφεία	urede
όντως	zaista
φιλμ	film
ουκρανία	ukrajina
ισχυρό	moćna
ισχυρό	moćan
ηλία	elias
στατιστική	statistika
συνθέτες	kompozitora
συνθέτες	kompozitori
μητρόπολη	metropola
ηχογράφηση	snimanje
αντικειμένων	objekti
γιόχαν	johann
γιόχαν	johan
σύσταση	preporukom
σύσταση	preporuka
σύσταση	preporuke
θεσσαλίας	tesaliji
αρχιεπίσκοπος	nadbiskup
ποίημα	sevdalinka
μέθοδοι	metoda
μέθοδοι	metode
δανία	danska
δέντρο	drvo
γουίλιαμ	william
γουίλιαμ	vilim
μέγιστο	maksimalna
μέγιστο	maksimalni
μέγιστο	maksimalne
μέγιστο	maksimum
μέγιστο	maksimalno
ήρωα	hero
ήρωα	heroj
ανώτατο	vrhovni
ανώτατο	vrhovno
διαχειριστή	admin
διαχειριστή	administrator
χημικό	hemijska
χημικό	hemikalija
χημικό	hemijsko
χημικό	hemijski
άκρα	udova
άκρα	ekstremiteta
μονάχου	münchen
παραδόσεις	tradicije
παραδόσεις	tradicija
παραδόσεις	isporuka
παραδόσεις	isporuke
κοινωνικό	društvena
κοινωνικό	društvene
κοινωνικό	društvenu
κοινωνικό	socijalna
κανένας	niko
πεθάνει	umri
απειλή	prijetnju
απειλή	prijetnja
πρωί	jutro
κάπου	negdje
ετήσια	godišnje
ετήσια	godišnjim
ετήσια	godišnji
ετήσια	godišnjem
ετήσια	godišnja
υποθέσεις	slučajevi
νεκροταφείο	groblje
νεκροταφείο	groblje
παραλλαγές	varijante
παραλλαγές	varijacije
σκοτ	scott
βαθιά	duboko
βαθιά	duboka
βαθιά	duboke
βαθιά	duboko
βαθιά	dubok
βαθιά	deep
κώδικας	kod
τσαρλς	charles
επιτυχημένη	uspješan
επιτυχημένη	uspješnu
επιτυχημένη	uspješne
επιτυχημένη	uspješna
επιτυχημένη	uspješni
απαραίτητο	neophodni
απαραίτητο	neophodno
απαραίτητο	neophodna
απαραίτητο	neophodan
απαραίτητο	neophodnih
απαραίτητο	neophodnu
απαραίτητο	suštinska
απαραίτητο	osnovni
αδερφός	brat
εργαλείο	alat
αρχιτέκτονας	arhitekt
γιουγκοσλαβία	jugoslavija
ελεύθερος	free
αποικία	kolonija
συνδέει	povezuje
καβάλας	kavala
βασισμένη	based
βασισμένη	bazirana
βασισμένη	osnovu
κυρία	madam
κυρία	ledi
κυρία	dami
κυρία	dama
κυρία	lady
λόγιος	učenjaka
λόγιος	učenjak
κλίση	gradijent
δημοφιλής	popularna
δημοφιλής	popularan
δημοφιλής	popularni
αφγανιστάν	afganistan
πετύχει	naslijediti
μεταβολές	promjene
ενεργά	aktivna
ενεργά	aktivni
ενεργά	aktivan
ενεργά	aktivno
τόνους	tona
τόνους	tone
τόνους	tona
τόνους	tone
προηγούμενες	prethodna
προηγούμενες	prethodnim
προηγούμενες	prethodni
προηγούμενες	prethodno
προηγούμενες	prethodnom
προηγούμενες	prethodne
δημοκρατική	demokratski
δημοκρατική	demokratska
παίκτη	igrač
ναυτική	pomorski
αργεντινής	argentina
αργεντινής	argentinac
εισήγαγε	uvedeno
εισήγαγε	uveo
εισήγαγε	uveden
εισήγαγε	uvedena
θεία	tetka
θεία	tetka
γουινέα	gvineja
διαιρείται	podijeljeni
διαιρείται	podijeljene
διαιρείται	podijeljen
διαιρείται	podijeljeno
ικανότητες	sposobnosti
ικανότητες	vještine
ικανότητες	vještina
αφιέρωμα	počast
αντιπολίτευσης	opozicioni
αντιπολίτευσης	protivljenje
αντιπολίτευσης	opozicija
κιλά	funti
φάσμα	spektar
φάσμα	spektra
φάσμα	spektru
κάπως	donekle
μέγαρο	kastel
ελάχιστη	minimalno
ελάχιστη	minimum
ελάχιστη	minimalna
ελάχιστη	minimalno
ελάχιστη	minimalni
βιετνάμ	vijetnam
βιετνάμ	vijetnamski
παρούσα	prisutan
ντοκιμαντέρ	dokumentarac
ντοκιμαντέρ	dokumentaraca
υψηλότερη	najviša
υψηλότερη	viša
υψηλότερη	višem
πωλ	paul
άμστερνταμ	amsterdam
επιθυμία	želju
επιθυμία	želja
γεωγραφικό	geografske
γεωγραφικό	geografska
γεωγραφικό	geografski
προφορά	pronunciation
προφορά	akcenat
άγιοι	svetaca
άγιοι	saints
αναπτύσσεται	razvija
ιούλιος	jula
ιούλιος	juli
σκότωσε	ubiju
σκότωσε	ubistvo
σκότωσε	kill
σκότωσε	ubi
σκότωσε	ubiti
σκότωσε	ubila
σκότωσε	ubili
σκότωσε	ubio
σκότωσε	ubijena
σκότωσε	ubijen
σκότωσε	ubijeni
τζακ	jack
συμπέρασμα	zaključka
συμπέρασμα	zaključak
σταυρό	krst
χερσόνησο	poluostrvo
μηχανές	motora
μηχανές	motori
μηχανές	mašine
μηχανές	mašinerija
αγωνιστές	boraca
αγωνιστές	borci
αγωνιστές	militanata
μεταβολή	promjena
μεταβολή	izmjena
μεταβολή	promjene
μεταβολή	promjeni
μεταβολή	promene
μεταβολή	promena
εκατό	stotinu
εκατό	stotine
εκατό	hundred
εκατό	stotina
μάρτιν	martin
σκάφος	brod
σκάφος	brod
σκάφος	čamac
ένταση	tenzije
ένταση	tenzija
ένταση	intenzitet
απουσία	odsutan
απουσία	odsustva
απουσία	odsustvo
απουσία	odsustvu
όροι	pojmove
όροι	uslovi
όροι	uslovi
δίσκους	diskovi
δέντρα	drveće
μέγιστη	maksimalna
μέγιστη	maksimalni
μέγιστη	maksimalne
μέγιστη	maksimum
μέγιστη	maksimalno
εκλέγεται	izabran
μόναχο	münchen
μόνιμα	trajni
μόνιμα	trajnim
μόνιμα	stalna
μόνιμα	stalne
μόνιμα	trajno
σταυρός	krst
δίκτυα	mreže
δίκτυα	mreža
δημιουργός	proizvođač
δημιουργός	tvorac
δημιουργός	stvoritelja
δημιουργός	kreator
μέσων	instrumente
