and	и
burns	ожоги
burns	бернс
justify	обосновать
justify	оправдать
divine	божественная
divine	божественное
suppose	предположим
fate	судьбу
fate	судьба
fate	судьбы
rovers	rover
cole	коул
oral	устный
oral	устно
oral	устные
oral	устное
trans	trans
trans	транс
boards	доски
boards	советов
bryan	брайан
bryan	брайн
santiago	сантьяго
episcopal	епископальной
terrorist	террорист
terrorist	террористических
okay	ок
okay	хорошо
waves	волн
waves	волны
invented	изобрел
invented	изобрели
invented	изобрёл
landed	приземлился
sandy	сэнди
acres	акров
paint	краски
paint	рисовать
paint	краска
actively	активно
stops	остановки
stops	останавливается
stops	прекращается
excellence	совершенство
integration	интеграции
integration	интеграция
thinks	думает
bibliography	библиография
farming	земледелия
nonsense	чепуха
nonsense	вздор
nonsense	ерунда
nonsense	чушь
marathon	марафон
beliefs	убеждения
beliefs	убеждений
redundant	излишним
freestyle	фристайл
aerial	воздушных
aerial	воздушная
preservation	сохранения
preservation	сохранение
altitude	высота
freely	свободно
simultaneously	одновременно
psychological	психологической
psychological	психологическое
psychological	психологический
psychological	психологические
psychological	психологическая
fernando	фернандо
cultures	культур
cultures	культуры
taxes	налоги
marcus	маркуса
marcus	маркус
stakes	ставки
dominican	доминиканская
dominican	доминиканской
franz	франц
coins	монеты
oxygen	кислорода
oxygen	кислород
civic	гражданская
civic	гражданских
civic	гражданский
hardly	едва
isaac	айзек
isaac	исаак
spell	заклинание
spell	заклятие
inspiration	вдохновение
pairs	пары
vector	вектор
arc	арк
arc	arc
arc	дуги
