年	イヤー
辦公室	事務所
辦公室	オフィス
公告	告知
公告	アナウンス
公告	発表
公告	公表
公告	お知らせ
公告	布告
山東	山東省
儀式	セレモニー
儀式	儀式
儀式	式典
儀式	儀式
成熟	満期
容量	定員
容量	容量
證據	証明
證據	プルーフ
證據	証拠
證據	証拠
廢除	廃止
馬克	マーク
馬克	マルク
發明	発明
發明	発明
發明	発明
旭	朝日
傳奇	伝説
傳奇	伝説
苦	苦い
苦	ビター
苦	苦味
岩石	岩石
岩石	ロックス
岩石	ロック
觀察	傍聴
觀察	観察
觀察	観測
碟	ディスク
碟	円盤
碟	ディスク
更好	ベター
原文	オリジナル
好友	友だち
好友	友達
好友	友人
好友	友だち
好友	フレンド
好友	友達
序列	シーケンス
支付	支払う
支付	支払い
支付	支払
支付	決済
支付	支払い
支付	決済
支付	支払い
被捕	逮捕
被捕	逮捕
道德	道徳
分割	分ける
分割	分割
分割	スプリット
史密斯	スミス
福利	福利
福利	福祉
指導	指導
指導	ガイダンス
豹	パオ
豹	ヒョウ
翻	反転
翻	フリップ
大同	pax
慈善	フィランソロピー
慈善	チャリティー
慈善	チャリティ
星期日	日曜
星期日	日曜日
星期日	日曜日
網球	テニス
建築物	建物
建築物	建物
建築物	建築物
河口	河口
古巴	キューバ
姊妹	姉妹
姊妹	姉妹
姊妹	シスター
哲學	哲学
方程	方程式
方程	方程式
味	フレーバー
合法	合法
完善	完璧
地形	地形
地形	地誌
地形	地形
裴	bae
藍色	青い
藍色	ブルー
藍色	青色
維修	修理
維修	メンテナンス
維修	整備
維修	修理
詳細	詳細
詳細	ディテール
兔	ウサギ
兔	うさぎ
經由	via
書店	本屋
書店	書店
書店	本屋
接觸	コンタクト
很好	ナイス
很好	ニース
很好	素敵
懷疑	疑念
懷疑	疑惑
懷疑	断崖
量子	量子
流量	フロー
流量	流れ
推薦	おすすめ
推薦	おすすめ
推薦	すすめる
推薦	薦める
推薦	おすすめ
推薦	推奨
吉他	ギター
淺	浅い
淺	浅瀬
矛盾	パラドックス
矛盾	矛盾
矛盾	矛盾
激烈	激しい
激烈	激戦
激烈	激しい
方程式	公式
方程式	数式
方程式	方程式
方程式	方程式
課	教訓
課	レッスン
課	授業
演化	進化
演化	evolution
雙打	ダブルス
鏈	チェイン
鏈	チェイン
鏈	チェーン
神社	神社
神社	神社
磁	磁性
迷你	ミニ
迷你	ミニチュア
美麗	美しい
美麗	ビューティフル
十一月	十一月
十一月	nov
射擊	射撃
滑	滑り台
滑	スライド
滑	スリップ
融合	統合
融合	インテグレーション
融合	フュージョン
姓名	名前
姓名	氏名
姓名	名称
姓名	名前
姓名	名称
原理	原理
原理	教義
原理	ドクトリン
條例	条例
條例	規制
補充	補足
責任	責任
責任	責任
責任	責務
得分	スコア
得分	得点
彗星	彗星
彗星	彗星
山坡	スロープ
山坡	傾き
箭	矢印
箭	アロウズ
箭	矢印
箭	アロー
受歡迎	人気
受歡迎	ポピュラー
櫻	さくら
警報	アラート
兩次	二度
兩次	二回
兩次	twice
餐廳	レストラン
餐廳	レストラン
餐廳	飲食店
簽署	署名
簽署	調印
簽署	署名
上游	上流
紅外線	赤外線
酶	酵素
外部	外側
日本人	日本人
日本人	ジャパニーズ
日本人	日本語
黑人	黒い
黑人	ブラック
浮	フローティング
浮	浮動
向量	ベクター
向量	ベクトル
數碼	デジタル
態度	姿勢
態度	態度
態度	態度
穆罕默德	ムハンマド
穆罕默德	モハメッド
成分	材料
成分	食材
成分	成分
成分	材料
成分	食材
模特兒	モデル
模特兒	モデル
逐步	プログレッシブ
保羅	ポール
保羅	パウル
防禦	ディフェンス
防禦	防御
防禦	抗弁
防禦	防衛
簽名	サイン
簽名	記号
簽名	署名
簽名	署名
回歸	return
回歸	リターン
回歸	回帰
定理	定理
損失	損失
損失	喪失
損失	損失
注入	インジェクション
注入	注射
注入	注入
獅	ライオン
獅	獅子
推廣	プロモーション
推廣	プロモーション
推廣	宣伝
推廣	宣伝
僧	モンク
嘗試	try
嘗試	試す
嘗試	トライ
嘗試	試み
嘗試	未遂
氣象	天候
氣象	天気
氣象	気象
魚類	魚類
魚類	フィッシュ
造型	モデリング
造型	スタイリング
書籍	書物
書籍	帳簿
書籍	書籍
書籍	書物
書籍	ブック
各國	国々
施工	建設
效率	効率
六十	sixty
地域	地理
函數	機能
函數	関数
函數	関数
勳章	メダル
勳章	メダル
為何	なぜ
為何	why
大橋	ブリッジ
佐藤	佐藤
征服	征服
征服	征服
定位	位置決め
弓	ボウ
弓	お辞儀
弓	おじぎ
弓	船首
專用	専用
芬蘭	フィンランド
女演員	女優
女演員	女優
女演員	俳優
防守	ディフェンス
防守	防御
防守	抗弁
防守	防衛
宣告	告知
宣告	アナウンス
宣告	発表
宣告	公表
宣告	お知らせ
宣告	申告
宣告	宣言
宣告	布告
評價	評価
評價	評定
校友	同窓会
校友	卒業生
蛋	エッグ
蛋	エッグ
鱷	クロコダイル
鱷	ワニ
關閉	閉じる
關閉	クローズ
關閉	オフ
瓊	ジョーン
口徑	口径
裁判	refs
裁判	審判員
臺中	台中市
小小	タイニー
小小	ちっちゃい
小小	ちび
小小	小さい
下方	以下
下方	ボトム
架構	アーキテクチャ
架構	建築
葬	埋葬
共享	共有
共享	共有
共享	シェア
共享	共有
共享	シェア
共享	株式
共享	シェア
星期	週間
星期	週間
竣工	修了
竣工	補完
竣工	竣工
竣工	完成
指引	ガイド
加工	処理
加工	加工
斯洛伐克	スロバキア
奏	カナ
奏	仮名
等待	待ち
等待	待つ
等待	待ち
山地	マウンテン
山地	山地
改良	改良
改良	改善
改良	改良
劇本	脚本
劇本	脚本
劇本	スクリプト
發動機	エンジン
發動機	エンジン
發動機	モーター
完美	パーフェクト
完美	完璧
完美	完璧
夏天	summer
夏天	サマー
氧	酸素
借	借用
借	借りる
借	貸す
立陶宛	リトアニア
縮寫	略語
縮寫	略記
縮寫	略称
縮寫	イニシャル
縮寫	頭文字
玫瑰	薔薇
玫瑰	バラ
玫瑰	ローズ
玫瑰	ロゼ
玫瑰	バラ
玫瑰	rose
玫瑰	薔薇
記憶	思い出
記憶	メモリ
記憶	メモリー
記憶	記憶
座位	座席
座位	座席
宣言	マニフェスト
宣言	布告
宣言	宣言
宣言	申告
田中	田中
期刊	日記
期刊	ジャーナル
期刊	日記
合同	契約
合同	契約
遊行	パレード
遊行	行進
喜劇	喜劇
喜劇	コメディ
喜劇	コメディー
楠	nan
楠	ナン
人氣	人気
人氣	ポピュラー
人氣	人気
順利	スムーズ
順利	スムース
順利	滑らか
美術	art
美術	アート
美術	芸術
美術	美術
光明	軽い
光明	明るい
光明	ライト
平安	セーフ
平安	金庫
平安	安全
平安	ピース
平安	平和
哈利	ハリー
事務所	会社
垂直	垂直
同學	クラスメート
同學	同級生
同學	クラスメイト
同學	同級生
網上	オンライン
主辦	ホスティング
主辦	主催
主辦	主催
技能	スキル
技能	スキル
帆	船出
雅典	アテネ
立場	位置
立場	ポジション
立場	役職
豐富	豊富
豐富	金持ち
豐富	リッチ
砂	砂塵
上方	上の
上方	上記
男孩	男の子
男孩	少年
男孩	ボーイ
男孩	boys
男孩	男の子
梨	ナシ
梨	pear
加速	加速度
加速	加速
感情	感情
感情	リレーションシップ
感情	交際
感情	感情
感情	気持ち
感情	感情
狐	キツネ
重複	重複
重複	複製
自殺	自殺
利物浦	リヴァプール
利物浦	リバプール
比利時	ベルギー
智慧	知能
智慧	知恵
尺寸	サイズ
尺寸	サイズ
尺寸	寸法
尺寸	サイズ
樂隊	band
樂隊	バンド
樂隊	バンド
信徒	信者
同志	同志
同志	仲間
騎	乗馬
騎	乗る
騎	配車
體育館	アレーナ
體育館	アリーナ
體育館	体育館
體育館	ジム
體育館	体育館
體育館	スタジアム
逆	反転
逆	リバース
鐘	クロック
鐘	時計
鐘	ベル
分享	共有
分享	共有
分享	シェア
分享	共有
分享	シェア
分享	株式
分享	シェア
班機	フライト
班機	飛行
時報	タイムズ
擴大	膨張
擴大	引き伸ばし
讀者	読者
讀者	リーダー
讀者	読者
讀者	リーダー
指數	索引
指數	インデックス
指數	索引
指數	インデックス
猴	サル
帝王	インペリアル
撰寫	書き込み
撰寫	書く
撰寫	書き込む
撰寫	筆記
撰寫	執筆
撰寫	書き込み
撰寫	筆記
絕對	絶対に
重點	焦点
重點	フォーカス
感覺	感じる
感覺	feel
感覺	フィール
感覺	感じ
感覺	気分
感覺	フィーリング
左翼	左側
九州	九州
種族	人種
種族	競走
種族	レース
限	限定
限	limited
限	制限
限	リミット
限	限界
總裁	ceo
休息	休憩
休息	ブレーク
休息	区切り
休息	安静
休息	休む
曲目	トラック
曲目	トラック
曆	カレンダー
東區	イースト
東區	東部
定期	レギュラー
反抗	反乱
殺害	キリング
席位	座席
穿越	クロッシング
株	変形
管制	コントロール
咖啡	コーヒー
胸	乳房
胸	母乳
眼睛	アイズ
亂	混乱
星座	星座
星座	星座
否則	さもなければ
貴族	尊い
貴族	貴族
訊息	メッセージ
訊息	伝言
訊息	メッセージ
浪漫	ロマンス
浪漫	ロマンチック
窗	windows
窗	ウィンドウ
主權	主権
主權	主権
探索	探検
探索	探検
探索	探検
探索	発見
探索	ディスカバリー
探索	発見
簽約	署名
簽約	調印
晚間	夕方
望遠鏡	双眼鏡
望遠鏡	望遠鏡
望遠鏡	望遠鏡
手槍	拳銃
手槍	ピストル
月份	ヶ月
月份	months
月份	月間
軸	シャフト
內地	内部
內地	内装
內地	内面
內地	インテリア
內地	内陸
內地	本土
電車	トラム
觀光	観光
特區	sar
緊急	緊急
適合	フィット
適合	fit
弟子	弟子
價格	価格
價格	プライス
價格	対価
價格	値段
價格	価格
精選	注目
銅	青銅
銅	ブロンズ
單一	モノ
單一	シングル
單一	独身
象徵	シンボル
象徵	記号
部署	配備
部署	配置
部署	配備
精靈	ジニー
精靈	エルフ
事實	事実
事實	真実
事實	真理
巨人	巨人
巨人	ジャイアンツ
巨人	巨人
巨人	ジャイアント
巨人	巨大
梓	あずさ
無限	インフィニット
無限	無限
無限	infinity
無限	無限大
無限	無制限
王后	女王
王后	クイーン
永遠	常に
永遠	いつも
永遠	フォーエバー
福岡	福岡
難	一生懸命
難	ハード
難	難しい
難	難しい
污染	汚染
污染	公害
污染	汚染
戰術	戦術
戰術	戦術
宿舍	学寮
宿舍	ホステル
追求	クエスト
追求	追跡
追求	追求
衛生	衛生
符號	シンボル
符號	記号
符號	シンボル
符號	記号
郝	ハオ
議題	トピック
緬甸	ビルマ
緬甸	ミャンマー
七十	seventy
昆明	昆明市
環球	ユニバーサル
環球	グローブ
彬	bin
燈	ライト
燈	ランプ
交換	スワップ
交換	交換
交易所	交換
印象	インプレッション
印象	インプレッション
乳	牛乳
乳	ミルク
提前	アーリー
提前	早い
神奇	素晴らしい
神奇	凄い
神奇	すごい
神奇	magic
神奇	魔法
神奇	マジック
神奇	マジカル
週刊	毎週
週刊	週間
週刊	週刊
週刊	ウィークリー
示威	デモンストレーション
示威	実演
示威	デモ
示威	デモ
撞擊	インパクト
撞擊	衝撃
撞擊	衝突
日子	日数
種子	種子
種子	シード
種子	種子
種子	シード
樂園	パラダイス
樂園	楽園
排行	ランキング
標本	標本
標本	見本
標本	標本
呈現	提示
呈現	プレゼン
維護	メンテナンス
維護	整備
萍	ping
搜尋	検索
搜尋	検索
米蘭	ミラノ
德州	テキサス
威尼斯	ベニス
威尼斯	ヴェネツィア
威尼斯	ベネチア
答	回答
答	答え
答	答弁
鼓勵	すすめる
鼓勵	奨励
鼓勵	激励
氪	クリプトン
考試	審査
考試	試験
考試	検査
考試	取調べ
考試	試験
考試	試験
展覽	展示
展覽	展示
展覽	展示
展覽	展示
柬埔寨	カンボジア
希特勒	ヒトラー
希特勒	ヒットラー
輸入	入力
處理器	プロセッサ
處理器	プロセッサ
無效	null
無效	ヌル
無效	無効
贊助	スポンサー
贊助	スポンサー
贊助	スポンサー
保守	保守
真人	雅人
幫忙	ヘルプ
金剛	ヴァジュラ
金剛	金剛杵
競賽	人種
競賽	競走
競賽	レース
競賽	競技
競賽	コンペ
競賽	競争
競賽	コンペティション
競賽	コンテスト
競賽	コンテスト
場地	会場
場地	会場
首歌	歌曲
首歌	ソング
神話	神話
神話	神話
神話	神話
超人	スーパーマン
股票	株式
股票	ストック
實現	気づき
實現	実現
實現	換価
八十	eighty
出局	アウト
瑪麗	メアリ
瑪麗	メアリー
戰場	戦場
戰場	戦場
平等	平等
平等	等しい
平等	イコール
價	プライス
價	対価
價	値段
價	価格
聽	聴く
困難	困難
困難	困難
困難	難しい
機車	スクーター
機車	バイク
機車	オートバイ
機車	機関車
危險	危険
危險	危険
強大	強い
強大	濃い
強大	パワフル
技巧	トリック
技巧	スキル
技巧	テクニック
技巧	技法
外國	外国
瓦爾	val
瓦爾	ヴァル
帽	cap
帽	キャップ
帽	ハット
帽	帽子
公寓	フラット
公寓	コンドミニアム
公寓	マンション
公寓	アパート
公寓	アパート
接管	買収
一面	サイド
奧運會	オリンピック
聯絡	連絡
聯絡	コンタクト
漢語	中国語
漢語	中国人
下載	ダウンロード
下載	ダウンロード
下載	ダウンロード
獅子	ライオン
獅子	獅子
獅子	ライオン
獅子	ライオンズ
裡面	インサイド
梯	ラダー
梯	ハシゴ
梯	はしご
梯	梯子
修道院	修道院
修道院	僧院
修道院	修道院
修道院	修道院
租借	賃貸
租借	貸す
租借	賃貸借
總監	警視
地中海	地中海
釋放	釈放
釋放	リリース
戰艦	戦艦
戰艦	軍艦
戰艦	軍艦
登記	原簿
登記	登録
登記	レジスタ
登記	登録
登記	登記
黃色	イエロー
黃色	黄色
提案	提案
提案	プロポーズ
學士	独身
批判	批評
批判	批評
批判	評論
批判	批判
批判	クリティカル
傀儡	パペット
傀儡	パペット
馬力	馬力
馬力	マリック
熟悉	おなじみ
海水	海水
直徑	直径
聖經	聖書
村民	村民
村民	村人
威爾斯	ウェールズ
招生	入場
招生	入学
招生	入園
拱	アーチ
現有	既存
銀河	銀河
銀河	銀河系
寶貝	ベイビー
寶貝	赤ちゃん
創辦人	創始者
創辦人	開祖
公會	ギルド
實力	体力
實力	強度
多倫多	トロント
獎金	ボーナス
營業	オープン
營業	開館
營業	開く
閱讀	読み
閱讀	読み込み
閱讀	読み取り
