から	od
半導体	poluprovodnika
ギニア	gvineja
ウラジーミル	vladimir
絶対に	apsolutno
リサ	lisa
ライス	rice
カーニバル	karneval
アフター	nakon
拡散	difuzija
拡散	širenja
拡散	difuzna
メモ	napomena
メモ	note
メモ	nota
メモ	dopis
モダン	moderna
モダン	savremena
モダン	savremen
コスモス	kosmosa
お知らせ	hadis
お知らせ	obavještenje
カルロ	carlo
木星	jupiter
規約	pojmove
規約	uslovi
奉納	posvećenost
椅子	stolac
椅子	stolica
車掌	dirigent
車掌	provodnik
リール	reel
宰相	kancelara
宰相	kancelar
宰相	kancelarka
ダスト	prašine
ダスト	prašina
ダスト	prašinu
喜び	radost
喜び	radosti
喜び	zadovoljstvo
歌曲	pjesma
シュミット	schmidt
ノーフォーク	norfolk
摂政	regency
摂政	namjesnika
摂政	regenti
ストレス	stres
ストレス	naglasio
ストレス	naglašeno
カクテル	koktel
ケベック	québec
遅延	odlaganje
遅延	odložena
三沢	misawa
褐色	brown
モザイク	mozaik
非公式	nezvanični
非公式	neformalne
非公式	neformalni
アトラス	atlas
巫女	miko
店長	rukovodilac
スープ	čorba
モナコ	monako
腫瘍	tumor
ヒルズ	brdima
ヒルズ	brda
ヒルズ	hills
アリア	arija
ハリケーン	uragan
創始者	osnivača
創始者	osnivač
二度	dvaput
ティッシュ	tkiva
ティッシュ	tkivu
ティッシュ	tkiva
ティッシュ	tkivo
アリー	saveznica
アリー	saveznik
アリー	arie
泥棒	kradljivac
かすみ	kasumi
ブドウ	grožđe
ブドウ	grožđe
マスコット	maskota
マスコット	maskota
ポルシェ	porsche
放浪	luta
フレンド	prijatelj
フレンド	drug
デュエット	duet
支払う	platiti
支払う	plaćaju
支払う	plati
支払う	plate
オクラホマ	oklahoma
相互作用	interakcija
相互作用	interakcije
相互作用	interakcije
フレッド	fred
エリー	eli
エリー	elly
承継	naslijeđe
フィッシャー	fišer
フィッシャー	fischer
集積	napetosti
ペーパー	papir
狩猟	lov
ミール	mir
家具	namještaj
ジャム	jam
ボルチモア	baltimore
チャック	chuck
モリス	morris
モロッコ	maroko
モロッコ	marokanski
パット	pat
自由主義	liberalizam
まあ	pa
メルボルン	melbourne
完璧	savršen
完璧	savršena
完璧	savršenstvo
完璧	savršenstva
コスタ	costa
アイスホッケー	hokej
五月	maj
サンシャイン	sunce
セメント	cementa
セメント	cement
ミカ	mika
ウサギ	zec
クリップ	spremnika
クリップ	spot
クリップ	klip
ダニー	deni
ダニー	danny
補完	završetak
補完	završetku
補完	završetka
常時	neprekidno
常時	stalno
クック	cook
娯楽	zabavni
娯楽	zabava
ローザ	rosa
レディース	ladies
レディース	dame
ローリー	rory
サムライ	samuraj
素晴らしい	amazing
素晴らしい	nevjerovatno
素晴らしい	divno
素晴らしい	divan
エラ	ella
エラ	ela
砂糖	šećer
ケーキ	kolaca
ケーキ	kolače
ベール	bale
ベール	veo
レーシング	racing
センス	čulo
魚類	ribe
知恵	mudrost
警報	upozorenje
警報	upozoravajući
警報	upozorenja
プリン	pudding
炎上	flames
ロビー	robby
ロビー	robbie
ジョルジュ	georges
フォース	sila
知能	inteligencija
知能	intelligent
知能	intelekt
リヨン	lyon
オンタリオ	ontario
通訳	prevodilac
通訳	tumačenje
弾丸	bullets
弾丸	metaka
弾丸	metak
クロック	sahat
クロック	sat
ドロップ	opada
ドロップ	kap
ドロップ	pad
ドロップ	ispušta
ドロップ	kapi
カーター	carter
サンプル	uzorak
サンプル	uzorka
サンプル	uzorku
サンプル	uzorci
婚姻	brak
レバノン	libanska
レバノン	liban
樹木	drveće
ジョナサン	jonathan
シカ	jelen
シカ	jelen
ハンブルク	hamburg
デイヴィス	davis
ケープ	rt
ガルシア	garsija
ガルシア	garcía
百済	baekje
エストニア	estonija
弁当	bento
特権	privilegija
特権	privilegije
平家	heike
青梅	ome
脅迫	prijeti
脅迫	prijete
脅迫	prijetnje
脅迫	prijetnjama
脅迫	prijetnji
脅迫	zastrašivanja
オファー	ponuda
トランスフォーマー	transformatora
線形	linearno
線形	linearna
コンチネンタル	kontinentalna
コンチネンタル	kontinentalni
ウズベキスタン	uzbekistana
釈放	puštanje
釈放	oslobađanje
エッジ	edge
エッジ	rubovima
メイ	maj
高額	skup
ディビジョン	diviziji
ディビジョン	podjela
ディビジョン	divizija
骨格	kostur
安部	abe
非公開	privatno
非公開	privatne
非公開	privatni
非公開	privatna
非公開	privatno
埠頭	wharf
水族館	akvarij
ロスト	izgubljeni
ロスト	izgubila
ロスト	izgubljena
ロスト	izgubili
ロスト	izgubio
執事	steward
大通り	boulevard
大通り	bulevar
フライング	leteći
平等	jednakost
平等	ravnopravnost
平等	jednakosti
ブラウザ	pregledač
ブラウザ	preglednik
うさぎ	dugouško
うさぎ	bani
うさぎ	zec
ガイドブック	guidebook
特色	specifičnosti
牛乳	mlijeko
進入	pristup
進入	pristupom
進入	pristupu
進入	prilaz
多項式	polinom
多項式	polinomi
プラズマ	plazma
プラズマ	plazme
長寿	dugovječnost
ルーツ	korijene
ルーツ	korijenima
ルーツ	korijeni
ダイジェスト	digest
育つ	raste
クルス	cruz
ザール	saar
去る	odlazak
去る	napušta
去る	ostavljajući
去る	napuštanje
去る	ostavivši
独身	single
独身	bachelor
ファンド	fond
スピーカー	govornika
スピーカー	govornici
スピーカー	predsjedavajući
スピーカー	predsjedavajućeg
ファミコン	famicom
ディフェンス	odbrana
ディフェンス	odbranu
ディフェンス	odbrana
診療所	klinika
ミッドナイト	ponoć
ミッドナイト	ponoći
ミッドナイト	ponoćno
真夜中	ponoć
真夜中	ponoći
真夜中	ponoćno
セルゲイ	sergei
セルゲイ	sergej
軍曹	narednik
アルジェリア	alžirska
アルジェリア	alžir
ハブ	čvorište
ドラッグ	droga
ドラッグ	droga
欲望	želju
欲望	želja
欲望	strastima
欲望	želje
ホルモン	hormon
ホルモン	hormoni
ゾンビ	zombie
ゾンビ	zombies
星雲	maglina
星雲	nebulae
マクロ	makro
マクロ	makroekonomska
敗者	gubitnici
敗者	loser
休憩	brejk
ノイズ	buke
生理学	fiziologija
スケッチ	skice
スケッチ	crtež
ミハイル	mihail
ワット	vat
ワット	wat
ワット	vat
ブンデスリーガ	bundeslige
ウルグアイ	urugvajska
ウルグアイ	urugvaj
自慢	ponosna
自慢	proud
自慢	ponosni
許し	oprost
コマーシャル	reklame
コマーシャル	komercijalne
コマーシャル	komercijalni
コマーシャル	reklama
匿名	anonimnosti
匿名	anonimno
速い	brzo
速い	brza
速い	brz
速い	brzi
メドレー	medley
ジョーダン	jordan
あした	sutra
落ちる	jesen
落ちる	pad
ワルツ	valcer
コンソール	konzola
反逆	izdaju
ドバイ	dubai
裏切り	izdaju
裏切り	izdaje
えみ	emi
クーパー	cooper
部数	kopija
部数	kopije
トーン	ton
部署	odjel
部署	katedri
部署	odjeljenje
部署	departmenta
ライム	lime
ニコラス	nicholas
エイリアン	alien
エイリアン	vanzemaljski
エイリアン	strancima
家庭教師	tutor
カスティーリャ	kastilje
ロイド	lloyd
同性愛	homoseksualnost
中身	popunjavaju
ウィズ	wiz
アクティブ	aktivna
アクティブ	aktivni
アクティブ	aktivan
アクティブ	aktiviraju
アクティブ	aktivira
シオン	sion
シオン	zion
カノン	canon
怖い	scary
ジャマイカ	jamajka
行進曲	mart
盆地	nizija
奉仕	altruizam
罰金	kazne
軽い	svjetlost
アンコール	encore
アンコール	angkor
フェルト	osjetio
転移	tranziciji
転移	prelazni
転移	tranzicija
ストリーム	tokove
ストリーム	potok
近所	susjedima
近所	naselje
近所	susjeda
トロフィー	trophy
トロフィー	trofej
トロフィー	trofeji
援軍	pojačanja
ティーン	teen
ラット	pacova
コイ	carp
ペンギン	pingvina
ペンギン	pingvin
ルクセンブルク	luksemburg
マヌエル	manuel
彫刻家	vajar
ペリー	perry
被告	optuženi
被告	optuženika
被告	optuženi
被告	okrivljeni
被告	optuženik
ジャガー	jaguar
楽しみ	uživanje
イヴァン	ivan
キラー	ubicu
キラー	ubica
フィルター	filter
フィルター	filtera
海水	morskoj
ブダペスト	budimpešta
ヘクタール	hektara
ヘクタール	hektar
給与	plaće
給与	plate
給与	plaća
給与	plaće
給与	plate
十字架	krst
シンシナティ	cincinnati
アトラクション	atrakcija
アトラクション	privlačnost
アトラクション	atrakciju
アトラクション	atrakcija
アトラクション	atrakcije
フィレンツェ	florence
クリーン	čistu
クリーン	čistim
クリーン	čista
クリーン	čist
クリーン	čistom
こんにちは	alo
こんにちは	halo
ナース	nurse
アラバマ	alabama
オーロラ	aurora
真空	vakuum
発現	ispoljavanje
上川	kamikawa
デュアル	dvostruku
デュアル	dvostruka
賃貸	najma
版画	hanga
ミッキー	mickey
ミッキー	miki
ミッキー	micky
変態	metamorfoza
ルーズベルト	roosevelt
反転	inverzna
反転	invert
ナナ	nana
塩基	baza
祖国	fatherland
シャフト	shaft
マスト	mast
モーション	motion
モーション	pokretu
運ぶ	prenose
パイレーツ	pirati
パイレーツ	pirata
封鎖	blokada
封鎖	blokade
封鎖	blokadu
鋳造	casting
コンサルティング	konsalting
マウンテン	planina
リナ	lina
ストーム	oluja
火薬	barut
バロック	barok
緊張	nervni
緊張	napeta
緊張	tenzije
緊張	tenzija
イアン	ian
増やす	povećanje
増やす	porast
増やす	povećati
たばこ	duhan
たばこ	duhana
黒沢	kurosawa
哺乳類	sisari
哺乳類	sisari
ロペス	lópez
ロペス	lopes
ロペス	lopez
名声	slavnih
名声	fame
クモ	pauk
離れる	napustiti
離れる	ostavi
離れる	napusti
樹脂	smole
コスモ	cosmo
エステ	este
アドバイザー	savjetnik
アドバイザー	savetnik
アドバイザー	savjetnik
原点	porijekla
原点	porijeklo
ウィル	will
ウィル	će
ウィル	ce
断片	fragmenti
断片	fragmenata
ヨハネス	johannes
利点	prednosti
利点	prednost
指針	smjernice
指針	guideline
破棄	ukinut
マサ	masa
ロイ	roy
ロイ	roj
おじさん	amidže
おじさん	ujka
おじさん	amidža
スワン	labud
甲賀	koga
沈黙	tišina
ユタ	utah
ケント	kent
ランチ	ručak
マヤ	maya
マヤ	maja
呼び出し	invocation
囚人	zatvorenik
囚人	zarobljenike
囚人	zatvorenici
囚人	zatvorenik
道徳	moral
道徳	morala
泣き	cry
光子	foton
カジノ	kazino
頭痛	glavobolje
頭痛	glavobolja
太刀	tachi
いちご	jagoda
いちご	jagoda
並列	paralelnost
並列	paralelna
並列	paralelnih
並列	paralelne
並列	paralelni
並列	paralelno
キログラム	kilogram
ローソン	lawson
事柄	materija
計算機	računar
インク	ink
ミサ	masa
オバマ	obama
未亡人	udovica
タブ	tab
食材	sastojci
食材	sastojak
暗い	tamne
暗い	dark
暗い	mraku
暗い	tamna
暗い	mračna
ルース	ruth
ルース	slobodi
熱い	hot
熱い	vrelo
風呂	kupanje
輝き	sjaja
ミント	mint
ベンツ	benz
皇女	princeze
融資	kredit
融資	pozajmice
融資	krediti
融資	kredita
融資	finansiranje
ピラミッド	piramida
ピラミッド	piramide
ピラミッド	piramida
痛み	bol
プロフェッショナル	profesionalizma
プロフェッショナル	profesionalne
プロフェッショナル	profesionalna
プロフェッショナル	profesionalni
プロフェッショナル	professional
プロフェッショナル	profesionalci
プロフェッショナル	profesionalaca
ストックホルム	stockholm
バトラー	butler
偶数	čak
コラボ	saradnja
パンツ	pantalone
パンツ	hlače
ソユーズ	soyuz
車椅子	kolica
フランコ	franco
浅田	asada
エラー	grešaka
エラー	greške
エラー	greška
使い方	upotreba
クリントン	clinton
シリンダー	cilindar
アスキー	ascii
ノード	čvor
ベラルーシ	bjelorusija
ベラルーシ	bjeloruski
ドミニカ	dominika
硫酸	sulfat
マルタ	malteški
マルタ	malta
侍従	chamberlain
ゾウ	slonovi
ゾウ	slon
呪文	urok
エーカー	hektara
エーカー	acre
カザフスタン	kazahstan
ニュートン	njutn
ニュートン	newton
何でも	išta
群れ	jato
群れ	stada
カイロ	kairo
くるみ	orah
不具合	baje
不具合	bag
不具合	buba
不具合	bug
幸雄	yukio
メロン	melon
メロン	dinje
黒澤	kurosawa
英樹	hideki
クーペ	coupé
クーペ	coupe
男の子	boy
男の子	dječak
男の子	dečak
男の子	momci
男の子	boys
男の子	dječaci
おおよそ	približno
おおよそ	približno
おおよそ	približnu
フィット	stati
フィット	fit
面白い	zanimljiva
面白い	zanimljivo
面白い	interesantan
面白い	interesantno
面白い	zanimljiv
アクセント	akcenat
クロウ	crow
クロウ	crowe
驚異	čuda
派閥	frakcija
パケット	packet
未定	možda
岡野	okano
意欲	spremnost
きわめて	izuzetno
三日月	polumjesec
井原	ihara
保護者	roditelji
指輪	ring
指輪	prsten
指輪	prstenovi
ジャンヌ	jeanne
ホールド	hold
ホールド	održati
ホールド	drže
証明書	potvrde
証明書	certifikat
五島	goto
末裔	potomci
競泳	plivača
競泳	plivačica
競泳	plivač
競泳	plivanju
クローバー	clover
監禁	confinement
過半数	većina
経理	računovodstvo
硫黄	sumpor
硫黄	sumpor
フランチェスコ	francesco
預金	uštedu
預金	depozita
捕食	plen
ヘルメット	helmets
スパーク	iskra
抽象	apstraktna
抽象	apstraktni
スルー	kroz
フィリップス	philips
フィリップス	phillips
ケニア	kenija
寄生	parazita
資本主義	kapitalizma
意匠	dizajn
弾道	putanja
弾道	balističke
弾道	balističkih
デフォルト	default
デフォルト	uobičajeni
デフォルト	uobičajena
ベット	bette
ベット	ulog
ベット	opkladu
ソープ	sapun
ユネスコ	unesco
ナノ	nano
スチール	čelik
茶色	brown
カズ	kazu
解像度	rezolucija
ロドリゲス	rodriguez
ラオス	laos
デュオ	duo
リビア	libijske
リビア	libijski
リビア	libijskih
リビア	libija
ジェネレーション	generacija
ランス	lens
ランス	koplje
支配人	rukovodilac
クリニック	klinika
無形	nematerijalne
キッチン	kuhinje
キッチン	kuhinja
キッチン	kuhinji
レイプ	silovanje
ベータ	beta
葛西	kasai
クイン	quinn
没収	oduzimanje
真珠	pearl
真珠	biser
マカオ	makao
スカート	suknja
醤油	soja
アイン	anh
アイン	ein
マシュー	matthew
ウェルズ	vels
ウェルズ	wells
ジェファーソン	jefferson
ウィスコンシン	wisconsin
隕石	meteorit
岩石	stijene
岩石	stijena
岩石	stijenama
買う	kupi
買う	kupiti
投げる	baci
盗賊	bandit
盗賊	banditi
シュトラウス	strauss
親戚	relativna
親戚	rodbina
シモン	simon
羽根	perje
イルカ	delfin
イルカ	delfini
バーク	kora
アンサンブル	ansambl
かご	korpe
孤児	siroče
ホープ	nada
ホープ	nade
アームストロング	armstrong
皮肉	ironično
皮肉	ironija
皮肉	ironično
テクニカル	tehnički
テクニカル	tehnička
書記官	službenik
絞り	aperture
拷問	mučenja
拷問	mučenju
拷問	mučenje
ルル	lulu
アクセル	axel
清掃	čišćenje
ダコタ	dakota
ヘレン	helen
立案	izradom
立案	izradu
立案	izrada
プロトタイプ	prototip
ウリ	melon
ウリ	dinje
ウリ	uli
天候	vremenska
却下	pad
却下	odbacila
シド	syd
シド	sida
シド	sid
スローガン	slogan
スローガン	sloganom
湿地	močvara
湿地	wetland
バロン	barron
挑発	provokaciju
バルカン	balkanski
バルカン	balkan
バルカン	balkanska
承諾	saglasnost
承諾	prihvatanje
添付	pripajanje
ルック	vidi
カルシウム	kalcij
克服	prevazilaženja
克服	prevazilaženje
克服	prevazići
事由	osnov
和歌	waka
フランチャイズ	franšizu
ジュリア	julia
ジュリア	julija
調停	posredovanje
ボウリング	bowling
プリメーラ	primera
コソボ	kosovo
ジャッキー	džeki
ジャッキー	jackie
マディソン	madison
おもちゃ	igračka
おもちゃ	igračke
おもちゃ	toys
イヴ	hava
ポピュラー	popularna
ポピュラー	popularan
ポピュラー	popularni
鋼鉄	čelik
ケイト	kate
メーター	metra
メーター	metara
リンダ	linda
体積	volumen
体積	tomova
組み立て	skupština
基底	osnova
基底	osnovu
ロボ	robo
経費	izdataka
経費	troškovi
ホリデー	praznik
ミルウォーキー	milwaukee
超過	višak
インテリア	enterijera
公使	ministar
公使	ministri
ジョッキー	jockey
キリスト教徒	hrišćanski
キリスト教徒	christian
キリスト教徒	hrišćanska
キリスト教徒	kršćanska
キリスト教徒	hrišćanin
キリスト教徒	kristijan
キリスト教徒	hrišćani
リヴァプール	liverpool
スコープ	opseg
三谷	mitani
児島	kojima
カメ	kornjača
制裁	sankcija
制裁	sankcije
バックアップ	backup
ステファン	stefan
ステファン	stephan
スーダン	sudan
スーダン	sudanski
細い	tanke
エキス	crpi
エキス	ekstrakt
エキス	izvući
キッズ	deca
キッズ	djeca
憲章	povelja
キティ	kiti
ねじ	vijak
ねじ	screws
警部補	poručnik
柔術	jujutsu
諸侯	lords
スキャンダル	skandal
トンプソン	thompson
テラス	terase
キプロス	kipar
キプロス	kiparska
キプロス	kiparski
ナイジェリア	nigerija
ターナー	turner
調和	harmoniju
調和	harmonije
調和	harmonija
タニア	tanja
笑う	smije
アゼルバイジャン	azerbejdžan
サントス	santos
支出	izdatke
マインド	um
ベオグラード	beograd
ミゲル	miguel
三船	mifune
元老院	senat
銘柄	marka
見通し	izgledi
三角形	trougao
クジラ	kitovi
クジラ	kitova
クジラ	kit
レーニン	lenjin
叫び	vrisak
ヴュルテンベルク	württemberg
ゼット	zed
ハープ	harfa
ソプラノ	sopran
知人	poznanika
知人	poznanicima
北京市	peking
アミノ酸	amino
遂に	konačno
ムード	raspoloženje
パブリッシング	izdavačka
パブリッシング	izdavačke
パブリッシング	izdavačkom
下町	centru
ジョヴァンニ	giovanni
カラス	crow
模倣	imitacije
ウォルト	walt
発酵	ekstremista
発酵	fermentacija
伯父	amidže
伯父	ujka
伯父	amidža
楽しい	fun
楽しい	zabava
トマト	paradajz
トマト	paradajz
騒音	buke
英明	mudra
流す	flush
流派	škole
エステル	ester
エステル	estelle
ラルフ	ralph
ノーマル	normalno
ノーマル	normalan
ノーマル	normalni
ノーマル	normalne
ノーマル	normalna
インタフェース	interfejs
ナチュラル	prirodno
ボヘミア	bohemia
ボヘミア	bohemije
ディアス	díaz
ディアス	diaz
チャイナ	kina
こだわり	opsesija
こだわり	opsesije
ディフェンダー	defender
ディフェンダー	branilac
入国	imigracija
代理人	zastupnik
代理人	predstavnik
代理人	agens
代理人	agent
湯浅	yuasa
レンツ	lenz
不全	insuficijencija
話し合い	diskusija
ヘルシンキ	helsinki
アーノルド	arnold
ハノーファー	hannover
ハノーファー	hannover
製造業	proizvodi
宣告	kaznu
宣告	rečenica
宣告	kazna
宣告	presudom
マフィア	mafija
ルビ	ruby
金髪	blonde
金髪	plava
金髪	plav
金髪	blond
ヴィオラ	viola
不幸	nezadovoljno
胞子	spore
胞子	spore
開花	cvjetni
開花	blooming
ジュール	jules
回帰	nazadovanje
ネバダ	nevada
近似	aproksimacija
ビクトリア	viktorija
ビクトリア	victoria
給付	korist
環礁	atol
手動	uputstvo
手動	priručnik
手動	ručno
マキシ	maxi
レオナルド	leonardo
許諾	dozvolu
まゆ	obrva
カオス	haos
マネージメント	menadžment
ハングル	hangul
抹消	otkazivanja
セクシー	sexy
ダウ	dow
リッチモンド	richmond
注ぐ	ulivaju
カーネル	kernel
電線	kabla
スペンサー	spencer
ギルバート	gilbert
興奮	uzbuđenje
モータースポーツ	motorsport
台地	platou
台地	plato
パルマ	palma
パルマ	parma
日数	dana
再戦	revanš
未遂	pokušaji
未遂	pokušaja
未遂	pokušaje
未遂	pokušajima
未遂	pokušaj
クライアント	klijent
クライアント	klijente
クライアント	klijenata
掃除	čišćenje
ウシ	stoku
ウシ	stoke
ソマリア	somalija
穀物	žita
穀物	zrno
パオ	pao
音色	tonova
スカイライン	skyline
鉱石	ruda
保育園	dječija
シンポジウム	simpozijum
美香	mika
ブランデンブルク	brandenburg
エドガー	edgar
ローラー	roller
下線	podvući
トラスト	trust
トラスト	povjerenje
エリカ	erika
フラット	ravan
フラット	ravne
アニメーター	animator
ジョーカー	joker
受け入れる	prihvatiti
受け入れる	prihvate
受け入れる	prihvati
補助金	subvencije
補助金	subvencija
歯車	opremu
俊夫	toshio
グレッグ	greg
パスワード	password
申告	proglasi
申告	proglasiti
申告	deklaracija
申告	proglašenje
赤ちゃん	beba
赤ちゃん	baby
赤ちゃん	mala
赤ちゃん	bebe
壱岐	iki
会う	ispuniti
セクター	sektor
セクター	sektore
セクター	sektora
セクター	sektori
濃い	jaka
濃い	jaki
減らす	smanjenja
減らす	smanjenje
減らす	smanji
ショパン	chopina
ネック	vrat
ストライキ	štrajk
最低限	minimalno
最低限	minimum
最低限	minimalna
レター	pismo
レター	slovo
回廊	koridor
プレゼン	prezentacija
プレゼン	predstavljajući
プレゼン	prezentacije
モスク	džamija
ルーカス	lucas
ルーカス	lukas
プライド	ponos
テロリスト	terorističkog
テロリスト	terorističke
テロリスト	teroristički
テロリスト	terorista
テロリスト	teroristi
バーンズ	barnes
バーンズ	burns
バーンズ	opekotine
管理人	admin
管理人	administrators
管理人	administrator
持ち込み	prenose
持ち込み	donijeti
持ち込み	donose
持ち込み	dovode
サンガ	sanga
コスチューム	kostim
カージナルス	cardinals
美智子	michiko
波動	talas
エアバス	airbus
スペック	zrnce
スペック	spec
ボリス	boris
サンバ	samba
チキン	kokoška
インデックス	indeks
中道	umjerene
ピックアップ	prihvat
コールド	hladno
プライス	cijena
ハロルド	harold
待遇	liječenje
待遇	lečenje
待遇	tretman
待遇	tretmanu
北極	arktik
フレンチ	francuski
すごい	amazing
すごい	nevjerovatno
吹雪	blizzard
ライプツィヒ	leipzig
アダムズ	adams
ジュース	sok
ジュース	sokovi
ルージュ	rouge
ニュルンベルク	nirnberški
ブラザー	brat
チューリッヒ	zürich
チューリッヒ	cirih
チューリッヒ	zürich
内線	produženje
ルクス	luks
ステッカー	sličice
浅い	plitkih
カブ	cub
パウル	paul
ハンドボール	rukomet
オークス	oaks
エッグ	jaja
エッグ	jaje
更生	obnovu
スキン	koža
パース	perth
エマ	ema
エマ	emma
ヌード	akt
メビウス	moebius
公害	zagađenje
公害	zagađenost
コペンハーゲン	kopenhagen
りんご	jabuke
りんご	jabuka
ヒカル	hikaru
インフルエンザ	gripa
インフルエンザ	gripe
オーボエ	oboa
石山	ishiyama
毒性	otrovni
毒性	toksičnost
メカニズム	mehanizmi
メカニズム	mehanizama
メカニズム	mehanizam
ファンタジア	fantasia
やさしい	lak
やさしい	lako
やさしい	lahko
やさしい	polahko
燃える	paljenje
体質	ustav
イヌ	psa
イヌ	pas
イヌ	dog
イヌ	ker
苦しみ	patnja
苦しみ	stradanja
苦しみ	patnje
苦しみ	pate
苦しみ	muke
苦しみ	pati
キノコ	gljiva
グラン	gran
厚い	gusta
終着駅	terminus
ヤンキー	yankee
ボア	boa
麻痺	paralizu
オリンピア	olimpiji
クラウス	kraus
クラウス	klaus
証人	svjedoci
証人	svjedok
石碑	stele
賞賛	divljenje
賞賛	pohvala
賞賛	pohvale
シリアル	serijske
シリアル	serijski
シリアル	serijskog
シリアル	serijska
シリアル	žitarice
ウィンドウ	prozor
乱闘	tuči
水分	vlage
聴く	slušaj
バーバラ	barbara
遊ぶ	play
遊ぶ	igrati
遊ぶ	igraju
決済	plaćanje
決済	plaćanja
決済	naselje
決済	plaćanje
決済	isplata
サニー	sunčan
サニー	sani
嫉妬	ljubomoran
嫉妬	ljubomore
嫉妬	jealousy
ディスコ	disko
ブタ	svinje
ブタ	svinju
ノーマン	norman
ノーマン	normana
尾翼	rep
退却	povlači
悪意	malice
受け取る	primaju
アーロン	harun
アンチ	anti
ピコ	pico
ステンレス	nehrđajući
壁画	mural
エンブレム	simboli
エンブレム	amblem
素敵	nice
思想家	mislilaca
ピクセル	piksel
コントローラ	kontrolori
たまに	povremeno
外科医	hirurg
伝送	prenos
トロイ	troja
タンカー	tanker
気体	plin
気体	gasove
気体	gasova
気体	gasovi
処罰	kaznu
処罰	kazna
ロータス	lotus
キャンセル	otkazan
キャンセル	otkazivanja
ウィキ	wiki
リスボン	lisabon
掘削	iskopavanja
掘削	bušenja
ボリビア	bolivija
悪夢	košmar
演目	programima
演目	programi
標準化	standardizaciju
チェルシー	chelsea
ナンシー	nancy
カタール	katar
ゲイリー	gary
やまと	yamato
出血	krvarenje
タンゴ	tango
ロンド	rondo
キックボクシング	kickboxing
台北市	taipei
諮問	konsultacije
諮問	konsultacija
火事	vatra
ジュリエット	julija
マクラーレン	mclaren
プファルツ	pfalz
オアシス	oaza
赤道	ekvator
クウェート	kuvajt
クウェート	kuvajtski
疲労	iscrpljujućih
疲労	umor
疲労	iscrpljenosti
国々	zemljama
国々	zemlje
ディー	dee
内訳	slom
ジャイアント	div
バディ	buddy
出願	primjenu
出願	aplikacija
出願	prijavu
出願	prijavi
出願	aplikativni
出願	prijave
ウォーレン	warren
銃弾	metak
妥協	kompromis
グラミー	guramije
グラミー	grammy
抗体	antitijela
抗体	antitijelo
トモ	tomo
風船	balon
風船	balona
おばさん	tetka
リターン	povratka
リターン	povratak
ユーラシア	euroazijske
安定性	stabilnost
フェリックス	felix
エレクトロニクス	elektronika
パトロール	patrola
パトロール	patrolni
クレーター	kratera
クレーター	krater
キャピタル	kapital
チャット	chat
糖尿病	šećerna
糖尿病	dijabetes
ディズニーランド	disneyland
エルフ	vilenjaci
エルフ	elves
バーガー	burger
カリウム	kalij
サバイバル	opstanak
サバイバル	preživljavanje
シックス	šest
蛍光	fluorescentna
蛍光	fluorescencija
可愛い	prilično
可愛い	pretty
スピリット	duh
スピリット	džibril
グアム	guama
民兵	vojnica
ルター	luther
ルター	luter
共鳴	rezonanca
ジュリアン	julian
ジュリアン	juliana
ジュリアン	julijanski
チャーチル	churchill
帰属	attribution
モモ	peaches
モモ	momčilo
モモ	momo
モモ	breskva
コンボ	combo
デンバー	denver
感度	osjetljivost
正午	podne
正午	podne
ハント	lov
ドレスデン	drezden
欠席	odsutan
欠席	odsustva
欠席	odsustvo
欠席	odsustvu
口座	račun
口座	obzir
口座	računa
批准	ratifikaciju
批准	ratifikacije
批准	ratifikacija
フルーツ	plod
フルーツ	voće
フルーツ	plod
カウンティ	županija
カウンティ	okrug
カウンティ	županije
チャネル	kanali
チャネル	kanala
チャネル	kanale
チャネル	kanal
チャネル	kanalu
チャネル	channel
尾根	greben
ウェスタン	zapadu
ウェスタン	zapadna
ウェスタン	zapadnim
ウェスタン	zapadne
ウェスタン	zapadni
スキャン	mikroskopija
敬意	poštovanje
オリエンタル	orijentalna
鋭い	oštrim
鋭い	oštre
鋭い	oštru
鋭い	oštrog
お茶	čaj
クローズ	zatvori
クローズ	blizu
クローズ	bliskoj
クローズ	bliski
クローズ	blizak
クローズ	bliska
ワープ	warp
ダイナマイト	dinamit
コリンズ	collins
飲む	piju
飲む	pio
飲む	piće
飲む	piće
オークション	aukciji
オークション	aukcija
オークション	aukcije
モンロー	monroe
トラップ	zamku
同値	relacija
ローテーション	rotacija
プリズム	prism
フェアリー	vila
ポット	pot
ハチ	osa
ハチ	pčele
ハチ	ose
ミッチェル	mitchell
カルト	kult
消える	nestati
テンション	tenzije
テンション	tenzija
個別に	pojedinačno
ジャスト	samo
フォーカス	fokusu
フォーカス	fokus
分化	diferencijacija
ウエスタン	zapadu
ウエスタン	zapadna
ウエスタン	zapadnim
ウエスタン	zapadne
ウエスタン	zapadni
ラトビア	latvija
ラトビア	letonski
酢酸	acetat
スタンプ	pečat
スタンプ	sličice
発令	izdavanje
激戦	žestoki
停滞	stagnacija
カブス	mladunci
照射	izloženost
照射	izlaganje
クルーザー	krstarica
江藤	eto
アーカンソー	arkansas
パッド	pad
マナー	maniri
太陽光	sunčeva
バットマン	batman
裁定	vladajuća
裁定	vladajuće
タイル	pločica
タイル	tiles
ホフマン	hoffman
ホフマン	hofman
ホフマン	hofmann
レジスタ	registar
ピュア	čisti
ピュア	čisto
ピュア	čista
蒸留	destilacija
フレイ	frey
ブーツ	but
ブーツ	boots
