और	in
ग्राहक	kupci
ग्राहक	strank
ग्राहक	stranke
ग्राहक	stranka
ग्राहक	odjemalec
तृतीय	iii
तृतीय	tretje
तृतीय	tretji
तृतीय	tretja
तिथि	zmenek
तिथि	datum
खाते	računi
देवताओं	bogovi
देवताओं	bogov
नवीन	inovativen
नवीन	inovativno
नवीन	inovativni
नवीन	inovativna
खाड़ी	zalivu
खाड़ी	zaliv
खाड़ी	zaliv
खाड़ी	bay
अर्जुन	arjun
तरल	tekočine
तरल	tekočina
तरल	tekoče
तरल	tekočine
तरल	tekoča
तरल	tekočina
तरल	tekoči
संबद्ध	pripadnost
संबद्ध	sodelavka
संबद्ध	sodelavec
संबद्ध	družabnik
दौरे	ogled
दौरे	turneja
संयोजन	povezavi
संयोजन	sestavi
संयोजन	sestava
संयोजन	kombinaciji
संयोजन	kombinacija
संयोजन	kombinacijo
संयोजन	povezovanje
संयोजन	vključitev
संयोजन	integracija
संयोजन	vključevanje
निदेशक	direktor
निदेशक	direktorica
निदेशक	režiser
सामान	stvari
सामान	prtljaga
सामान	prtljago
किला	castle
किला	grad
किला	dvorec
किला	utrdba
किला	trdnjavo
किला	trdnjava
किला	utrdba
किला	trdnjava
किला	utrdbo
किला	fort
मंगल	mars
अन्तर्राष्ट्रीय	mednarodne
अन्तर्राष्ट्रीय	mednarodni
अन्तर्राष्ट्रीय	mednarodna
अन्तर्राष्ट्रीय	mednarodno
थोड़ा	rahlo
शुल्क	pristojbine
शुल्क	takse
लोगो	logo
लोगो	logotip
लोगो	logotipi
माह	meseci
माह	meseca
माह	mesece
माह	mesecev
माह	mesec
माह	meseca
सलाह	svetovanje
सलाह	nasvet
सलाह	nasveti
सलाह	salah
सलाह	svetoval
सलाह	svetuje
आहार	prehrana
आहार	dieta
आहार	dieto
आहार	prehrano
स्वामित्व	lastniške
स्वामित्व	lastništvo
गिरजाघर	katedrala
गिरजाघर	katedrali
गिरजाघर	katedralo
गिरजाघर	cerkev
पीढ़ी	generacija
पीढ़ी	generacije
पीढ़ी	ustvarjanje
पीढ़ी	generacijo
गृह	domača
गृह	doma
गृह	domov
गृह	dom
छवि	podobe
छवि	slike
छवि	slik
छवि	sliko
छवि	podoba
छवि	slika
पुष्टि	potrjen
पुष्टि	potrjeno
पुष्टि	potrjeni
पुष्टि	potrjena
पुष्टि	potrditev
पुष्टि	potrdilo
कलाकारों	umetniki
यूनिवर्सिटी	univerza
औपचारिक	formalno
औपचारिक	formalnega
जातियों	dirk
जातियों	dirkah
जातियों	rase
जातियों	dirke
वित्त	finance
वित्त	financiranje
तीर्थ	romanje
मध्यम	srednje
मध्यम	srednja
मध्यम	gojišče
मध्यम	zmerno
द्रव	tekočine
द्रव	tekočina
द्रव	tekoče
द्रव	tekočine
द्रव	tekoča
द्रव	tekočina
द्रव	tekoči
अनुरोध	zahteva
अनुरोध	prošnje
अनुरोध	zaprosila
अनुरोध	zahteve
अनुरोध	zahteva
अनुरोध	prošnja
अनुरोध	zahtevek
जोर	glasna
जोर	glasno
जोर	glasen
जोर	poudarjanje
जोर	poudarek
संभावित	verjeten
संभावित	verjetna
संभावित	potencialno
संभावित	potencial
संभावित	možen
संभावित	možna
संभावित	možne
संभावित	možni
संभावित	možno
हमारी	naše
हमारी	naš
हमारी	najina
हमारी	naši
हमारी	najin
हमारी	naša
विपणन	marketing
विपणन	trženje
मनाया	praznovali
मनाया	praznoval
मूल्यांकन	evalvacija
मूल्यांकन	ovrednotenje
मूल्यांकन	vrednotenje
मूल्यांकन	ocena
मूल्यांकन	ocenjevanje
मूल्यांकन	ocena
मूल्यांकन	ocenjevanje
मूल्यांकन	presoja
मूल्यांकन	merjenje
मूल्यांकन	meritev
मूल्यांकन	meritve
वाक्य	kazen
वाक्य	stavek
वाक्य	obsodba
वाक्य	stavki
डाटा	podatki
अनुरूप	soglasnik
अनुरूप	fit
ध्वज	banner
ध्वज	označitev
ध्वज	zastava
ध्वज	zastavo
ध्वज	zastave
ध्वज	zastave
ध्वज	napise
ध्वज	luksemburg
पुल	mostove
पुल	mostov
पुल	mostovi
पुल	most
पुल	bridge
मोहन	mohan
डाल	mavec
डाल	zasedbo
डाल	cast
डाल	zasedba
देखकर	videnje
फीट	noge
फीट	stopala
फीट	stopali
फीट	nogice
पुस्तकें	knjige
पुस्तकें	knjig
बहन	sis
बहन	sestrica
बहन	sestra
बहन	sestrica
हल	plug
हल	trup
हल	rešitev
हल	raztopina
हल	plug
हल	rešen
हल	rešeno
हल	rešena
मास	mas
मास	maso
मास	mase
मास	mass
मास	masa
पॉल	paul
पॉल	pavel
तारों	zvezdica
तारों	zvezdo
तारों	zvezda
तारों	zvezde
तारों	zvezdice
तारों	zvezd
करेगा	will
करेगा	bo
करेगा	volja
अधिकारों	pravice
साक्षात्कार	razgovor
साक्षात्कार	intervju
साक्षात्कार	intervjuje
साक्षात्कार	intervjujev
साक्षात्कार	razgovori
साक्षात्कार	pogovori
सेवाएं	storitve
काउंटी	okrožni
काउंटी	okrožje
काउंटी	okraj
काउंटी	okrožju
काउंटी	okrožjih
काउंटी	okrožja
काउंटी	kavboj
बीमा	zavarovanja
बीमा	zavarovanje
सुबह	dopoldne
सुबह	jutranja
सुबह	jutro
मानचित्र	zemljevid
मानचित्र	zemljevidi
मानचित्र	zemljevide
संस्थाओं	institucije
संस्थाओं	nosilci
संस्थाओं	ustanove
खर्च	porabljen
खर्च	prebil
खर्च	stroški
जातियाँ	skupnost
जातियाँ	skupnosti
हाई	visoko
हाई	visoka
विख्यात	zabeležena
विख्यात	zabeleženo
मालिक	lastnik
मालिक	lastnica
फैला	razširi
फैला	širjenje
जंगल	džungla
जंगल	džungli
जंगल	džungle
जंगल	džunglo
जंगल	gozda
जंगल	gozd
जंगल	gozdni
जंगल	gozdovi
पैर	noge
पैर	stopala
पैर	stopali
पैर	nogice
पैर	nogo
पैर	noga
पैर	stopalo
पैर	noge
पैर	nog
पैर	nogice
पैर	nogi
पैर	nogo
पैर	noga
पैर	nogi
कोरिया	koreja
कोरिया	koreji
कोरिया	korejo
बालक	otrok
चुनावों	volitve
बीबीसी	bbc
सैनिकों	vojaki
सैनिकों	čet
सैनिकों	čete
सेवन	zaužitje
सेवन	vnos
मौलिक	prvotna
मौलिक	izvirnik
मौलिक	izvirno
मौलिक	prvotni
मौलिक	original
मौलिक	osnovno
मौलिक	osnovni
अमरीकी	ameriške
अमरीकी	ameriško
अमरीकी	ameriški
अमरीकी	ameriška
बेटे	sinove
बेटे	sinov
बेटे	sinovi
बेटे	sinova
बेटे	sinko
बेटे	sine
बेटे	sin
बेटे	son
कोर्ट	sodišče
कोर्ट	dvor
निर्देश	smeri
निर्देश	navodila
निर्देश	navodilo
निर्देश	navodila
ओपन	odpri
ओपन	odprto
आवाज	volumen
आवाज	glasnost
आवाज	prostornina
आवाज	zvezek
आवाज	obseg
आवाज	glas
रोम	rimu
रोम	rim
रोम	rima
मनोरंजन	rekreacijo
मनोरंजन	zabava
मनोरंजन	razvedrilo
मनोरंजन	zabavo
विलय	združitve
विलय	združevanje
विलय	združitev
विलय	združi
विलय	združevanje
दीवार	obzidje
दीवार	zid
दीवार	stena
दीवार	steno
उत्कृष्ट	odličen
उत्कृष्ट	odlično
सकारात्मक	pozitiven
सकारात्मक	pozitivni
सकारात्मक	pozitivna
सकारात्मक	pozitivno
सकारात्मक	pozitivne
काली	kali
संभवतः	mogoče
संभवतः	mogoce
संभवतः	morda
संभवतः	verjetno
संभवतः	vrjetno
महात्मा	mahajani
महात्मा	mahatma
संशोधन	spremembe
संशोधन	revizija
कैलिफोर्निया	california
कैलिफोर्निया	kalifornija
चिकित्सक	zdravnik
चिकित्सक	zdravnika
चिकित्सक	terapevt
चिकित्सक	terapija
चिकित्सक	terapije
चिकित्सक	terapijo
चिकित्सक	zdravljenje
चिकित्सक	terapevti
सरस्वती	sarasvati
रॉबर्ट	robert
वर्ण	odtenek
वर्ण	hue
वर्ण	lik
वर्ण	karakter
वर्ण	liki
वर्ण	znaki
वर्ण	like
वर्ण	znakov
किताब	knjigo
किताब	knjiga
आपकी	tvoje
आपकी	tvoji
आपकी	vaš
आपकी	tvoj
आपकी	tvoja
आपकी	vaša
रचनाओं	stvaritve
रचनाओं	stvaritev
जय	jaya
जय	jay
वनस्पति	botanični
वनस्पति	vegetacije
नायक	heroji
नायक	junaki
नायक	heroje
नायक	junake
नायक	junakov
नायक	junak
नायक	heroj
प्रतिनिधि	pooblaščenec
प्रतिनिधि	zastopnik
प्रतिनिधि	reprezentativno
प्रतिनिधि	reprezentativni
प्रतिनिधि	predstavnik
प्रतिनिधि	predstavniki
प्रतिनिधि	zastopniki
