for	for
diesel	ディーゼル
bucurești	ブカレスト
brandt	ブラント
tildeling	割り当て
planlegger	スケジューリング
planlegger	スケジュール
planlegger	計画
planlegger	企画
planlegger	プランニング
planlegger	計画
planlegger	プラン
agency	エージェンシー
agency	代理店
estimert	推定
duke	公爵
duke	デューク
fuktig	湿気
fuktig	湿度
things	モノ
things	物事
things	もの
mannlig	男性
mannlig	オス
isu	isu
albrecht	アルブレヒト
forberede	準備
detaljerte	詳細
ivareta	protect
ivareta	プロテクト
ivareta	保護
utenlands	海外
utenlands	海外
tegne	引き分け
tegne	ドロー
tegne	図面
tegne	描画
tegne	ドローイング
smalere	狭い
aksjer	株式
aksjer	シェア
liège	リエージュ
liège	リエージュ
cbs	cbs
kansler	宰相
skarpe	シャープ
skarpe	鋭い
papua	パプア
videoen	ビデオ
videoen	動画
flytting	移転
flytting	引越し
flytting	移動
aberdeen	アバディーン
rømme	エスケープ
rømme	脱出
kraków	クラクフ
kraków	クラクフ
kraków	クラクフ
tinn	スズ
shaw	ショー
shaw	ショウ
bergman	ベルイマン
irving	アーヴィング
cleveland	クリーブランド
målene	ゴール
målene	目標
målene	ターゲット
vokaler	母音
manuskripter	写本
støy	ノイズ
støy	騒音
innstilling	姿勢
innstilling	態度
innstilling	セッティング
labour	分娩
labour	労働
helten	ヒーロー
hardy	ハーディ
frost	フロスト
avslutning	エンディング
underholdning	エンターテイメント
underholdning	娯楽
underholdning	エンターテインメント
fotografi	撮影
fotografi	写真
fotografi	写真
engineering	工学
engineering	エンジニアリング
tetthet	密度
kursiv	イタリック
dagbok	ジャーナル
dagbok	日記
dagbok	日記
ankommer	到着
wings	ウイングス
bevissthet	意識
rotterdam	ロッテルダム
look	ルック
look	外観
ekspansjon	膨張
yunnan	雲南省
range	範囲
range	レンジ
landing	着陸
landing	上陸
toulouse	トゥールーズ
intern	内部
utrolig	素晴らしい
utrolig	凄い
utrolig	すごい
orlando	オーランドー
orlando	オーランド
orlando	オルランド
justin	ジャスティン
alliance	アライアンス
flyplasser	空港
tyler	タイラー
lucy	ルーシー
brenner	燃える
brenner	バーニング
brenner	ブレナー
brenner	バーンズ
brenner	やけど
prima	プリマ
dyre	高い
dyre	高額
duck	カモ
duck	アヒル
duck	ダック
kontekst	コンテクスト
kontekst	コンテキスト
kontekst	context
tegneserie	漫画
tegneserie	コミック
tegneserie	カートゥーン
zum	zum
purple	パープル
trim	整える
trim	トリム
trim	運動
trim	行使
trim	エクササイズ
somalia	ソマリア
bennett	ベネット
topper	トッパー
kritikker	レビュー
signaler	シグナル
signaler	合図
signaler	信号
discogs	discogs
hager	庭園
investeringer	投資
investeringer	投資
tankene	考え
tankene	思考
tankene	想い
piper	パイパー
emmanuel	エマニュエル
ulykker	事故
terminal	端末
terminal	ターミナル
fravær	欠席
vakt	ガード
hengt	ハング
hengt	絞首刑
ungdommer	子供
ungdommer	キッズ
overføre	移転
overføre	転送
overføre	乗り換え
overføre	譲渡
tenor	テナー
beyond	ビヨンド
håret	ヘアー
håret	髪の毛
håret	ヘア
håret	毛髪
vinkel	角度
vinkel	アングル
bulgarske	ブルガリア
leie	賃貸借
leie	雇う
leie	レンタル
leie	家賃
leie	借りる
leie	レント
walt	ウォルト
forestilling	パフォーマンス
forestilling	性能
forestilling	興行
mick	ミック
arkiver	書庫
arkiver	アーカイブ
arkiver	アーカイブ
bekostning	費用
bekostning	経費
honduras	ホンジュラス
redaksjonen	報道局
dynamisk	ダイナミック
kollega	同僚
kollega	同僚
leserne	読者
leserne	リーダー
ørkenen	デザート
ørkenen	砂漠
hovedfag	専攻
besittelse	占有
besittelse	所持
spektrum	スペクトル
ska	スカ
styring	ガバナンス
import	輸入
trinidad	トリニダード
omstendigheter	状況
omstendigheter	状況
omstendigheter	事情
omstendigheter	情状
skjule	ヒデ
skjule	隠す
permanente	パーマネント
liechtenstein	リヒテンシュタイン
jemen	イエメン
tilflukt	避難
enestående	前例
jorge	ホルヘ
fisken	魚類
fisken	フィッシュ
eksperimenter	実験
håndbok	ハンドブック
nassau	ナッソー
motion	モーション
kompleks	コンプレックス
kompleks	錯体
kompleks	複雑
kopiert	複写
festivaler	祭事
festivaler	祭り
detalj	ディテール
danse	ダンス
lokalene	構内
lokalene	敷地
darwin	ダーウィン
sel	sel
sel	アザラシ
sel	封印
sel	印章
sel	シール
sel	押印
nation	ネーション
nation	国民
noenlunde	そこそこ
religionen	宗教
won	ウォン
won	won
mistanke	疑惑
mistanke	断崖
amy	エミー
march	マーチ
march	行進曲
hebei	河北省
jesse	ジェシー
terra	テラ
dokumentere	ドキュメント
dokumentere	書類
dokumentere	文書
stan	スタン
etterkommer	子孫
bild	bild
ram	ラム
ram	ram
morning	モーニング
prosa	散文
alter	祭壇
patent	特許
doktoren	医師
doktoren	ドクター
doktoren	先生
doktoren	医者
brunt	褐色
brunt	茶色
brunt	ブラウン
kaldt	風邪
kaldt	コールド
kaldt	冷たい
kaldt	寒い
foreslå	提案
edge	エッジ
edge	edge
leilighet	アパート
away	away
away	アウェイ
madame	マダム
madame	マダム
better	ベター
synd	哀れみ
synd	シン
synd	sin
skjermen	画面
skjermen	スクリーン
kritiker	評論家
kritiker	批評家
split	分ける
split	分割
split	スプリット
namibia	ナミビア
kjøkken	料理
kjøkken	台所
kjøkken	キッチン
kjøkken	台所
dokumentarfilm	ドキュメンタリー
respons	応答
respons	レスポンス
respons	レスポンス
respons	回答
qatar	カタール
bulletin	掲示
bulletin	公報
nyttige	役に立つ
nyttige	役立つ
vega	ベガ
sida	ページ
sida	サイド
målinger	メトリック
målinger	指標
målinger	測定
samtale	会話
samtale	スレッド
melodier	メロディ
fragmenter	断片
fragmenter	フラグメント
tips	tips
tips	ヒント
tips	チップ
tips	tip
tips	ヒント
reading	読書
charter	チャーター
charter	憲章
charter	貸切
sorg	悲しみ
sorg	悲しみ
sorg	悲しみ
forskrift	布告
gerald	ジェラルド
flo	flo
guillaume	ギヨーム
virgin	処女
virgin	ヴァージン
bukt	ガルフ
forventes	期待
diplom	ディプロマ
philips	フィリップス
ira	アイラ
why	なぜ
why	why
future	フューチャー
future	未来
future	将来
tenkning	考え
tenkning	思考
gjengen	ギャング
parallell	パラレル
parallell	並列
reykjavík	レイキャヴィーク
reykjavík	レイキャビク
pre	pre
innvendig	インサイド
body	本文
body	身体
body	本体
body	ボディ
akutt	急性
akutt	アキュート
give	与える
give	give
furu	マツ
furu	パイン
sletter	削除
giles	ジャイルズ
gregory	グレゴリー
zambia	ザンビア
bom	bom
burke	バーク
avslørte	啓示
blake	ブレイク
hjemland	家路
guttene	boys
guttene	男の子
gottfried	ゴットフリート
rockefeller	ロックフェラー
slave	奴隷
tilsyn	監督
martha	マーサ
michelle	ミシェル
granitt	花崗岩
building	建物
brooks	ブルックス
carol	キャロル
pic	pic
streisand	ストライサンド
crystal	crystal
crystal	結晶
crystal	クリスタル
fargerike	カラフル
shorts	ショーツ
wells	ウェルズ
blokk	ブロック
overkant	超過
skottlands	スコットランド
emily	エミリー
toer	デュース
benz	ベンツ
varighet	期間
arven	相続
arven	継承
aaron	アロン
aaron	アーロン
pleier	通常
june	六月
eyes	アイズ
fremgang	プログレス
fremgang	経過
fremgang	進捗
cardiff	カーディフ
ssb	scb
irakiske	イラク
wind	wind
adresser	アドレス
catholic	カトリック
arkivert	アーカイブ
