ve	та
okuma	прочитайте
okuma	читати
okuma	прочитані
okuma	читайте
okuma	прочитати
okuma	читання
okuma	читання
grupları	групи
grupları	груп
grupları	спільноти
tren	потяг
tren	поїзд
tren	перевізників
tren	потяги
tren	поїзди
arabistan	аравія
arabistan	аравії
yöntemi	метод
seçimi	вибір
seçimi	вибране
lost	втрачений
lost	програв
lost	lost
his	почуття
his	відчуття
his	передчуття
belirgin	точні
belirgin	точний
belirgin	окремий
belirgin	явний
belirgin	характерні
oxford	оксфорд
diğerleri	інших
diğerleri	інші
diğerleri	іншими
ayrılan	виділено
ayrılan	виділив
ayrılan	віддано
ilginç	цікавий
ilginç	цікаво
ilginç	цікаве
çevresi	місцевість
museum	museum
museum	музей
bulur	знаходить
bulur	виявить
bulur	знайде
karakterler	символів
karakterler	персонажі
karakterler	ієрогліфи
karakterler	літери
karakterler	символи
holding	вкладів
holding	вклади
holding	конгломерат
holding	тримала
holding	плакатами
sami	самі
küba	кубинський
küba	кубі
küba	куби
küba	куба
alanlar	алани
alanlar	поля
alanlar	області
alanlar	ділянки
alanlar	територіях
alanlar	площі
alanlar	районів
jüri	журі
jüri	жюрі
kalın	жирна
kalın	товстий
kalın	товста
kalın	густе
kalın	залишитися
kalın	залишатися
kalın	stay
bayram	святкова
bayram	свято
bayram	свято
bayram	бенкет
bayram	свята
keskin	гострий
keskin	гострі
oyunculuk	во
oyunculuk	заступник
oyunculuk	акторська
oyunculuk	діяти
sorunları	питань
sorunları	проблеми
sorunları	питання
değişen	зміна
değişen	змінився
değişen	змінилася
değişen	змінено
değişen	змінений
değişen	змінені
gelişme	розвитку
gelişme	розвиток
gelişme	розробка
gelişme	удосконалення
gelişme	прогрес
gelişme	поступ
lord	господь
lord	господа
lord	володар
lord	лорд
eve	дім
eve	домівка
eve	домашній
eve	додому
eve	єва
eve	єву
eve	переддень
eve	ів
eve	єви
porto	порто
porto	порту
porto	пуерто
demokrasi	демократія
florida	флориді
villa	вілла
lübnan	лівану
lübnan	ліван
erdem	молодшої
erdem	чесноти
erdem	поведінка
erdem	мораль
uşak	батлер
uşak	слуга
seyahat	подорож
seyahat	подорожувати
seyahat	подорожі
seyahat	мандрівка
seyahat	подорож
seyahat	подорожі
seyahat	їзда
seyahat	подорожує
seyahat	подорож
seyahat	traveling
seyahat	подорожувати
eric	ерік
kod	код
lazım	need
lazım	треба
lazım	потрібно
lazım	потреби
lazım	потреба
görülebilir	видима
görülebilir	видимий
görülebilir	видно
görülebilir	видимі
bahşı	улус
bahşı	округ
bahşı	нохія
bahşı	район
adnan	аднан
özgürlük	свобода
özgürlük	свобода
müzikal	музична
müzikal	музичний
müzikal	мюзикл
müzikal	музичні
andrew	ендрю
kadir	кадір
kadir	зміг
kadir	зможе
kazakistan	казахстані
kazakistan	казахстан
kazakistan	казахстану
açıkça	явно
açıkça	чітко
açıkça	суто
hizmetleri	послуги
hizmetleri	служби
stephen	стівен
stephen	степан
küre	сфера
küre	сфери
küre	куля
küre	глобус
küre	орб
kapısı	брама
kapısı	gate
kapısı	ворота
ton	тонна
ton	тонус
ton	тон
ton	тоне
ton	тонни
ton	тонн
ton	тонну
ton	тонни
bad	bad
bad	погана
bad	погано
bad	погане
kaç	запускати
kaç	запустити
kaç	run
kaç	виконати
şikayet	повідомити
şikayet	скарга
şikayet	звіт
şikayet	скарг
şikayet	скарги
şikayet	скарга
şikayet	звітності
şikayet	звітування
şikayet	скаржитися
karşılıklı	взаємопов
karşılıklı	взаємного
karşılıklı	спільний
karşılıklı	взаємно
karşılıklı	взаємної
karşılıklı	обернений
öğrenciler	студенти
öğrenciler	учням
öğrenciler	студентів
öğrenciler	студентам
öğrenciler	учні
herkese	everybody
herkese	усі
herkese	всім
herkese	усіх
herkese	усі
herkese	усім
herkese	всіх
ruh	настрій
ruh	душу
ruh	душа
ruh	soul
ruh	душею
ruh	колорит
ruh	дух
ruh	spirit
suç	злочини
suç	кримінальні
suç	кримінальний
suç	кримінальне
suç	злочинець
suç	злочин
suç	кримінальна
kaydetti	зазначив
kaydetti	перелічені
kaydetti	зазначає
kaydetti	зауважимо
kaydetti	зауважити
kevin	кевін
caddesi	проспект
caddesi	avenue
tepki	реагувати
tepki	виводять
tepki	реакція
galibiyet	win
galibiyet	переможе
galibiyet	перемог
galibiyet	посіла
galibiyet	виграє
elektron	електрон
elektron	електронне
elektron	електронні
elektron	електроніка
elektron	електронна
elektron	електронний
planı	плануємо
planı	спланувати
planı	планувати
planı	план
küme	кластер
küme	скупчення
river	річка
river	ріка
müze	museum
müze	музей
kökeni	джерело
kökeni	походження
kökeni	джерел
bağ	посиланням
bağ	посилання
bağ	link
bağ	лінк
bağ	бонд
mars	марс
mars	mars
fabrikası	фабрика
hill	пагорб
hill	хілл
hill	hill
hill	гілл
kullanmak	користування
kullanmak	використання
kullanmak	використати
kullanmak	використовувати
kullanmak	користування
kullanmak	використання
kullanmak	викупити
swift	swift
ümit	надії
ümit	надія
ümit	надіюсь
yazarlar	письменники
yazarlar	письменників
yazarlar	авторів
yazarlar	автори
açılış	відкриття
açılış	відкривання
açılış	відкривається
açılış	відкриваємо
liberal	ліберальна
numarası	число
numarası	кількість
numarası	номер
numarası	номера
yunus	дельфін
yunus	dolphin
yunus	дельфіни
yunus	юнус
yunus	джона
yunus	дельфінів
yunus	дельфіни
kalabalık	натовпи
kalabalık	натовп
kalabalık	натовпі
kalabalık	переповнений
kadro	відділення
kadro	загін
kadro	персонал
kadro	штаб
kablo	дроти
kablo	дріт
kablo	дроту
kablo	кабелі
kablo	дріт
kablo	кабель
beyin	мозок
beyin	мозку
beyin	мізки
hikmet	хікмет
hikmet	мудрості
hikmet	мудрість
kuzeyde	північна
