और	and
पृष्ठभूमि	backgrounds
पृष्ठभूमि	background
टन	tonne
टन	tons
टन	tonnes
दर्शनीय	scenic
ऋतु	season
शाम	evening
मेडिकल	medical
मार्टिन	martin
नामकरण	naming
नामकरण	nomenclature
नामकरण	christening
हस्तक्षेप	interference
हस्तक्षेप	intervention
किसान	farmer
पतन	relapse
पतन	degeneration
पतन	collapse
पतन	fall
स्वाभाविक	natural
स्वाभाविक	innate
जोधपुर	jodhpur
स्नान	bathing
स्नान	bath
वेग	velocity
कुशल	efficient
कुशल	nimble
गिरावट	declines
सफ़ेद	white
हरे	hare
सोलहवीं	sixteenth
फ़ाइल	files
फ़ाइल	file
स्वागत	welcome
पक्षियों	birds
विरासत	heritage
विरासत	legacy
विरासत	inherit
गोली	shot
गोली	pill
गोली	bullet
आयुर्वेद	ayurveda
विलोपन	elimination
एकता	unity
मतदान	voting
नेपाली	nepali
नेपाली	nepalese
नील	indigo
पृष्ठों	pages
दुर्लभ	rare
उपनिषदों	upanishads
चावल	rice
मूलतः	basically
गहरा	dark
गहरा	deep
बारह	twelve
यादव	yadav
पूर्ति	fulfillment
संकलन	compilation
लड़की	chick
लड़की	girl
अपनाया	adopted
हुसैन	hussain
भट्ट	furnace
भट्ट	bhatt
सुख	pleasures
सुख	happiness
निहित	implicit
अहमद	ahmed
अहमद	ahmad
वर्गीकृत	classified
वर्गीकृत	assorted
आकर्षक	charming
आकर्षक	attractive
सवाल	question
सवाल	questions
संतुलन	balance
संतुलन	equilibrium
यमुना	yamuna
राष्ट्रों	nations
स्क्रीन	screen
पकड़	grip
पथ	path
पथ	paths
शिक्षक	instructor
शिक्षक	educators
शिक्षक	teacher
शिक्षक	teachers
खाता	account
खाता	accounts
सहयोगी	colleague
सहयोगी	contributor
सहयोगी	associate
नोट	note
नोट	notes
नीतियों	policies
पेज	page
पेज	pages
सजा	sentence
सजा	punish
सजा	whipping
सजा	decorated
सजा	punishment
परम	bast
परम	ultimate
गिर	gir
गिर	fall
अर्जित	raised
अर्जित	earned
अमर	immortal
अमर	amar
खुला	open
खुला	unlocked
चालक	drivers
वास्तुकला	architect
वास्तुकला	architecture
बनती	banti
नकारात्मक	negative
अंकित	recorded
वक्त	time
समृद्ध	enriched
समृद्ध	rich
समृद्ध	exuberant
इतालवी	italian
निगरानी	monitoring
निगरानी	surveillance
प्रताप	pratap
राजस्व	revenue
बांग्ला	bengali
बांग्ला	bangla
पटकथा	screenplay
बहादुर	bahadur
बहादुर	brave
व्यवस्थित	organize
व्यवस्थित	organized
व्यवस्थित	systematic
नेताओं	leaders
गौरव	pride
गौरव	honored
गौरव	glorious
स्लैम	slam
डॉक्टर	doctors
डॉक्टर	doctor
ऑक्सीजन	oxygen
टैग	tag
टैग	tags
गणितीय	mathematician
गणितीय	mathematical
प्रदूषण	pollution
रखकर	placing
जोड़ी	pair
जोड़ी	couple
सबूत	evidence
सबूत	proof
सटीक	accurate
सटीक	exact
समाप्ति	completion
समाप्ति	finish
समाप्ति	end
समाप्ति	expiration
समाप्ति	ending
उल्लंघन	violation
उल्लंघन	breach
व्यापारी	merchant
व्यापारी	businessman
व्यापारी	trader
पूंजी	capital
मद्रास	madras
एजेंसी	agency
एजेंसी	agencies
समग्र	aggregate
समग्र	aggregated
पड़े	doubtful
इतिहासकार	historian
संगम	confluence
संगम	sangam
चार्ट	chart
चार्ट	charts
गरीब	poor
औषधि	medicine
औषधि	herb
मांस	meat
प्रतिस्पर्धा	competition
दत्त	datta
दत्त	dutt
बिन्दु	dot
बिन्दु	point
पराजित	defeated
बहु	multiple
बहु	poly
कप्तान	captain
कायम	maintained
जिब्राल्टर	gibraltar
खूबसूरत	beautiful
संयंत्र	plant
शक्तियों	powers
अकेले	alone
किशोर	juvenile
किशोर	teens
अणु	particles
अणु	molecular
अणु	atoms
अणु	molecule
अणु	atom
भीड़	crowd
भीड़	crowded
ब्लू	blue
ब्लू	blues
रिकॉर्डिंग	recording
क्रेडिट	credit
क्रेडिट	credits
द्वीपसमूह	archipelago
द्वीपसमूह	islands
स्कोर	score
स्कोर	scores
अवशेष	residue
अवशेष	residual
गुजराती	gujarati
चेतावनी	warnings
चेतावनी	warning
चेतावनी	alerts
चेतावनी	alert
परामर्श	consulting
परामर्श	consultation
गोत्र	clan
दंड	penalty
दंड	penalties
दंड	punishment
हिट	hits
हिट	hit
प्रतिबंध	restrictions
प्रतिबंध	restriction
पढ़ाई	study
पढ़ाई	studied
जैक	jack
संदर्भित	referenced
पहाड़	mountain
बांध	dam
बांध	pier
क्रांतिकारी	revolutionary
मठ	monastery
आउट	stumps
आउट	out
संशोधित	revised
संशोधित	corrected
संशोधित	modified
नौसेना	navy
गिटार	guitar
सहमति	consent
सहमति	agreed
जोशी	joshi
लोहे	iron
सूचित	informed
सूचित	notify
कवर	cover
कवर	covers
भय	fear
अस्थायी	transient
अस्थायी	temporary
अस्थायी	provisional
अस्थायी	temp
कमल	lotus
कमल	kamal
नागरिकों	citizens
नागरिकों	nationals
नागरिकों	civilians
प्रमाणित	certified
एसिड	acid
बुक	booked
बुक	book
तीव्रता	intensity
अंगों	organs
हथियार	weapons
हथियार	weapon
माप	measure
माप	measurements
माप	measurement
थॉमस	thomas
कानपुर	kanpur
एडवर्ड	edward
कागज	paper
चुनौती	challenge
ओलम्पिक	olympic
गणेश	ganesh
गणेश	ganesha
वसा	fats
वसा	fat
पाता	finds
कमजोर	weak
नजर	eye
असर	effect
रीति	rite
सीधा	straight
सीधा	direct
भाषण	speech
सृष्टि	creation
ग्रीन	green
नामित	named
स्वस्थ	healthy
