the	az
priority	elsőbbséget
pounds	font
cent	centes
cent	cent
consequence	következmény
consequence	következménye
rica	rica
furniture	bútorok
furniture	bútor
macdonald	macdonald
honest	becsületes
honest	őszinte
innovative	innovatív
estimate	becsült
estimate	becslés
atp	atp
rotation	forgás
rotation	rotációs
syracuse	syracuse
lecturer	előadó
automated	automatizált
kosovo	koszovó
kosovo	koszovói
classics	klasszikusokat
julius	julius
appreciated	értékelte
naples	nápolyi
naples	nápoly
sebastian	sebastian
activated	aktiválva
activated	aktivált
varied	sokszínű
varied	változatos
offense	támadók
barnes	barnes
acknowledged	elismerte
acknowledged	elismert
exceptions	kivételek
exceptions	kivétel
martha	martha
quarters	kabinjába
drawings	rajzok
drawings	rajzokat
barely	alig
refuge	menedék
conventions	egyezmények
elliott	elliott
diplomat	diplomata
searches	keresések
particle	részecske
thursday	csütörtökön
thursday	csütörtök
icon	ikon
ulster	ulster
genes	gének
infinite	végtelen
considerably	jelentősen
portraits	portrék
paste	paszta
randy	randy
saxony	szászország
saxony	szász
convoy	konvoj
annie	annie
excessive	túlzott
believing	hinni
rhine	rajna
mineral	ásványi
implement	végrehajtani
implement	végrehajtja
implement	végrehajtása
surgeon	sebész
badge	jelvény
badge	jelvényt
charleston	charleston
clause	záradék
infection	fertőzések
infection	fertőzés
electron	elektron
walt	walt
cnn	cnn
likewise	hasonlóképpen
confederation	államszövetség
casino	kaszinóban
casino	casino
casino	kaszinó
doctorate	doktori
aux	aux
guatemala	guatemala
settings	beállítások
mask	maszk
mask	maszkot
shelter	menedéket
shelter	menedék
dorothy	dorothy
ethnicity	etnikai
hopefully	remélhetőleg
elimination	elimináció
heath	heath
pregnant	várandós
pregnant	terhes
pregnant	vemhes
richards	richards
theodore	theodore
delegates	küldöttek
blair	blair
fac	fac
phrases	mondatok
phrases	kifejezéseket
phrases	kifejezések
crashed	lezuhant
preference	előnyben
janeiro	janeiro
concerto	concerto
tune	dallam
tune	dallamot
bulk	ömlesztett
lighthouse	világítótorony
stan	stan
highland	highland
mascot	kabala
acceptance	elfogadás
tight	szoros
tight	szűk
tight	szorosan
hub	hub
mess	rendetlenség
mess	zűrzavar
routine	rutin
dozens	tucatnyi
spotted	foltos
harmony	harmónia
harmony	harmony
entrepreneur	vállalkozó
wwe	wwe
apollo	apollo
apollo	apolló
runway	kifutón
runway	futópálya
runway	kifutó
naked	meztelenül
naked	meztelen
anton	anton
moses	moses
moses	mózes
legally	jogilag
legally	törvényesen
legally	legálisan
fake	hamisítvány
fake	mű
fake	kamu
fake	hamis
biased	elfogult
revolt	felkelés
revolt	lázadás
equity	részvény
equity	tőke
providence	providence
investors	befektetők
investors	befektetőknek
investors	befektetői
reliability	megbízhatóság
tenor	tenor
fights	harcok
fights	harcol
pocket	zseb
pocket	zsebében
sad	szomorú
sad	szomorúság
sad	bús
troy	troy
treasure	kincsek
treasure	kincs
treasure	kincsem
ion	ion
transformed	átalakított
transformed	átváltozott
roberto	roberto
adoption	elfogadása
adoption	örökbefogadás
adoption	elfogadás
decrease	csökken
decrease	csökkenés
reserved	fenntartva
reserved	foglalt
reserved	fenntartott
forgotten	elfeledett
forgotten	elfelejtett
lok	lok
crop	termés
crop	növény
licensing	engedélyezési
licensing	engedélyezés
collecting	gyűjtés
collecting	gyűjteni
treasury	kincstár
trumpet	trombita
johnston	johnston
uncertain	bizonytalan
norton	norton
collector	gyűjtő
cluster	klaszter
dear	kedves
dear	drága
georges	georges
clothes	ruhák
clothes	ruha
clothes	ruhát
sovereign	szuverén
enhanced	megerősített
compensation	kompenzáció
compensation	kártérítés
consent	hozzájárulás
consent	beleegyezése
outline	vázlat
holdings	gazdaságok
jorge	jorge
darkness	sötétség
penalties	bírságok
penalties	büntetések
penalties	szankciók
bombers	bombázók
holes	lyukak
blow	robbantani
cooking	főz
cooking	főzés
trainer	edző
measuring	mérés
measuring	mérési
chip	csip
chip	chip
consciousness	tudatosság
consciousness	tudat
consciousness	eszméletét
consciousness	tudata
archaeology	régészet
latvia	lettország
telugu	telugu
blogs	blogok
protecting	védelme
protecting	véd
hardy	hardy
scorer	pontszerző
stamp	bélyeg
stamp	bélyegző
stamp	pecsét
nat	nat
fur	szőrme
fur	szőr
fur	bunda
estimates	becslés
estimates	becslések
lit	irodalom
lit	világít
ritual	rituálé
ritual	szertartás
ritual	rituális
locality	helység
locality	település
trace	nyom
marble	márvány
foundations	alapítványok
politically	politikailag
nottingham	nottingham
derivative	származékos
boxers	boxer
dimension	dimenzió
crawford	crawford
bats	denevérek
bats	denevér
yugoslav	jugoszláv
tanzania	tanzánia
motto	mottója
streak	széria
concentrated	koncentrált
dirty	piszkos
dirty	mocskos
dirty	kosz
hayes	hayes
xbox	xbox
likes	kedvel
likes	szereti
likes	kedveli
genres	műfajok
galleries	galériák
forbes	forbes
brass	brass
brass	bronz
bach	bach
alias	alias
alias	álnév
tough	kemény
advertisement	hirdetés
advertisement	reklám
protagonist	főszereplő
demanded	követelte
demanded	követelt
claire	claire
mistakes	hibák
mistakes	hibákat
bruno	bruno
dylan	dylan
bag	táska
bag	zacskó
bag	táskát
bag	zsák
churchill	churchill
tan	tan
climb	mászni
witnesses	tanúk
witnesses	szemtanúk
anybody	bárki
kazakhstan	kazah
kazakhstan	kazahsztán
bots	botok
highlights	kiemeli
jumping	ugrál
prof	prof
slovak	szlovák
skull	koponya
skull	koponyát
missionaries	misszionáriusok
ordained	felszentelt
myth	mítosz
mandatory	kötelező
mandatory	kötelezően
stern	szigorú
stern	stern
fees	díjak
fees	illetékek
bet	fogadás
bet	tét
monks	szerzetesek
dancers	táncosok
quantity	mennyiség
inventor	feltaláló
cairo	kairó
graves	graves
seemingly	látszólag
sue	sue
armament	fegyverzet
armament	fegyverkezés
barrier	korlát
barrier	akadály
creatures	teremtmények
creatures	lények
logan	logan
erik	erik
leicester	leicester
silence	csend
jessica	jessica
plateau	fennsík
finite	véges
precedent	precedens
walsh	walsh
zones	zónák
zones	övezetek
intensity	intenzitás
intensity	intenzitása
exterior	külső
murders	gyilkosságok
paragraphs	bekezdés
paragraphs	bekezdések
costume	jelmezt
costume	jelmez
costume	jelmezes
bike	bicikli
bike	biciklivel
bike	kerékpár
bike	motor
imprisonment	börtönbüntetés
suffolk	suffolk
remarkable	figyelemreméltó
tin	tin
tin	ón
garcia	garcia
madagascar	madagaszkár
cameras	kamerák
ammunition	lőszer
ammunition	lőszerek
ammunition	lőszert
fires	tüzek
viewing	megtekintés
viewing	megtekintése
explore	felfedezés
explore	felfedezése
builder	építő
builder	építész
minneapolis	minneapolis
bullet	golyót
bullet	golyó
bullet	lövedék
bullet	töltény
kerry	kerry
subway	metró
arrow	íjász
arrow	nyíl
economist	közgazdász
bread	kenyér
bread	kenyeret
lou	lou
strategies	stratégiák
rubber	gumi
precise	pontos
precise	precíz
rifles	puskák
cognitive	kognitív
nest	fészket
nest	fészek
slam	slam
portsmouth	portsmouth
convince	meggyőzni
boarding	beszállás
boarding	bentlakásos
bonds	kötvényeket
bonds	kötvény
bonds	kötvények
joshua	joshua
inhabited	lakott
casey	casey
attract	vonzzák
attract	vonzza
attract	vonz
pump	szivattyú
pump	pumpa
feeding	etetés
prey	zsákmány
prey	préda
ain	ain
mathematician	matematikus
diary	napló
diary	naplója
vulnerable	sérülékeny
vulnerable	sebezhető
dubai	dubai
michelle	michelle
lebanese	libanoni
productive	termékeny
productive	termelő
productive	eredményes
guided	vezérelt
guided	irányított
happening	történik
researcher	kutató
researcher	kutatói
della	della
baden	baden
upgraded	korszerűsített
demonstration	bemutató
demonstration	demonstrációs
demonstration	tüntetés
equality	egyenlőséget
equality	egyenlőség
philosophers	filozófusok
trap	csapda
clara	clara
invitation	meghívó
invitation	meghívás
invitation	meghívást
marking	jelölés
marking	megjelölés
expertise	szakértelem
expertise	szakértelemmel
admission	felvételi
sacramento	sacramento
certification	hitelesítés
certification	igazolás
certification	tanúsítás
certification	tanúsítvány
precisely	pontosan
casting	casting
submarines	tengeralattjárók
prohibited	tilos
prohibited	tiltott
supposedly	állítólag
supposedly	elvileg
governance	kormányzás
governance	irányítás
frog	béka
vague	homályos
mhz	mhz
tracking	nyomkövető
tracking	követés
spa	fürdő
spa	spa
spa	gyógyfürdő
spa	wellness
publicity	nyilvánosság
armoured	páncélos
armoured	páncélozott
cleared	elszámolt
watts	watts
gibraltar	gibraltár
renewed	megújult
reflects	tükrözze
reflects	tükrözi
fever	lázas
fever	láz
melody	dallam
melody	melody
supporter	támogató
supporter	támogatója
elaborate	kidolgozott
jeffrey	jeffrey
discusses	tárgyalja
useless	hasztalan
useless	haszontalan
swift	swift
tuesday	kedd
tuesday	kedden
empress	császárnő
capabilities	képességek
newman	newman
scales	mérleg
beatles	beatles
clergy	papság
jacksonville	jacksonville
sara	sara
lifestyle	életmód
bee	méh
bee	méhecske
baltic	balti
czechoslovakia	csehszlovákia
brandon	brandon
loaded	feltöltve
loaded	töltve
loaded	terhelt
loaded	töltött
maya	maya
maya	maja
evangelical	evangélikus
enterprises	vállalatok
enterprises	vállalkozások
imo	imo
mature	érett
mature	érettebb
physically	fizikailag
physically	fizikai
sequences	szekvenciák
breast	melle
breast	mell
beast	szörnyeteg
beast	bestia
beast	vadállat
beast	fenevad
für	für
educator	oktató
bang	bumm
griffin	griffin
griffin	griff
rhodes	rhodes
preparing	előkészítése
preparing	készülnek
preparing	felkészülés
preparing	készül
proportion	arányban
ana	ana
rainbow	szivárvány
demon	démon
demon	démonok
prussian	porosz
equations	egyenletek
answered	válaszolt
perception	felfogás
perception	érzékelés
distributor	elosztó
distributor	forgalmazó
entities	jogalanyok
entities	szervezetek
jackie	jackie
dynamics	dynamics
fiji	fidzsi
insufficient	elégtelen
algebra	algebra
homer	homer
larvae	lárvák
limestone	mészkő
johns	johns
chaos	káosz
chang	chang
layers	réteg
layers	rétegek
crater	kráter
chad	chad
seized	lefoglalt
webster	webster
excess	többlet
bombardment	bombázás
ashley	ashley
dot	dot
gif	gif
translator	fordító
translator	tolmács
cowboys	cowboyok
counted	számoltam
counted	számolt
hanging	lóg
hanging	akasztás
soprano	soprano
workshops	műhelyek
terrain	terep
belarus	fehéroroszország
belarus	belarusz
liked	kedvelt
liked	kedvelte
liked	kedvel
liked	tetszett
console	konzol
nascar	nascar
teenage	tinédzser
teenage	tizenéves
teenage	tini
teenage	kamasz
vandal	vandál
graduates	diplomások
graduates	végzősök
jungle	dzsungel
jungle	dzsungelben
placement	elhelyezés
fairy	tündér
tourists	turisták
tourists	turistákat
performs	teljesít
quarterly	negyedéves
romans	rómaiak
diploma	oklevél
diploma	diploma
swan	hattyú
swan	swan
carpenter	ács
carpenter	carpenter
carpenter	asztalos
petition	petíciót
boris	boris
boris	borisz
berry	bogyó
berry	berry
invention	találmány
southampton	southampton
prairie	préri
bend	kanyar
app	app
app	alkalmazás
finalist	döntős
questioned	megkérdőjelezte
explicit	kifejezett
draws	rajzol
slight	enyhe
drag	húzd
maxwell	maxwell
planes	repülők
planes	repülőgépek
oriental	keleti
manufacture	előállítás
manufacture	gyártás
coordinator	koordinátor
bombs	bomba
bombs	bombák
bombs	bombákat
mohammad	mohammad
bassist	basszusgitáros
superman	superman
colombian	kolumbiai
philippe	philippe
felix	felix
felix	félix
bengali	bengáli
greene	greene
voluntary	önkéntes
voluntary	önként
voluntary	önkéntesen
floating	lebegő
floating	úszó
floating	lebeg
montenegro	montenegró
sketch	vázlat
mann	mann
flooding	árvíz
escort	kísérje
escort	kísérő
escort	kíséret
dressed	öltözött
dressed	öltözve
astronomy	csillagászat
astronomy	csillagászati
sudden	hirtelen
variables	változók
arbitrary	tetszőleges
arbitrary	önkényes
skiing	síelés
skiing	síelni
timothy	timothy
cello	cselló
rainfall	csapadék
rafael	rafael
sphere	gömb
rewrite	átírni
georg	georg
cinematography	operatőrnek
canvas	vászon
chest	mellkasi
chest	láda
chest	mell
chest	mellkas
krishna	krishna
provider	szolgáltató
frances	frances
crowned	koronás
poles	lengyelek
cabin	kunyhó
cabin	kabin
civilization	civilizációt
civilization	civilizáció
avoided	kerülni
lisbon	lisszabon
lisbon	lisszaboni
lisbon	lisbon
tongue	nyelve
tongue	nyelv
panels	panelek
darwin	darwin
cheese	sajtos
cheese	sajtok
cheese	sajt
easter	húsvéti
easter	húsvét
rat	patkányt
rat	patkány
papua	pápua
insert	beszúrása
descriptions	leírások
debates	viták
debates	vitákat
informal	informális
castles	kastélyok
cry	sírj
cry	sír
cry	sírás
loyal	hű
loyal	lojális
loyal	hűségesek
loyal	hűséges
surfaces	felületek
nicolas	nicolas
institutes	intézetek
humor	humor
madonna	madonna
worcester	worcester
cooperative	szövetkezeti
cooperative	együttműködő
substantially	lényegesen
substantially	jelentősen
trips	utazások
trips	utak
winston	winston
introducing	bemutatjuk
introducing	bevezetése
llc	kft
drake	drake
fountain	szökőkút
fountain	kút
consulting	tanácsadás
consulting	tanácsadó
consulting	konzultáció
patricia	patricia
ers	ers
garcía	garcía
rid	rid
maple	maple
aberdeen	aberdeen
verb	ige
verb	igét
illustrations	illusztrációk
mechanisms	mechanizmus
mechanisms	mechanizmusok
reds	vörösek
reds	vörösök
posters	plakátok
leipzig	lipcsei
santo	santo
roland	roland
telecommunications	távközlés
telecommunications	távközlési
strait	szoros
nationals	állampolgárok
unanimous	egyhangúlag
unanimous	egyhangú
misleading	megtévesztő
misleading	félrevezető
sherman	sherman
stefan	stefan
sleeping	alvó
sleeping	alszom
sleeping	alvás
sleeping	alszik
alto	alto
thomson	thomson
directing	rendezés
prehistoric	őskori
communicate	kommunikálni
alphabet	ábécé
alphabet	abc
zagreb	zágráb
chef	szakács
chef	séf
tubes	csövek
tubes	csöveket
carnegie	carnegie
hostile	ellenséges
hostile	ellenség
prizes	díjak
prizes	díjakat
prizes	nyeremény
eighteen	tizennyolc
shirt	póló
shirt	ing
weird	fura
weird	furcsa
pursued	kitűzött
loading	terhelés
loading	betöltése
edges	szélek
plantation	ültetvény
vernon	vernon
acre	hektáros
practiced	gyakorlott
practiced	gyakorolt
wonderful	csodás
wonderful	csodálatos
missiles	rakéták
guides	útmutatók
finger	ujja
finger	ujját
finger	ujj
finger	uj
garage	garázs
savage	savage
savage	vadember
technological	technológiai
shoes	cipőt
shoes	cipő
shoes	cipők
climbing	mászni
climbing	mászik
climbing	hegymászó
barrel	hordó
biographies	életrajzok
assembled	összegyűlt
assembled	összeállított
ham	sonka
ham	ham
ham	sonkát
geoffrey	geoffrey
valve	szelep
valve	billentyű
osaka	osaka
beck	beck
analog	analóg
monkey	majom
tackle	szerelés
listening	figyelsz
integrity	tisztesség
integrity	integritását
definitions	fogalmak
definitions	meghatározások
critically	kritikusan
baldwin	baldwin
objections	ellenvetés
objections	kifogások
marina	marina
marina	kikötő
detection	kimutatás
sixty	hatvan
differential	differenciál
linguistic	nyelvi
venus	vénusz
salmon	lazac
monarchy	monarchia
stade	stade
francesco	francesco
abortion	abortusz
monica	monica
monica	mónika
elephant	elefánt
elephant	elefántok
polar	sarki
trademark	védjegyek
trademark	védjegy
ton	tonna
provisional	ideiglenes
counting	számolom
counting	számol
counting	számít
counting	visszaszámlálás
corn	kukoricát
corn	kukorica
trucks	teherautók
trucks	teherautó
sank	elsüllyedt
sank	süllyedt
airborne	levegőben
deutsche	deutsche
absorbed	felszívódik
absorbed	felszívódott
par	par
tension	feszültség
pablo	pablo
aviv	aviv
cleaning	tisztítás
cleaning	takarítás
judgement	ítélet
physicist	fizikus
catalina	catalina
disasters	katasztrófák
lesbian	leszbikus
rays	sugarak
withdrawal	visszavonásáról
withdrawal	visszavonás
withdrawal	visszavonása
walks	sétál
trailer	lakókocsi
trailer	pótkocsi
janet	janet
tornado	tornádó
distribute	elosztására
distribute	terjesztés
distribute	elosztás
distribute	elosztása
genesis	genesis
shallow	sekélyes
shallow	felszínes
shallow	sekély
makers	döntéshozók
floors	padlót
floors	padló
scattered	szétszórt
boyfriend	barátja
