με	עם
βρίσκει	מוצאת
βρίσκει	מוצא
ηχογραφήσεις	הקלטות
εκατοστά	סנטימטרים
εκατοστά	סנטימטרים
αθηναίοι	אתונאים
ορχήστρα	הלהקה
ορχήστρα	להקה
ορχήστρα	תזמורת
ορχήστρα	התזמורת
άνοιγμα	לפתוח
άνοιγμα	פתח
άνοιγμα	פתוחים
άνοιγμα	פתחי
άνοιγμα	פתוחה
άνοιγμα	פתוח
άνοιγμα	פתיחה
χαρακτηριστική	המאפיין
ιρλανδία	אירלנד
δεκάδες	עשרות
υγρό	לח
υγρό	לחה
υγρό	נוזל
υγρό	נוזלים
υγρό	נוזלי
υγρό	נוזל
υγρό	רטובות
υγρό	רטוב
υγρό	רטובה
υγρό	רטובים
ηγέτες	מנהיגים
ζευγάρι	זוג
ζευγάρι	זוג
ιωσήφ	יוסף
ιωσήφ	יוזף
αργεντινή	ארגנטינה
διαθήκη	עדות
καλλιτέχνη	אומן
καλλιτέχνη	אמנית
καλλιτέχνη	אמן
καλλιτέχνη	האמן
αλβανία	אלבניה
πριγκίπισσα	הנסיכה
πριγκίπισσα	נסיכה
λι	לי
ήχου	אודיו
ήχου	השמע
ήχου	שמע
σχεδιασμό	עיצוב
παρόμοιο	דומות
παρόμοιο	דומה
παρόμοιο	דומים
αθλητικός	אתלטי
αθλητικός	אתלטית
πουλιά	עופות
πουλιά	ציפורים
ποιότητα	איכות
ποιότητα	איכותי
ποιότητα	באיכות
σύντομη	קצר
σύντομη	קיצור
σύντομη	קצרה
σύντομη	קצר
σύντομη	תקציר
διδασκαλία	הוראה
διδασκαλία	מלמד
διδασκαλία	לימוד
διδασκαλία	מלמדת
απόδειξη	קבלה
απόδειξη	הוכחה
καταστροφές	אסונות
ρώσος	רוסייה
ρώσος	רוסית
ρώσος	רוסי
είκοσι	twenty
είκοσι	עשרים
κατοικία	מגורים
κατοικία	מגורים
άντρες	גברים
κινηματογράφο	קולנוע
ποιητή	משורר
ποιητή	המשורר
ποιότητας	איכות
ποιότητας	איכותי
ποιότητας	באיכות
συνδέονται	מקושר
συνδέονται	מחוברים
συνδέονται	מחובר
συνδέονται	מחוברת
παλαιό	ישנה
παλαιό	זקן
παλαιό	ישן
παλαιό	זקנה
διέταξε	הזמין
φαινόμενα	תופעות
φαινόμενα	תופעה
κοινοβουλίου	פרלמנט
κοινοβουλίου	הפרלמנט
διάταγμα	צו
ινδίας	הודו
ινδίας	אינדיה
τείχη	חומות
τείχη	קירות
σύγχρονο	מודרנית
σύγχρονο	מודרני
σύγχρονο	מודרניות
σύγχρονο	עכשווית
στόλο	צי
στόλο	הצי
υπεύθυνος	אחראית
υπεύθυνος	אחראי
υπεύθυνος	אחריות
υπεύθυνος	האחראי
υπεύθυνος	אחראיות
υπεύθυνος	אחראים
δάσος	יער
δάσος	וודס
δάσος	יער
δάσος	היער
οδηγίες	הנחיות
οδηγίες	הנחיות
οδηγίες	הוראות
φθινόπωρο	סתיו
φθινόπωρο	נפילה
φθινόπωρο	תיפול
φθινόπωρο	ליפול
φθινόπωρο	סתיו
διαδικασίες	הליכים
διαδικασίες	ההליכים
διαδικασίες	הליכים
διαδικασίες	נהלים
ερευνητές	חוקרים
δύση	המערב
δύση	ווסט
δύση	מערבה
δύση	מערב
δύση	וסט
διάταξη	פריסה
ρώσοι	רוסים
ρώσοι	הרוסים
μεταγραφή	השעתוק
πρόσφυγες	פליטים
πρόσφυγες	הפליטים
βασικός	בסיסי
βασικός	בסיסיים
βασικός	בסיסית
βασικός	בסיסיות
σκ	סופשבוע
άνοδος	האנודה
κόμη	רוזן
κόμη	ספירה
δράμα	דרמה
έλεγχος	בקרה
έλεγχος	שליטה
έλεγχος	פיקוח
έλεγχος	בדוק
αλλάζει	משתנה
έμφαση	דגש
υπηκοότητα	לאום
υπηκοότητα	אזרחות
υπηκοότητα	אזרחות
μηδέν	זירו
μηδέν	אפס
φωτιά	אש
φωτιά	שריפה
εκατοντάδες	מאות
ήπειρο	יבשת
ήπειρο	היבשת
χάλκινο	ארד
χάλκινο	הארד
χάλκινο	ברונזה
αντίληψη	התפיסה
αντίληψη	תפיסה
πανιώνιος	פאניוניוס
δρόμους	הכבישים
δρόμους	דרכים
δρόμους	כבישים
δρόμους	הרחובות
δρόμους	רחובות
πλατφόρμα	פלטפורמה
πλατφόρμα	הפלטפורמה
σπύρος	ספירו
διοικητή	מפקד
διοικητή	קומנדר
ρωμαίοι	רומאים
ρωμαίοι	הרומאים
δάσκαλος	המורה
δάσκαλος	מורה
χάρι	הארי
χάρι	הרי
ανασκαφές	חפירות
ανασκαφές	חפירות
ένδειξη	אינדיקציה
ουγγαρίας	הונגריה
ελισάβετ	אליזבט
ελισάβετ	אליזבת
ελισάβετ	אליזבט
ελισάβετ	אליזבת
διαμάχη	מחלוקת
διαμάχη	מחלוקת
βαθμός	דרגה
βαθμός	תואר
βαθμός	דרגה
σταθερή	תוקן
σταθερή	מתוקן
σταθερή	קבוע
σταθερή	יציבה
σταθερή	יציב
σταθερή	יציבה
σταθερή	יציב
κριτήριο	קריטריון
κοινωνικές	חברתיות
κοινωνικές	חברתית
κοινωνικές	חברתי
φρανκ	פרנק
δάση	יערות
δάση	יער
δάση	היער
φιλόσοφοι	פילוסופים
ουγγαρία	הונגריה
ακρόπολη	אקרופוליס
ακρόπολη	מבצר
ακρόπολη	מצודת
μαθητής	סטודנט
μαθητής	תלמידה
μαθητής	תלמיד
μαθητής	סטודנטית
γιους	בנים
υποψηφιότητες	מועמדויות
πρεμιέρα	הבכורה
πρεμιέρα	בכורה
βιογραφικό	ביוגרפיה
βιογραφικό	ביו
βιογραφικό	ביולוגיה
βιογραφικό	קורות
θεά	האלה
θεά	אלה
θεά	אלת
πελοποννήσου	פלופונסוס
κρίσιμη	קריטית
κρίσιμη	קריטי
κρίσιμη	ביקורתי
κρίσιμη	ביקורתית
κρίσιμη	קריטי
κρίσιμη	מכריע
ηράκλειο	הרקליון
κωδικός	סיסמה
κωδικός	סיסמא
κωδικός	הסיסמה
κωδικός	קוד
κωδικός	צופן
τύχη	מזל
επικοινωνία	תקשורת
επικοινωνία	מגע
επικοινωνία	קשר
επικοινωνία	תקשורת
γεωγραφική	גיאוגרפי
αποδίδεται	המיוחסות
είδε	מסור
είδε	ראיתי
είδε	המסור
είδε	ראה
δόξα	תהילה
δόξα	תפארת
δόξα	תהילה
δόξα	גלורי
κέρκυρας	קורפו
πέμπτη	החמישי
πέμπτη	חמישית
πέμπτη	חמישי
πέμπτη	חמישי
ποσότητες	כמויות
ποσότητες	הכמות
ποσότητες	כמות
καθολική	קתולי
καθολική	קתולית
καθολική	קתולים
καθολική	אוניברסלי
καθολική	יוניברסל
αίσθηση	הרגשה
αίσθηση	מרגישה
αίσθηση	מרגיש
αίσθηση	תחושה
αίσθηση	תחושה
αίσθηση	חוש
αίσθηση	הגיון
εξίσωση	משוואה
μοίρα	טייסת
μοίρα	גורל
μοίρα	דסטיני
μοίρα	ייעוד
μοίρα	הגורל
μοίρα	גורל
μοίρα	הגורל
αραβικά	ערבית
ασθένεια	מחלה
ασθένεια	מחלה
ασθένεια	מחלות
ασθένεια	מחלה
ασθένεια	חולי
αρχαίος	עתיקים
αρχαίος	עתיקה
αρχαίος	עתיקות
αρχαίος	עתיק
αρχαίος	העתיקה
σύνοδο	פסגה
φυλακή	כלא
φυλακή	כלא
φυλακή	סוהר
πλήρης	מלא
πλήρης	מלאים
πλήρης	מלאה
πλήρης	השלם
πλήρης	שלם
πλήρης	הושלם
στρατιωτικοί	צבא
στρατιωτικοί	צבאי
αποσύρθηκε	פרשת
αποσύρθηκε	פרש
αποσύρθηκε	פרשה
αποσύρθηκε	נסוגה
αποσύρθηκε	נסוג
αποσύρθηκε	מסוגר
αγγλικό	אנגלית
περιουσία	מקרקעין
αθλητικό	אתלטי
αθλητικό	אתלטית
αθλητικό	ספורטיבי
οργανώσεις	ארגוני
οργανώσεις	ארגונים
οργανώσεις	ארגונים
κενό	פער
κενό	הפער
κενό	גאפ
κενό	ואקום
κενό	ריקה
κενό	ריק
κενό	בלאנק
ιβάν	איוואן
ιβάν	איוון
βαθμοί	הציונים
βαθμοί	ציונים
βαθμοί	נקודות
βαθμοί	מעלות
βαθμοί	תארים
σάντα	סנטה
παπαδόπουλος	פאפאדופולוס
αριστερό	שמאלה
αριστερό	שמאל
αριστερό	משמאל
σίγουρα	בטח
σίγουρα	בטוח
λαμβάνοντας	נטילת
λαμβάνοντας	לקיחת
λαμβάνοντας	לוקחת
λαμβάνοντας	לוקח
σχετικές	רלוונטיים
σχετικές	רלוונטית
σχετικές	רלוונטי
σχετικές	רלוונטיות
σχετικές	קשורות
σχετικές	קשור
σχετικές	קשורה
σχετικές	קשורים
μοριακή	מולקולרית
μοριακή	מולקולרי
σχηματισμό	תצורה
σχηματισμό	מערך
τυπικά	רשמית
τυπικά	אופיינית
τυπικά	טיפוסית
τυπικά	טיפוסי
τυπικά	אופייני
πέραν	שמעבר
πέραν	מעבר
άγγελος	מלאך
άγγελος	מלאכית
συνεχή	מתמשך
συνεχή	רציף
ευαισθησία	רגיש
ευαισθησία	רגישים
ευαισθησία	רגישה
ευαισθησία	רגישות
ευαισθησία	הרגישות
ευαισθησία	רגישות
ευαισθησία	רכות
ευαισθησία	עדינות
ευαισθησία	רגישות
κόρες	האישונים
οργανική	אורגני
οργανική	אורגניות
οργανική	אורגניים
οργανική	אורגנית
εργοστάσιο	צמח
εργοστάσιο	שתול
εργοστάσιο	מפעל
εργοστάσιο	חרושת
εργοστάσιο	המפעל
θερμοκρασίες	טמפרטורות
προσωρινή	זמנית
προσωρινή	זמני
προσωρινή	טמפרטורה
κωμωδία	קומדיה
συρίας	סוריה
συρίας	סורי
συρίας	הסורי
ηθοποιό	שחקנית
φυλές	שבטים
φυλές	השבטים
φυλές	שבטים
φυλές	גזעים
φυλές	מירוצים
συγγραφή	כתיבה
συγγραφή	כותבת
συγγραφή	כותב
κύπρος	בקפריסין
κύπρος	קפריסין
κυβερνήτη	קפטן
κυβερνήτη	סרן
κυβερνήτη	המושל
κυβερνήτη	מושל
ζωντανά	לחיות
ζωντανά	live
ζωντανά	חי
πίτερ	פיטר
πίτερ	פטרוס
πίτερ	פטר
αποφασίζει	מחליטה
αποφασίζει	מחליט
εκπρόσωπος	דובר
εκπρόσωπος	הנציג
εκπρόσωπος	נציג
κατασκευές	בניה
κατασκευές	בנייה
κατασκευές	מבנים
γέννηση	הלידה
γέννηση	לידת
γέννηση	לידה
αλεξάντερ	אלכסנדר
άκρη	הקצה
άκρη	קצה
συναυλία	הופעה
συναυλία	קונצרט
γιορτή	חג
γιορτή	חופשה
γιορτή	משתה
γιορτή	סעודה
γιορτή	סעודת
γιορτή	חגיגה
γιορτή	החגיגה
έγγραφα	מסמכים
λειτουργίες	פונקציה
λειτουργίες	פונקציות
τακτική	רגילה
τακτική	סדיר
τακτική	רגיל
τακτική	קבוע
τακτική	טקטיקות
τακτική	טקטיקה
τακτική	טקטיקה
τακτική	טקטי
περιγράφεται	מתואר
περιγράφεται	תאר
περιγράφεται	תיאר
κάλυψη	כיסוי
κάλυψη	כסה
κάλυψη	חיפוי
κάλυψη	מכסה
κάλυψη	לכסות
κάλυψη	כיסוי
κάλυψη	סיקור
σαφώς	בבירור
σαφώς	בברור
μαρκ	מארק
μαρκ	סמני
μαρκ	מארק
μαρκ	מרק
μαρκ	סמן
ψευδώνυμο	כינוי
ψευδώνυμο	כינוי
ψευδώνυμο	הכינוי
ποπ	פופ
προγραμματισμού	תכנות
ωκεανό	האוקיינוס
ωκεανό	אוקיינוס
πέρσες	פרסים
πέρσες	הפרסים
