年	рік
羅伯特	робер
夢想	сон
夢想	dream
夢想	мрія
夢想	сни
夢想	снів
夢想	мрій
夢想	мрії
夢想	dreams
覆蓋	віддається
覆蓋	обкладинку
覆蓋	cover
覆蓋	обкладинка
覆蓋	обкладинки
覆蓋	перезапису
寫作	записати
寫作	напишіть
寫作	пишіть
寫作	виписати
寫作	написати
寫作	написання
寫作	запис
寫作	писати
寫作	запису
弦	акорд
弦	акорди
弦	рядок
青海	цінхай
截止	обрізки
截止	вимикання
溝通	комунікація
溝通	спілкування
溝通	комунікації
溝通	спілкування
溝通	спілкуються
日記	журнал
日記	journal
日記	щоденник
日記	щоденник
大地	землею
大地	earth
大地	землі
大地	земля
醇	алкоголю
醇	алкоголь
醇	спирт
苯	бензен
即時	миттєвого
即時	миттєва
即時	негайно
即時	негайного
即時	безпосередній
世代	створення
世代	generation
世代	покоління
世代	генерація
世代	комплексів
世代	покоління
世代	поколінь
王室	надрами
航空母艦	авіаносець
移植	трансплантація
移植	пікірування
移植	голови
四季	сезони
決議	resolution
考古	археологічний
考古	археологія
姐妹	сестрички
姐妹	сестри
姐妹	сестра
草原	луки
草原	степах
草原	прері
草原	степ
發音	виразний
發音	вимова
高地	височина
高地	верховина
高地	височина
高地	terra
高地	висоти
王位	трон
省份	провінція
省份	провінції
試驗	експеримент
試驗	тестування
試驗	випробування
試驗	експерименти
試驗	перевірка
試驗	перевірити
試驗	test
試驗	тест
習慣	звички
習慣	звичок
習慣	звичка
習慣	звички
習慣	звичкою
資金	фонди
資金	коштів
脫	стрічки
忍者	ніндзя
機制	механізми
機制	механізм
禹	ву
尤其	особливо
紙	папір
降落	посадка
降落	посадку
鳳凰	фенікс
喜愛	улюблені
喜愛	улюблений
喜愛	улюблене
洪水	повінь
洪水	потопу
洪水	повінь
洪水	повені
防衛	оборона
防衛	захист
防衛	оборони
防衛	захист
防衛	оборону
相當於	еквівалент
巢	гніздо
輸出	вивести
輸出	вивід
輸出	виведення
輸出	висловлювання
輸出	виводу
水利	гідравлічний
藥	ліки
藥	медицина
思考	роздуми
思考	мислення
思考	відбиття
思考	відбиття
慶祝	святкування
認證	засвідчити
認證	автентифікація
認證	розпізнавання
認證	гаранта
認證	посвідчення
認證	сертифікації
認證	сертифікований
生長	росте
生長	нарощування
生長	виростають
生長	рости
生長	вирощують
生長	ростуть
老人	старих
突厥	тюркська
韻	рима
情人	коханих
情人	коханці
情人	закоханих
情人	коханець
放置	розміщення
放置	викладання
晴	сонячний
晴	сонячно
性別	стать
性別	статі
性別	гендерна
性別	стать
性別	секс
性別	sex
腔	лопатки
新生	абітурієнтів
雁	гусей
雁	гуси
夏威夷	гаваї
夏威夷	гавайська
邊界	межі
邊界	кордони
邊界	межі
邊界	кордони
邊界	рамки
邊界	обрамлення
邊界	межа
邊界	кордон
邊界	рамка
邊界	границя
蛤	подавали
蛤	молюски
普及	універсальна
普及	universal
普及	універсальний
差距	проміжки
差距	уразливих
差距	пропуски
差距	розрив
盒	скринька
盒	box
盒	ящик
盒	коробка
豬	свині
豬	свиня
豬	свині
牆	стіну
牆	стіна
牆	стіні
牆	стіни
牆	мури
貨幣	валюта
貨幣	валюту
貨幣	валюти
貨幣	валют
貨幣	валюти
貨幣	грошова
鶴	журавлі
鶴	журавель
鶴	кран
添	тімоті
添	тім
微軟	microsoft
企圖	спробувала
企圖	спробував
企圖	замах
企圖	спроб
企圖	спроби
企圖	спробу
企圖	спроба
企圖	намагатися
蝴蝶	метелик
蝴蝶	метелики
社團	асоціації
鯨	кити
鯨	кит
鯨	кити
優勢	переваги
優勢	плюси
優勢	перевагу
優勢	перевага
優勢	перевагою
舌	язик
舌	язика
現實	реальність
現實	реаліті
形態	морфологія
真相	істина
步行	ходити
步行	прогулянка
步行	прогулянки
步行	прогулянка
韓語	корейська
日圓	єн
基督徒	християни
基督徒	християнин
基督徒	крістіан
基督徒	християнський
基督徒	християнська
