年	aasta
橘	orange
橘	apelsin
橘	oranž
建築師	arhitekti
建築師	arhitekt
建築師	arhitektid
總是	alati
彩色	värv
彩色	värvi
彩色	värvus
彩色	värv
彩色	värvi
彩色	värviline
彩色	värvilised
工會	liit
工會	liidu
工會	ametiühingud
工會	liidud
蜘蛛	ämblik
蜘蛛	spider
離婚	lahutus
離婚	lahutatud
享受	naudi
享受	nauding
享受	naudib
享受	nautinud
享受	nautis
鑽石	diamond
鑽石	teemant
鑽石	teemandid
週五	fri
週五	reede
週五	reedel
週五	reedeti
三菱	mitsubishi
肌	lihas
美女	kaunist
美女	ilus
美女	kaunid
美女	ilusad
美女	kaunis
美女	ilu
美女	iludus
美女	kaunitar
神經	närvi
神經	närvid
助手	abiline
助手	assistent
溫哥華	vancouveri
窩	pesa
地帶	riba
地帶	ribad
混亂	segadust
混亂	segadus
混亂	kaos
大堂	fuajee
裸	paljas
裸	paljalt
裸	alasti
裸	alasti
裸	paljaste
裸	paljas
校區	linnaku
馬丁	martin
衝擊	kokkupõrge
衝擊	mõju
衝擊	šokk
廠商	tarnija
廠商	müüja
廠商	valmistaja
廠商	tootja
光學	optiline
光學	optilised
光學	optika
卵	mune
卵	munad
氟	fluoriidi
氟	fluori
出租	takso
欄	sammas
欄	kolonn
欄	veerg
欄	veeru
欄	veerud
意志	wills
軍方	sõjaväe
軍方	sõjaline
軍方	sõjalise
軍方	sõjalised
軍方	sõjavägi
真理	tõed
真理	tõde
過度	ülemäärane
過度	liigne
過度	ülemäärase
街頭	tänav
伺服器	serverid
伺服器	server
清晰	selgust
清晰	selguse
清晰	selgus
背面	kiri
背面	sabad
醫藥	meditsiin
醫藥	ravimid
醫藥	ravimid
變更	muuda
變更	muutused
變更	muudatused
變更	muutused
變更	muuda
變更	muudatus
變更	muutus
新手	algaja
新手	algaja
燒	põle
燒	põleb
燒	põletada
燒	põletus
燒	põletamine
燒	kirjutamine
膠	liimi
膠	liim
膠	geeli
膠	geel
渡邊	watanabe
猶太人	juudi
猶太人	juut
猶太人	juudid
分歧	erinevused
分歧	lahknevus
分歧	erimeelsused
怪物	koletis
怪物	monster
書寫	kirjutatud
書寫	kirjalik
書寫	kirjutanud
書寫	kirjutamine
色情	pornograafia
色情	erootiline
色情	porno
股東	aktsionärid
股東	osanikud
股東	aktsionärid
股東	aktsionär
股東	osanik
曝光	paljastada
曝光	paljastatud
曝光	paljastades
曝光	kokkupuute
曝光	kokkupuude
飛行員	piloot
劫	rööv
劫	röövi
劫	röövimine
鎖	lukku
鎖	luku
鎖	lukk
鎖	lukud
人群	rahvamassid
人群	rahvas
人群	publik
簡化	lihtsustamine
簡化	lihtsustada
簡化	lihtsustatud
從未	kunagi
土壤	mulla
土壤	pinnas
土壤	muld
土壤	muld
再生	taassündi
水中	veealuse
水中	veealune
重組	ümberkorraldused
重組	ümberkorraldamise
重組	ümberkorraldamine
重組	ümberkorraldamine
示威者	meeleavaldajate
示威者	protestijad
示威者	meeleavaldajate
放映	läbivaatus
四方	quad
四方	quartet
消費	tarbitud
消費	tarbimine
摩爾	moore
摩爾	mutt
洗	pesta
洗	pesema
洗	pese
洗	pesemine
磨	jahvatada
隕石	meteoriit
隕石	meteoor
隕石	meteoriit
摧毀	hävita
摧毀	hävitamine
摧毀	hävitada
船隻	laevu
船隻	laevad
船隻	laevad
船隻	laevade
船隻	anum
船隻	laev
船隻	alus
船隻	paate
船隻	paadid
船隻	laeva
船隻	laev
船隻	paat
否定	eitamine
否定	negatiivne
否定	negatiivsed
個別	individuaalselt
個別	üksikult
個別	eraldi
個別	üksikute
個別	individuaalsed
個別	individuaalne
橙	orange
橙	apelsin
橙	oranž
橙	apelsinid
嚴格	range
嚴格	range
嚴格	ranged
嚴格	rangelt
排序	sorteerimine
排序	sorteerimine
漆	lakk
漆	lakki
物體	objektid
牙齒	hambaravi
牙齒	hammas
牙齒	hamba
牙齒	hambad
元件	komponendi
元件	komponent
元件	komponendid
元件	element
協調	koordineerida
協調	koordineeritud
協調	kooskõlastatud
協調	koordineerimine
協調	kooskõlastamine
新秀	algaja
尾巴	saba
妖怪	koletis
妖怪	monster
度假	puhkus
度假	pühal
度假	puhkus
扣	luku
扣	lukk
客戶	kliendi
客戶	klient
客戶	klientidele
客戶	kliendid
客戶	kliendi
客戶	klient
客戶	kliendid
喙	nokk
諾貝爾	nobeli
治理	valitsemine
治理	juhtimine
選民	valijaskonna
選民	hääletaja
選民	valija
選民	valijad
演技	näitlemine
勇者	vapper
勇者	vaprad
勇者	vapp
肌肉	lihased
肌肉	lihas
火車	rongi
火車	rong
火車	rongid
磷酸	fosfaadi
蛙	konna
蛙	konn
千年	aastatuhande
觀看	vaata
觀看	jälgi
重型	rasked
重型	raske
肩	õla
肩	õlg
肩	õlga
肩	õlad
水手	madrus
水手	meremees
答案	vastus
答案	vastused
答案	vastuseid
臂	käsi
臂	käe
領先	juhtiv
領先	plii
參議院	senati
參議院	senat
武田	takeda
鏡頭	objektiivi
鏡頭	läätsed
鏡頭	kaamera
頭銜	pealkirjad
前提	eeldus
前提	eeltingimus
時尚	stiilne
時尚	mood
審判	kohtuistung
軍艦	sõjalaevad
軍艦	sõjalaev
三角形	kolmnurk
三角形	kolmnurkne
三角形	kolmnurgad
民生	elatis
透明	läbipaistvad
透明	läbipaistev
透明	läbipaistvus
督察	inspektor
督察	inspektori
同行	peer
野生	wild
野生	metsik
大理	dali
用品	varud
用品	tarned
用品	tarvikud
混凝土	betoonist
混凝土	konkreetseid
混凝土	betooni
碘	joodi
碘	jood
鈴	kella
鈴	belli
鈴	bell
秋季	sügis
秋季	kukkumine
秋季	kuku
同事	kolleeg
同事	kolleegi
封鎖	blokaad
珍珠	pearl
珍珠	pärl
珍珠	pärli
珍珠	pärlid
群眾	rahvas
群眾	publik
棉	puuvill
外交官	diplomaat
外交官	diplomaadid
終極	ülim
安置	asetus
安置	paigutamine
安置	paigutus
旋律	meloodia
旋律	melody
奔	ben
衣服	rõivad
衣服	riietus
衣服	riided
衣服	riideid
衣服	riided
認可	akrediteerimine
終結	lõpp
風險	risk
風險	riski
風險	riske
風險	riskid
象棋	male
剪	lõika
剪	lõigatud
標記	märgistus
標記	tähistamine
標記	tähistus
標記	märgistamine
標記	sildid
標記	märgi
標記	märk
標記	mark
標記	sildi
標記	tag
標記	silt
標記	märgid
標記	marks
標記	tähis
標記	marker
指向	osutades
指向	osutamine
鋼鐵	teras
鋼鐵	steel
鋼鐵	terasest
鋼鐵	raud
鋼鐵	raua
新教	protestantide
火焰	tuli
火焰	tulekahju
火焰	tuld
火焰	leegi
火焰	leek
火焰	leegid
魁北克	quebec
速率	määr
年級	hinne
聚會	party
聚會	pidu
聚會	erakond
聚會	peole
聚會	kogunemine
轟炸	pommitamist
轟炸	pommitamine
捐款	annetus
捐款	annetuse
捐款	annetada
捐款	annetused
捐款	annetusi
烈士	märt
烈士	märter
寵物	pet
寵物	lemmikloom
寵物	lemmikloomad
春季	kevad
夫婦	paaride
夫婦	paarid
夫婦	paar
亞美尼亞	armeenia
科爾	cole
卓越	tipptaseme
屍	laiba
屍	laip
晶片	chip
晶片	kiip
遷移	ümberpaigutamine
螢幕	ekraan
螢幕	ekraani
真菌	seen
真菌	seened
真菌	seene
真菌	seened
號碼	number
號碼	arv
鞋	kingad
鞋	jalanõud
鞋	king
鞋	kinga
馬其頓	makedoonia
馬其頓	makedoonia
俄亥俄州	ohio
羽毛	sulg
羽毛	sulgedega
羽毛	suled
消耗	tarbimine
期限	kestus
期限	tähtpäev
期限	tähtaeg
肥	rasv
肥	rasva
肥	paksud
肥	paks
總計	kokku
社交	sotsiaalselt
社交	sotsiaalsed
社交	sotsiaalne
害怕	hirmunud
害怕	hirmul
概率	tõenäosus
缺少	puuduvad
缺少	kadunud
缺少	puudu
缺少	puudub
繪畫	maal
繪畫	maali
繪畫	värvimine
繪畫	joonis
繪畫	joonistamine
繪畫	maalid
登山	ronimine
登山	ronib
溶液	lahendus
溶液	lahus
吸血鬼	vampiir
被告	süüdistatud
被告	süüdistatav
被告	kostja
河谷	org
河谷	oru
河谷	valley
暱稱	hüüdnimi
暱稱	hüüdnime
暱稱	hüüdnimed
美人	ilu
美人	iludus
美人	kaunitar
血管	veenid
血管	veeni
潛艇	allveelaev
潛艇	allveelaeva
人造	kunstlik
貝克	pagar
貝克	baker
彈藥	laskemoon
彈藥	laskemoona
彈藥	laskemoona
中止	katkestamine
決戰	duell
栗	kastani
殺手	tapja
殺手	killer
殺手	mõrvar
頌	ood
偷	varasta
偷	varastada
偷	varastama
偷	varastamine
偷	varastab
隱藏	peidus
隱藏	peidetud
隱藏	varjatud
隱藏	peidetakse
隱藏	peitu
隱藏	peitmine
隱藏	peida
隱藏	peidus
隱藏	peitmine
暗示	vihjed
暗示	vihjeid
星星	täht
星星	tähe
星星	staar
星星	staarid
星星	tähed
星星	tähtede
多元	mitmuses
多元	pluralismi
溝	kraavi
道具	rekvisiidid
合金	sulamist
合金	sulamid
矮	lühike
矮	lühikesed
矮	kääbus
矮	päkapikk
討伐	ristisõda
酒吧	baarid
酒吧	trellide
酒吧	trellid
酒吧	baar
酒吧	bar
酒吧	baari
酒吧	pubi
撤回	tühistatud
撤回	tagasivõtmine
撤回	tühistamise
石川	ishikawa
延續	jätkamine
延續	jätkumine
盲	pime
盲	pimedad
民兵	grupeeringud
民兵	miilits
制服	ühtlane
制服	ühtsed
制服	munder
介面	liides
介面	liidese
介面	liidesed
場景	stseen
場景	stseeni
場景	stseenid
炮兵	suurtükivägi
痛	valu
證券	väärtpaberid
星雲	udukogu
怕	kardan
包裹	wrap
包裹	mähitud
包裹	pakitud
包裹	maatüki
包裹	pakend
包裹	pakett
包裹	pakk
山區	mäed
山區	mäe
山區	mägi
進口	import
進口	impordib
進口	import
進口	imporditi
進口	imporditud
進口	import
進口	impordi
共和黨	vabariiklased
中型	keskmise
中型	keskmine
中型	keskmised
中型	andmekandja
匿名	anonüümsus
匿名	anonüümne
四名	neli
陽光	päikest
陽光	päike
陽光	päikesepaiste
陽光	päikesekiir
陽光	päikest
陽光	päikesevalgus
宗旨	eesmärgid
猜	arva
束	kiir
渣	räbu
現存	olemasolevad
現存	olemasolev
行程	trip
行程	reis
拘捕	arreteerida
拘捕	vahistamine
拘捕	vahistamised
鄉村	külad
鄉村	külasid
鄉村	küla
鄉村	külas
偉大	suure
房間	tuppa
房間	ruum
房間	tuba
房間	toad
房間	ruumid
溪流	vood
溪流	oja
運算	toimimine
運算	toiming
運算	operatsioon
運算	informaatika
回收	ringlusse
回收	taastumine
回收	taaskasutamine
回收	taaskasutatud
卸任	väljuvad
卸任	väljuv
有用	kasulikud
有用	kasulik
瘤	kasvaja
瘤	kasvaja
拉丁文	ladina
收視率	hinnangud
電信	telecom
電信	telekommunikatsioon
電信	telekommunikatsiooni
電信	telekommunikatsioon
電信	telekommunikatsiooni
壩	tamm
情緒	emotsioon
情緒	emotsioonid
情緒	emotsiooni
情緒	meeleolu
情緒	tuju
情緒	emotsioonid
被俘	püütud
被俘	tabatud
被俘	vangistatud
夫妻	paaride
夫妻	paarid
夫妻	paar
紗	lõng
灌木	põõsas
甜	magusa
甜	magus
甜	magusad
離子	ioonid
演講	sõnavõtt
演講	kõne
演講	loeng
榴彈	granaat
榴彈	granaadid
偽	pseudo
百合	lily
體制	institutsioon
體制	institutsiooni
體制	asutus
麥可	michael
參觀	külla
參觀	külastus
參觀	visiit
淨	neto
淨	võrk
淨	net
用語	terminid
土星	saturn
吉他手	kitarrist
線路	liin
線路	joone
線路	joon
線路	rida
挖掘	väljakaevamistel
挖掘	kaevamine
槍械	püssid
槍械	relvad
槍械	tulirelvade
槍械	tulirelvad
喉	kurgu
喉	kurku
喉	kurk
喉	kõri
改組	ümberkorraldused
改組	ümberkorraldamise
改組	ümberkorraldamine
先進	muud
先進	arenenud
先進	täiustatud
順序	tellimus
順序	kord
順序	järjekord
順序	korraldus
順序	ordu
順序	jada
順序	järjestus
護照	passid
護照	passi
護照	pass
底特律	detroiti
底特律	detroidi
底特律	detroit
罪行	kuriteod
川崎	kawasaki
傳送	edastamine
傳送	ülekanne
傳送	edastus
嵐	lan
嵐	ian
條款	klausel
條款	terminid
管道	torujuhtme
管道	torud
管道	toru
管道	piip
管道	torustiku
管道	torustik
管道	torustik
路徑	asukoht
路徑	rada
路徑	rajad
邏輯	loogiline
邏輯	loogika
被殺	tapetud
被殺	tapeti
被殺	tappis
宗教信仰	religioon
墓地	kalmistu
墓地	surnuaed
墓地	surnuaeda
墓地	surnuaed
看台	seisab
範	van
範	kaubik
範	ventilaator
範	fänn
終身	eluaegne
終身	eluaeg
變形	moondunud
變形	ümberkujundamine
變形	muutumine
變形	muuta
變形	deformatsiooni
歡樂	joy
歡樂	rõõmu
歡樂	rõõm
海報	plakat
海報	plakati
海報	plakatid
心臟	südant
心臟	südame
心臟	süda
受害者	ohvreid
受害者	ohvrid
受害者	ohver
受害者	kannatanu
否認	keela
否認	eitamine
公正	erapooletus
公正	õiglus
珍妮	jenny
驅逐	väljasaatmise
較低	madalam
較低	madalamad
較低	alumine
較低	madalamale
鳥類	linnud
攜帶	kanda
虛擬	virtuaalne
電機	mootor
圖案	muster
圖案	mustri
童軍	skaut
童軍	luuraja
童軍	luurajad
昆蟲	putukad
昆蟲	putukas
摔角	maadlus
部件	vidin
部件	osi
部件	osad
運動場	mänguväljak
運動場	staadion
卡洛斯	carlos
許可	luba
許可	litsents
許可	luba
卡片	kaardid
卡片	kaardiga
卡片	kaart
卡片	kaardi
陝西	shaanxi
歐元	eurot
歐元	eur
歐元	eurot
歐元	euro
集體	kollektiivse
集體	kollektiiv
集體	kollektiivne
胎	rehv
近似	ühtlustamine
近似	ühtlustamise
近似	ligikaudne
人名	nimetused
人名	nimed
熱門	populaarne
熱門	populaarsed
熱門	top
熱門	ülal
熱門	ülalt
熱門	ülemine
崛起	tõuse
崛起	tõus
中隊	eskadrill
分手	lahkuminek
貨運	lasti
貨運	kaubavedu
水泥	betoonist
水泥	konkreetseid
水泥	betooni
水泥	tsemendi
平壤	pyongyang
隊友	mate
隊友	meeskonnakaaslane
同位素	isotoobid
同位素	isotoopide
教皇	paavst
教皇	pope
大使館	saatkondade
大使館	saatkonna
大使館	saatkond
初始	algne
初始	esialgne
財產	omadus
財產	omand
始終	alati
支配	domineerimine
支配	domineerimine
優先	prioriteet
米勒	miller
米勒	milleri
碎片	fragmendid
碎片	killud
碎片	praht
碎片	rususid
碎片	splinter
怪獸	elukas
怪獸	koletis
怪獸	koletis
怪獸	monster
怒	viha
怒	vihane
怒	raev
怒	raev
密集	mahukas
密集	intensiivne
密集	tihe
密集	pingeline
密集	intensiivne
缺陷	defekt
缺陷	puudused
缺陷	puudujäägid
流星	meteoor
流星	meteoriit
對稱	sümmeetriline
對稱	sümmeetriline
對稱	sümmeetria
電訊	telecom
電訊	telekommunikatsioon
電訊	telekommunikatsiooni
電訊	telekommunikatsioon
電訊	telekommunikatsiooni
戲院	teater
戲院	teater
戲院	kino
加密	krüpti
加密	krüptograafia
加密	krüpteeritud
海盜	piraat
流程	voo
流程	voolu
流程	vool
流程	voog
武術	martial
武術	wushu
委內瑞拉	venezuela
已故	surnud
長野	nagano
星球	planet
星球	planeet
謎	müstika
謎	müsteerium
謎	mõistatus
謎	pusle
謎	mõistatus
謎	enigma
鎮壓	repressioonide
鎮壓	repressiivse
苗族	hmongi
苗族	miao
伊斯蘭教	islam
後備	abiväge
男爵	parun
長者	eakad
保證	tagatud
保證	garanteeritud
保證	garantiid
保證	tagatis
保證	garantii
航海	purjetama
師團	osakonnad
師團	rajoonid
師團	vaheseinad
監視	järelevalve
奈良	nara
有線	traadiga
有線	kaabel
梵	van
梵	kaubik
發射器	käivitaja
發射器	saatja
擴建	laiendamine
擴建	laienemine
末端	otsad
末端	lõpeb
末端	lõppeb
痛苦	kannatab
痛苦	kannatusi
痛苦	kannatused
痛苦	kannatavad
痛苦	valu
助攻	abistab
數值	väärtused
數值	numbriline
數值	väärtus
月亮	kuu
月亮	moon
司機	autojuht
司機	juht
司機	autojuht
叛亂	ülestõus
叛亂	mäss
叛亂	mäss
叛亂	ülestõus
梅爾	mel
碰撞	kokkupõrge
碰撞	põrkuvad
碰撞	clash
碰撞	kokkupõrkeid
簽	märk
契約	kompaktne
階級	klass
階級	klassi
圓形	ring
圓形	circle
圓形	ringi
圓形	ringkirja
帳號	konto
共計	kokku
丘陵	hills
學科	distsipliinide
推測	spekulatsiooni
後面	taga
巴林	bahreini
個體	üksikute
個體	individuaalsed
個體	individuaalne
毛利	maoori
毛利	mori
動態	sööt
動態	sööta
動態	sööda
動態	jutt
動態	dünaamiline
動態	dünaamika
動態	lugusid
動態	lood
動態	jutud
動態	tegevus
動態	aktiivsus
動態	dünaamika
晉升	edendamine
大氣	atmosfääri
大氣	atmosfäär
大氣	atmosfääri
釋出	vabastamine
釋出	vabasta
釋出	vabastada
預期	ootused
預期	ootus
預期	ootused
預期	oodatud
預期	eeldatav
預期	oodati
流感	gripi
流感	gripp
流感	gripp
劇院	teater
劇院	teater
費城	philadelphia
鄒	chow
人格	persona
人格	isiksus
人格	isikupära
瘋狂	hull
瘋狂	hullud
瘋狂	hullumeelsus
瘋狂	hullus
綽號	hüüdnimi
綽號	hüüdnime
綽號	hüüdnimed
幽默	huumor
幽默	huumor
實體	üksused
實體	üksus
異常	ebanormaalne
異常	ebatavaline
異常	ebaharilik
異常	ebatavalised
異常	anomaaliaid
每一個	iga
口號	loosungid
口號	loosung
翻新	renoveeritud
翻新	renoveeritud
翻新	renoveerimine
維也納	viin
繼任	järglane
繼任	järeltulija
都城	capitol
元帥	marssal
頸	kaela
頸	kael
摩洛哥	maroko
頜	lõualuu
獎章	medal
獎章	medaljon
獎章	medaljoni
獎章	medalid
症狀	sümptomid
症狀	sümptomid
症狀	sümptom
兵庫	hyogo
清除	puhas
清除	selge
天橋	viadukti
蹄	kabi
神聖	püha
神聖	pühal
地表	pinnale
地表	pind
學位	kraadi
學位	kraadides
學位	kraadi
學位	kraad
光譜	spektraalne
光譜	spektrid
光譜	spektri
光譜	spektroskoopia
景點	atraktsioone
景點	vaatamisväärsusi
景點	külgetõmme
流入	sissevool
流入	sissevoolu
流入	sissevool
適用	kohaldatav
適用	rakenda
適用	kehti
業餘	amatöörid
業餘	amatöör
鯊	hai
鯊	haid
腹部	kõhu
腹部	kõht
腹部	kõhu
肯尼迪	kennedy
寬頻	lairiba
煥	hwan
致命	surmav
致命	surmav
致命	tappev
致命	saatuslik
致命	surmav
魚雷	torpeedo
魚雷	torpeedod
模糊	fuzzy
模糊	udu
猿	ahvide
猿	ahvid
猿	ahv
斯通	kivi
極限	piir
極限	piirang
極限	limiit
極限	piirmäärad
極限	piirid
極限	piirangud
極限	äärmuslik
蜂	mesilane
蜂	bee
續集	järg
碗	kausi
碗	kauss
拼	loits
拼	loitsu
拼	õigekirja
稍後	hiljem
級別	taseme
級別	tase
級別	tasand
代表團	delegatsioon
代表團	delegatsioonid
看起來	paistab
起訴	süüdistus
比分	skoor
比分	punktisumma
挖	kaevata
挖	kaeva
挖	kaevamine
集會	ralli
區分	eristamine
區分	vahet
區分	eristamine
燦	chan
瑤	yao
傷亡	kaotused
信心	faith
信心	usk
信心	usku
信心	enesekindlus
信心	usaldus
信心	enesekindel
法文	prantsuse
明天	homme
集結	ralli
杖	rod
先鋒	pioneer
先鋒	pioneerid
動詞	tegusõna
動詞	tegusõnad
體積	ruumala
體積	maht
體積	helitugevus
體積	köide
體積	suurus
暗殺	mõrvamine
噴射	jet
復仇	kättemaks
復仇	kättemaks
燃燒	põle
燃燒	põleb
燃燒	põletada
燃燒	põletus
燃燒	põletamine
燃燒	kirjutamine
感受	tunneta
感受	tunne
感受	tundeid
感受	tunded
射程	vahemik
射程	vahemikus
魅力	karisma
魅力	võlu
茄	solanum
茄	baklažaan
起義	ülestõus
起義	ülestõus
兵團	rügement
培訓	koolitus
培訓	koolitused
培訓	väljaõpe
培訓	treeningud
大教堂	katedraal
聯軍	koalitsiooni
鰓	gill
鰓	lõpused
暴露	paljastatud
暴露	kokkupuute
暴露	kokkupuude
培養	kasvatus
消費者	tarbija
消費者	tarbijad
生育	sünnituse
生育	sünnitus
雲端	pilve
雲端	pilved
雲端	cloud
雲端	pilv
屍體	keha
寸	tolli
寸	toll
時刻	hetki
時刻	hetked
時刻	moment
時刻	hetk
蝦	krevetid
蝦	krevette
蝦	krevetid
專利	patent
專利	patentide
田徑	kergejõustik
矛	oda
追蹤	pala
追蹤	raja
追蹤	rada
追蹤	rööbastee
追蹤	jälitamine
追蹤	jälgimine
追蹤	jälgimine
售票	pilet
區別	vahet
區別	eristamine
區別	vahe
區別	erinevus
搞笑	naljakas
搞笑	naljakas
三部曲	triloogia
村落	küla
村落	külas
發言人	pressiesindaja
發言人	pressiesindaja
葡萄酒	veini
葡萄酒	vein
葡萄酒	veinid
音樂劇	muusikal
音樂劇	musical
樸	pargi
樸	park
半徑	raadius
六個	kuus
標籤	sildid
標籤	märgised
標籤	sildi
標籤	tag
標籤	silt
標籤	kaart
標籤	tab
標籤	sildid
標籤	etikett
標籤	pealdis
標籤	märgistus
標籤	märgis
放大	zoom
肝	maksa
肝	maks
日間	päeval
日間	päev
傳記	elulugu
失望	pettumus
失望	pettunud
失望	pettumus
瑾	jane
雅克	jacques
安迪	andy
辦公	kontor
辦公	büroo
辦公	kabinet
