και	in
σύζυγο	žena
σύζυγο	zena
σύζυγο	soproga
δημοκρατικό	demokratične
δημοκρατικό	demokratični
δημοκρατικό	demokratično
δημοκρατικό	demokratična
σκωτίας	škotske
σκωτίας	škotski
σκωτίας	škotsko
σκωτίας	škotska
σκωτίας	škotsko
σκωτίας	škotske
σκωτίας	škotski
σκωτίας	škotska
λατινικά	latino
λατινικά	latinsko
εγκαταστάθηκαν	poravnana
εγκαταστάθηκαν	urejeno
σημείωσε	zabeležena
σημείωσε	zabeleženo
δυνατή	močan
δυνατή	močni
δυνατή	močno
δυνατή	močna
μέτρο	ukrep
μέτρο	merilo
κλασική	klasične
κλασική	klasično
κλασική	klasična
κλασική	klasika
κλασική	klasično
κλασική	klasična
κλασική	klasičen
κλασική	klasični
πιάνο	klavir
διπλό	podvoji
διπλό	dvojni
διπλό	dvakrat
διπλό	dvojno
διπλό	dvojna
προεδρικές	predsedniške
προεδρικές	predsedniško
προεδρικές	predsedniški
μηχανική	mehanika
μηχανική	mehaniki
μηχανική	inženiring
μηχανική	inženiringa
απώλεια	izguba
υπέστη	trpel
υπέστη	trpela
πραγματική	dejanske
πραγματική	dejanski
πραγματική	dejanska
καν	khan
καν	kan
ψήφους	glasov
ψήφους	glasovi
ψήφους	glasovanja
αποστολές	pošiljke
αποστολές	pošiljk
αποστολές	misije
κυριακή	nedeljsko
κυριακή	nedeljo
κυριακή	nedelje
κυριακή	nedeljski
κυριακή	nedelja
βουνό	gora
βουνό	gorsko
βουνό	gorski
βουνό	planina
βουνό	goro
ανθρώπινη	človeško
ανθρώπινη	človeška
ανθρώπινη	človeški
πωλήσεις	prodaja
γεωμετρία	geometrija
ολυμπιονίκης	olimpijsko
ερρίκος	gašper
ερρίκος	henry
φιναλίστ	finalist
φιναλίστ	finalistov
σωστά	desno
σωστά	right
σωστά	pravica
σωστά	prav
σωστά	pravilno
σωστά	pravilna
σωστά	pravilen
σωστά	pravilni
άνοιξε	odpri
άνοιξε	odprto
τρόπους	načine
τρόπους	načini
τρόπους	manire
κάποτε	nekoč
κάποτε	enkrat
εμπορικό	btc
νικήτρια	zmagovalec
νικήτρια	zmagovalka
γιουγκοσλαβίας	jugoslavija
γιουγκοσλαβίας	jugoslavijo
σοβαρά	resno
αφαίρεση	odstranjevanje
αφαίρεση	odstrani
αφαίρεση	odstranitev
αφαίρεση	odstranjevanje
συμπτώματα	simptomi
προσωρινά	začasno
προσωρινά	začasni
προσωρινά	začasno
προσωρινά	začasna
προσωρινά	začasen
προσωρινά	začasni
προσωρινά	začasna
κερδίζει	zmaga
υδρογόνου	vodika
υδρογόνου	vodik
άγνωστο	neznan
άγνωστο	neznani
άγνωστο	neznano
άγνωστο	neznana
εντούτοις	kakorkoli
κύτταρα	celice
κύτταρα	celic
συνέντευξη	razgovor
συνέντευξη	intervju
ρουμανία	romunija
συνάντηση	spoznaj
συνάντηση	seji
συνάντηση	srečanje
συνάντηση	sestanek
μετακόμισε	preselil
μετακόμισε	prestavljen
μετακόμισε	premaknjena
οικισμούς	naselja
οικισμούς	poravnave
οικισμούς	aglomeracije
λουδοβίκος	louis
λουδοβίκος	ludvik
λουδοβίκος	ludovico
μιχάλης	michalis
αντ	mravlja
αντ	namesto
αντ	ade
ανακάλυψε	odkrila
ανακάλυψε	odkril
ανακάλυψε	odkrite
ανακάλυψε	odkrita
ανακάλυψε	odkrili
ανακάλυψε	odkrit
ενέργειες	dejanja
ενέργειες	ukrepi
πολωνίας	poljsko
πολωνίας	poljski
πολωνίας	poljska
αεροπορία	letalsko
αεροπορία	letalstvo
αεροπορία	aviation
αεροπορία	letalski
μαδρίτης	madrid
δηλώνει	izjavlja
δηλώνει	razglasi
καποδίστριας	kapodistrias
σωματείο	union
σωματείο	unije
σωματείο	unija
σωματείο	sindikat
παρόν	prisotna
παρόν	prisotni
παρόν	prisotno
παρόν	sedanjost
παρόν	prisoten
ιησού	jezus
νομίσματα	kovance
νομίσματα	kovanci
νομίσματα	valute
πρακτικά	praktično
πρακτικά	praktične
πρακτικά	praktičen
πρακτικά	praktična
πρακτικά	praktično
σημαντικός	pomembno
σημαντικός	pomemben
σημαντικός	pomembna
ενεργό	aktivna
ενεργό	dejavno
ενεργό	aktiven
ενεργό	aktivni
ενεργό	aktivno
προβολή	projekcija
προβολή	projekcijo
προβολή	prikaz
προβολή	ogled
προβολή	razgled
προβολή	pogled
ρυθμό	tempo
ρυθμό	tempo
ρυθμό	ritem
συνελήφθη	aretirani
συνελήφθη	aretirali
συνελήφθη	aretirana
συνελήφθη	aretiran
βορειοδυτικά	severozahodni
βορειοδυτικά	sz
βορειοδυτικά	severozahodno
καλλιτέχνης	umetnik
καλλιτέχνης	izvajalec
καλλιτέχνης	umetnica
άντζελες	angelesu
μαύρη	črno
μαύρη	črne
μαύρη	črn
μαύρη	črni
μαύρη	črna
στήλη	stolpec
στήλη	kolona
νόμισμα	valuta
νόμισμα	valute
νόμισμα	kovanci
νόμισμα	kovanec
αξιωματικός	častnik
αξιωματικός	policist
συλλογές	zbirke
δημιουργώντας	ustvarjanje
στόλου	ladjevje
στόλου	floto
στόλου	flota
στόλου	flote
καταστράφηκε	uničena
καταστράφηκε	uničeni
καταστράφηκε	uničene
καταστράφηκε	uničen
καταστράφηκε	uničeno
καταστράφηκε	uničena
καταστράφηκε	uničeni
καταστράφηκε	uničen
καταστράφηκε	uničeno
βιογραφία	življenjepis
βιογραφία	biografijo
καθηγητή	profesorica
καθηγητή	profesor
καθηγητή	profesorja
καρδιά	srčna
καρδιά	srčno
καρδιά	srce
στάδια	stadioni
στάδια	faze
στάδια	faz
στάδια	faze
στάδια	stopnje
στάδια	fazah
στάδια	stopnice
στάδια	koraki
γιου	yoo
καθαρά	jasna
καθαρά	počisti
καθαρά	jasno
καθαρά	cist
καθαρά	čist
καθαρά	neto
καθαρά	net
αντίπαλο	tekmec
αντίπαλο	nasprotnik
ολοκλήρωση	zaključek
ολοκλήρωση	dokončanje
ολοκλήρωση	povezovanje
ολοκλήρωση	vključitev
ολοκλήρωση	integracija
ολοκλήρωση	vključevanje
ολοκλήρωση	popolna
ολοκλήρωση	popolno
τέταρτο	četrto
τέταρτο	četrta
τέταρτο	četrtič
τέταρτο	četrti
παρουσιάστηκε	predstavljena
παρουσιάστηκε	predstavljeni
παρουσιάστηκε	predstavljeno
παρουσιάστηκε	predstavljene
παρουσιάστηκε	predstavljen
θεωρίες	teorije
θεωρίες	teorij
ιταλοί	italijani
ανεξάρτητη	neodvisen
ανεξάρτητη	samostojna
ανεξάρτητη	samostojno
ανεξάρτητη	neodvisni
ανεξάρτητη	neodvisno
ανεξάρτητη	neodvisna
εργαστήριο	laboratorij
εργαστήριο	laboratorijsko
εργαστήριο	delavnica
εργαστήριο	delavnice
εργαστήριο	delavnico
εργαστήριο	laboratorij
αντικατέστησε	zamenjana
αντικατέστησε	nadomeščen
αντικατέστησε	nadomesti
αντικατέστησε	zamenjaj
δείγμα	vzorec
δείγμα	vzorec
δείγμα	primerek
δημιουργήθηκαν	ustvarjen
δημιουργήθηκαν	ustvarjeno
δημιουργήθηκαν	ustvaril
δημιουργήθηκαν	ustvarjena
δημιουργήθηκαν	ustvarjene
πληροφορία	obveščanje
πληροφορία	podatki
πληροφορία	informacija
πληροφορία	informacije
πληροφορία	podatek
πορτογαλία	portugalska
πορτογαλία	portugalsko
πορτογαλία	portugalski
πορτογαλία	portugalske
ιστορικοί	zgodovinarji
πού	kjer
πού	kje
ονομασίες	označbe
ονομασίες	imena
ονομασίες	imen
ονομασίες	poimenovanja
παραμονή	eva
παραμονή	eve
εμμανουήλ	emmanuel
βάσεις	fundacije
βάσεις	temelje
βάσεις	temelji
βάσεις	baz
βάσεις	baze
ελάχιστα	minimalno
ελάχιστα	najmanj
ελάχιστα	najmanjša
ελάχιστα	minimalno
ελάχιστα	minimalne
ελάχιστα	minimalna
απαιτείται	zahtevana
απαιτείται	zahtevani
απαιτείται	zahtevan
απαιτείται	zahtevano
μεγάλωσε	vzgojila
μεγάλωσε	vzgojen
μεγάλωσε	vzgojena
μεγάλωσε	postavljeno
νομικά	zakonito
νομικά	pravno
νομικά	legalno
νομικά	zakonsko
νομικά	zakonito
νομικά	pravna
νομικά	pravno
νομικά	pravne
χωρητικότητας	tonažo
διαχειριστής	skrbnik
διαχειριστής	skrbnika
διαχειριστής	upravnik
διαχειριστής	upravitelj
διαχειριστής	upravljalnik
διαχειριστής	menedžer
διαχειριστής	administrator
διαχειριστής	upravitelj
διαχειριστής	administratorja
στενά	tesno
ακρίβεια	natančnosti
ακρίβεια	natančnost
ακρίβεια	točnost
ακρίβεια	natančnost
υγεία	zdravje
υγεία	zdravja
ιαπωνίας	japonska
ιαπωνίας	japonsko
δημήτρη	dimitrij
δημήτρη	dimitri
δημήτρη	dimitris
πολέμους	vojne
πολέμους	vojn
υπογραφή	podpisovanje
υπογραφή	podpis
υπογραφή	podpisana
υπογραφή	podpisano
υπογραφή	podpisan
υπογραφή	podpisani
υπογραφή	podpis
σταθμοί	postaje
θεώρημα	izrek
αναγέννηση	renesančni
αναγέννηση	regeneracija
αναγέννηση	preporod
σταμάτησε	ustavil
σταμάτησε	ustavljen
προηγούμενο	precedens
προηγούμενο	predhodna
προηγούμενο	prejšnja
προηγούμενο	predhodni
προηγούμενο	prejšnji
προηγούμενο	predhodno
μέσος	povprečje
μέσος	povprečna
μέσος	povprečno
επάγγελμα	poklic
επάγγελμα	poklic
αγωνιστής	borka
αγωνιστής	borca
αγωνιστής	borec
ιράκ	irak
ιράκ	iraku
διάλυση	raztapljanje
διάλυση	razstavljanje
μέγα	mega
πρωτοβουλία	pobuda
πρωτοβουλία	pobudo
μηχανικός	mehanik
μηχανικός	mehanika
μηχανικός	inženir
αριθμοί	številke
αριθμοί	figure
αριθμοί	številke
αριθμοί	števila
εμπορίου	trgovina
εμπορίου	trgovanje
εμπορίου	trgovina
εμπορίου	menjava
οπτικά	vizualno
οπτικά	vizualno
οπτικά	optično
οπτικά	optični
οπτικά	optična
απαιτεί	zahtevna
απαιτεί	zahtevni
απαιτεί	zahtevne
απαιτεί	zahtevno
έληξε	končalo
έληξε	potekel
έληξε	potekla
γάμος	poroka
γάμος	zakon
γάμος	poroka
γάμος	poroke
γάμος	poroko
μηχανή	mašina
μηχανή	stroj
μηχανή	motorja
μηχανή	motor
βραζιλίας	brazilski
ειδικές	specifično
ειδικές	specifični
πότε	kadar
πότε	ko
πότε	kdaj
εγχώρια	domači
εγχώρια	domačih
εγχώρια	domače
εγχώρια	domača
ισπανική	špansko
ισπανική	španščina
ισπανική	španski
ισπανική	španska
βασιλεία	basel
βασιλεία	vladavina
βασιλεία	vladavino
βασιλεία	vladanje
όπερα	opera
όπερα	operi
όπερα	opere
όπερα	opero
λεπτομέρειες	detajli
λεπτομέρειες	podrobnosti
λεπτομέρειες	podrobnost
λεπτομέρειες	podrobnosti
νήσοι	otočje
νήσοι	otoki
νήσοι	otoke
όψη	ogled
όψη	razgled
όψη	pogled
εργαλεία	orodja
εργαλεία	orodje
ευθύνη	obveznost
ευθύνη	odgovornost
ευθύνη	odgovornost
εργάζεται	dela
εργάζεται	deluje
δίδαξε	naučil
δίδαξε	naučil
κανονικά	običajno
νικητές	zmagovalcev
νικητές	zmagovalci
νικητές	zmagovalce
μα	toda
μα	ampak
μα	vendar
φοιτητές	dijaki
φοιτητές	študentje
φοιτητές	študenti
φοιτητές	študente
φοιτητές	učenci
οδηγήσει	svinec
αποφάσεις	odločitve
αποφάσεις	odločbe
αποφάσεις	sklepi
αποφάσεις	sodbe
αποφάσεις	sodb
κύκλου	ciklus
κύκλου	cikel
εγκατάσταση	namestitev
εγκατάσταση	vgradnja
εγκατάσταση	montaža
εγκατάσταση	objekt
εγκατάσταση	namestitev
εγκατάσταση	namesti
αναφοράς	referenca
αναφοράς	sklic
αναφοράς	sklicevanje
νόημα	pomeni
νόημα	pomen
ψηφοφορία	glasovanje
ψηφοφορία	glasujte
ψηφοφορία	glasovanje
βρετανός	britanski
βρετανός	britanci
βρετανός	britansko
ατμόσφαιρα	ozračje
ατμόσφαιρα	atmosfera
ατμόσφαιρα	atmosfero
ατμόσφαιρα	vzdušje
τύπους	tipi
τύπους	vrste
άμυνα	obramba
άμυνα	obramba
απεικόνιση	prikaz
απεικόνιση	ponazoritev
απεικόνιση	ilustracija
απεικόνιση	slikanje
κωνσταντίνο	constantino
κέρκυρα	krf
εκτίμηση	ocena
εκτίμηση	ocenjevanje
εκτίμηση	presoja
εκτίμηση	ocena
σχετικό	sorodnik
σχετικό	relativna
σχετικό	relativno
σχετικό	ustrezni
σχετικό	ustrezna
σχετικό	povezano
σχετικό	povezani
βράδυ	večer
βράδυ	vecer
βράδυ	zvečer
βράδυ	večerni
ποσό	količina
ποσό	znesek
τέχνες	umetnost
τέχνες	umetnosti
παντρεμένος	poročeni
παντρεμένος	poročen
παντρεμένος	poročena
μεθόδους	metode
τελετή	slovesnost
τελετή	obred
τελετή	slovesnosti
κόμης	štetje
κόμης	grof
αθανάσιος	athanasios
παρουσιάζεται	predstavljena
παρουσιάζεται	predstavljeni
παρουσιάζεται	predstavljeno
παρουσιάζεται	predstavljene
