ve	и
oğulları	сыновей
oğulları	сыновья
bayern	бавария
emniyet	безопасность
perde	занавес
perde	завесу
perde	шторы
vandalizm	вандализма
caz	джаз
yeraltı	подполье
yeraltı	подземные
yeraltı	метро
yeraltı	подземный
yeraltı	underworld
resimler	картинки
resimler	изображения
resimler	образы
resimler	рисунки
resimler	фотографии
resimler	картинки
resimler	pictures
resimler	фотки
resimler	живопись
resimler	картины
resimler	фотографии
resimler	фото
leo	лео
leo	лев
çekilmiş	обращено
çekilmiş	снята
timur	тимур
otto	отто
teorik	теоретические
teorik	теоретической
müttefik	союзников
müttefik	союзники
müttefik	союзников
müttefik	элли
müttefik	союзник
diego	диего
yakınında	вблизи
yakınında	рядом
yakınında	близко
yakınında	неподалеку
yakınında	рядом
yakınında	поблизости
yüzü	лицом
yüzü	лицо
gelişim	развитие
gelişim	разработка
gelişim	прогресс
gelişim	совершенствование
gelişim	улучшение
şiddet	насилие
şiddet	насильственные
rica	запросить
rica	просьба
rica	просьбе
rica	запрос
rica	рика
endonezya	индонезии
endonezya	индонезии
endonezya	индонезия
endonezya	индонезию
jay	джей
journal	дневник
journal	журнал
journal	journal
bulut	тучи
bulut	облака
bulut	облаков
bulut	облако
bulut	облака
horasan	хорасан
çoklu	несколько
çoklu	множественные
belirtir	указывается
belirtir	указывает
sürgün	изгнании
sürgün	изгнание
sürgün	высылка
sürgün	депортация
sürgün	депортации
sürgün	изгнании
sürgün	изгнан
sürgün	изгнание
katılmış	присоединилась
katılmış	присоединился
katılmış	присоединились
katılmış	вступила
ekmek	хлеба
ekmek	хлеб
oktay	октай
franz	франц
allen	аллен
allen	ален
feat	подвиг
yüzlerce	сотнями
yüzlerce	сотни
devamlı	непрерывный
devamlı	непрерывно
devamlı	постоянного
devamlı	непрерывное
yayınlanmış	опубликован
yayınlanmış	опубликованный
yayınlanmış	опубликовано
yayınlanmış	опубликована
yayınlanmış	опубликованные
yazları	саммерс
houston	хьюстон
personel	персонал
personel	персонал
personel	сотрудники
tehlikeli	опасные
tehlikeli	опасно
tehlikeli	опасная
tehlikeli	опасный
tehlikeli	опасных
tehlikeli	опасное
las	лас
ortam	атмосфера
ortam	атмосферу
ortam	средняя
ortam	средних
ortam	средний
ortam	среднее
ortam	средние
ortam	media
ortam	медиа
ortam	сми
ortam	окружение
ortam	окружающего
saf	наивный
saf	наивно
saf	чистая
saf	чистые
saf	чисто
saf	чистый
saf	чистое
elemeleri	квалификация
kaza	авария
kaza	аварии
kaza	случайность
kaza	дтп
kaza	авария
kaza	аварии
kaza	случайное
kaza	происшествия
kaza	аварии
kaza	аварий
kaza	дтп
kalıcı	постоянная
kalıcı	постоянное
kalıcı	постоянные
kalıcı	постоянный
kalıcı	постоянно
kalıcı	навсегда
kalıcı	стойкие
kalıcı	настойчивые
kalıcı	стойких
kalıcı	прочного
kimlik	идентификация
kimlik	идентификации
kimlik	выявление
kimlik	идентичность
kimlik	идентификация
kimlik	самобытность
kimlik	личность
paulo	паулу
paulo	пауло
paulo	паоло
görevleri	пошлины
görevleri	обязанностей
görevleri	обязанности
görevleri	ролях
görevleri	роли
görevleri	квесты
görevleri	задания
şube	сектор
şube	ветвь
şube	филиал
rap	рэпер
rap	рэп
rap	рэп
isyanı	бунт
isyanı	восстание
isyanı	мятеж
isyanı	бунт
isyanı	восстание
isyanı	мятеж
eleştiriler	критика
eleştiriler	критику
eleştiriler	критика
eleştiriler	критики
eleştiriler	критиков
phoenix	феникс
ikincil	среднее
bruce	брюс
shakespeare	шекспир
duvar	стена
duvar	стене
duvar	уолл
duvar	стены
duvar	стенки
duvar	стен
libya	ливийская
libya	ливия
libya	ливии
tuz	соли
tuz	соль
açar	откроется
açar	открывается
açar	открывает
ayrılmış	разделены
ayrılmış	защищены
kolombiya	колумбия
kolombiya	колумбийский
kolombiya	колумбия
kolombiya	колумбию
kolombiya	колумбии
formula	formula
formula	формулы
formula	формула
sayılar	цифр
sayılar	цифры
sayılar	фигуры
sayılar	цифры
sayılar	цифры
sayılar	номера
sayılar	числа
deprem	землетрясение
deprem	землетрясения
deprem	землетрясения
kullanılmış	используется
kullanılmış	использовано
kullanılmış	используемый
kullanılmış	используемые
kullanılmış	использован
filozof	философ
çekim	стреляй
çekim	стреляйте
çekim	стрелять
çekim	влечение
çekim	съёмки
çekim	съемка
çekim	стрельба
çekim	снимать
çekim	съемки
çekim	съёмки
çekim	снимаю
çekim	снимаем
çekim	съемка
inc	inc
kavram	понятие
kavram	концепция
kavram	понятие
kuvvetler	силы
kuvvetler	сил
davis	дэвис
jimmy	джимми
köylü	крестьян
köylü	крестьяне
köylü	крестьян
party	party
party	сторона
party	партия
party	вечеринка
yelken	парус
yelken	паруса
yelken	паруса
yelken	плавания
divan	диван
gönderilen	представлено
gönderilen	представленное
gönderilen	представлен
gönderilen	представленный
gönderilen	отправил
gönderilen	отправила
