மற்றும்	and
வழங்கல்	delivery
ஆகியவற்றைப்	midwifery
வேலைகள்	jobs
ஆயுள்	life
போலி	dummy
போலி	counterfeit
போலி	fake
பிரான்சில்	braun
சிற்பம்	sculpture
சிற்பம்	carving
சரஸ்வதி	saraswati
இணையான	parallel
இயக்கவியல்	dynamics
நண்பர்	friend
தேன்	honey
ரிஷபம்	taurus
உதாரணம்	example
ஈராக்	iraq
மின்காந்த	electromagnetic
தாயின்	mother
வாங்க	buy
எடுத்துக்காட்டுகள்	examples
ஜனாதிபதி	president
ஜனாதிபதி	prez
வந்தான்	came
வாகனங்கள்	vehicles
சூழலியல்	ecology
தாக்கல்	filing
தாக்கல்	filed
போராட்டங்கள்	struggles
சூத்திரம்	formula
பெர்லின்	berlin
பள்ளிவாசல்	mosque
சோதனைகள்	trials
சோதனைகள்	tests
சுப்பிரமணியம்	subramaniam
பயனுள்ள	useful
பயனுள்ள	effective
தொடங்குகிறது	begins
தொடங்குகிறது	starts
தொடங்குகிறது	starting
சந்திக்கும்	meet
அங்கீகாரம்	recognition
உம்	umm
நெருக்கடி	crisis
தானம்	donate
சமநிலை	balance
திருத்தம்	amendment
ஆரிய	aryan
ஆபத்து	risk
ஆழம்	depth
ரயில்வே	railway
டென்மார்க்	denmark
பெங்களூரு	bangalore
பெங்களூரு	bengaluru
நாணயம்	currency
தரிசனம்	darshan
உயரிய	great
ஓட்டங்கள்	runs
அலுமினியம்	aluminium
பென்	ben
ஜூலியன்	julian
ஆர்தர்	arthur
தேவைகள்	requirements
ஆழ்ந்த	deep
பலம்	strength
நேபாள	nepalese
விளக்கங்கள்	details
அகலம்	width
சமயப்	religious
சமீபத்தில்	recently
சமீபத்தில்	lately
செறிவு	intensity
செறிவு	concentration
கேட்க	ask
கேட்க	hear
கேப்	cape
கேப்	cab
வழக்குகள்	cases
விடுமுறை	holiday
விடுமுறை	vacation
விடுமுறை	holidays
வாழ்வியல்	lifestyle
நிறுவனர்	organisation
நிறுவனர்	organizer
நிறுவனர்	founder
விண்மீன்கள்	starry
சாமி	sami
இழந்த	lost
எழுத்தறிவு	literacy
பிரதம	prime
துணைக்	sub
கிறித்தவம்	christianity
இனப்பெருக்கம்	breed
இனப்பெருக்கம்	reproduction
திறமை	skill
திறமை	talent
திறமை	talented
தெரிந்த	known
செவ்வாய்	tuesdays
செவ்வாய்	tuesday
செவ்வாய்	jupiter
செவ்வாய்	mars
மெட்டல்	metal
மெட்டல்	metals
கட்டளை	command
தீர்மானம்	determination
தீர்மானம்	resolution
கணிதவியலாளர்	mathematician
முஸ்லிம்கள்	muslims
தாவரவியல்	botany
சபையில்	congregation
தழுவி	embrace
குவாண்டம்	quantum
கணிப்பு	prediction
அக்பர்	akbar
கண்டுபிடிப்பு	invention
கண்டுபிடிப்பு	innovation
பெறப்பட்டது	received
பிரசாத்	prasad
எவரும்	anyone
எவரும்	none
எவரும்	nobody
பாதிக்கும்	affect
நோர்வே	norway
புல்	grass
சோ	zhou
சோ	cho
எதிர்மறை	negative
திபெத்திய	tibetan
பருத்தி	cotton
நாய்	doggy
நாய்	dog
பினாங்கு	penang
விழிப்புணர்வு	awareness
விபத்தில்	accident
விபத்தில்	crash
இருப்பு	balance
இருப்பு	presence
இருப்பு	stock
ஜோர்ஜ்	jorge
இயந்திரங்கள்	robots
நிலக்கரி	coal
பதிவுகள்	impressions
பதிவுகள்	records
கட்டிட	building
முட்டை	egg
பட்டி	menu
ஜீ	jee
ஜீ	zee
ஐதராபாத்	hyderabad
நட்சத்திர	star
இளவரசர்	prince
மறுபடியும்	again
குணம்	attribute
இறக்குமதி	import
இருக்கிறார்கள்	are
ஹாரி	harry
சைமன்	simon
தீவிரமாக	seriously
பணத்தை	money
கொச்சி	kochi
ஏழை	poor
வெளிப்படுத்தும்	reveal
காயம்	injury
காயம்	wound
காயம்	hurt
ஆசை	desire
ஆசை	wish
விளம்பரம்	ads
விளம்பரம்	advertising
விளம்பரம்	advertisement
விளம்பரம்	promotion
விளம்பரம்	boost
மூலிகைகள்	herbs
நீலம்	blue
அவளை	her
மாதிரிகள்	samples
வருகிறார்கள்	coming
தொடர்ந்தது	continued
அமெரிக்கர்கள்	americans
கனவு	dream
கனவு	dreaming
வானிலை	weather
கபூர்	kapoor
தேற்றம்	theorem
ஆணை	instruction
ஆணை	command
அதிகரித்தது	increased
தாக்கும்	attack
அன்றாட	daily
நிகழ்வில்	event
நியமனம்	appointed
தொண்டு	charity
அதிகரிக்கிறது	improves
போர்க்	war
பரம்பரை	inheritance
நேர்காணல்	interview
தயார்	ready
சிலைகள்	idols
சிலைகள்	statues
மிதமான	moderate
சிகாகோ	chicago
எங்கே	where
வேண்டியது	must
காட்டினார்	showed
தினசரி	daily
தீய	evil
தசை	muscle
வயலின்	violin
மறுத்து	refused
கோதாவரி	godavari
பன்னிரண்டு	twelve
வாக்கு	vote
கிளப்	club
ஆவி	ghost
ஆவி	spirit
பெட்டிகள்	boxes
மெய்	consonant
மெய்	true
ஹால்	hall
எச்சரிக்கை	warning
எச்சரிக்கை	caution
எச்சரிக்கை	alert
அரங்கு	theatre
சாந்தி	shanti
தங்கப்	gold
விரல்	finger
பூச்சிகள்	insects
ஜோ	joe
கலாச்சாரம்	culture
மராத்தி	marathi
இறைவனின்	lord
கட்டுப்பாடுகள்	restrictions
கட்டுப்பாடுகள்	controls
முற்றுகை	siege
மகாபாரதம்	mahabharata
தகவலை	info
தகவலை	information
பன்றி	pig
விஸ்வநாதன்	viswanathan
அதிகரிக்க	increase
ஏற்க	accept
ரோம்	rome
ரோம்	rom
அட்டைகள்	cards
நேரியல்	linear
முக்கியமானது	important
படிப்பு	course
